step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
125000,b,318,359,392,10,95,3,107,49,55,68,72,65,46,22514
126000,b,333,348,391,9,90,3,93,51,75,62,47,62,52,22689
127000,b,342,365,369,4,88,2,83,64,57,78,57,64,47,22895
128000,b,340,367,382,3,97,1,90,42,47,66,48,76,63,23079
129000,a,349,329,380,32,65,38,17,53,59,41,98,51,141,23224
130000,a,345,341,353,60,47,46,14,50,80,59,94,47,51,23380
131000,a,347,355,351,89,23,72,9,50,66,78,74,59,77,23567
132000,a,342,373,385,92,11,80,6,53,83,70,46,68,64,23758
133000,a,321,360,359,96,10,86,3,54,59,66,63,72,45,23950
134000,a,314,357,377,92,6,103,1,45,66,70,65,73,51,24138
135000,a,298,372,394,92,3,100,1,51,59,66,58,67,49,24322
136000,a,297,367,386,98,3,106,1,48,53,74,64,67,57,24511
137000,b,294,369,365,70,43,25,33,49,63,51,110,50,131,24661
138000,b,307,378,352,49,57,15,65,49,64,62,79,66,69,24838
139000,b,312,380,340,31,79,11,76,46,52,72,96,55,52,25011
140000,b,309,382,337,24,100,5,82,47,56,82,89,55,37,25195
141000,b,316,377,359,11,103,3,104,48,69,73,62,73,44,25389
142000,b,296,391,347,6,99,2,96,37,62,71,47,61,55,25558
143000,b,305,394,370,3,93,1,103,47,57,73,56,75,61,25753
144000,b,296,391,381,3,111,1,121,39,48,83,47,76,58,25951
145000,a,320,363,357,38,74,35,34,56,54,46,116,50,137,26103
146000,a,296,361,359,57,51,64,24,43,58,55,91,67,96,26268
147000,a,320,370,382,68,34,83,14,53,61,56,77,70,64,26447
148000,a,320,355,367,71,22,93,8,48,62,60,56,65,67,26620
149000,a,323,344,357,83,13,98,6,49,64,55,61,64,69,26788
150000,a,319,334,356,92,7,109,4,55,63,75,56,71,48,26989
151000,a,328,339,357,104,6,101,3,56,82,64,49,73,62,27182
152000,a,309,374,384,107,3,104,1,46,64,52,42,77,60,27357
153000,b,323,377,340,78,38,17,40,46,55,49,93,58,161,27510
154000,b,326,365,349,55,64,11,65,50,67,68,108,63,48,27691
155000,b,328,354,342,33,84,6,75,59,61,72,85,52,60,27874
156000,b,352,361,344,22,98,5,81,54,71,69,62,73,60,28070
157000,b,349,348,375,17,97,2,93,58,51,67,58,62,51,28257
158000,b,360,334,359,11,92,1,88,50,51,50,38,61,51,28418
159000,b,363,345,366,5,102,1,91,50,70,67,52,75,47,28610
160000,b,330,348,396,4,95,1,88,51,79,53,51,61,59,28775
161000,a,326,361,391,47,57,43,18,49,80,56,103,56,132,28936
162000,a,328,352,396,74,35,70,10,49,61,68,85,74,58,29127
163000,a,321,347,403,93,23,83,9,54,74,73,77,58,30,29312
164000,a,312,351,385,89,18,93,6,52,78,61,58,73,63,29498
165000,a,308,350,369,92,9,107,3,49,59,52,69,88,46,29687
166000,a,320,359,376,87,5,106,1,42,56,71,69,68,58,29868
167000,a,328,347,372,71,3,102,1,54,60,51,35,75,70,30048
168000,a,353,347,371,80,2,86,1,61,55,56,62,72,47,30237
169000,b,364,359,373,50,41,16,41,55,70,56,114,54,116,30402
170000,b,353,349,362,38,67,12,72,46,54,62,90,81,74,30591
171000,b,359,357,371,19,78,6,78,56,57,68,90,60,54,30775
172000,b,352,358,330,10,75,4,75,51,70,65,53,62,44,30953
173000,b,359,354,328,6,85,3,78,57,73,73,54,63,57,31146
174000,b,349,361,348,1,79,1,85,54,82,62,45,64,48,31326
175000,b,353,344,369,1,92,1,87,53,70,73,53,70,45,31522
176000,b,343,332,380,1,106,1,95,53,70,60,52,79,45,31714
