step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,182,151,186,46,0,62,0,85,105,62,80,84,72,231
2000,a,260,255,294,98,0,92,0,77,78,87,63,83,52,478
3000,b,304,298,334,70,39,13,52,67,69,48,146,64,137,657
4000,b,302,332,365,46,67,10,91,44,50,57,157,82,75,840
5000,a,332,359,381,72,49,54,12,52,61,69,94,69,131,1030
6000,a,357,367,382,76,32,69,9,48,52,56,117,59,47,1193
7000,b,346,354,409,53,64,11,65,52,44,62,124,75,115,1382
8000,b,346,365,407,35,86,10,78,47,51,70,139,71,39,1570
9000,a,359,375,415,49,56,52,13,51,61,54,114,67,101,1742
10000,a,362,369,444,72,40,68,10,43,44,51,204,65,35,1901
11000,b,349,376,426,43,67,12,45,57,50,66,97,52,88,2076
12000,b,341,395,392,24,89,8,80,61,47,58,109,75,47,2270
13000,a,337,382,412,52,61,53,11,42,38,55,139,71,125,2438
14000,a,333,354,410,76,33,77,6,54,46,64,137,63,37,2619
15000,b,346,355,397,51,54,13,44,49,41,54,141,61,121,2783
16000,b,326,370,392,33,77,8,74,55,36,64,102,69,76,2971
17000,a,339,383,404,62,50,51,9,53,51,64,144,68,113,3156
18000,a,377,381,386,55,37,74,6,59,60,41,128,59,50,3315
19000,b,355,394,394,28,84,10,52,40,59,81,91,61,121,3497
20000,b,368,399,398,15,98,8,76,67,70,67,53,74,59,3705
21000,a,379,400,375,49,71,36,10,61,60,53,124,47,103,3866
22000,a,371,396,365,72,52,61,4,59,61,58,211,55,34,4038
23000,b,382,403,359,46,68,5,35,49,53,63,112,48,102,4198
24000,b,371,410,357,25,95,4,65,57,62,73,123,55,42,4383
25000,a,400,395,363,53,69,43,9,60,63,54,139,49,100,4546
26000,a,396,401,373,88,42,65,4,45,53,82,152,50,43,4723
27000,b,405,360,365,58,59,12,42,61,33,44,149,54,117,4882
28000,b,405,342,398,35,72,9,75,46,46,57,184,75,43,5060
29000,a,408,367,388,60,48,54,8,60,74,64,53,61,120,5245
30000,a,397,383,399,71,28,68,4,55,43,53,116,61,40,5414
31000,b,379,391,400,39,61,10,46,42,41,64,99,65,103,5585
32000,b,377,391,393,27,82,5,72,58,49,66,83,72,71,5781
33000,a,399,380,385,61,48,47,9,58,66,59,110,62,104,5960
34000,a,379,394,375,80,32,69,4,49,53,59,176,57,41,6125
35000,b,378,383,385,52,59,9,55,49,65,56,118,62,121,6292
36000,b,364,394,379,33,80,5,73,44,49,70,202,52,27,6458
37000,a,347,397,378,69,57,37,12,49,69,67,118,43,98,6617
