step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,175,172,163,58,0,55,0,75,104,76,73,74,72,225
2000,a,253,241,273,81,0,101,0,63,77,64,76,98,64,450
3000,a,287,302,302,93,0,94,0,56,76,72,75,70,69,648
4000,a,320,336,336,99,0,102,0,51,81,85,59,67,61,851
5000,a,319,348,357,105,0,93,0,55,66,70,56,67,56,1043
6000,a,323,338,365,118,0,96,0,46,64,81,38,69,60,1239
7000,a,321,320,377,106,0,102,0,51,67,59,44,79,57,1428
8000,a,310,340,364,116,0,102,0,46,63,70,52,75,61,1619
9000,a,299,334,368,102,0,112,0,48,72,60,70,74,45,1801
10000,a,314,347,348,111,0,101,0,53,61,76,45,65,52,1995
11000,a,310,369,377,111,0,111,0,44,62,77,47,85,45,2201
12000,a,308,364,386,99,0,103,0,54,66,59,61,71,60,2385
13000,a,295,362,402,94,0,107,0,52,45,64,55,76,53,2577
14000,a,313,374,410,91,0,113,0,47,69,63,54,87,54,2774
15000,a,303,360,383,104,0,111,0,45,65,68,52,72,60,2959
16000,a,310,368,381,99,0,109,0,54,67,71,49,69,50,3153
17000,a,312,366,380,101,0,93,0,58,58,56,51,77,55,3344
18000,a,305,371,390,98,0,95,0,43,77,65,59,70,46,3522
19000,a,314,366,391,97,0,100,0,47,53,69,52,72,45,3710
20000,a,300,352,398,105,0,113,0,44,50,70,48,83,51,3907
21000,a,285,345,399,111,0,102,0,55,75,67,50,72,43,4101
22000,a,277,327,420,110,0,109,0,36,63,75,49,86,66,4298
23000,a,285,328,395,111,0,116,0,43,51,69,54,74,77,4484
24000,a,288,345,403,108,0,115,0,47,49,78,31,78,64,4687
25000,a,293,366,382,106,0,110,0,43,50,81,30,74,60,4885
26000,a,312,365,376,112,0,107,0,56,61,74,56,70,57,5085
27000,a,282,355,400,110,0,118,0,55,58,73,42,83,57,5296
28000,a,301,359,403,104,0,125,0,46,59,62,49,94,45,5498
29000,a,324,353,386,91,0,114,0,60,63,51,41,69,56,5678
30000,a,329,360,375,95,0,100,0,48,58,71,59,65,49,5862
31000,a,307,368,377,105,0,100,0,56,67,65,55,74,55,6057
32000,a,310,374,363,92,0,107,0,39,68,63,37,82,58,6241
33000,a,330,360,376,87,0,114,0,58,43,55,55,77,63,6431
34000,a,326,358,362,90,0,108,0,51,59,54,56,69,59,6605
35000,a,334,376,355,102,0,105,0,51,48,79,52,70,55,6805
36000,a,315,370,364,111,0,109,0,46,64,78,51,61,54,6990
37000,a,312,388,345,108,0,106,0,56,51,79,49,53,47,7178
38000,a,295,393,375,112,0,116,0,46,66,79,44,72,65,7375
39000,a,291,384,372,105,0,99,0,52,65,72,44,65,37,7564
40000,a,289,388,372,108,0,90,0,45,58,69,52,64,64,7742
41000,a,297,367,373,116,0,93,0,48,49,68,55,68,48,7926
42000,a,282,362,368,117,0,98,0,42,41,68,65,77,69,8113
43000,a,290,377,354,106,0,103,0,49,66,73,50,69,56,8304
44000,a,293,373,378,99,0,106,0,56,73,63,62,63,42,8486
45000,a,288,368,367,108,0,108,0,53,61,69,69,73,63,8681
46000,a,310,373,352,105,0,102,0,54,50,71,44,71,64,8877
47000,a,312,361,360,107,0,103,0,51,55,64,54,66,48,9058
48000,a,305,375,362,94,0,102,0,46,53,52,50,69,48,9225
49000,a,286,361,374,95,0,120,0,34,52,69,71,82,83,9410
50000,a,290,352,382,104,0,109,0,46,63,70,43,69,58,9595
51000,a,284,363,378,97,0,103,0,54,78,60,48,64,58,9773
52000,a,286,356,379,102,0,100,0,48,46,71,48,57,46,9949
53000,a,298,345,376,114,0,113,0,35,59,68,58,78,66,10130
54000,a,289,349,370,114,0,102,0,44,52,73,56,71,56,10318
55000,a,314,353,361,99,0,103,0,52,70,66,53,63,53,10499
56000,a,315,375,358,106,0,103,0,58,66,83,50,68,56,10708
57000,a,313,375,360,104,0,113,0,44,60,62,67,75,52,10889
58000,a,323,370,370,102,0,108,0,47,65,69,39,71,60,11076
59000,a,331,349,371,91,0,96,0,49,68,66,54,60,69,11251
60000,a,322,354,366,106,0,98,0,50,72,79,58,67,57,11447
61000,a,321,363,376,106,0,111,0,40,43,70,63,81,57,11638
62000,a,321,355,371,96,0,115,0,44,74,68,53,79,48,11829
