step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,163,146,202,44,0,74,0,63,88,57,79,99,90,219
2000,b,226,243,270,24,41,9,43,63,74,64,87,64,145,410
3000,a,264,297,312,63,21,50,1,49,80,66,116,66,125,591
4000,b,293,348,330,37,64,9,45,49,66,78,110,55,113,773
5000,a,305,348,351,57,43,44,4,48,76,60,102,55,91,936
6000,b,326,339,372,36,71,4,63,50,56,60,114,76,93,1122
7000,a,342,322,370,51,50,44,11,52,52,46,106,55,125,1275
8000,b,343,311,391,31,54,7,56,48,63,47,55,78,104,1448
9000,a,367,303,378,58,36,54,12,62,73,53,91,67,94,1630
10000,b,348,331,367,31,68,7,54,59,88,54,69,67,104,1810
11000,a,359,337,368,48,40,46,9,60,68,49,80,52,113,1971
12000,b,367,349,373,34,66,8,59,49,60,57,70,70,107,2147
13000,a,356,327,357,50,44,50,4,61,78,45,93,63,99,2316
14000,b,356,323,362,31,66,9,41,55,74,56,83,52,101,2479
15000,a,345,332,360,68,41,47,4,45,74,61,79,61,86,2646
16000,b,343,324,362,41,66,9,37,61,55,54,106,55,93,2816
17000,a,346,329,355,55,49,51,2,55,63,50,100,61,94,2982
18000,b,335,326,363,46,71,8,43,54,66,64,86,57,101,3157
19000,a,337,340,388,64,55,45,1,55,60,53,76,67,98,3332
20000,b,340,330,369,42,78,7,49,50,58,53,90,62,94,3497
21000,a,351,326,393,67,50,45,8,47,67,57,95,67,103,3668
22000,b,353,347,388,46,60,9,48,44,68,58,93,57,98,3827
23000,a,349,312,371,55,41,46,7,53,59,54,75,59,102,3993
24000,b,380,308,355,32,51,8,48,58,69,39,100,52,129,4142
25000,a,388,307,375,45,32,56,8,62,65,46,73,67,105,4317
26000,b,367,325,379,33,62,7,47,56,65,59,92,63,101,4495
27000,a,369,320,362,50,45,49,8,59,52,45,87,57,103,4656
28000,b,334,312,366,29,64,11,45,54,55,52,82,60,103,4822
29000,a,334,319,370,49,41,55,3,51,65,47,84,65,95,4985
30000,b,345,316,370,31,56,10,42,67,82,38,63,60,121,5150
31000,a,360,323,389,53,39,59,5,66,59,56,94,64,113,5336
32000,b,342,324,379,30,64,9,49,47,68,57,56,59,109,5499
33000,a,340,353,364,55,39,44,8,60,55,50,60,57,97,5666
34000,b,314,328,353,36,64,7,52,39,69,55,122,63,90,5823
35000,a,319,333,360,54,42,51,10,55,79,47,89,66,101,5991
36000,b,305,351,379,29,77,4,59,53,61,71,90,72,94,6187
37000,a,312,362,366,65,55,48,7,54,52,65,92,59,110,6365
38000,b,308,364,386,36,67,9,52,38,62,49,81,68,100,6520
39000,a,338,360,384,60,47,45,1,53,70,58,93,54,109,6685
40000,b,348,334,383,39,71,6,41,44,46,56,75,59,113,6844
41000,a,342,322,380,67,45,50,3,46,61,61,95,65,98,7016
42000,b,333,328,365,44,57,5,48,52,72,47,76,61,110,7176
43000,a,349,325,382,63,34,37,5,55,63,51,113,52,106,7334
44000,b,341,337,402,40,55,4,55,53,52,50,98,68,107,7505
