step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,182,171,197,53,0,65,0,91,76,73,75,85,84,249
2000,a,276,277,294,94,0,100,0,71,75,93,51,92,57,505
3000,a,332,319,344,102,0,113,0,71,60,68,66,91,43,735
4000,a,349,358,374,116,0,129,0,62,43,73,63,99,47,969
5000,a,330,366,397,108,0,122,0,61,53,64,41,88,44,1182
6000,a,338,367,414,110,0,117,0,58,66,71,50,80,56,1391
7000,a,335,397,423,116,0,126,0,43,54,83,49,76,65,1593
8000,a,318,384,419,89,0,118,0,45,48,51,20,96,60,1785
9000,a,320,376,428,97,0,103,0,48,62,67,44,74,57,1974
10000,a,311,387,430,108,0,121,0,49,53,79,46,101,40,2203
11000,b,339,390,411,74,36,22,48,41,38,53,129,68,159,2365
12000,b,337,383,423,53,69,12,76,39,49,58,135,75,44,2537
13000,b,334,376,428,36,85,6,92,53,56,64,122,79,56,2733
14000,b,348,367,414,23,80,3,99,58,69,44,61,74,49,2909
15000,b,343,364,432,15,80,3,111,59,71,66,43,73,47,3107
16000,b,360,375,419,6,90,2,96,54,49,69,37,58,48,3288
17000,b,367,374,405,4,98,1,103,60,33,69,55,66,59,3483
18000,b,339,385,395,2,118,1,99,50,42,68,53,75,54,3676
19000,b,317,381,419,1,114,0,114,44,44,66,65,86,37,3872
20000,b,327,378,431,0,109,0,124,57,49,66,39,92,58,4087
21000,a,337,377,388,36,68,42,34,45,60,41,102,62,130,4235
22000,a,347,370,411,66,32,66,20,61,49,55,97,60,48,4411
23000,a,359,351,417,88,22,82,10,38,49,66,98,85,54,4600
24000,a,361,366,398,97,15,97,6,51,51,78,58,73,41,4802
25000,a,370,370,395,110,8,110,5,68,62,70,45,75,39,5015
26000,a,353,386,396,127,4,105,2,49,49,84,54,79,35,5227
27000,a,349,391,408,107,1,105,2,55,49,62,50,75,44,5419
28000,a,336,392,414,105,1,102,2,47,58,75,51,74,43,5615
29000,a,319,391,416,113,0,105,0,38,48,84,34,74,48,5811
30000,a,322,382,399,116,0,101,0,44,49,81,60,68,44,6004
31000,b,346,391,412,73,32,26,37,69,47,40,116,62,107,6175
32000,b,364,372,422,57,50,15,66,57,44,43,195,63,62,6338
33000,b,348,385,409,29,67,13,82,37,44,63,186,67,43,6505
34000,b,342,397,413,18,89,10,88,51,51,81,60,64,57,6701
35000,b,350,357,420,9,98,7,101,46,51,61,54,78,64,6886
36000,b,336,382,406,8,100,4,119,44,65,71,63,83,49,7084
37000,b,341,370,416,3,105,3,129,53,44,73,57,82,39,7292
38000,b,331,371,431,2,97,3,121,47,73,73,55,79,43,7491
39000,b,323,384,440,0,108,2,111,60,45,67,63,80,68,7698
40000,b,316,405,444,0,118,1,139,42,47,69,53,100,62,7909
41000,a,321,377,444,23,83,44,38,39,48,34,148,59,174,8041
42000,a,320,394,436,60,53,71,24,49,34,65,187,59,59,8214
43000,a,304,416,408,95,31,72,15,34,30,83,155,61,61,8392
44000,a,301,408,421,103,17,100,6,42,40,65,79,83,68,8582
45000,a,315,381,426,100,9,110,4,57,46,70,61,76,39,8785
46000,a,310,390,427,94,4,106,2,48,58,60,69,62,60,8955
47000,a,325,391,436,104,2,114,1,57,60,78,37,78,61,9168
48000,a,306,414,427,107,2,129,0,44,48,80,56,84,49,9376
49000,a,289,411,447,115,2,137,0,46,41,70,40,87,45,9579
50000,a,279,416,435,107,0,119,0,38,56,76,55,67,47,9760
51000,b,284,397,426,81,30,29,42,48,53,53,131,54,121,9915
52000,b,310,411,406,60,62,16,84,47,36,55,163,73,74,10090
53000,b,329,388,404,43,81,11,92,44,55,65,129,65,48,10264
54000,b,312,379,396,25,89,8,107,48,56,59,84,70,55,10441
55000,b,318,394,389,12,98,6,123,46,53,69,56,76,43,10632
56000,b,310,400,386,10,90,5,115,33,37,58,103,71,54,10794
57000,b,337,412,376,6,103,3,104,56,50,93,70,57,58,11000
58000,b,345,411,380,5,109,3,102,48,44,74,82,70,48,11192
59000,b,355,411,376,3,116,2,99,58,49,77,84,58,40,11385
60000,b,350,411,391,3,126,0,98,43,58,78,65,79,50,11585
61000,a,354,408,387,48,82,50,21,42,45,61,131,62,111,11750
62000,a,368,399,387,76,43,74,13,55,64,63,137,60,53,11928
63000,a,371,388,395,77,24,95,8,56,47,55,128,59,34,12098
64000,a,388,396,387,82,10,100,5,54,55,61,93,65,46,12278
65000,a,370,388,408,85,7,107,2,56,49,66,53,66,55,12466
66000,a,357,399,403,97,6,102,2,50,50,71,80,74,45,12661
67000,a,355,400,394,108,6,102,1,62,60,65,70,72,48,12860
68000,a,343,382,400,115,6,117,1,54,65,73,70,83,41,13070
69000,a,348,396,383,107,2,112,0,49,54,74,69,76,33,13269
70000,a,331,397,418,117,2,114,0,45,47,80,60,80,80,13474
71000,b,323,407,432,87,44,24,45,53,49,61,155,56,124,13644
72000,b,319,400,424,59,62,16,84,48,36,48,242,74,34,13814
73000,b,311,399,433,34,81,7,89,46,49,65,137,64,45,13989
74000,b,314,398,462,24,84,4,104,43,45,63,143,77,41,14172
75000,b,342,402,438,16,100,2,106,60,60,66,136,69,41,14367
76000,b,339,421,417,12,105,1,100,40,32,89,66,70,51,14566
77000,b,336,430,401,5,105,1,106,56,66,77,53,70,41,14769
78000,b,314,425,385,1,103,0,110,45,52,79,62,67,43,14960
79000,b,327,429,390,0,108,0,109,51,57,73,42,81,52,15165
80000,b,333,415,387,0,124,0,108,61,54,83,39,81,35,15390
81000,a,335,411,382,36,85,38,26,42,43,51,147,50,103,15533
82000,a,334,414,382,61,56,67,17,45,46,61,193,50,56,15689
83000,a,335,414,385,90,36,81,10,60,51,81,102,67,53,15897
84000,a,351,413,374,94,21,93,5,69,52,56,97,73,36,16095
85000,a,352,396,382,99,16,100,2,56,86,60,84,70,29,16281
86000,a,357,386,397,97,9,112,2,54,54,69,82,82,49,16486
87000,a,367,375,412,90,6,107,1,53,56,64,74,73,46,16676
88000,a,370,379,403,100,3,102,1,48,55,83,56,58,42,16865
89000,a,370,361,404,100,1,94,0,50,51,69,57,70,52,17054
90000,a,361,392,408,111,1,93,0,62,52,87,52,58,53,17261
91000,b,356,375,413,69,35,19,49,43,44,41,129,63,146,17408
92000,b,347,368,423,49,56,9,80,52,59,56,106,72,62,17588
93000,b,353,364,411,30,68,5,83,49,44,60,137,66,40,17763
94000,b,361,365,419,16,86,2,113,60,54,73,80,87,45,17983
95000,b,340,343,414,8,97,2,122,48,72,62,49,76,46,18169
96000,b,348,334,428,4,92,2,120,71,66,61,46,81,43,18382
97000,b,351,343,414,1,100,2,115,69,56,72,51,68,49,18591
98000,b,350,348,402,1,104,1,118,55,45,64,50,92,52,18802
99000,b,361,389,397,0,115,1,107,47,49,83,50,84,33,19016
100000,b,377,385,374,0,110,1,99,63,49,70,50,58,45,19207
101000,a,395,384,394,37,74,52,25,58,49,45,122,65,115,19375
102000,a,388,371,388,58,46,72,16,39,44,56,173,65,67,19535
103000,a,377,375,400,70,28,85,10,56,43,54,150,62,48,19707
104000,a,370,376,409,97,20,90,4,43,48,78,140,70,46,19898
105000,a,371,390,383,97,10,91,2,63,55,59,101,67,46,20087
106000,a,371,376,383,101,5,97,1,60,41,67,53,77,55,20291
107000,a,352,400,395,101,2,105,1,55,46,77,40,86,51,20509
108000,a,367,408,400,111,0,122,0,52,60,74,51,80,44,20715
109000,a,338,414,398,113,0,105,0,45,61,73,48,67,68,20900
110000,a,330,411,392,106,0,109,0,54,53,73,49,67,47,21094
111000,b,320,418,388,71,36,30,37,40,50,48,189,51,123,21233
112000,b,324,407,386,47,65,19,68,43,30,61,206,53,53,21390
113000,b,334,401,382,32,83,11,68,46,39,81,145,55,39,21572
114000,b,330,410,377,21,92,6,81,45,50,73,111,65,62,21755
115000,b,314,438,393,14,116,3,89,41,48,89,123,61,51,21946
116000,b,328,438,385,8,98,2,90,53,39,71,85,65,52,22135
117000,b,323,443,372,4,104,0,106,49,35,71,97,71,41,22326
118000,b,330,448,364,3,111,0,89,55,53,94,66,51,54,22526
119000,b,358,425,356,2,103,0,97,57,54,76,68,62,59,22721
120000,b,359,416,381,1,114,0,99,61,56,75,49,66,53,22923
121000,a,360,417,368,40,70,36,24,42,57,52,136,49,119,23066
122000,a,362,403,363,70,47,59,11,52,37,70,156,59,42,23247
123000,a,331,415,367,92,34,72,7,45,63,82,92,56,36,23430
124000,a,334,423,392,99,23,81,4,54,44,78,69,69,41,23631
125000,a,318,414,397,101,14,98,1,41,47,69,59,66,52,23807
126000,a,324,418,407,106,7,102,1,43,40,78,41,79,51,24007
127000,a,305,415,408,119,5,96,0,37,38,85,65,74,47,24203
128000,a,309,429,413,125,3,94,0,45,58,87,74,64,43,24399
129000,a,288,435,403,103,1,89,0,41,28,73,41,66,50,24579
130000,a,290,448,392,127,0,95,0,46,52,104,63,64,48,24793
131000,b,277,438,395,90,44,20,36,37,41,58,201,52,127,24940
132000,b,306,436,393,57,68,10,67,42,28,60,211,59,41,25101
133000,b,318,427,402,38,86,7,69,48,41,68,165,56,40,25273
134000,b,318,429,403,23,96,4,81,37,32,74,123,67,54,25451
135000,b,331,419,402,13,99,2,95,60,61,71,67,69,46,25651
136000,b,323,409,402,6,109,1,107,50,41,80,65,77,32,25858
137000,b,346,424,388,6,121,1,112,57,40,81,60,70,33,26066
138000,b,337,422,385,4,115,0,107,48,50,73,49,58,35,26245
139000,b,339,447,379,2,118,0,106,52,64,81,38,72,35,26450
140000,b,349,430,364,1,102,0,102,62,61,66,46,64,28,26642
141000,a,330,418,367,35,70,46,31,46,57,48,118,61,117,26797
142000,a,316,415,389,62,52,73,15,46,44,52,190,66,51,26961
143000,a,327,418,400,78,33,96,7,62,58,67,128,69,50,27159
