step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,162,154,185,49,0,70,0,77,92,68,66,92,77,237
2000,a,235,231,268,77,0,95,0,46,79,70,81,87,76,440
3000,a,273,281,334,94,0,98,0,46,56,70,57,83,58,639
4000,a,292,316,351,104,0,107,0,49,69,74,69,84,58,846
5000,a,304,321,357,105,0,117,0,51,56,68,64,77,64,1042
6000,a,313,340,381,111,0,114,0,43,45,68,52,83,66,1236
7000,a,328,347,372,112,0,106,0,63,46,71,52,72,48,1442
8000,a,340,322,386,94,0,98,0,61,75,49,47,74,59,1626
9000,a,326,331,400,96,0,107,0,39,54,59,56,90,53,1814
10000,a,335,331,378,94,0,109,0,55,71,65,52,68,60,2002
11000,a,335,351,386,87,0,103,0,54,73,61,63,69,57,2186
12000,a,314,349,385,84,0,106,0,45,52,62,55,73,53,2366
13000,a,304,351,408,79,0,110,0,36,49,67,64,84,61,2553
14000,a,300,345,428,100,0,106,0,46,48,79,72,68,60,2746
15000,a,309,350,428,93,0,105,0,36,62,68,45,81,59,2931
16000,a,285,350,426,75,0,113,0,51,69,45,46,73,60,3100
17000,a,296,355,428,82,0,108,0,48,64,66,61,81,76,3295
18000,a,306,351,427,92,0,111,0,50,61,69,50,67,59,3481
19000,a,296,327,420,89,0,114,0,46,64,61,65,78,55,3666
20000,a,308,324,391,91,0,110,0,33,62,63,41,74,57,3836
21000,a,323,315,403,75,0,112,0,50,66,41,51,80,50,4007
22000,a,314,330,413,76,0,115,0,48,57,67,57,82,54,4204
23000,a,311,349,415,86,0,124,0,55,63,67,50,87,55,4413
24000,a,300,342,421,92,0,115,0,42,76,58,40,80,79,4593
25000,a,290,365,417,85,0,102,0,35,51,62,50,72,67,4762
26000,a,293,351,427,83,0,112,0,47,64,53,63,83,62,4945
27000,a,325,356,406,87,0,106,0,44,57,71,54,68,57,5128
28000,a,321,336,412,88,0,111,0,50,71,62,59,81,52,5321
29000,a,318,340,417,94,0,125,0,48,62,61,49,95,72,5525
30000,a,321,336,405,96,0,127,0,41,58,67,47,85,59,5718
31000,a,324,347,415,99,0,118,0,40,74,64,47,81,50,5903
32000,a,346,351,406,87,0,96,0,59,59,59,47,64,42,6085
33000,a,346,353,405,103,0,101,0,58,64,74,61,66,52,6283
34000,a,327,364,410,94,0,100,0,43,67,62,50,71,60,6459
35000,a,302,362,419,94,0,118,0,44,62,59,58,76,67,6638
36000,a,306,369,416,88,0,113,0,41,44,69,56,73,75,6821
37000,a,300,376,414,90,0,113,0,51,59,63,49,82,62,7017
38000,a,297,383,394,85,0,126,0,43,48,60,47,85,51,7205
39000,a,292,413,407,91,0,119,0,42,38,79,46,69,55,7395
40000,a,314,393,398,79,0,123,0,46,58,57,54,68,56,7566
41000,a,316,383,406,81,0,129,0,39,65,60,77,91,51,7756
42000,a,311,368,402,78,0,125,0,46,58,61,55,72,49,7935
43000,a,309,370,391,91,0,112,0,43,65,66,64,88,61,8132
44000,a,306,373,398,99,0,108,0,50,51,66,43,75,46,8323
45000,a,293,366,410,89,0,122,0,50,57,53,45,100,57,8526
46000,a,302,367,395,101,0,115,0,56,47,69,51,73,63,8724
47000,a,318,377,412,101,0,120,0,52,52,75,42,77,71,8928
48000,a,333,341,410,96,0,103,0,53,46,65,39,69,51,9115
49000,a,334,330,394,87,0,92,0,49,72,52,40,74,58,9290
50000,a,329,343,383,87,0,95,0,56,82,70,47,65,50,9481
51000,a,334,349,378,98,0,89,0,46,64,73,50,67,56,9667
52000,a,319,353,390,91,0,105,0,62,70,59,54,76,48,9864
53000,a,334,361,384,90,0,94,0,65,71,55,49,73,44,10057
54000,a,328,355,382,101,0,113,0,42,55,73,52,85,65,10257
55000,a,318,357,393,110,0,108,0,39,65,69,60,68,67,10433
56000,a,319,359,370,102,0,106,0,45,70,63,44,73,66,10614
57000,a,299,355,374,115,0,96,0,40,67,89,55,63,54,10806
58000,a,307,382,379,114,0,106,0,49,72,64,64,70,53,10989
59000,a,335,356,372,101,0,99,0,59,60,64,77,65,42,11177
60000,a,322,356,369,100,0,96,0,49,69,63,55,63,49,11352
