step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,202,183,177,53,0,61,0,87,89,78,71,80,73,245
2000,a,281,283,285,88,0,86,0,83,71,84,56,84,65,496
3000,b,329,313,315,60,45,12,40,65,54,51,130,62,146,674
4000,b,353,323,367,38,68,8,70,54,41,62,169,71,38,861
5000,a,356,363,381,70,43,47,12,52,46,75,128,54,119,1042
6000,a,374,369,378,83,26,55,5,50,83,61,142,45,50,1198
7000,b,384,361,396,45,43,6,66,63,67,45,95,77,120,1383
8000,b,359,377,436,28,62,4,83,39,48,70,136,60,50,1552
9000,a,393,391,415,52,41,40,11,73,62,52,110,54,118,1731
10000,a,373,389,397,74,27,60,6,49,41,75,139,53,71,1908
11000,b,385,387,389,51,65,14,42,59,50,73,129,46,94,2086
12000,b,356,392,384,30,80,9,63,51,55,70,107,64,35,2271
13000,a,359,422,386,74,45,40,10,57,48,75,106,56,92,2459
14000,a,346,415,400,88,27,70,7,42,44,64,137,74,70,2639
15000,b,337,402,411,57,48,6,41,52,59,57,131,48,109,2796
16000,b,345,391,422,34,69,5,70,53,43,61,156,69,32,2979
17000,a,357,405,408,64,41,43,6,57,42,70,114,52,99,3158
18000,a,352,395,392,76,24,60,5,58,63,61,122,60,46,3337
19000,b,372,390,363,50,54,7,44,66,59,54,79,58,103,3515
20000,b,375,391,374,32,66,4,69,52,51,66,117,65,40,3698
21000,a,379,400,384,71,39,46,10,59,59,73,85,60,99,3890
22000,a,381,395,367,87,25,74,7,55,60,66,117,64,52,4075
23000,b,372,401,382,68,52,11,42,53,39,59,162,51,113,4238
24000,b,359,388,375,47,77,6,71,55,76,60,150,59,59,4412
25000,a,382,379,385,72,46,39,12,53,61,66,120,56,91,4587
26000,a,372,375,390,81,32,68,9,50,47,58,146,54,56,4749
27000,b,373,375,411,59,57,8,57,53,58,62,120,64,126,4928
28000,b,373,377,387,38,81,4,92,52,60,63,104,75,47,5118
29000,a,388,382,391,72,52,45,18,53,53,69,106,55,109,5295
30000,a,372,390,381,69,27,66,12,47,38,50,132,65,48,5457
31000,b,359,388,372,40,59,12,57,48,36,59,93,76,107,5640
32000,b,375,396,372,25,73,6,78,49,40,65,122,69,75,5823
33000,a,379,405,372,57,39,48,11,45,62,57,81,62,108,5987
34000,a,372,410,391,78,27,81,7,66,78,54,78,79,56,6186
35000,b,371,397,400,54,53,13,44,48,50,54,138,57,124,6345
36000,b,356,416,405,32,80,8,84,40,48,74,105,78,58,6537
37000,a,352,419,398,57,52,53,8,39,49,55,151,57,113,6688
38000,a,370,412,411,72,35,70,3,53,28,54,188,78,46,6873
39000,b,369,412,403,47,73,8,47,46,47,69,83,60,103,7048
40000,b,368,387,407,33,84,5,63,53,63,58,102,73,37,7232
41000,a,379,381,382,65,57,52,8,50,45,63,112,68,116,7413
42000,a,380,381,397,87,33,69,4,52,56,60,126,73,53,7598
43000,b,407,368,395,53,52,14,53,62,60,47,154,59,91,7766
44000,b,372,385,402,36,66,7,75,40,58,62,129,73,35,7941
45000,a,391,412,393,65,43,48,9,52,69,59,62,66,128,8118
46000,a,364,418,416,76,27,82,6,36,46,74,93,72,45,8300
47000,b,354,418,427,44,54,9,45,36,44,60,121,58,144,8454
48000,b,346,427,405,24,74,5,76,46,54,67,115,67,69,8634
49000,a,354,419,396,71,46,47,11,50,58,67,90,59,107,8810
50000,a,351,418,373,94,25,82,8,55,58,71,90,71,55,9007
51000,b,361,423,369,57,57,15,46,51,45,53,129,56,114,9167
52000,b,376,413,378,40,77,8,79,57,39,64,185,54,39,9342
53000,a,354,438,383,68,49,47,12,53,40,64,124,50,120,9509
54000,a,339,423,365,93,35,69,8,43,51,71,175,53,48,9676
55000,b,355,412,380,45,53,12,51,55,56,58,100,61,106,9850
56000,b,350,401,397,33,86,6,76,37,55,67,151,69,48,10023
57000,a,378,396,381,55,56,42,9,67,54,60,113,46,110,10196
58000,a,382,401,395,73,31,70,7,53,53,61,119,66,79,10376
59000,b,385,396,393,48,58,7,45,65,61,53,85,58,114,10552
60000,b,375,403,398,33,83,3,74,55,47,63,127,72,53,10742
61000,a,376,397,403,51,52,51,10,46,50,50,176,62,121,10900
62000,a,362,389,411,63,43,80,8,63,51,47,175,71,38,11081
63000,b,348,402,401,38,71,10,51,34,25,67,96,63,137,11245
64000,b,337,408,391,26,82,8,81,42,38,74,153,66,61,11427
65000,a,337,412,394,58,70,46,20,43,29,62,156,61,140,11593
66000,a,349,390,393,78,45,79,13,48,59,61,185,70,44,11772
67000,b,356,380,395,55,75,8,53,62,55,67,128,59,109,11960
68000,b,395,370,371,32,91,3,74,66,65,58,121,57,58,12141
69000,a,380,359,384,53,47,52,18,53,62,55,87,65,100,12314
70000,a,376,375,364,81,27,66,11,68,72,71,120,54,43,12507
71000,b,378,355,393,55,55,12,52,51,74,45,126,55,98,12658
72000,b,385,368,407,36,73,5,66,60,42,51,150,58,66,12827
73000,a,378,366,388,72,43,36,10,42,28,67,117,46,118,12982
74000,a,379,377,385,82,25,67,3,55,42,67,120,54,70,13158
75000,b,358,392,388,58,59,14,45,52,82,66,106,54,111,13330
76000,b,368,404,393,39,86,10,66,53,65,73,126,54,61,13510
77000,a,359,389,393,70,56,50,7,49,45,60,89,62,100,13681
