step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,181,164,170,50,0,50,0,82,99,72,82,74,53,228
2000,a,257,252,261,80,0,94,0,73,81,78,91,76,77,455
3000,a,321,283,313,88,0,102,0,64,68,76,73,82,52,677
4000,a,346,338,356,103,0,107,0,56,72,79,51,78,72,890
5000,a,329,356,371,107,0,104,0,47,62,74,51,80,56,1091
6000,a,315,378,383,99,0,97,0,34,63,68,47,80,57,1273
7000,a,314,373,379,106,0,96,0,48,67,74,69,59,59,1454
8000,a,327,354,367,98,0,105,0,64,74,57,42,75,63,1650
9000,b,312,323,360,65,32,28,28,51,70,38,131,46,137,1785
10000,b,331,340,363,46,52,20,59,48,75,62,66,52,67,1947
11000,b,350,341,366,28,62,12,66,63,77,54,68,54,56,2118
12000,b,356,350,370,17,72,8,83,48,76,53,51,73,64,2292
13000,b,321,367,363,15,97,5,100,46,59,73,75,65,69,2476
14000,b,344,364,365,8,94,3,81,57,69,70,67,57,43,2660
15000,b,332,369,357,5,105,3,85,50,71,68,37,67,58,2845
16000,b,321,380,373,4,114,1,84,36,52,76,47,64,70,3021
17000,a,308,360,366,37,78,43,19,28,57,47,125,63,137,3159
18000,a,319,353,355,58,45,53,10,41,85,58,69,52,80,3310
19000,a,338,365,365,67,26,71,6,62,65,56,54,63,66,3491
20000,a,320,394,370,94,16,85,4,54,64,83,63,70,56,3698
21000,a,288,375,374,92,11,90,3,39,63,56,56,79,54,3872
22000,a,294,387,348,103,9,108,2,46,49,86,73,72,62,4076
23000,a,285,394,350,110,5,104,2,37,63,80,55,63,55,4256
24000,a,306,397,356,117,3,98,1,63,57,76,53,68,55,4463
25000,b,279,382,353,81,39,25,41,36,42,53,137,53,109,4605
26000,b,294,382,356,53,56,16,56,49,57,61,114,55,57,4770
27000,b,306,357,366,29,66,10,77,44,61,60,68,70,54,4944
28000,b,326,331,386,18,73,6,84,62,72,62,51,69,67,5137
29000,b,321,325,411,10,82,2,97,51,70,61,40,80,56,5329
30000,b,334,355,392,3,83,1,99,60,70,58,54,76,63,5523
31000,b,314,362,401,1,90,0,96,41,59,61,43,81,68,5706
32000,b,311,369,411,0,90,0,111,48,56,69,51,77,72,5900
33000,a,304,339,397,29,60,50,22,37,58,38,72,67,148,6042
34000,a,289,359,408,59,34,77,20,40,54,60,93,78,64,6220
35000,a,281,330,418,69,21,93,14,42,56,49,59,77,98,6388
36000,a,283,344,423,79,15,106,6,39,52,72,44,82,78,6581
37000,a,294,375,407,94,8,120,0,48,43,70,56,78,76,6777
38000,a,297,360,421,96,6,106,0,57,66,63,40,84,39,6981
39000,a,285,387,418,96,2,119,0,36,55,72,51,85,67,7174
40000,a,254,396,404,87,2,100,0,37,43,58,54,69,62,7338
41000,b,264,369,410,52,37,25,44,40,58,52,92,66,131,7496
42000,b,273,363,410,37,53,12,73,46,57,57,74,73,81,7672
43000,b,298,376,397,25,74,5,81,50,51,67,69,62,64,7851
44000,b,297,376,391,12,81,2,97,48,37,62,47,75,67,8036
45000,b,312,357,404,9,78,2,98,52,55,65,49,72,66,8225
46000,b,304,351,414,3,90,1,110,35,69,70,55,79,65,8409
47000,b,321,344,412,3,81,1,101,54,64,61,35,65,45,8589
48000,b,329,359,400,1,91,1,94,56,53,57,46,75,72,8777
49000,a,313,352,385,37,51,43,23,48,43,47,105,53,129,8925
50000,a,340,335,362,64,35,61,15,54,95,53,71,58,72,9090
51000,a,313,339,384,70,20,79,6,44,78,65,52,72,70,9271
52000,a,312,345,382,81,13,87,2,53,77,56,66,70,57,9450
53000,a,326,346,386,85,6,104,0,62,58,64,49,80,68,9656
54000,a,339,337,388,80,5,111,0,59,60,58,55,74,67,9847
55000,a,344,345,384,85,4,104,0,52,38,60,60,84,52,10043
56000,a,319,349,387,94,2,111,0,44,49,72,67,83,53,10242
57000,b,314,339,410,62,28,26,51,40,63,42,105,64,142,10388
58000,b,322,324,418,39,46,19,75,45,57,44,134,72,54,10549
59000,b,319,340,412,23,75,12,81,50,52,70,74,69,71,10738
