step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,214,185,177,54,0,57,0,85,105,78,60,77,72,240
2000,a,315,258,295,84,0,80,0,92,106,71,54,78,53,481
3000,a,348,308,354,94,0,90,0,60,60,87,51,77,40,705
4000,a,366,350,382,101,0,95,0,64,71,78,41,81,39,928
5000,a,357,358,389,114,0,110,0,57,66,76,59,87,48,1148
6000,a,347,370,385,105,0,117,0,58,52,79,45,76,49,1361
7000,a,331,380,396,113,0,128,0,50,46,81,48,86,48,1578
8000,a,355,391,402,110,0,119,0,53,55,74,60,80,46,1785
9000,a,337,408,379,113,0,102,0,46,48,84,49,67,45,1982
10000,a,331,420,389,116,0,115,0,66,56,78,31,70,49,2196
11000,b,331,424,383,80,42,29,37,52,52,54,155,50,136,2352
12000,b,313,388,395,55,68,21,63,38,44,53,223,57,45,2500
13000,b,323,400,395,31,84,15,86,60,47,62,157,68,48,2690
14000,b,326,396,389,27,88,12,87,48,46,64,129,69,43,2871
15000,b,337,391,386,17,87,8,96,60,42,65,86,67,47,3063
16000,b,332,388,400,12,105,6,97,52,56,86,53,60,59,3261
17000,b,341,379,394,8,110,1,97,52,72,70,41,69,57,3452
18000,b,334,397,391,3,99,0,111,51,60,68,63,74,53,3645
19000,b,326,414,372,3,109,0,105,54,62,80,59,63,33,3842
20000,b,330,436,353,2,115,0,93,63,71,79,43,61,43,4045
21000,a,334,424,369,49,81,46,16,39,49,67,132,65,124,4216
22000,a,353,405,374,80,51,63,10,57,49,70,225,46,44,4389
23000,a,355,393,390,94,35,88,7,49,54,68,133,67,60,4573
24000,a,346,392,394,103,23,95,5,42,42,78,95,69,50,4762
25000,a,357,390,400,98,13,111,3,48,59,62,86,75,59,4947
26000,a,350,370,396,96,9,109,2,56,49,64,86,72,43,5139
27000,a,357,386,393,107,7,105,0,57,59,67,85,67,32,5330
28000,a,348,394,395,112,3,113,0,55,78,70,49,78,46,5533
29000,a,351,389,404,118,1,101,0,51,46,86,39,72,30,5742
30000,a,331,378,415,117,0,98,0,48,64,83,46,73,48,5946
31000,b,320,404,396,75,52,23,33,46,49,61,163,45,122,6098
32000,b,314,416,376,45,57,12,64,44,53,63,148,56,44,6261
33000,b,307,410,363,31,76,6,84,34,32,66,169,65,50,6426
34000,b,323,397,371,17,87,3,98,54,39,70,87,79,57,6629
35000,b,344,372,365,12,96,2,100,52,54,72,84,66,59,6819
36000,b,342,382,387,8,106,0,103,53,51,79,63,82,63,7033
37000,b,337,394,408,4,120,0,110,55,67,82,49,81,54,7251
38000,b,340,389,412,3,106,0,120,50,67,68,48,77,42,7446
39000,b,339,396,405,3,99,0,107,52,55,66,46,77,33,7641
40000,b,339,379,388,3,94,0,117,52,68,65,41,76,54,7834
41000,a,354,380,394,35,65,48,25,49,49,44,154,63,126,7990
42000,a,366,384,388,53,38,72,10,58,61,52,125,62,40,8162
43000,a,380,375,402,73,19,82,8,62,55,63,126,63,37,8350
44000,a,359,393,390,100,14,83,3,52,57,79,109,57,38,8538
45000,a,355,406,398,113,5,104,1,53,47,75,51,70,55,8736
46000,a,349,405,375,96,3,107,1,55,83,58,41,74,42,8923
47000,a,366,387,384,97,2,107,1,60,50,63,55,68,41,9114
48000,a,377,376,410,100,2,102,1,64,53,64,48,85,41,9327
49000,a,361,393,407,109,2,102,1,54,50,85,45,64,43,9530
50000,a,362,370,408,106,0,109,1,60,60,63,46,77,41,9730
51000,b,383,372,408,79,35,32,40,58,58,49,130,59,109,9896
52000,b,356,388,399,55,57,18,62,45,35,53,167,55,49,10049
53000,b,357,377,406,33,75,6,87,51,48,59,148,71,55,10230
54000,b,345,393,400,25,77,3,104,46,45,68,104,72,39,10416
55000,b,340,403,397,9,84,2,104,50,63,74,62,66,23,10606
56000,b,346,398,409,6,84,1,101,62,63,68,58,68,57,10804
57000,b,353,391,406,5,85,1,116,59,64,66,32,88,44,11017
58000,b,350,392,395,2,96,1,112,50,54,78,60,67,38,11212
59000,b,323,408,382,1,117,0,104,44,42,90,54,71,58,11417
60000,b,328,406,406,1,120,0,109,40,38,78,62,87,43,11622
61000,a,324,406,398,31,77,35,27,47,36,43,140,49,144,11761
62000,a,327,396,396,56,54,66,16,48,50,57,231,58,42,11924
63000,a,323,397,395,84,36,84,10,49,55,73,146,60,36,12106
64000,a,337,379,398,99,20,104,5,50,47,70,85,91,54,12317
65000,a,333,390,405,103,14,94,1,46,55,82,97,52,35,12497
66000,a,335,384,398,103,8,102,1,44,45,73,55,75,52,12689
67000,a,341,382,411,111,5,109,0,62,56,79,56,70,41,12900
68000,a,329,391,407,106,4,106,0,53,61,74,65,69,52,13096
69000,a,321,395,411,110,3,114,0,42,53,81,65,85,34,13304
70000,a,305,402,396,114,1,118,0,36,40,80,58,81,49,13501
71000,b,324,417,388,81,44,30,44,42,39,57,121,61,134,13661
72000,b,324,415,384,48,89,18,61,35,42,87,116,61,62,13844
73000,b,311,409,402,33,78,9,100,40,46,59,128,73,48,14016
74000,b,304,399,393,20,97,5,95,44,52,69,115,75,54,14204
75000,b,313,417,382,12,110,5,113,55,29,76,104,79,53,14414
76000,b,306,415,373,8,111,4,109,46,55,65,71,64,44,14589
77000,b,303,402,386,4,118,2,117,38,43,78,73,80,66,14785
78000,b,296,382,401,2,111,1,103,48,46,85,45,67,52,14985
79000,b,321,404,425,0,113,1,109,51,51,83,50,96,47,15215
80000,b,297,403,435,0,109,0,119,40,39,75,46,88,38,15418
81000,a,303,390,434,38,74,45,31,49,45,46,131,59,135,15572
82000,a,297,388,445,65,45,75,18,42,31,76,137,72,45,15762
83000,a,299,389,460,84,21,100,13,45,44,69,73,89,53,15965
84000,a,302,380,441,91,11,107,8,48,48,64,111,71,53,16148
85000,a,310,400,431,104,5,130,6,45,42,82,62,95,39,16370
86000,a,294,419,427,99,3,132,3,50,57,62,56,77,39,16559
87000,a,300,409,453,101,3,118,2,41,47,63,56,76,36,16739
88000,a,303,412,436,104,3,111,2,50,36,77,56,71,55,16937
89000,a,294,387,428,107,2,106,2,26,46,83,40,75,54,17121
90000,a,288,374,424,111,2,108,0,40,42,89,47,81,56,17331
91000,b,301,365,416,67,34,35,48,45,43,45,164,65,124,17486
92000,b,305,381,402,44,66,25,78,49,53,66,148,67,52,17668
93000,b,304,398,402,34,85,16,101,50,76,61,124,74,58,17853
94000,b,307,403,407,21,87,9,102,46,70,66,81,68,38,18033
95000,b,320,396,416,13,91,3,99,59,49,63,76,72,36,18227
96000,b,325,408,427,9,106,2,115,53,45,72,76,87,42,18439
97000,b,312,388,425,4,90,0,110,46,44,66,65,79,44,18630
98000,b,305,371,436,3,94,0,114,44,60,61,71,79,63,18814
99000,b,307,368,456,3,99,0,113,47,55,70,46,77,39,19008
100000,b,329,361,446,2,93,0,109,53,37,60,43,84,60,19205
101000,a,346,351,458,36,65,56,24,48,39,49,116,75,164,19377
102000,a,348,335,421,62,46,82,11,45,53,56,144,78,57,19556
103000,a,340,346,425,87,28,94,4,51,66,61,114,78,62,19746
104000,a,347,363,410,99,17,108,3,47,45,65,95,83,53,19941
105000,a,337,357,427,101,11,119,2,50,60,55,47,89,36,20135
106000,a,319,371,430,112,4,118,2,49,54,68,49,85,52,20337
107000,a,321,371,447,106,2,115,1,46,52,63,64,91,53,20537
108000,a,320,373,450,100,2,129,1,58,47,70,38,85,41,20750
109000,a,322,380,429,99,1,120,1,61,45,68,41,80,46,20959
110000,a,320,384,416,105,1,115,0,52,36,77,58,75,58,21163
111000,b,326,395,416,69,34,29,40,34,41,55,155,51,140,21303
112000,b,327,384,423,45,60,18,65,46,57,59,168,66,42,21474
113000,b,332,388,423,29,76,12,78,67,72,61,71,58,46,21660
114000,b,342,407,412,22,98,8,91,43,55,95,93,68,53,21866
115000,b,325,400,402,15,98,7,91,46,51,62,95,78,49,22052
116000,b,332,412,393,11,122,4,88,47,47,90,83,52,34,22241
117000,b,312,414,400,10,116,3,85,42,40,97,71,59,52,22439
118000,b,319,442,399,3,122,1,87,59,43,90,64,62,39,22650
119000,b,302,439,405,1,119,0,89,38,43,80,63,71,35,22839
120000,b,298,436,388,1,128,0,91,48,60,74,49,65,48,23026
121000,a,305,419,383,44,88,38,21,51,43,61,151,51,94,23189
