step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,187,185,210,64,0,69,0,76,79,86,48,96,74,258
2000,a,267,287,305,92,0,99,0,62,53,91,64,79,73,490
3000,a,307,332,347,111,0,99,0,73,75,84,57,71,40,718
4000,a,334,377,349,108,0,105,0,64,67,79,40,74,59,935
5000,a,332,394,383,103,0,99,0,51,66,75,43,71,48,1132
6000,a,342,415,381,103,0,103,0,56,50,79,59,70,47,1337
7000,a,347,414,393,125,0,95,0,53,44,91,34,73,44,1554
8000,a,332,415,402,114,0,105,0,50,57,62,43,85,46,1751
9000,a,322,412,400,103,0,99,0,55,58,77,41,73,46,1956
10000,a,327,392,401,110,0,108,0,47,57,80,33,79,66,2162
11000,b,328,382,394,63,38,31,40,53,47,49,125,49,128,2313
12000,b,353,384,382,42,73,19,86,53,47,62,101,78,65,2506
13000,b,359,387,388,26,78,7,100,56,54,62,131,66,41,2690
14000,b,342,387,397,15,86,6,87,50,38,55,107,64,56,2859
15000,b,323,398,387,12,107,5,100,50,44,67,92,76,64,3052
16000,b,341,398,373,9,105,5,106,56,57,70,54,73,45,3251
17000,b,349,416,358,5,100,5,105,54,45,67,65,67,54,3439
18000,b,358,435,380,3,100,2,114,58,57,82,44,69,46,3648
19000,b,341,404,376,1,104,0,126,52,29,68,56,90,61,3858
20000,b,360,404,378,0,116,0,105,54,45,97,32,74,44,4083
21000,a,367,384,371,32,74,37,33,40,53,41,168,49,112,4213
22000,a,353,387,401,64,52,64,24,56,61,58,165,63,70,4390
23000,a,360,394,399,87,36,67,14,59,60,74,93,53,60,4576
24000,a,367,396,391,90,23,80,7,65,55,67,73,66,47,4774
25000,a,387,408,372,97,14,88,5,77,78,62,38,73,43,4986
26000,a,360,399,380,104,4,94,5,60,44,72,53,65,65,5183
27000,a,329,409,386,106,2,95,3,43,52,87,48,68,47,5381
28000,a,333,397,406,110,2,106,2,64,61,69,63,74,43,5588
29000,a,333,398,401,111,2,109,1,49,25,77,45,80,53,5794
30000,a,337,393,396,113,1,113,1,47,51,70,40,86,38,5997
31000,b,354,391,396,83,44,31,42,48,44,54,156,51,104,6150
32000,b,328,394,400,53,63,25,70,39,56,59,146,61,67,6309
33000,b,322,386,413,39,62,17,91,42,40,53,151,70,57,6474
34000,b,332,400,399,28,85,16,91,49,49,65,94,67,49,6655
35000,b,337,387,419,16,87,10,105,55,59,64,75,82,59,6856
36000,b,336,415,409,11,97,5,100,51,50,72,84,67,55,7046
37000,b,331,399,397,6,106,3,95,49,53,77,48,72,47,7244
38000,b,320,392,382,6,103,2,98,45,47,75,48,61,60,7425
39000,b,321,385,382,2,115,1,105,56,67,74,41,81,64,7636
40000,b,340,392,371,0,108,1,100,60,70,79,21,80,52,7855
41000,a,359,374,387,42,68,45,21,53,50,50,138,55,123,8013
42000,a,329,377,389,72,46,78,12,41,41,78,161,62,47,8194
43000,a,361,381,395,88,31,95,8,52,53,66,152,64,42,8376
44000,a,373,383,392,106,23,97,4,57,56,80,150,51,48,8564
45000,a,375,396,384,106,13,90,2,59,69,70,98,65,47,8758
46000,a,362,418,365,107,9,89,0,50,52,68,80,59,50,8935
47000,a,370,401,395,115,7,97,0,52,63,82,39,79,44,9148
48000,a,378,407,376,116,3,113,0,56,47,76,39,80,43,9360
49000,a,361,402,394,108,1,117,0,58,59,73,40,75,56,9566
50000,a,365,396,366,107,0,107,0,61,60,77,42,66,48,9770
51000,b,365,398,392,67,35,29,41,45,41,48,103,55,130,9918
52000,b,370,400,393,36,56,16,75,48,69,55,154,55,50,10076
53000,b,354,381,413,15,83,9,99,54,34,64,144,75,41,10269
54000,b,363,381,401,6,88,1,88,63,65,68,99,59,33,10459
55000,b,348,400,404,3,98,0,90,66,65,74,57,67,33,10666
56000,b,359,413,384,1,97,0,88,59,50,82,54,62,34,10869
57000,b,352,427,395,1,102,0,96,53,65,75,46,66,44,11063
58000,b,344,415,396,0,107,0,113,56,63,74,50,70,50,11263
