step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,159,208,189,74,0,66,0,66,71,89,85,81,99,236
2000,a,242,298,310,101,0,110,0,62,47,80,56,114,48,492
3000,a,314,338,356,95,0,110,0,63,69,69,47,70,56,694
4000,a,345,367,375,94,0,112,0,56,53,71,35,83,64,904
5000,a,339,373,404,107,0,111,0,56,65,81,48,77,42,1118
6000,a,325,376,395,122,0,100,0,46,57,77,53,75,29,1316
7000,a,309,387,392,115,0,92,0,61,72,72,46,73,55,1522
8000,a,318,415,392,129,0,98,0,66,63,88,50,76,41,1752
9000,a,317,413,375,115,0,106,0,57,38,78,50,60,50,1947
10000,a,326,417,386,103,0,105,0,58,53,67,35,72,55,2144
11000,a,333,421,381,98,0,103,0,57,59,64,28,70,46,2335
12000,a,314,407,390,106,0,104,0,45,45,77,60,67,38,2524
13000,a,307,381,411,114,0,114,0,54,38,72,56,78,49,2728
14000,a,333,392,404,112,0,111,0,54,56,63,26,82,57,2927
15000,a,344,385,421,109,0,108,0,54,44,68,41,84,37,3133
16000,a,334,398,416,105,0,114,0,55,42,67,37,77,49,3332
17000,a,322,401,422,109,0,131,0,42,36,68,48,92,52,3534
18000,a,314,406,425,112,0,118,0,51,43,74,36,78,49,3737
19000,a,313,413,422,113,0,116,0,42,42,77,57,83,40,3939
20000,a,302,404,406,119,0,124,0,34,27,88,53,83,52,4144
21000,a,298,387,422,100,0,137,0,41,40,69,34,90,71,4344
22000,a,304,384,419,104,0,128,0,60,30,81,59,79,28,4564
23000,a,312,373,412,96,0,114,0,50,53,75,48,66,46,4755
24000,a,309,391,409,107,0,129,0,51,62,75,26,83,76,4964
25000,a,307,372,415,98,0,128,0,45,56,69,36,87,48,5165
26000,a,318,389,412,100,0,118,0,65,47,63,30,73,60,5366
27000,a,330,404,406,118,0,123,0,51,52,85,48,77,53,5579
28000,a,329,380,413,119,0,111,0,57,51,84,49,67,38,5787
29000,a,308,400,406,113,0,119,0,42,52,80,58,77,38,5986
