step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,168,189,193,61,0,60,0,72,74,89,70,82,106,243
2000,a,297,279,302,93,0,88,0,83,99,71,52,76,64,473
3000,b,356,297,333,60,39,9,56,63,68,52,122,66,151,654
4000,b,393,331,356,40,51,3,90,61,44,41,212,66,82,822
5000,a,403,367,364,68,36,44,7,51,44,72,84,60,126,1005
6000,a,389,373,383,75,24,74,5,40,59,58,145,74,43,1177
7000,b,397,378,368,37,58,14,38,44,68,68,124,47,105,1336
8000,b,382,396,365,23,78,3,68,71,74,71,96,64,57,1542
9000,a,399,398,393,69,50,45,4,60,61,68,147,52,91,1722
10000,a,394,400,380,84,32,61,0,66,58,75,107,51,38,1914
11000,b,383,403,381,60,53,6,35,63,83,49,151,50,90,2076
12000,b,393,383,408,37,75,4,71,61,51,56,167,69,53,2262
13000,a,388,394,403,60,51,42,5,51,45,58,107,47,131,2418
14000,a,365,395,400,73,37,55,3,55,68,51,156,61,51,2585
15000,b,374,384,400,43,60,8,52,57,46,68,96,62,79,2772
16000,b,359,375,405,29,79,5,81,56,52,61,130,75,38,2964
17000,a,355,384,397,58,58,44,14,57,54,65,157,55,101,3141
18000,a,371,410,383,81,38,71,8,49,65,64,138,57,61,3311
19000,b,361,382,395,57,56,16,47,42,32,61,162,58,104,3472
20000,b,362,393,414,35,72,7,76,45,41,56,177,70,47,3643
21000,a,376,381,407,56,47,49,11,62,52,60,94,58,110,3823
22000,a,364,394,399,67,33,67,5,64,69,52,161,61,36,4000
23000,b,374,404,384,50,69,9,50,50,38,73,108,70,107,4193
24000,b,369,410,380,35,79,7,61,54,41,57,167,61,37,4365
25000,a,352,400,394,60,57,45,10,42,34,60,147,57,107,4524
26000,a,366,409,385,69,41,59,6,52,61,48,169,50,55,4674
27000,b,378,400,369,46,73,6,34,50,45,73,133,52,93,4849
28000,b,386,402,378,27,81,2,63,51,58,56,192,52,43,5008
29000,a,387,399,368,63,47,40,13,55,36,67,97,51,95,5181
30000,a,373,408,369,86,27,61,7,37,52,78,158,58,42,5354
31000,b,359,410,388,56,62,10,39,55,48,58,139,46,91,5513
32000,b,364,410,370,38,80,5,57,59,43,65,102,53,48,5690
33000,a,375,421,355,70,50,50,8,53,44,67,134,65,97,5875
34000,a,366,401,347,86,31,62,5,49,40,67,176,48,45,6039
35000,b,381,397,347,54,57,12,36,60,63,65,104,42,91,6206
36000,b,391,396,355,36,90,6,43,53,54,81,124,44,55,6384
37000,a,388,388,385,62,50,52,4,57,54,61,122,63,86,6565
38000,a,374,390,401,80,30,80,2,59,55,62,118,69,44,6755
39000,b,381,373,406,54,58,14,39,54,55,58,115,63,112,6930
40000,b,351,383,402,36,79,10,64,43,45,65,136,64,37,7102
41000,a,353,378,386,63,54,46,5,57,62,64,125,53,89,7276
42000,a,353,388,395,88,38,63,2,58,35,58,171,54,64,7446
43000,b,364,401,383,58,62,10,43,48,43,60,148,55,100,7609
44000,b,372,384,381,36,72,5,72,60,72,48,148,63,41,7780
45000,a,404,384,392,61,51,56,10,66,59,56,149,62,96,7964
46000,a,384,383,386,95,28,74,8,62,53,68,123,66,52,8160
47000,b,382,368,390,69,48,10,47,57,50,55,124,55,111,8327
48000,b,379,368,401,44,55,8,74,46,57,47,166,72,50,8492
49000,a,361,382,397,77,35,51,10,32,42,72,119,59,130,8655
50000,a,364,374,397,78,21,82,6,52,42,49,137,75,66,8831
51000,b,371,356,407,54,36,12,50,46,63,41,131,61,125,8979
52000,b,365,360,428,32,65,10,89,61,44,61,126,81,54,9182
53000,a,380,365,430,53,44,47,13,51,51,42,126,58,133,9333
54000,a,388,365,430,71,22,74,10,54,44,49,170,63,42,9499
55000,b,376,377,429,48,41,9,58,47,49,50,161,67,110,9663
56000,b,379,373,410,36,61,5,80,60,45,46,228,57,35,9826
57000,a,392,365,386,59,46,36,17,59,50,59,139,41,102,9985
58000,a,379,369,383,83,25,67,11,55,70,61,101,63,68,10164
59000,b,361,363,399,53,52,11,57,43,63,65,101,66,114,10338
60000,b,372,376,418,31,74,8,84,57,47,56,131,80,65,10531
61000,a,368,373,404,50,41,59,13,55,56,51,98,65,121,10702
62000,a,370,360,401,65,32,79,8,64,51,47,111,75,47,10888
63000,b,370,380,416,44,67,15,47,49,64,67,102,64,113,11068
