step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,199,188,167,60,0,46,0,93,67,83,59,73,74,249
2000,a,286,299,284,87,0,87,0,78,67,87,70,84,61,498
3000,b,308,352,333,52,38,16,50,64,60,52,124,62,123,676
4000,b,321,383,350,35,70,12,71,55,68,70,154,60,50,861
5000,a,324,409,385,67,41,67,10,54,55,70,121,74,93,1059
6000,a,356,383,398,77,28,81,6,58,69,49,106,66,52,1232
7000,b,360,376,403,51,55,12,48,51,52,56,93,59,111,1398
8000,b,362,385,379,33,93,7,68,60,45,81,125,59,52,1598
9000,a,355,393,379,70,62,55,11,55,61,70,128,58,102,1781
10000,a,353,397,382,92,43,86,5,48,66,71,134,71,52,1971
11000,b,372,414,372,66,74,13,37,63,35,69,136,44,111,2147
12000,b,372,431,356,45,100,10,48,63,53,77,138,47,44,2334
13000,a,368,425,341,70,67,45,4,44,73,61,184,51,77,2490
14000,a,363,415,358,92,43,64,3,49,59,69,148,58,35,2666
15000,b,354,432,391,66,61,10,49,55,61,52,132,59,91,2832
16000,b,317,416,388,38,76,9,74,37,42,52,131,64,54,2985
17000,a,321,410,395,54,56,55,10,38,58,53,148,65,121,3141
18000,a,318,400,402,73,45,73,6,36,30,62,207,57,39,3296
19000,b,339,385,409,45,81,14,46,36,33,79,140,55,108,3466
20000,b,348,379,425,28,101,13,68,39,47,72,154,57,61,3634
21000,a,350,360,409,48,62,42,7,52,59,39,131,50,108,3775
22000,a,355,371,396,75,45,72,6,55,57,68,151,67,47,3965
23000,b,365,377,375,50,70,9,47,59,50,56,126,59,110,4139
24000,b,372,378,383,32,71,5,71,59,68,54,146,64,37,4316
25000,a,396,397,398,60,45,46,9,56,60,66,99,61,95,4499
26000,a,392,397,371,67,23,64,7,55,68,71,61,58,53,4683
27000,b,387,388,395,37,61,10,62,50,61,61,83,76,92,4870
28000,b,376,373,396,22,80,9,75,51,52,70,117,65,46,5056
29000,a,399,380,402,60,51,49,7,60,62,61,154,52,111,5229
30000,a,376,377,411,75,36,70,3,54,52,56,142,62,39,5401
31000,b,382,374,429,44,67,11,47,44,47,58,156,62,98,5565
32000,b,378,375,414,31,82,5,65,50,47,60,143,63,38,5738
33000,a,385,386,410,69,50,40,12,61,37,69,113,52,91,5920
34000,a,377,386,409,72,29,64,6,58,62,57,120,57,28,6092
35000,b,366,379,394,52,66,7,51,49,47,60,167,54,97,6255
36000,b,378,378,398,34,82,3,83,52,43,64,161,62,61,6433
37000,a,368,375,394,64,52,42,13,47,53,51,128,58,102,6589
38000,a,361,358,383,86,27,67,5,45,48,64,178,58,64,6756
39000,b,380,352,380,63,53,10,45,53,51,46,142,57,119,6912
40000,b,381,384,385,53,72,8,65,48,59,57,161,61,62,7078
41000,a,372,389,378,78,46,49,12,48,60,63,116,58,106,7247
42000,a,337,391,375,93,31,72,5,40,59,73,111,68,53,7428
43000,b,358,398,371,64,52,15,36,57,50,52,116,52,108,7589
