step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,186,212,171,77,0,55,0,78,74,96,75,68,86,242
2000,a,267,292,265,113,0,82,0,77,90,94,51,69,66,482
3000,a,300,337,337,105,0,99,0,68,78,74,58,80,66,704
4000,a,325,372,373,116,0,107,0,55,48,89,43,85,56,933
5000,a,348,388,379,103,0,109,0,65,51,72,47,70,34,1140
6000,a,356,390,386,106,0,109,0,60,54,77,59,62,56,1339
7000,a,355,393,393,113,0,134,0,43,28,88,63,80,62,1550
8000,a,362,409,414,105,0,123,0,61,78,70,33,66,26,1747
9000,a,370,387,389,107,0,111,0,61,43,71,43,61,45,1940
10000,a,343,386,384,103,0,109,0,41,46,72,48,81,56,2134
11000,b,344,374,371,70,45,31,55,46,43,54,126,67,116,2301
12000,b,333,384,397,43,71,16,77,49,59,56,118,62,84,2468
13000,b,337,377,399,26,86,9,94,46,52,56,147,63,46,2633
14000,b,342,399,398,16,92,5,102,49,35,69,140,64,59,2815
15000,b,336,391,407,10,109,4,100,43,50,75,63,73,54,3006
16000,b,377,390,383,4,101,3,95,60,64,73,60,64,46,3203
17000,b,353,407,399,3,109,1,95,59,57,76,48,64,42,3402
18000,b,350,402,405,2,105,0,104,57,66,72,54,72,46,3603
19000,b,327,403,412,2,115,0,93,46,46,77,65,61,63,3787
20000,b,343,410,406,2,114,0,105,58,50,71,48,71,57,3987
21000,a,353,393,393,41,73,49,26,37,41,52,151,65,112,4141
22000,a,339,385,396,58,47,85,14,47,57,45,153,66,48,4299
23000,a,316,381,391,85,30,101,11,44,43,65,116,68,64,4476
24000,a,343,379,389,86,20,101,7,58,65,65,108,63,51,4662
25000,a,335,371,378,94,11,95,4,57,59,60,98,53,66,4832
26000,a,334,397,382,102,6,92,2,47,46,78,54,61,56,5018
27000,a,337,404,381,101,4,93,1,42,46,78,86,68,51,5206
28000,a,333,394,401,109,3,109,1,44,52,77,51,88,52,5415
29000,a,350,397,409,111,1,108,1,59,62,65,49,72,55,5611
30000,a,356,386,412,114,0,103,1,68,71,59,32,83,44,5821
31000,b,345,377,412,68,28,24,47,50,44,39,115,63,152,5973
32000,b,317,376,423,47,56,12,73,31,54,56,169,77,78,6137
33000,b,320,387,419,33,87,8,93,59,57,71,138,72,40,6339
34000,b,289,386,418,23,92,2,93,40,39,63,73,77,65,6519
35000,b,296,380,420,10,97,1,113,44,58,61,81,85,64,6709
36000,b,295,371,419,7,104,1,119,48,53,69,67,81,57,6907
37000,b,304,393,434,3,112,1,119,44,38,81,58,91,40,7123
38000,b,313,366,452,2,93,1,128,43,50,53,49,101,48,7320
39000,b,322,367,450,0,107,0,121,47,43,80,49,80,52,7527
40000,b,299,377,448,0,104,0,124,51,33,65,53,76,56,7719
41000,a,310,376,443,34,70,49,38,39,39,43,169,63,132,7864
42000,a,314,368,443,56,34,78,19,35,56,50,181,68,78,8017
43000,a,314,380,434,78,18,98,11,50,48,63,82,72,56,8202
44000,a,316,387,420,83,13,99,5,46,44,73,79,66,53,8387
45000,a,325,371,426,97,7,103,3,56,49,75,49,73,43,8591
46000,a,331,377,431,99,6,103,3,50,47,74,49,75,52,8790
47000,a,338,388,425,99,5,107,2,62,48,70,69,83,31,9005
48000,a,347,405,412,107,3,100,2,58,57,75,47,72,39,9210
49000,a,332,413,410,102,1,98,1,52,37,61,48,77,46,9400
50000,a,318,417,423,122,0,108,0,41,27,86,44,92,74,9619
51000,b,320,407,408,87,39,23,42,34,51,48,141,59,160,9760
52000,b,320,425,406,50,68,12,71,51,40,61,175,63,63,9935
53000,b,307,400,410,39,76,7,86,48,49,58,147,61,61,10102
54000,b,307,404,420,29,85,2,107,35,40,58,136,78,55,10273
55000,b,307,387,416,22,94,2,121,50,37,77,83,79,46,10479
56000,b,322,383,426,9,92,2,109,48,51,67,41,91,32,10685
57000,b,338,400,414,5,100,1,110,54,54,81,51,70,55,10890
58000,b,337,378,418,4,101,1,125,60,63,64,27,87,69,11101
59000,b,347,374,415,3,93,0,128,52,60,60,51,81,51,11294
60000,b,349,360,404,3,95,0,126,56,41,72,57,71,51,11493
61000,a,351,374,402,48,62,38,38,44,55,56,119,56,155,11649
62000,a,367,355,419,59,41,80,21,53,51,46,143,78,83,11826
63000,a,360,369,419,80,27,92,11,42,46,68,97,67,48,12003
64000,a,374,359,455,84,16,122,8,57,49,59,107,86,57,12205
65000,a,356,356,438,81,7,129,5,44,45,50,56,97,66,12396
66000,a,362,364,422,95,1,109,1,50,60,73,35,72,53,12591
