step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,172,203,148,73,0,46,0,75,89,97,96,66,80,238
2000,b,244,263,241,48,41,9,44,63,77,63,123,64,98,428
3000,a,298,308,273,64,27,46,4,68,70,57,92,56,103,609
4000,b,318,334,300,45,63,4,44,68,78,56,91,57,94,790
5000,a,298,341,347,68,41,54,4,54,50,70,110,65,90,979
6000,b,292,338,376,40,51,7,43,49,75,51,104,57,96,1136
7000,a,312,325,384,57,36,57,2,55,72,42,97,65,112,1298
8000,b,321,317,389,36,54,10,40,56,48,49,86,53,116,1456
9000,a,351,309,410,62,36,57,6,51,64,62,97,68,93,1637
10000,b,355,296,399,43,57,4,43,51,86,47,114,50,109,1785
11000,a,347,305,389,56,35,53,4,47,78,54,78,64,122,1950
12000,b,352,311,356,40,54,4,42,63,82,39,79,50,113,2102
13000,a,355,326,359,68,29,47,5,62,49,55,75,59,92,2278
14000,b,343,325,372,38,50,8,43,55,65,47,73,58,98,2438
15000,a,345,323,365,56,34,49,6,50,59,49,105,61,91,2598
16000,b,346,365,351,35,61,5,38,61,69,63,78,48,93,2770
17000,a,375,351,347,54,40,36,5,62,60,55,90,48,98,2935
18000,b,356,326,364,42,58,4,51,52,60,53,96,74,96,3114
19000,a,366,325,382,61,39,54,5,55,60,50,77,73,92,3292
20000,b,348,335,375,36,60,6,48,48,71,49,109,64,121,3453
21000,a,324,333,382,62,38,59,9,36,57,64,77,68,91,3621
22000,b,319,335,388,40,49,4,54,50,65,44,90,63,121,3778
23000,a,336,320,385,53,29,45,9,59,74,48,74,61,109,3946
24000,b,334,335,351,39,71,6,42,58,61,75,88,58,98,4137
25000,a,337,321,343,55,44,48,6,56,62,52,102,63,97,4308
26000,b,350,311,356,35,57,7,48,39,52,48,89,66,110,4461
27000,a,345,309,351,59,33,47,7,49,74,54,85,61,97,4625
28000,b,351,297,374,41,59,9,47,53,51,46,101,68,124,4792
29000,a,361,313,365,59,36,55,4,48,39,62,65,70,122,4972
30000,b,348,310,373,46,60,4,46,51,53,50,128,58,112,5131
31000,a,354,305,365,54,30,44,7,53,63,37,101,60,105,5281
32000,b,356,293,376,39,47,9,55,67,84,44,75,67,104,5459
33000,a,346,305,380,59,33,56,8,53,64,59,80,75,112,5646
34000,b,334,308,377,30,61,6,44,45,60,56,83,57,102,5804
35000,a,327,307,371,50,35,63,7,53,82,44,69,80,108,5981
36000,b,335,305,361,29,52,11,46,48,81,37,84,55,114,6121
37000,a,329,305,379,58,35,45,10,51,48,58,77,63,108,6293
38000,b,344,307,383,34,58,8,50,55,51,52,84,69,90,6469
39000,a,338,319,395,63,45,56,9,53,71,59,88,60,84,6641
40000,b,332,320,383,43,59,3,39,44,66,47,105,49,128,6781
41000,a,324,324,370,58,43,46,7,60,58,51,68,61,92,6953
42000,b,317,322,389,38,64,4,53,51,63,60,84,64,113,7128
43000,a,320,328,403,47,41,53,4,49,62,44,76,67,126,7288
44000,b,346,333,375,35,63,7,32,66,69,55,92,43,102,7452
