step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,168,150,161,49,0,48,0,68,114,64,94,65,73,197
2000,a,239,279,254,88,0,82,0,70,93,91,82,78,82,436
3000,a,298,313,309,89,0,84,0,64,79,72,49,70,41,642
4000,a,307,331,324,110,0,83,0,56,76,76,46,63,55,837
5000,a,303,342,352,107,0,94,0,38,71,76,74,69,48,1020
6000,a,305,344,381,103,0,86,0,46,69,73,57,68,48,1207
7000,a,314,338,386,88,0,91,0,52,79,58,53,70,66,1387
8000,a,323,354,404,99,0,94,0,45,60,73,46,60,54,1565
9000,a,317,353,391,101,0,113,0,45,58,67,45,82,71,1759
10000,a,303,348,401,87,0,109,0,42,40,55,44,77,60,1933
11000,a,324,348,414,99,0,115,0,48,65,63,54,68,49,2112
12000,a,322,372,373,102,0,106,0,62,57,65,59,72,55,2311
13000,a,310,377,376,116,0,104,0,43,69,77,59,69,59,2500
14000,a,291,377,373,115,0,104,0,31,58,76,62,68,52,2675
15000,a,296,374,361,104,0,108,0,41,69,71,67,67,67,2854
16000,a,302,387,386,107,0,105,0,49,70,66,59,68,48,3037
17000,a,285,361,398,113,0,105,0,44,56,73,67,77,40,3231
18000,a,287,367,405,104,0,94,0,43,67,68,51,65,48,3407
19000,a,275,380,388,105,0,97,0,41,58,75,68,76,55,3599
20000,a,273,400,402,111,0,112,0,29,58,73,52,73,60,3774
21000,a,272,421,402,119,0,96,0,34,44,85,68,66,59,3959
22000,a,286,414,390,118,0,97,0,47,42,64,42,83,55,4153
23000,a,296,419,382,117,0,107,0,43,50,80,43,80,49,4356
24000,a,306,417,377,122,0,105,0,42,59,83,63,62,40,4543
25000,a,292,411,374,127,0,102,0,35,52,76,76,76,55,4730
26000,a,287,426,369,126,0,100,0,39,46,88,56,62,50,4919
27000,a,282,399,367,116,0,107,0,44,45,72,56,71,71,5106
28000,a,287,378,396,118,0,117,0,40,67,73,70,74,56,5293
29000,a,304,385,377,113,0,118,0,44,61,64,62,74,38,5475
30000,a,321,400,352,125,0,103,0,48,57,83,52,57,39,5663
