step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,163,146,202,44,0,74,0,63,88,57,79,99,90,219
2000,a,259,252,269,75,0,90,0,75,80,84,65,75,70,453
3000,a,302,305,322,88,0,85,0,69,87,64,52,71,55,657
4000,a,337,323,357,96,0,102,0,49,52,66,56,79,70,851
5000,b,344,329,345,60,32,26,38,56,51,43,85,55,164,1005
6000,b,365,341,360,40,52,15,65,63,72,61,73,66,47,1195
7000,b,377,359,352,23,77,5,74,65,58,71,64,59,43,1390
8000,b,342,375,338,16,95,3,69,60,81,75,53,51,48,1576
9000,a,347,385,332,46,57,37,15,59,74,47,58,52,104,1734
10000,a,353,372,339,68,31,64,6,53,65,58,73,58,39,1903
11000,a,353,371,333,92,17,72,4,66,74,66,62,54,63,2089
12000,a,339,367,360,89,8,95,3,58,69,61,50,74,58,2282
13000,b,355,344,369,62,34,18,48,56,77,41,113,65,120,2444
14000,b,352,328,370,38,48,13,60,53,66,52,85,54,57,2603
15000,b,355,320,389,22,55,7,84,46,74,52,59,65,67,2766
16000,b,363,326,380,13,74,7,95,63,78,57,52,58,68,2944
17000,a,346,340,358,37,49,44,21,55,68,41,84,57,131,3097
18000,a,344,323,339,47,32,57,15,61,65,54,94,67,48,3279
19000,a,338,354,352,61,20,71,9,55,53,71,66,68,57,3473
20000,a,352,354,335,71,12,73,4,63,95,54,75,57,44,3647
21000,b,344,361,323,40,42,21,43,59,65,49,98,54,109,3809
22000,b,334,343,341,27,64,12,62,45,49,56,89,66,73,3976
23000,b,338,347,353,16,79,6,75,48,74,64,73,62,79,4150
24000,b,334,342,382,10,94,3,95,69,75,66,54,81,49,4366
25000,a,330,343,372,35,63,41,15,48,88,43,76,53,138,4510
26000,a,326,361,388,56,37,64,7,56,66,47,86,66,63,4679
27000,a,323,355,381,65,27,85,4,54,60,58,54,73,77,4864
28000,a,328,371,360,77,17,75,2,53,60,61,50,64,63,5042
29000,b,337,357,357,52,38,17,42,58,52,41,85,55,111,5196
30000,b,347,371,351,31,52,10,58,51,64,62,67,62,52,5371
31000,b,345,357,337,18,79,5,64,44,71,69,95,57,60,5541
32000,b,301,366,345,16,102,4,81,40,77,77,76,63,46,5721
33000,a,325,349,339,42,70,40,15,48,59,53,110,48,115,5870
34000,a,298,370,349,69,42,68,11,40,75,71,88,58,78,6039
35000,a,326,348,359,67,30,80,5,53,56,67,57,62,64,6221
36000,a,322,360,371,73,18,101,3,42,61,57,74,81,65,6401
37000,b,329,354,360,43,55,20,44,52,66,58,86,61,131,6572
38000,b,348,355,349,28,69,10,57,49,71,65,83,53,66,6739
39000,b,334,351,344,20,86,5,68,52,75,79,84,57,60,6927
40000,b,341,357,353,16,90,5,67,64,76,58,57,57,65,7106
41000,a,332,337,348,43,64,42,8,47,72,40,132,58,110,7251
42000,a,326,326,366,57,46,79,4,49,54,61,100,74,75,7435
43000,a,346,334,372,67,24,84,3,53,63,60,69,65,68,7613
44000,a,318,331,361,73,15,87,2,39,80,54,74,64,54,7770
45000,b,351,324,332,43,44,16,39,75,110,46,77,50,123,7941
46000,b,346,336,327,26,66,7,80,59,68,67,84,65,61,8132
47000,b,329,336,353,19,76,4,87,54,70,62,73,70,49,8318
48000,b,341,344,356,8,84,2,100,53,81,64,57,64,44,8499
49000,a,349,333,353,43,60,29,19,50,55,49,120,47,142,8645
50000,a,357,334,351,66,32,63,10,47,59,61,91,70,66,8823
51000,a,357,346,333,75,23,64,5,53,65,53,87,57,74,8986
52000,a,369,347,340,84,10,86,5,61,78,64,75,66,53,9177
53000,b,370,318,348,52,40,14,38,63,64,37,101,52,111,9329
54000,b,381,314,376,29,56,10,83,65,74,46,67,82,57,9522
55000,b,376,310,358,20,68,7,87,59,82,59,76,56,62,9696
56000,b,375,327,330,12,81,2,86,65,71,58,59,58,63,9877
57000,a,370,320,334,40,54,44,24,55,69,48,123,60,94,10040
58000,a,396,320,339,53,35,67,9,65,89,46,80,59,66,10210
59000,a,382,334,346,76,25,82,5,62,70,62,68,61,54,10395
60000,a,392,331,349,79,17,93,4,70,65,55,56,70,67,10590
61000,b,386,349,331,45,55,16,40,57,70,55,67,52,140,10754
62000,b,375,344,314,29,72,12,55,61,71,74,73,54,69,10943
63000,b,368,375,330,17,98,6,76,62,72,77,51,58,59,11140
64000,b,347,390,334,7,88,5,86,50,68,61,50,73,52,11324
65000,a,350,345,352,35,52,42,20,40,49,43,139,57,110,11464
66000,a,338,336,372,58,29,81,13,49,62,58,89,76,52,11647
67000,a,355,337,343,77,18,76,8,52,73,62,75,55,81,11816
68000,a,337,360,346,88,13,83,4,52,65,64,65,63,61,11995
69000,b,326,358,369,56,46,20,41,51,46,56,113,52,100,12154
70000,b,318,342,365,35,64,11,62,55,57,62,84,60,55,12331
71000,b,314,361,349,29,79,9,67,44,69,67,106,59,49,12501
72000,b,310,343,370,19,81,4,77,51,71,56,82,71,60,12679
73000,a,290,351,392,49,49,56,16,32,49,57,97,75,135,12843
74000,a,292,352,411,65,27,80,10,49,55,60,82,83,55,13035
75000,a,295,380,367,86,15,83,5,47,71,69,60,56,68,13207
76000,a,300,382,384,106,9,83,2,39,58,77,75,59,55,13382
77000,b,301,360,380,72,44,13,43,41,66,57,109,55,113,13535
78000,b,295,362,367,50,57,8,63,40,57,57,117,60,63,13692
79000,b,312,362,351,39,68,6,83,53,61,65,57,65,53,13875
80000,b,303,364,353,28,82,4,90,39,56,64,84,71,65,14049
81000,a,305,350,360,46,49,41,23,50,62,47,97,56,115,14202
82000,a,308,343,378,69,25,59,11,44,60,56,68,70,80,14372
83000,a,321,351,374,75,17,80,5,55,68,61,59,70,50,14558
84000,a,323,360,378,91,12,91,3,44,64,73,59,78,64,14753
85000,b,335,350,359,60,49,15,34,52,63,54,99,49,137,14908
86000,b,362,343,335,32,71,11,65,58,68,56,73,61,78,15083
87000,b,377,346,356,18,66,7,68,63,58,58,49,74,47,15278
88000,b,342,334,373,14,83,3,81,48,67,61,75,60,69,15447
89000,a,368,320,364,25,49,45,15,61,76,28,94,60,125,15596
90000,a,354,330,371,53,27,72,9,51,60,61,73,71,77,15779
91000,a,359,327,384,68,16,89,3,63,72,56,51,68,59,15966
92000,a,354,340,395,77,9,102,1,46,59,73,74,69,32,16154
93000,b,362,313,381,53,33,24,40,56,68,40,87,60,138,16310
94000,b,342,335,383,32,59,14,67,48,80,56,87,68,52,16482
95000,b,345,331,381,19,70,6,89,51,68,65,63,75,54,16673
96000,b,343,342,350,11,81,4,80,64,83,68,39,56,49,16861
97000,a,341,319,361,30,59,50,16,51,60,40,108,62,135,17014
98000,a,349,333,360,69,40,65,7,50,46,69,124,60,59,17193
99000,a,359,333,355,76,21,63,4,59,55,68,89,64,52,17384
100000,a,362,346,365,79,12,78,2,58,68,75,57,66,48,17583
101000,b,367,353,350,55,43,15,43,54,57,47,114,56,110,17740
102000,b,333,329,340,35,64,8,61,39,77,65,100,57,71,17901
103000,b,336,318,345,22,67,5,79,68,82,45,79,65,58,18079
104000,b,338,329,357,13,78,2,91,60,73,66,81,58,47,18263
105000,a,344,326,367,50,50,46,15,51,69,58,107,53,130,18425
106000,a,350,314,358,63,36,68,10,60,61,57,71,65,63,18607
107000,a,338,316,382,62,25,86,4,64,79,46,64,64,73,18781
108000,a,348,314,373,77,13,88,4,51,74,63,66,70,57,18965
109000,b,350,297,374,51,34,21,54,54,68,35,76,66,156,19120
110000,b,362,305,367,37,59,13,68,58,62,58,89,53,49,19289
111000,b,350,321,341,23,80,9,74,61,75,69,68,53,40,19472
112000,b,353,334,351,16,86,5,85,56,74,72,55,66,60,19666
113000,a,365,341,357,44,47,52,17,58,74,51,65,69,117,19844
114000,a,352,335,371,61,25,71,11,64,70,55,56,59,60,20022
115000,a,374,335,349,62,17,77,5,62,59,61,80,67,50,20212
116000,a,346,361,373,81,10,80,3,48,75,71,56,74,56,20405
117000,b,337,326,363,53,47,13,37,42,70,55,117,47,130,20549
118000,b,328,322,386,35,57,7,86,52,74,49,69,82,77,20732
119000,b,341,296,382,24,59,4,97,46,49,54,91,71,71,20903
120000,b,340,307,413,12,76,1,105,62,84,57,53,78,52,21100
121000,a,346,303,410,41,48,53,20,57,38,44,78,69,149,21270
122000,a,341,309,403,59,29,76,13,45,55,70,67,72,65,21457
123000,a,348,307,406,73,17,89,5,55,59,59,70,72,61,21643
124000,a,347,306,414,86,14,95,5,56,79,52,40,67,85,21818
125000,b,333,315,384,55,46,19,47,39,53,49,130,61,147,21967
126000,b,328,334,395,30,70,12,89,53,45,54,88,82,79,22156
127000,b,335,331,386,15,75,5,100,55,64,46,69,73,57,22330
128000,b,331,331,404,10,75,3,107,47,59,53,71,79,44,22509
129000,a,338,323,416,34,51,57,26,49,56,37,101,73,141,22668
130000,a,347,321,394,54,28,75,18,52,50,56,70,66,65,22842
131000,a,355,337,402,69,14,91,13,59,55,54,51,70,58,23025
132000,a,342,331,389,83,4,100,7,50,73,61,33,71,66,23207
133000,b,364,329,379,55,34,26,42,63,79,39,99,44,142,23353
134000,b,347,327,387,41,48,15,70,51,62,54,95,72,84,23530
135000,b,349,323,381,22,58,7,90,47,58,49,92,74,71,23700
136000,b,353,316,391,11,63,6,103,57,64,55,45,83,46,23895
137000,a,346,319,389,43,42,38,23,54,45,45,110,59,118,24053
138000,a,335,313,394,61,26,73,11,55,53,48,101,76,85,24232
139000,a,333,322,375,61,19,90,7,53,61,53,70,68,69,24406
140000,a,341,336,366,89,9,90,5,47,59,74,72,65,59,24592
141000,b,350,314,350,58,38,23,49,47,54,38,135,64,142,24741
142000,b,366,331,345,32,53,10,72,53,61,56,76,63,82,24913
143000,b,354,327,358,17,69,6,84,50,67,59,82,66,42,25088
144000,b,348,318,381,13,71,2,88,52,63,43,86,67,46,25250
145000,a,345,330,366,55,49,42,20,47,74,60,105,52,132,25409
146000,a,336,347,368,71,29,63,10,55,68,62,74,55,58,25581
147000,a,346,365,381,85,20,81,3,53,65,69,80,60,72,25763
148000,a,341,334,350,74,11,77,2,48,56,57,50,51,66,25919
149000,b,328,336,381,55,44,17,50,45,53,53,98,67,150,26084
150000,b,353,339,375,36,66,11,75,68,59,55,77,66,65,26273
151000,b,343,342,380,26,67,7,83,52,86,59,65,60,65,26444
152000,b,342,346,356,12,80,4,85,54,84,68,60,53,49,26619
153000,a,344,330,358,41,54,42,21,52,52,44,132,47,115,26762
154000,a,340,349,380,75,30,65,11,49,61,76,102,59,60,26946
155000,a,328,370,371,63,20,69,6,55,64,50,42,56,68,27107
156000,a,342,378,368,87,13,80,4,55,62,66,54,66,71,27294
157000,b,337,358,359,61,42,16,42,47,67,45,128,56,127,27442
158000,b,332,374,380,38,64,11,73,48,48,58,80,71,72,27619
159000,b,311,360,388,28,80,6,85,46,45,63,73,71,50,27799
160000,b,313,352,386,13,85,4,88,49,63,67,63,69,34,27984
161000,a,311,325,383,39,55,57,13,46,41,40,124,67,130,28137
162000,a,337,325,405,63,29,76,5,53,69,55,82,64,53,28309
163000,a,338,348,397,80,14,89,1,50,81,60,55,75,58,28494
164000,a,325,349,407,81,9,94,1,61,60,61,42,73,59,28689
165000,b,309,332,394,51,37,21,42,44,54,45,93,62,139,28840
166000,b,314,329,403,27,54,12,77,47,63,51,90,69,82,29007
167000,b,314,323,384,17,69,9,101,52,64,54,69,79,63,29192
168000,b,311,343,384,8,81,5,104,44,46,60,61,85,74,29381
169000,a,307,332,402,39,51,37,22,42,42,45,125,56,134,29524
170000,a,299,361,389,63,28,66,17,46,76,62,82,57,81,29689
171000,a,282,382,389,92,19,79,13,41,61,78,83,58,70,29866
172000,a,320,381,397,100,8,86,7,55,62,77,50,66,34,30064
173000,b,325,374,367,67,47,19,55,35,39,56,98,64,148,30219
174000,b,303,365,395,37,59,14,83,40,65,54,81,78,66,30391
175000,b,300,363,377,25,75,6,93,45,69,56,66,63,59,30555
176000,b,288,356,398,16,86,3,103,49,56,59,76,74,59,30737
