step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,165,181,175,61,0,56,0,67,71,86,82,80,100,233
2000,a,234,280,247,80,0,76,0,55,74,85,72,61,81,434
3000,a,274,345,307,101,0,95,0,71,69,82,61,77,48,664
4000,a,295,364,326,93,0,92,0,49,61,80,72,68,61,861
5000,a,314,380,331,116,0,94,0,49,69,96,52,69,44,1075
6000,a,316,370,342,105,0,92,0,44,49,76,63,57,53,1252
7000,a,330,370,350,116,0,103,0,48,53,83,71,70,53,1453
8000,a,335,358,336,96,0,88,0,68,63,63,49,58,48,1642
9000,a,339,359,338,110,0,87,0,53,61,67,56,65,48,1827
10000,a,319,360,340,111,0,81,0,42,74,68,77,57,43,1994
11000,a,320,373,365,103,0,106,0,51,57,66,57,84,54,2195
12000,a,317,363,368,111,0,104,0,47,64,77,58,62,54,2381
13000,a,339,370,357,102,0,106,0,53,49,57,53,61,65,2552
14000,a,325,362,370,90,0,103,0,47,68,54,49,76,57,2729
15000,a,320,349,363,89,0,104,0,45,76,59,67,68,47,2901
16000,a,301,366,363,101,0,110,0,55,49,66,45,77,46,3099
17000,a,283,370,379,111,0,121,0,42,68,66,54,83,50,3290
18000,a,288,387,376,116,0,110,0,39,59,80,59,76,47,3485
19000,a,298,373,393,104,0,95,0,43,53,70,56,65,53,3663
20000,a,303,373,349,98,0,101,0,50,60,69,50,67,40,3849
21000,a,315,381,377,96,0,97,0,57,70,70,46,71,54,4047
22000,a,315,390,395,99,0,104,0,42,67,62,49,79,54,4230
23000,a,323,381,375,103,0,99,0,50,44,73,52,68,77,4421
24000,a,308,379,369,100,0,102,0,42,46,60,70,73,60,4596
25000,a,322,382,369,100,0,107,0,56,60,81,60,64,54,4797
26000,a,321,367,374,96,0,111,0,48,46,67,65,74,67,4986
27000,a,326,358,379,98,0,102,0,43,65,63,56,62,47,5154
28000,a,331,379,363,100,0,109,0,51,77,69,45,73,39,5347
29000,a,343,359,352,96,0,108,0,59,42,68,58,63,41,5537
30000,a,331,372,358,96,0,112,0,53,47,65,51,75,43,5730
31000,a,346,385,358,97,0,114,0,55,58,74,70,72,50,5931
32000,a,323,383,360,102,0,111,0,46,70,68,60,75,59,6120
33000,a,320,376,351,89,0,98,0,53,48,70,59,67,38,6310
34000,a,328,392,361,108,0,93,0,52,66,72,54,57,49,6491
35000,a,331,377,359,98,0,103,0,44,76,69,67,67,51,6671
36000,a,308,381,362,101,0,89,0,53,67,73,43,66,59,6863
37000,a,318,406,343,102,0,89,0,46,40,89,71,62,46,7060
38000,a,307,404,352,91,0,93,0,48,61,59,45,66,70,7233
39000,a,326,422,354,82,0,96,0,57,49,63,43,72,51,7425
40000,a,325,391,341,92,0,97,0,52,73,75,69,63,42,7615
41000,a,326,372,364,98,0,100,0,40,48,80,48,73,41,7808
42000,a,302,386,370,106,0,90,0,48,62,82,53,65,42,8003
43000,a,286,387,362,101,0,103,0,47,58,79,51,67,56,8196
44000,a,315,380,367,100,0,109,0,56,65,59,48,76,48,8387
45000,a,302,358,364,94,0,121,0,34,58,56,58,93,54,8570
46000,a,329,354,343,85,0,108,0,59,78,62,53,71,46,8762
47000,a,351,339,333,91,0,90,0,64,63,61,69,59,40,8946
48000,a,350,345,349,99,0,87,0,51,74,71,84,63,43,9131
49000,a,336,358,348,91,0,91,0,53,64,66,34,68,69,9318
50000,a,337,368,343,97,0,107,0,50,71,63,42,80,73,9511
51000,a,339,353,349,92,0,113,0,50,52,65,46,81,41,9707
52000,a,305,370,346,101,0,117,0,51,52,70,52,68,66,9896
53000,a,303,379,376,90,0,113,0,46,62,67,54,69,53,10078
54000,a,299,402,373,96,0,127,0,47,75,70,48,80,52,10275
55000,a,279,397,377,99,0,117,0,42,70,79,77,59,41,10455
56000,a,277,419,382,103,0,123,0,39,49,86,70,72,51,10652
57000,a,285,426,380,108,0,108,0,45,43,90,46,58,53,10845
