step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,210,197,175,67,0,60,0,88,88,91,76,78,57,257
2000,a,304,284,283,99,0,84,0,87,58,79,62,73,70,496
3000,b,329,304,346,68,27,20,55,44,62,37,123,79,152,656
4000,b,380,303,370,42,55,11,87,72,59,49,192,69,56,846
5000,a,381,337,394,59,38,48,12,53,77,53,100,59,128,1011
6000,a,393,351,392,67,25,70,8,58,76,50,95,59,56,1178
7000,b,416,353,406,48,46,10,61,87,59,48,100,69,105,1382
8000,b,403,381,386,30,77,5,82,50,53,76,115,69,41,1577
9000,a,384,388,389,68,50,39,12,48,55,64,136,48,103,1737
10000,a,382,394,381,96,28,58,7,51,61,76,104,58,51,1922
11000,b,360,387,387,70,57,7,50,45,56,55,170,54,107,2076
12000,b,349,388,373,41,78,6,73,49,41,69,142,56,55,2250
13000,a,351,394,386,63,52,49,10,50,51,61,98,65,113,2426
14000,a,347,382,388,83,33,77,7,58,60,61,143,68,50,2613
15000,b,358,386,378,54,57,13,41,53,47,65,118,43,115,2774
16000,b,356,388,415,35,84,6,76,55,54,63,128,72,57,2964
17000,a,367,393,415,75,51,57,10,50,48,70,90,63,110,3147
18000,a,344,398,436,83,28,86,6,52,57,59,94,75,59,3333
19000,b,362,397,431,58,58,13,53,46,51,53,115,68,132,3500
20000,b,348,370,436,38,70,8,82,43,41,46,153,77,61,3666
21000,a,346,359,422,66,39,52,14,53,33,63,102,63,135,3845
22000,a,376,366,416,87,19,82,9,57,51,58,121,72,57,4032
23000,b,364,370,395,62,52,15,38,52,58,50,137,55,128,4189
24000,b,368,371,420,43,62,10,69,57,46,45,169,71,48,4362
25000,a,370,360,423,63,39,46,9,55,50,53,88,61,108,4531
26000,a,375,364,441,72,26,76,6,62,71,46,98,76,58,4715
27000,b,377,373,441,41,54,12,50,46,37,62,153,63,109,4886
28000,b,379,361,429,19,65,6,76,56,70,43,136,62,55,5047
29000,a,391,395,424,54,45,42,14,64,38,61,112,53,119,5225
30000,a,393,407,410,73,30,65,7,59,55,64,145,57,33,5405
31000,b,364,406,413,50,54,10,48,42,58,54,115,61,105,5562
32000,b,358,413,414,29,78,6,77,49,36,76,150,74,46,5761
33000,a,361,395,414,61,56,48,8,43,41,63,139,62,113,5929
34000,a,362,394,409,77,31,72,7,60,57,55,112,62,45,6106
35000,b,359,362,413,58,44,12,57,44,51,40,88,71,135,6261
36000,b,375,374,397,40,74,8,80,55,35,62,196,64,57,6442
37000,a,395,351,384,56,51,53,17,55,43,52,110,66,129,6615
38000,a,378,353,399,72,35,68,9,46,57,61,130,64,41,6786
39000,b,371,394,386,44,62,12,46,64,59,66,100,47,102,6963
40000,b,372,378,385,24,82,7,70,55,54,56,164,62,50,7136
41000,a,367,390,402,53,58,47,15,56,62,63,96,59,106,7314
42000,a,357,391,401,75,34,66,9,56,53,56,155,65,44,7491
43000,b,352,370,396,51,70,10,39,44,51,72,166,48,113,7655
44000,b,372,363,392,31,69,7,66,63,54,46,122,75,49,7839
45000,a,399,361,392,71,46,48,7,58,54,69,123,55,95,8021
46000,a,388,343,398,82,32,73,2,60,63,56,93,74,59,8211
47000,b,404,356,395,50,65,13,43,53,47,61,113,53,117,8378
48000,b,388,361,386,34,82,7,54,58,69,64,136,48,46,8548
49000,a,408,373,386,66,49,36,8,66,66,59,99,48,80,8721
50000,a,389,380,398,85,33,66,2,68,65,74,44,58,57,8921
51000,b,374,375,373,61,48,9,45,52,61,46,139,59,101,9078
52000,b,363,387,373,39,74,6,59,39,43,73,162,47,54,9237
53000,a,370,382,388,67,48,49,10,52,43,66,111,67,95,9422
54000,a,360,381,389,88,30,83,5,53,69,66,87,72,59,9613
55000,b,362,385,380,56,59,16,45,62,52,54,149,58,99,9787
56000,b,356,366,403,36,70,11,83,54,36,48,145,79,65,9968
57000,a,355,396,385,65,53,55,13,53,38,60,122,60,129,10141
58000,a,363,408,383,84,31,86,9,57,57,65,108,81,47,10344
59000,b,369,387,362,57,70,16,45,42,37,80,132,48,95,10514
60000,b,354,404,363,38,83,8,74,61,65,74,118,55,46,10704
61000,a,366,378,366,67,49,49,14,59,64,50,162,55,97,10868
62000,a,379,400,408,95,29,70,9,66,52,64,167,53,43,11051
63000,b,381,390,395,64,54,6,43,48,53,60,121,59,106,11218
64000,b,367,385,375,40,80,5,69,58,43,65,143,59,40,11400
65000,a,383,393,373,70,56,50,9,47,55,59,111,60,129,11566
66000,a,403,382,362,80,38,67,4,59,62,54,136,62,36,11741
67000,b,415,374,396,49,53,14,46,63,74,54,115,52,87,11910
68000,b,395,375,400,32,65,8,60,46,57,48,166,61,36,12065
69000,a,401,385,384,63,46,44,9,61,61,65,156,56,94,12247
70000,a,375,395,386,84,29,70,7,49,50,73,158,65,48,12434
71000,b,371,417,372,60,63,7,49,46,46,71,133,56,111,12607
72000,b,355,425,374,39,73,5,74,38,51,57,144,68,53,12770
73000,a,357,406,390,62,36,53,13,55,46,65,80,64,113,12954
74000,a,354,392,403,77,26,67,7,50,50,62,117,67,68,13133
75000,b,351,391,397,53,52,11,48,51,39,54,99,63,107,13301
76000,b,357,402,397,33,72,4,80,44,53,61,117,77,49,13483
77000,a,357,419,380,70,41,56,13,51,40,66,112,72,135,13672
78000,a,351,401,393,79,19,80,8,52,45,60,81,68,49,13852
79000,b,363,392,406,47,50,9,41,50,55,57,148,49,109,14008
80000,b,359,397,393,26,71,6,65,46,41,69,190,58,40,14181
81000,a,365,408,381,58,41,48,12,54,52,60,106,64,108,14359
82000,a,364,401,389,74,25,75,9,54,40,55,116,73,48,14541
83000,b,341,399,394,48,52,11,55,46,48,52,109,58,117,14697
84000,b,354,392,396,30,71,7,88,46,37,51,193,66,65,14860
85000,a,356,396,398,55,49,39,14,44,49,62,115,52,138,15018
86000,a,332,401,410,69,33,83,8,47,34,63,152,77,54,15205
87000,b,326,411,391,45,71,13,53,43,52,82,75,66,125,15396
88000,b,320,425,389,30,90,10,75,61,50,76,119,71,36,15604
89000,a,356,410,387,52,54,39,14,54,55,59,130,44,111,15761
90000,a,347,411,389,78,31,60,7,50,54,70,124,70,37,15951
91000,b,367,396,405,54,60,10,51,62,58,66,141,62,99,16141
92000,b,374,386,397,36,73,6,74,56,51,52,101,65,56,16314
93000,a,380,390,371,62,46,47,9,50,68,58,84,57,125,16479
94000,a,383,374,368,79,23,62,4,59,50,67,94,61,58,16666
95000,b,373,405,369,53,56,7,39,49,58,64,142,49,107,16828
96000,b,366,387,388,33,70,4,74,63,62,51,128,68,52,17010
97000,a,365,388,378,63,47,53,10,50,38,67,99,69,114,17196
98000,a,362,390,373,81,30,71,9,48,50,65,135,64,73,17373
99000,b,368,394,390,51,63,17,50,43,18,70,135,64,89,17550
100000,b,352,389,392,35,84,10,75,38,29,66,197,70,48,17724
101000,a,361,409,396,61,55,61,10,50,60,61,133,75,101,17910
102000,a,357,420,403,71,36,75,7,64,53,58,150,61,42,18093
103000,b,351,431,400,43,69,11,46,44,36,67,130,59,118,18263
104000,b,351,417,400,23,79,5,67,47,43,51,134,56,59,18417
105000,a,365,447,373,56,53,34,11,61,43,80,129,43,90,18601
106000,a,369,422,386,73,40,70,5,47,33,62,165,69,51,18779
107000,b,335,429,383,49,78,9,38,45,55,71,135,46,119,18941
108000,b,333,433,373,32,91,5,64,38,51,68,185,49,58,19096
109000,a,325,435,385,60,65,48,10,46,51,52,161,59,143,19253
110000,a,326,411,406,79,32,64,6,50,63,59,169,63,39,19425
111000,b,310,420,410,53,66,9,53,36,47,68,131,65,110,19594
112000,b,338,403,416,37,76,7,70,48,76,65,139,64,39,19771
113000,a,364,406,388,74,49,44,6,49,34,70,137,48,99,19938
114000,a,334,425,389,83,34,70,4,57,54,66,107,63,61,20124
115000,b,327,416,405,56,48,13,51,50,63,46,120,68,102,20288
116000,b,333,434,399,35,73,11,65,49,54,57,139,60,53,20454
117000,a,311,440,406,55,48,60,8,47,31,64,129,65,92,20630
118000,a,305,454,411,88,27,85,6,39,37,73,164,62,73,20804
119000,b,322,438,428,57,55,15,50,41,34,56,138,59,123,20960
120000,b,329,415,447,38,81,12,80,38,51,70,121,77,50,21145
121000,a,323,407,451,67,52,46,14,56,50,62,81,60,118,21323
122000,a,320,432,416,87,33,72,5,37,36,79,124,61,65,21500
123000,b,322,434,388,66,64,13,48,37,42,62,128,68,115,21667
124000,b,319,454,386,46,87,8,49,46,45,68,162,54,52,21835
125000,a,343,455,383,72,59,47,4,54,45,62,117,62,98,22013
126000,a,348,420,383,94,38,71,3,59,45,63,130,61,50,22196
127000,b,339,432,396,61,84,17,41,45,63,76,132,53,101,22370
128000,b,336,425,400,38,90,9,64,54,49,59,145,58,31,22541
129000,a,343,417,394,75,58,54,13,52,47,71,140,59,77,22723
130000,a,334,398,405,75,36,76,9,50,36,60,154,70,44,22903
131000,b,346,404,399,48,63,14,49,56,41,72,117,57,113,23088
132000,b,332,414,386,36,89,9,64,42,57,79,160,68,56,23277
133000,a,327,412,397,64,59,40,14,45,30,71,152,51,104,23444
134000,a,344,389,406,78,38,68,7,49,24,62,172,70,48,23625
135000,b,366,379,417,46,60,8,46,49,34,62,142,59,102,23795
136000,b,334,379,416,30,83,3,65,50,44,69,132,55,62,23969
137000,a,348,397,413,63,53,45,11,56,49,64,111,62,108,24151
138000,a,344,392,417,87,39,77,8,55,71,65,116,79,90,24350
