step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,163,146,202,44,0,74,0,63,88,57,79,99,90,219
2000,a,259,252,269,75,0,90,0,75,80,84,65,75,70,453
3000,a,302,305,322,88,0,85,0,69,87,64,52,71,55,657
4000,a,337,323,357,96,0,102,0,49,52,66,56,79,70,851
5000,a,326,357,370,104,0,102,0,38,60,67,54,77,79,1033
6000,a,310,342,393,95,0,96,0,52,71,61,46,75,67,1221
7000,a,305,339,391,104,0,91,0,42,62,82,67,60,53,1405
8000,a,295,338,380,96,0,109,0,52,77,60,57,70,65,1587
9000,a,301,356,388,100,0,116,0,45,64,72,62,81,49,1785
10000,a,295,352,416,94,0,110,0,43,48,73,42,80,52,1981
11000,a,297,373,424,95,0,96,0,36,45,72,54,74,50,2163
12000,a,283,356,407,96,0,97,0,36,42,69,47,76,68,2344
13000,a,284,358,418,102,0,98,0,49,54,65,65,75,58,2533
14000,a,292,380,404,111,0,108,0,40,49,75,47,85,54,2733
15000,a,295,381,392,105,0,105,0,42,50,73,42,66,50,2914
16000,a,288,359,399,97,0,111,0,37,52,59,50,77,55,3087
17000,a,299,372,393,90,0,110,0,54,50,64,39,78,56,3283
18000,a,310,367,404,93,0,110,0,48,58,61,43,82,64,3474
19000,a,301,366,414,92,0,115,0,48,52,82,54,74,63,3678
20000,a,299,353,400,88,0,118,0,43,55,69,40,80,51,3870
21000,a,301,374,416,86,0,117,0,39,60,72,55,75,52,4056
22000,a,301,383,418,95,0,110,0,50,66,67,40,64,66,4237
23000,a,280,374,396,97,0,126,0,50,60,76,60,79,51,4442
24000,a,296,392,384,103,0,119,0,42,63,70,58,65,46,4619
25000,a,292,402,389,109,0,122,0,38,71,79,44,74,51,4810
26000,a,292,411,384,105,0,111,0,38,67,65,75,70,63,4983
27000,a,301,402,392,108,0,102,0,43,50,78,38,83,55,5187
28000,a,296,392,375,112,0,91,0,50,62,75,53,69,50,5381
29000,a,312,370,368,106,0,99,0,43,63,69,49,67,54,5560
30000,a,292,367,392,106,0,117,0,39,61,77,42,82,56,5758
31000,a,293,365,406,110,0,114,0,44,52,69,67,78,64,5949
32000,a,296,376,387,119,0,105,0,49,51,84,53,63,62,6145
33000,a,299,358,396,103,0,111,0,48,54,63,60,86,66,6342
34000,a,283,363,380,98,0,109,0,29,53,84,83,64,64,6519
35000,a,288,364,373,109,0,108,0,44,50,76,56,65,67,6704
36000,a,283,373,375,112,0,110,0,47,56,65,49,84,74,6900
37000,a,293,362,389,93,0,104,0,42,69,59,49,85,57,7086
38000,a,287,356,383,90,0,101,0,40,51,60,51,84,60,7270
39000,a,292,370,398,95,0,116,0,46,58,83,57,76,54,7475
40000,a,290,371,407,101,0,112,0,37,56,79,60,75,52,7666
41000,a,300,371,405,100,0,106,0,52,64,76,41,81,36,7875
42000,a,295,371,412,96,0,102,0,40,45,56,54,89,61,8060
43000,a,304,349,387,92,0,105,0,53,59,72,54,68,59,8253
44000,a,320,371,376,114,0,111,0,55,72,73,54,69,63,8450
45000,a,321,372,358,112,0,105,0,52,62,69,51,66,47,8637
46000,a,329,358,370,99,0,108,0,55,67,65,44,74,59,8831
47000,a,315,357,369,100,0,113,0,57,70,74,31,76,55,9038
48000,a,305,375,380,85,0,130,0,39,49,65,47,92,81,9234
49000,a,304,352,370,95,0,121,0,48,55,63,64,71,62,9416
50000,a,299,381,371,96,0,110,0,43,64,62,38,75,71,9596
51000,a,284,393,368,95,0,107,0,44,72,71,42,72,53,9783
52000,a,285,385,381,113,0,96,0,49,51,83,54,65,46,9980
53000,a,284,391,371,108,0,93,0,56,84,75,50,66,50,10177
54000,a,290,387,367,116,0,86,0,46,69,73,55,66,40,10362
55000,a,290,400,349,108,0,84,0,47,62,82,71,49,44,10540
56000,a,309,413,320,107,0,81,0,52,52,70,62,49,58,10711
57000,a,296,418,344,109,0,95,0,35,50,90,76,61,61,10897
58000,a,300,423,356,120,0,87,0,41,51,99,61,52,48,11089
59000,a,298,403,350,122,0,88,0,46,49,78,67,68,52,11281
60000,a,303,375,362,111,0,104,0,42,53,68,41,77,58,11468
61000,a,293,389,376,111,0,103,0,42,62,81,55,64,46,11655
62000,a,285,395,373,107,0,97,0,36,56,80,58,68,49,11839
63000,a,283,401,390,110,0,101,0,42,62,75,69,72,37,12028
64000,a,280,393,402,98,0,110,0,45,58,65,65,75,41,12213
65000,a,302,387,409,99,0,96,0,42,46,68,58,72,57,12395
66000,a,306,406,401,88,0,85,0,41,63,71,42,68,52,12575
67000,a,303,402,396,82,0,90,0,40,42,80,53,63,69,12758
68000,a,324,379,390,83,0,99,0,55,46,56,58,73,72,12942
69000,a,333,375,385,83,0,100,0,63,55,58,56,79,64,13142
70000,a,331,372,391,91,0,97,0,48,68,64,45,68,54,13322
71000,a,309,364,386,98,0,102,0,51,54,71,55,72,57,13516
72000,a,298,354,387,91,0,109,0,49,61,49,63,71,76,13685
73000,a,312,365,384,95,0,100,0,50,69,66,58,60,61,13861
74000,a,342,379,382,98,0,91,0,54,56,82,38,62,47,14059
75000,a,337,376,371,107,0,83,0,42,49,77,54,54,58,14232
76000,a,347,376,381,96,0,97,0,41,53,68,46,71,74,14412
77000,a,336,373,382,104,0,88,0,42,61,72,52,59,68,14585
78000,a,321,364,404,111,0,107,0,33,62,79,45,78,71,14775
79000,a,313,370,413,118,0,115,0,48,53,74,53,79,63,14976
80000,a,308,366,415,115,0,117,0,54,71,71,36,73,52,15174
81000,a,318,344,396,98,0,119,0,49,66,50,53,72,53,15345
82000,a,299,345,390,87,0,104,0,54,78,58,51,54,46,15511
83000,a,305,370,359,88,0,99,0,58,68,66,52,64,59,15699
84000,a,316,370,355,94,0,87,0,53,67,61,71,65,56,15878
85000,a,301,371,364,93,0,90,0,48,64,67,58,63,53,16056
86000,a,302,363,366,90,0,102,0,46,46,70,67,67,59,16239
87000,a,328,348,375,96,0,101,0,53,51,57,62,68,55,16417
88000,a,339,332,381,95,0,110,0,50,52,58,61,76,45,16601
89000,a,331,352,371,100,0,117,0,53,73,68,57,71,61,16793
90000,a,316,376,374,106,0,109,0,50,58,82,84,64,48,16989
91000,a,301,367,377,104,0,113,0,48,78,63,52,76,53,17176
92000,a,295,375,365,103,0,102,0,50,69,70,50,66,62,17362
93000,a,297,353,386,96,0,108,0,52,62,65,57,72,36,17551
94000,a,310,354,414,100,0,127,0,58,55,65,46,88,61,17762
95000,a,309,375,390,97,0,119,0,44,38,64,52,80,55,17950
96000,a,308,374,374,101,0,110,0,57,39,79,40,66,59,18152
97000,a,302,382,392,90,0,122,0,43,51,64,40,87,48,18346
98000,a,304,396,381,94,0,120,0,38,42,77,65,72,47,18533
99000,a,302,391,379,102,0,124,0,60,77,69,50,71,49,18733
100000,a,313,383,374,108,0,122,0,55,59,72,64,76,46,18936
101000,a,305,385,375,99,0,120,0,42,44,68,58,77,44,19123
102000,a,332,403,362,108,0,109,0,62,66,87,49,58,47,19330
103000,a,311,394,374,107,0,99,0,36,64,65,39,64,46,19495
104000,a,294,405,360,109,0,100,0,48,57,70,53,64,56,19677
105000,a,305,407,354,102,0,92,0,45,45,68,57,72,60,19862
106000,a,305,416,343,80,0,95,0,48,44,56,57,70,56,20036
107000,a,322,379,351,91,0,95,0,51,71,66,40,65,58,20218
108000,a,322,412,379,104,0,101,0,50,49,83,58,66,55,20417
109000,a,346,403,366,92,0,107,0,52,57,63,49,75,57,20607
110000,a,343,403,355,100,0,109,0,40,43,82,53,68,67,20797
111000,a,333,377,353,108,0,99,0,47,42,71,49,69,48,20984
112000,a,332,383,348,108,0,87,0,62,54,86,49,59,38,21191
113000,a,325,397,328,112,0,98,0,52,67,71,52,63,55,21377
114000,a,315,418,320,114,0,103,0,55,56,78,65,62,61,21572
115000,a,302,421,323,110,0,82,0,46,56,80,63,64,51,21762
116000,a,302,442,342,107,0,84,0,43,63,90,60,52,54,21947
117000,a,313,421,342,114,0,73,0,48,60,73,54,54,63,22122
118000,a,316,426,333,114,0,80,0,56,46,77,75,45,52,22300
119000,a,299,424,350,105,0,97,0,27,53,75,63,78,66,22480
120000,a,307,398,354,111,0,88,0,47,77,75,67,64,50,22666
121000,a,315,395,344,109,0,89,0,59,85,74,61,58,43,22857
122000,a,296,396,346,104,0,111,0,44,58,67,59,76,58,23044
123000,a,305,426,345,110,0,102,0,47,71,87,58,54,40,23232
124000,a,320,391,341,112,0,97,0,40,58,77,83,61,55,23410
125000,a,295,378,360,123,0,95,0,36,52,84,67,68,40,23598
126000,a,306,367,373,124,0,110,0,40,40,81,56,79,52,23798
127000,a,304,373,378,97,0,97,0,48,51,67,54,60,51,23973
128000,a,292,380,395,100,0,93,0,56,59,65,62,72,39,24166
129000,a,310,373,387,94,0,96,0,49,57,60,42,74,61,24349
130000,a,330,377,386,92,0,108,0,67,79,66,41,68,52,24550
131000,a,321,375,368,100,0,96,0,61,91,69,45,55,37,24735
132000,a,322,377,349,99,0,107,0,57,57,71,59,61,56,24924
133000,a,306,395,356,104,0,108,0,47,54,80,53,72,44,25123
134000,a,303,380,371,101,0,111,0,48,57,77,43,86,56,25334
135000,a,313,377,358,111,0,109,0,45,51,82,50,60,54,25521
136000,a,325,351,364,106,0,111,0,55,65,64,61,68,47,25708
137000,a,329,358,353,107,0,99,0,48,59,68,65,70,41,25894
138000,a,312,362,348,105,0,94,0,51,55,72,48,61,53,26078
139000,a,305,369,373,105,0,99,0,41,51,78,57,73,59,26270
140000,a,302,370,361,103,0,102,0,40,69,73,73,62,50,26445
141000,a,310,390,349,114,0,108,0,49,68,87,57,65,50,26646
142000,a,309,373,375,115,0,114,0,46,49,76,57,73,57,26841
143000,a,304,392,386,108,0,112,0,48,52,76,45,65,54,27030
144000,a,296,415,375,111,0,104,0,42,38,79,57,68,64,27219
145000,a,297,401,371,118,0,86,0,38,47,77,51,58,56,27392
146000,a,296,394,360,124,0,97,0,50,60,79,68,73,57,27594
147000,a,323,416,366,120,0,97,0,60,63,82,51,67,51,27803
148000,a,323,410,346,115,0,93,0,50,66,74,50,60,49,27987
149000,a,330,407,336,113,0,83,0,49,57,84,41,57,52,28177
150000,a,309,418,347,103,0,87,0,54,52,77,41,71,51,28379
151000,a,316,385,358,99,0,81,0,49,52,66,62,65,43,28559
152000,a,298,389,375,107,0,94,0,41,70,67,38,75,69,28742
153000,a,289,380,364,112,0,105,0,40,51,71,64,82,58,28935
154000,a,316,381,368,96,0,98,0,58,51,66,48,76,58,29135
155000,a,335,387,366,96,0,82,0,59,47,67,58,55,51,29316
156000,a,336,394,384,89,0,79,0,44,52,69,53,64,61,29493
157000,a,346,370,395,99,0,90,0,55,55,74,55,73,59,29695
158000,a,329,383,369,97,0,103,0,44,47,71,37,83,41,29893
159000,a,313,389,384,93,0,107,0,45,54,57,78,71,53,30066
160000,a,309,381,375,97,0,103,0,48,66,67,72,55,57,30236
161000,a,313,396,381,104,0,112,0,54,49,74,49,81,56,30445
162000,a,311,392,394,97,0,109,0,45,52,71,36,81,59,30642
163000,a,305,362,385,94,0,101,0,53,57,65,66,59,57,30819
164000,a,299,372,362,100,0,105,0,42,65,76,69,74,47,31011
165000,a,297,383,371,98,0,112,0,51,60,68,61,79,47,31209
166000,a,328,392,351,101,0,104,0,52,44,73,63,62,67,31396
167000,a,332,390,377,102,0,101,0,49,81,84,51,63,48,31592
168000,a,343,374,355,91,0,95,0,51,65,65,53,62,63,31770
169000,a,330,350,356,96,0,105,0,49,50,67,60,75,62,31961
170000,a,330,345,370,105,0,101,0,47,59,81,64,78,56,32167
171000,a,343,329,389,91,0,114,0,51,51,66,59,74,59,32358
172000,a,318,336,390,97,0,107,0,47,72,64,41,73,53,32542
173000,a,314,366,396,113,0,103,0,45,57,76,56,71,51,32734
174000,a,302,360,395,111,0,103,0,45,65,67,50,74,59,32920
175000,a,295,383,373,106,0,104,0,36,56,79,57,60,45,33095
176000,a,305,396,347,112,0,98,0,44,49,79,43,67,74,33285
177000,a,302,376,357,110,0,105,0,45,61,77,50,69,58,33476
178000,a,305,366,355,118,0,104,0,53,47,70,52,67,59,33666
179000,a,301,393,361,126,0,101,0,50,69,82,43,74,58,33872
180000,a,282,391,354,127,0,96,0,32,72,80,45,68,57,34052
