step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,178,174,181,63,0,61,0,80,90,75,76,85,64,240
2000,a,264,260,256,89,0,80,0,67,94,89,59,67,61,463
3000,a,309,273,323,91,0,100,0,65,79,65,64,75,57,668
4000,a,322,303,359,92,0,110,0,66,92,65,77,73,48,872
5000,a,315,310,385,96,0,111,0,52,64,70,72,71,65,1065
6000,a,322,314,399,99,0,103,0,57,65,69,50,68,52,1259
7000,a,311,355,395,100,0,108,0,57,79,68,65,73,52,1457
8000,a,310,351,380,107,0,111,0,47,55,70,49,80,69,1654
9000,a,305,368,385,100,0,114,0,46,51,70,40,91,60,1861
10000,a,289,345,369,90,0,120,0,47,53,67,57,76,45,2051
11000,a,307,362,375,93,0,115,0,49,80,63,37,77,70,2240
12000,a,314,352,375,78,0,113,0,51,57,61,53,69,74,2421
13000,a,306,350,385,86,0,113,0,44,53,65,57,86,58,2616
14000,a,310,356,386,87,0,116,0,46,52,61,70,78,64,2801
15000,a,328,357,396,85,0,115,0,48,62,61,60,76,57,2986
16000,a,314,358,390,97,0,112,0,40,38,75,54,87,66,3188
17000,a,298,365,375,99,0,100,0,32,56,66,75,69,50,3355
18000,a,287,390,384,105,0,110,0,42,50,67,53,75,52,3539
19000,a,266,394,378,110,0,109,0,36,68,76,56,57,61,3708
20000,a,283,371,401,106,0,96,0,47,52,71,54,69,66,3895
21000,a,292,378,392,119,0,99,0,42,42,74,61,80,57,4091
22000,a,285,390,393,107,0,102,0,36,59,87,45,66,49,4280
23000,a,291,384,384,95,0,105,0,46,65,57,57,74,59,4457
24000,a,306,372,395,111,0,113,0,45,59,59,57,77,54,4638
25000,a,299,386,379,124,0,106,0,35,45,77,58,77,46,4827
26000,a,288,357,392,109,0,107,0,46,60,65,53,72,49,5010
27000,a,303,374,368,100,0,105,0,68,69,65,46,65,45,5208
28000,a,319,381,358,97,0,99,0,53,55,64,51,74,51,5399
29000,a,316,374,378,94,0,95,0,51,72,72,64,72,51,5594
30000,a,336,372,343,99,0,92,0,58,61,64,47,61,84,5777
31000,a,330,368,334,109,0,84,0,48,69,83,46,64,60,5972
32000,a,337,375,355,108,0,86,0,49,60,77,57,57,54,6155
33000,a,341,383,352,97,0,82,0,54,64,76,53,67,45,6352
34000,a,342,402,339,113,0,86,0,51,45,79,65,71,58,6553
35000,a,356,386,351,109,0,85,0,58,57,66,49,70,41,6747
36000,a,328,411,337,114,0,87,0,47,64,74,58,58,46,6926
37000,a,320,400,323,103,0,88,0,55,60,68,65,63,45,7112
38000,a,316,412,320,107,0,82,0,44,60,81,77,49,60,7286
39000,a,309,381,347,104,0,84,0,56,81,68,52,65,56,7475
40000,a,313,368,385,99,0,93,0,48,59,66,49,71,67,7660
41000,a,312,363,373,104,0,96,0,45,68,71,50,63,57,7839
42000,a,316,377,375,102,0,100,0,51,64,72,71,65,48,8027
43000,a,307,383,379,103,0,100,0,39,39,80,62,72,50,8218
44000,a,311,376,386,111,0,109,0,47,42,83,63,73,52,8421
45000,a,310,382,377,103,0,109,0,45,74,64,54,83,55,8613
46000,a,300,364,377,106,0,119,0,45,46,71,57,78,63,8807
47000,a,293,377,387,107,0,122,0,52,60,74,60,73,46,9006
48000,a,288,382,392,109,0,114,0,44,77,66,38,79,46,9195
49000,a,298,379,366,103,0,98,0,60,41,75,50,63,41,9393
50000,a,299,374,371,109,0,90,0,60,78,70,38,63,38,9586
51000,a,303,376,393,99,0,94,0,50,62,70,57,59,57,9765
52000,a,291,377,385,102,0,92,0,53,80,70,42,67,62,9955
53000,a,277,368,389,100,0,107,0,38,53,70,49,81,56,10144
54000,a,282,379,379,105,0,103,0,44,47,76,47,79,55,10343
55000,a,283,365,383,102,0,103,0,46,51,68,49,71,55,10528
56000,a,257,380,418,106,0,117,0,39,73,82,58,84,36,10733
57000,a,255,377,417,107,0,120,0,33,47,76,40,91,67,10933
58000,a,281,371,397,98,0,126,0,58,45,67,45,87,50,11145
59000,a,307,342,386,86,0,115,0,51,50,55,49,76,60,11327
60000,a,305,350,392,95,0,119,0,33,60,63,44,84,49,11507
