step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
125000,a,292,378,353,112,0,108,0,52,60,77,70,67,42,23494
126000,a,302,398,340,118,0,94,0,45,60,85,47,64,47,23688
127000,a,299,382,348,115,0,101,0,46,77,75,51,70,53,23879
128000,a,299,386,370,104,0,102,0,43,66,78,58,73,50,24073
129000,a,307,390,359,102,0,102,0,55,65,81,37,50,55,24259
130000,a,300,384,363,99,0,109,0,44,51,65,54,80,56,24448
131000,a,300,382,366,100,0,98,0,46,57,77,52,63,46,24634
132000,a,327,374,351,105,0,99,0,60,69,72,69,63,50,24829
133000,a,312,390,360,97,0,88,0,49,70,66,52,60,49,25004
134000,a,324,400,361,86,0,93,0,57,60,63,42,74,56,25198
135000,a,311,413,381,92,0,99,0,48,62,80,65,71,60,25397
136000,a,305,418,386,86,0,100,0,42,63,64,47,66,73,25569
137000,a,299,374,394,95,0,92,0,52,56,70,57,70,34,25761
138000,a,294,384,371,96,0,87,0,53,37,77,58,52,75,25943
139000,a,278,386,386,106,0,103,0,44,51,77,57,76,60,26140
140000,a,274,394,388,105,0,100,0,39,69,71,64,76,52,26326
141000,a,281,377,384,100,0,98,0,51,74,63,58,61,52,26501
142000,a,292,378,372,110,0,78,0,44,63,64,59,58,66,26667
143000,a,270,373,386,101,0,94,0,33,60,59,68,73,65,26832
144000,a,275,383,379,103,0,108,0,42,54,75,70,80,63,27029
145000,a,296,377,374,102,0,101,0,54,57,57,43,71,49,27211
146000,a,305,380,386,101,0,100,0,45,62,71,58,69,63,27396
147000,a,315,393,372,96,0,96,0,53,47,75,60,65,43,27589
148000,a,320,389,344,96,0,104,0,49,52,68,66,72,59,27778
149000,a,316,364,372,98,0,101,0,44,60,60,67,72,62,27954
150000,a,321,373,347,99,0,97,0,55,59,61,48,73,70,28143
151000,a,315,381,353,99,0,77,0,42,56,75,53,66,57,28326
152000,a,301,397,374,101,0,94,0,44,50,76,41,67,69,28513
153000,a,301,425,377,103,0,95,0,47,56,80,54,74,54,28714
154000,a,292,430,371,111,0,99,0,47,52,86,59,71,49,28918
155000,a,300,438,357,108,0,107,0,40,56,81,45,72,48,29111
156000,a,303,422,356,105,0,108,0,39,55,81,63,64,55,29295
157000,a,324,405,367,101,0,104,0,54,61,67,76,65,42,29481
158000,a,323,396,365,101,0,105,0,47,66,71,56,63,64,29662
159000,a,306,395,374,106,0,106,0,52,76,61,75,73,43,29848
160000,a,316,377,366,91,0,99,0,59,62,50,45,64,58,30021
161000,a,309,387,365,103,0,106,0,44,59,85,60,67,47,30217
162000,a,314,394,336,110,0,94,0,44,70,84,51,67,47,30412
163000,a,322,395,322,103,0,87,0,65,51,76,56,55,60,30608
164000,a,322,398,330,108,0,81,0,45,57,81,43,58,48,30792
165000,a,322,425,324,112,0,82,0,48,53,82,64,55,36,30977
166000,a,328,418,336,117,0,91,0,49,71,88,61,59,49,31173
167000,a,331,387,355,102,0,104,0,47,57,51,59,78,70,31349
168000,a,321,359,374,103,0,98,0,54,51,69,56,61,49,31533
169000,a,321,348,382,103,0,96,0,57,52,66,66,70,81,31726
170000,a,313,347,369,93,0,98,0,61,63,60,63,66,58,31913
171000,a,298,333,372,90,0,109,0,49,62,62,59,81,70,32105
172000,a,322,335,366,90,0,90,0,46,72,58,67,70,51,32279
173000,a,315,334,383,93,0,103,0,55,77,73,73,67,50,32474
174000,a,301,359,390,96,0,101,0,41,39,69,51,80,68,32664
175000,a,309,351,406,94,0,107,0,43,58,62,46,78,54,32847
176000,a,325,333,395,85,0,118,0,60,57,55,59,79,69,33041
177000,a,314,338,406,97,0,118,0,51,62,62,70,85,47,33239
178000,a,314,341,386,94,0,117,0,50,50,75,52,68,58,33432
179000,a,307,341,374,94,0,110,0,51,41,70,58,69,56,33622
180000,a,313,341,377,106,0,109,0,44,81,77,46,65,58,33808
