step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,181,164,170,50,0,50,0,82,99,72,82,74,53,228
2000,b,264,219,257,35,45,4,58,62,84,59,116,74,122,423
3000,a,305,262,309,66,35,51,5,66,71,61,92,63,130,613
4000,b,350,269,336,41,38,6,54,59,65,30,116,64,117,766
5000,a,343,291,342,66,27,47,6,48,82,64,72,58,114,936
6000,b,359,311,351,41,50,11,51,67,69,56,86,62,84,1121
7000,a,361,304,341,53,29,47,3,62,70,38,110,52,108,1273
8000,b,379,323,340,31,54,7,38,68,87,46,77,49,90,1436
9000,a,387,313,362,53,38,50,4,60,74,51,109,62,92,1609
10000,b,363,323,351,38,61,7,42,57,57,55,82,51,91,1772
11000,a,358,329,367,62,46,49,2,52,52,50,101,61,107,1935
12000,b,354,307,357,42,64,6,41,56,73,58,96,50,91,2099
13000,a,349,316,361,65,41,46,5,53,68,52,117,57,94,2261
14000,b,340,328,361,42,67,7,49,54,67,64,100,55,91,2434
15000,a,331,336,374,71,47,35,6,47,69,72,115,48,85,2601
16000,b,350,343,390,44,69,4,48,50,57,56,85,61,81,2768
17000,a,329,359,401,51,48,49,7,55,71,42,84,56,99,2921
18000,b,334,341,397,36,63,4,63,55,53,51,77,66,117,3093
19000,a,325,333,384,57,40,54,8,39,46,49,76,67,129,3248
20000,b,318,335,368,38,52,11,49,49,43,56,107,65,108,3418
21000,a,326,336,367,62,34,42,10,50,74,55,104,49,106,3572
22000,b,330,335,383,36,58,6,54,39,71,51,86,66,84,3728
23000,a,314,327,406,70,39,58,10,47,52,59,74,76,118,3910
24000,b,316,296,417,47,58,5,59,41,44,44,111,70,136,4065
25000,a,323,318,420,60,41,46,8,64,54,53,57,63,119,4245
26000,b,327,333,417,39,65,3,59,39,68,56,73,66,107,4406
27000,a,350,343,400,59,41,44,7,51,44,50,85,62,116,4569
28000,b,358,333,385,38,63,8,46,49,65,64,74,62,92,4744
29000,a,322,326,381,73,47,48,8,33,65,63,102,59,97,4899
30000,b,319,320,385,38,61,9,52,50,70,42,96,65,129,5056
31000,a,338,338,360,58,31,37,7,60,62,52,74,46,118,5214
32000,b,343,321,352,38,51,9,51,49,52,45,118,66,97,5374
33000,a,348,310,345,54,32,49,9,61,68,46,81,56,102,5537
34000,b,338,322,345,28,54,12,46,49,76,52,77,61,93,5699
35000,a,363,339,354,53,38,40,10,60,62,61,98,45,105,5865
36000,b,351,347,372,40,70,8,61,57,66,57,76,71,96,6050
37000,a,330,341,359,65,43,45,6,45,49,58,91,46,133,6199
38000,b,338,364,354,44,64,8,44,46,68,61,87,64,112,6370
39000,a,336,353,365,57,39,52,11,55,69,45,95,60,89,6530
40000,b,332,343,348,40,56,9,47,42,81,51,95,53,105,6676
41000,a,338,335,339,55,36,41,7,54,86,47,90,50,84,6827
42000,b,349,323,379,33,55,7,49,57,48,47,77,65,94,6996
43000,a,373,333,367,66,34,54,4,58,84,56,65,61,122,7171
44000,b,354,343,351,38,67,6,34,47,73,68,89,45,101,7331
45000,a,350,330,345,56,50,39,4,48,75,49,112,50,82,7478
46000,b,341,372,361,34,80,6,56,54,67,63,44,81,97,7676
47000,a,354,357,338,50,51,34,7,40,59,43,110,55,105,7814
48000,b,340,343,352,27,63,4,57,48,65,51,71,72,94,7985
49000,a,331,351,338,63,37,45,10,39,72,57,97,62,110,8143
50000,b,329,329,350,48,60,4,53,52,68,49,117,59,110,8303
51000,a,317,332,360,75,36,47,6,47,38,56,80,64,126,8470
52000,b,337,348,358,52,57,10,42,55,53,51,81,62,122,8638
53000,a,351,372,344,70,33,55,3,51,64,59,69,63,105,8811
54000,b,348,369,323,50,54,10,30,58,60,51,97,48,91,8968
55000,a,342,312,332,48,32,57,5,51,80,38,104,63,76,9120
56000,b,343,322,344,31,63,11,45,65,57,62,71,60,115,9307
57000,a,355,328,359,43,40,52,8,54,69,42,58,64,88,9467
58000,b,347,341,349,28,56,8,45,63,75,56,67,60,102,9646
59000,a,333,375,361,65,39,46,4,46,63,69,108,58,106,9819
60000,b,325,366,359,41,69,4,40,48,73,64,89,52,116,9983
61000,a,324,349,365,69,42,51,2,48,62,58,110,63,76,10152
62000,b,339,368,350,40,61,8,45,47,77,56,100,52,91,10307
63000,a,338,347,361,67,38,45,7,48,73,62,70,66,89,10483
64000,b,361,328,356,36,48,7,42,63,83,46,94,46,92,10638
65000,a,364,350,339,71,29,48,11,61,82,59,65,58,92,10816
66000,b,367,349,323,50,45,4,40,51,84,54,97,47,98,10968
67000,a,355,341,356,66,30,49,7,57,70,49,92,68,81,11142
68000,b,347,334,366,43,55,1,50,46,77,55,75,61,94,11304
69000,a,359,357,363,68,41,42,9,56,71,56,100,56,113,11472
70000,b,342,350,339,41,67,3,43,48,64,61,86,54,92,11635
71000,a,348,349,304,53,47,35,10,55,67,43,107,48,90,11781
72000,b,365,346,308,31,78,3,37,59,65,58,107,44,78,11942
73000,a,342,356,302,63,51,33,7,54,62,66,103,42,93,12104
74000,b,334,356,301,42,68,3,43,58,59,51,106,53,102,12266
75000,a,331,358,318,64,41,38,10,50,59,67,89,55,85,12438
76000,b,350,371,313,33,72,3,43,50,64,72,71,52,93,12612
77000,a,356,342,316,60,44,36,6,52,59,53,113,52,105,12769
78000,b,346,342,300,35,68,6,38,66,70,65,99,46,87,12946
