step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,172,203,148,73,0,46,0,75,89,97,96,66,80,238
2000,a,232,307,226,107,0,73,0,71,71,92,50,80,67,481
3000,a,299,349,271,106,0,81,0,56,67,88,74,59,72,684
4000,a,324,345,300,105,0,92,0,48,54,83,70,83,43,898
5000,a,317,348,320,92,0,99,0,60,69,66,59,63,56,1087
6000,a,311,386,342,108,0,94,0,41,57,77,47,62,74,1267
7000,a,306,381,352,122,0,102,0,40,59,75,73,71,77,1453
8000,a,297,377,351,117,0,95,0,48,65,75,41,72,58,1648
9000,b,306,349,371,74,33,26,35,48,49,45,113,54,133,1795
10000,b,320,361,379,48,63,21,72,48,76,64,94,63,81,1970
11000,b,321,368,403,30,78,11,85,54,63,60,87,67,38,2151
12000,b,318,358,379,16,80,6,96,46,67,62,60,59,50,2318
13000,b,323,378,368,10,86,5,101,46,46,68,82,69,56,2501
14000,b,311,392,369,7,100,4,93,52,58,79,69,59,67,2691
15000,b,334,386,375,2,107,1,97,55,57,70,55,69,55,2885
16000,b,325,398,376,2,111,1,100,54,61,82,39,77,56,3098
17000,a,326,366,389,30,77,40,18,53,48,43,109,48,124,3242
18000,a,330,346,413,59,50,75,10,43,50,59,149,58,56,3402
19000,a,338,341,420,68,28,89,6,51,60,56,71,77,43,3586
20000,a,348,328,406,85,15,80,4,44,55,63,74,60,61,3753
21000,a,340,325,414,72,10,95,4,57,65,52,55,76,64,3938
22000,a,315,349,414,80,4,105,3,45,63,56,42,83,64,4122
23000,a,329,351,399,87,1,106,2,49,48,60,61,74,58,4305
24000,a,336,334,394,85,0,104,0,39,56,61,75,74,55,4479
25000,b,314,341,398,55,32,24,56,37,67,38,89,73,132,4627
26000,b,318,335,397,37,56,16,74,59,68,52,92,68,63,4806
27000,b,311,343,383,24,76,15,90,49,54,65,64,72,66,4992
28000,b,311,347,367,12,79,5,97,50,55,50,55,72,57,5164
29000,b,342,340,394,5,73,3,99,60,74,45,39,80,62,5349
30000,b,330,335,389,2,85,2,107,55,61,74,42,71,57,5549
31000,b,315,358,399,2,89,2,107,44,69,70,38,79,57,5742
32000,b,314,363,395,1,99,0,111,48,69,65,50,74,66,5929
33000,a,313,356,385,40,54,43,23,41,56,52,102,55,137,6077
34000,a,303,360,368,74,26,69,12,48,43,74,102,61,51,6260
35000,a,326,367,357,83,18,76,6,62,82,64,75,58,42,6444
36000,a,312,364,359,90,7,98,2,47,66,77,38,74,47,6642
37000,a,309,359,367,85,4,107,0,61,62,71,48,74,59,6848
38000,a,281,372,347,87,4,95,0,55,56,60,63,63,41,7026
39000,a,289,381,347,105,1,103,0,36,51,88,68,60,52,7210
40000,a,322,378,348,94,0,98,0,59,62,69,58,66,44,7404
41000,b,325,343,337,61,39,23,32,52,51,49,109,51,113,7556
42000,b,312,336,355,34,58,14,76,55,68,58,82,72,58,7741
43000,b,310,347,386,23,78,9,96,41,61,71,63,81,55,7934
44000,b,330,332,384,13,87,6,98,51,44,54,55,83,78,8122
45000,b,333,373,361,8,103,3,100,51,78,61,65,80,63,8314
46000,b,320,380,355,3,100,2,111,48,57,79,39,73,55,8514
47000,b,321,379,356,1,105,2,108,43,62,74,75,58,54,8689
48000,b,322,361,362,0,90,1,105,53,54,67,35,73,52,8882
49000,a,332,328,363,30,60,45,32,53,58,44,109,57,112,9036
50000,a,332,352,346,66,38,53,16,41,69,64,88,49,80,9190
51000,a,332,383,347,75,22,67,11,51,62,80,62,57,68,9378
52000,a,332,379,350,82,14,75,6,58,78,60,48,61,58,9557
53000,a,328,364,352,96,11,87,6,46,66,61,85,68,54,9732
54000,a,341,370,356,98,3,82,2,54,56,74,51,57,42,9917
55000,a,323,373,371,94,1,92,1,56,62,71,66,68,43,10112
56000,a,323,379,385,85,0,98,0,46,58,64,44,77,45,10299
57000,b,335,344,379,49,39,19,36,53,63,49,82,46,129,10447
58000,b,351,354,375,22,59,8,63,61,58,59,79,68,49,10635
59000,b,329,363,361,16,77,5,72,50,74,60,86,55,61,10800
60000,b,327,369,358,5,99,3,74,43,65,76,70,63,65,10982
61000,b,311,365,388,4,92,2,99,49,60,68,49,85,45,11184
62000,b,315,379,383,4,93,1,95,50,60,66,53,62,56,11362
63000,b,297,355,374,2,101,1,93,37,62,72,63,64,64,11535
64000,b,304,363,387,2,104,1,96,43,68,70,59,78,52,11726
