step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,165,181,175,61,0,56,0,67,71,86,82,80,100,233
2000,b,231,238,229,37,44,5,52,60,81,59,121,70,121,422
3000,a,317,279,291,66,30,47,5,75,72,61,97,68,93,626
4000,b,333,316,329,46,59,2,52,55,76,57,70,73,108,811
5000,a,328,315,346,73,34,49,8,49,61,61,87,63,106,984
6000,b,342,309,366,46,49,6,50,65,60,39,119,60,90,1148
7000,a,340,317,367,73,29,45,5,55,62,66,84,54,121,1323
8000,b,337,325,369,45,65,4,42,55,57,54,142,57,86,1489
9000,a,335,308,383,58,44,40,1,58,72,39,109,54,105,1640
10000,b,341,330,363,41,62,4,43,48,50,62,97,61,113,1811
11000,a,338,323,381,57,36,53,9,55,34,55,117,66,98,1987
12000,b,334,345,382,39,59,9,56,51,63,58,83,65,100,2161
13000,a,329,377,390,66,31,50,6,56,49,65,78,56,95,2338
14000,b,341,370,377,43,49,6,43,55,65,51,98,51,106,2495
15000,a,312,358,371,64,30,50,9,38,50,56,119,64,125,2653
16000,b,296,360,366,43,59,5,41,49,72,52,83,54,106,2808
17000,a,301,384,352,72,47,42,14,48,51,65,95,59,117,2980
18000,b,302,362,334,48,71,5,55,39,52,54,106,63,107,3136
19000,a,311,339,359,61,52,47,11,45,61,48,123,65,93,3294
20000,b,329,332,363,47,65,3,45,51,66,51,90,60,93,3456
21000,a,327,333,367,59,46,47,7,49,66,48,104,59,118,3612
22000,b,332,321,374,31,67,7,64,40,83,48,96,83,102,3783
23000,a,336,320,374,65,48,48,10,49,76,58,91,58,118,3948
24000,b,321,334,405,42,68,6,54,44,55,48,87,65,137,4105
25000,a,320,351,389,61,48,50,7,47,78,56,91,63,94,4271
26000,b,325,347,354,31,69,7,43,60,67,56,126,46,97,4433
27000,a,346,342,362,59,45,51,8,57,64,60,84,63,93,4613
28000,b,367,341,370,35,73,4,43,52,55,70,93,55,99,4790
29000,a,389,334,364,54,43,37,7,69,81,45,85,50,85,4954
30000,b,381,326,381,33,64,5,48,55,62,60,82,63,79,5132
31000,a,362,328,369,58,37,44,6,61,69,58,81,58,113,5309
32000,b,349,324,389,33,57,4,53,47,61,52,77,60,99,5468
33000,a,340,339,390,65,37,47,3,53,62,58,84,62,115,5641
34000,b,321,348,380,41,62,8,45,48,71,61,61,54,118,5804
35000,a,333,366,351,56,33,41,5,63,68,56,72,44,93,5967
36000,b,356,340,351,38,55,7,46,67,80,52,97,48,94,6134
37000,a,339,323,365,63,42,55,6,47,63,50,95,63,105,6294
38000,b,357,324,360,35,50,4,35,62,73,48,89,47,116,6451
39000,a,342,330,366,55,30,64,3,45,74,45,87,81,95,6622
40000,b,343,316,383,33,50,8,50,57,76,42,49,67,127,6788
41000,a,361,330,365,54,31,45,2,71,77,54,52,55,118,6968
42000,b,386,316,363,31,56,8,45,52,66,54,89,58,86,7132
43000,a,386,320,350,53,37,42,5,65,78,60,82,43,95,7300
44000,b,377,302,355,34,57,7,50,57,60,51,90,60,113,7468
45000,a,384,320,360,58,42,42,5,45,67,54,122,53,91,7620
46000,b,357,352,351,33,72,3,43,56,72,62,106,54,90,7792
47000,a,358,346,349,66,45,45,8,42,59,62,105,63,101,7959
48000,b,340,355,358,48,74,3,53,47,64,63,92,72,107,8141
49000,a,344,329,364,58,48,39,5,58,50,49,68,56,108,8304
50000,b,314,338,389,35,71,6,53,44,52,68,83,72,100,8488
51000,a,312,344,374,63,40,47,4,46,45,73,86,57,96,8664
52000,b,299,352,348,43,62,5,40,32,60,63,96,54,102,8813
53000,a,301,369,357,68,41,48,6,52,61,59,88,66,92,8990
54000,b,291,356,359,40,62,10,41,37,57,55,104,55,106,9137
55000,a,320,360,360,71,38,49,5,46,56,65,115,51,97,9299
56000,b,318,349,358,42,71,8,35,44,52,69,104,46,107,9458
57000,a,325,351,367,60,42,51,3,50,67,46,88,66,96,9620
58000,b,315,349,358,36,65,6,50,40,73,52,131,58,97,9770
59000,a,308,348,371,57,42,47,7,46,82,55,83,59,120,9930
60000,b,327,343,374,34,66,8,52,52,59,53,85,60,104,10095
61000,a,333,349,360,60,41,40,11,49,65,63,102,55,95,10262
62000,b,333,332,375,39,68,6,51,38,68,45,84,70,94,10415
63000,a,305,332,368,58,48,40,8,38,60,60,118,51,104,10564
64000,b,318,352,352,35,82,7,45,48,69,70,77,57,82,10739
65000,a,335,345,357,54,54,45,12,53,75,45,102,57,92,10894
66000,b,321,359,351,34,71,6,53,48,64,53,89,68,110,11063
67000,a,312,368,355,59,41,53,9,51,62,56,82,65,117,11235
68000,b,325,364,355,35,64,6,41,47,54,57,74,60,107,11399
69000,a,339,354,369,69,42,44,10,49,65,61,100,54,88,11563
70000,b,359,318,362,47,60,4,42,55,56,52,102,50,104,11720
71000,a,355,344,359,72,32,43,5,44,78,52,86,54,108,11870
72000,b,361,352,370,44,62,11,48,57,73,53,81,59,107,12039
73000,a,346,338,374,63,39,51,3,52,85,48,77,57,97,12196
74000,b,353,322,354,37,53,11,41,58,50,42,100,57,121,12353
75000,a,339,335,354,65,33,51,6,53,61,58,93,65,81,12529
76000,b,346,346,360,40,57,4,41,78,90,50,62,51,111,12708
77000,a,347,359,345,64,33,40,8,62,72,58,91,54,107,12882
78000,b,341,370,341,46,64,12,38,46,49,59,119,51,80,13038
79000,a,354,387,370,81,35,47,5,48,54,83,78,58,89,13227
80000,b,358,380,351,51,74,9,37,48,54,67,90,49,100,13391
81000,a,357,355,349,72,48,38,4,55,66,54,89,45,96,13545
82000,b,355,341,367,50,59,3,47,47,76,48,91,57,92,13697
83000,a,343,339,364,59,41,37,3,53,67,47,79,58,118,13855
84000,b,338,324,360,36,69,1,48,49,66,53,94,68,108,14025
85000,a,329,338,363,70,43,45,5,57,54,57,114,56,98,14195
86000,b,331,350,346,49,62,3,47,64,66,56,97,56,82,14371
87000,a,320,338,375,66,43,53,6,50,59,51,65,65,97,14537
88000,b,333,346,391,34,56,4,45,54,65,50,61,60,130,14701
89000,a,360,342,380,57,38,44,6,59,54,56,78,59,104,14875
90000,b,362,354,360,45,63,6,46,69,66,52,99,55,86,15051
91000,a,350,365,348,68,38,46,8,55,65,62,64,53,96,15221
92000,b,352,349,370,48,69,7,43,36,68,45,128,53,99,15355
93000,a,370,329,372,65,50,41,7,53,48,47,116,55,93,15510
94000,b,372,338,353,35,65,5,42,60,85,56,84,51,97,15677
95000,a,353,323,374,58,42,48,6,51,62,53,70,60,107,15841
96000,b,346,337,370,33,57,5,54,60,74,52,78,62,98,16015
97000,a,359,332,357,55,41,37,6,61,83,58,92,52,104,16186
98000,b,387,349,363,34,74,2,51,68,70,68,67,66,75,16388
99000,a,366,326,347,53,48,30,8,55,88,43,97,35,86,16521
100000,b,357,331,350,35,64,4,54,52,75,56,86,68,81,16697
101000,a,351,334,339,56,45,38,10,55,55,50,75,53,120,16855
102000,b,365,339,348,35,72,5,58,47,73,49,83,61,131,17012
103000,a,377,306,363,59,46,40,10,68,64,56,109,53,89,17189
104000,b,373,299,343,37,65,5,45,59,61,60,100,47,97,17355
105000,a,372,309,351,63,44,38,5,55,58,63,109,56,94,17529
106000,b,386,317,363,32,66,7,42,60,60,48,85,56,96,17693
107000,a,377,304,345,58,48,57,10,68,49,48,81,71,94,17880
108000,b,370,325,342,37,67,8,37,66,79,59,78,45,114,18050
109000,a,375,308,372,49,42,56,7,50,76,40,67,67,104,18207
110000,b,370,313,352,31,73,3,47,50,68,63,80,56,124,18376
111000,a,364,314,361,44,47,55,6,43,60,45,81,74,102,18538
112000,b,369,315,363,29,58,5,43,54,79,45,87,52,119,18689
113000,a,361,333,373,59,34,42,5,53,87,56,71,59,90,18857
114000,b,360,320,384,34,63,5,41,60,76,53,91,52,104,19022
115000,a,336,324,386,56,36,44,4,58,66,54,68,52,96,19186
116000,b,347,320,372,32,53,7,66,58,72,37,77,79,102,19360
117000,a,348,330,378,63,29,55,10,42,84,52,76,67,122,19521
118000,b,347,334,378,42,52,13,49,54,74,52,83,58,114,19685
119000,a,343,320,380,47,34,65,7,45,53,46,81,75,125,19851
120000,b,349,308,397,26,57,11,54,44,73,43,103,64,110,20002
121000,a,357,298,378,50,31,63,7,54,66,49,60,68,129,20173
122000,b,353,317,373,37,53,8,52,58,69,51,75,66,111,20348
123000,a,363,308,371,55,41,55,9,54,82,48,107,61,92,20511
124000,b,363,301,372,34,51,7,45,52,83,45,90,54,104,20662
125000,a,358,314,373,49,34,45,5,49,65,43,89,61,115,20815
126000,b,340,333,402,26,57,5,44,50,65,52,86,55,87,20972
127000,a,341,341,384,50,42,40,2,48,61,49,70,55,97,21124
128000,b,347,344,390,31,74,3,40,53,59,65,133,52,90,21294
129000,a,344,313,383,44,51,45,3,47,59,45,123,59,90,21445
130000,b,352,309,385,29,62,3,54,56,47,53,93,62,112,21616
131000,a,378,311,369,53,36,33,3,59,85,50,93,42,114,21767
132000,b,361,309,383,33,49,3,57,53,78,35,115,66,102,21921
133000,a,369,330,366,51,23,42,5,55,53,56,93,58,108,22090
134000,b,354,322,348,28,49,5,40,52,55,45,109,51,87,22238
135000,a,355,329,341,61,35,46,6,60,66,59,77,52,110,22409
