step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,227,195,167,67,0,61,0,99,76,82,72,78,62,259
2000,a,298,307,273,95,0,97,0,72,72,91,52,89,55,511
3000,b,326,359,345,62,37,15,48,64,55,47,151,58,123,680
4000,b,344,403,350,44,67,8,70,53,62,62,165,57,55,852
5000,a,338,414,365,69,40,54,17,35,40,63,105,65,123,1015
6000,a,330,449,387,83,28,72,12,48,66,80,122,65,49,1208
7000,b,350,442,363,48,71,8,32,43,31,75,186,39,114,1365
8000,b,328,450,370,33,105,4,74,43,47,85,127,71,64,1564
9000,a,333,434,365,68,74,35,11,47,51,62,127,48,110,1721
10000,a,353,422,350,88,54,47,7,48,58,62,206,43,43,1874
11000,b,356,426,342,63,82,8,36,59,54,67,158,52,78,2052
12000,b,360,425,351,40,80,6,58,56,49,58,129,59,43,2225
13000,a,365,421,378,66,56,47,6,53,40,61,177,57,94,2396
14000,a,372,435,382,104,35,58,4,51,33,88,180,45,42,2580
15000,b,374,427,379,63,67,5,40,51,39,61,195,48,85,2740
16000,b,365,424,367,41,74,2,78,47,49,56,175,66,46,2909
17000,a,369,420,377,72,46,42,11,53,46,73,181,47,114,3082
18000,a,352,420,380,90,26,54,5,38,50,82,136,59,36,3261
19000,b,351,445,376,58,62,10,39,61,56,68,104,53,89,3443
20000,b,354,418,393,40,74,7,69,50,43,58,130,70,60,3621
21000,a,345,422,386,63,44,35,10,43,47,59,187,43,107,3766
22000,a,347,428,372,92,34,59,6,48,36,81,160,54,60,3949
23000,b,353,408,387,64,70,10,46,53,51,66,157,47,121,4115
24000,b,338,409,416,40,72,5,74,44,52,61,114,73,49,4293
25000,a,337,429,412,76,45,55,8,43,51,80,114,66,109,4482
26000,a,326,435,389,94,32,67,5,50,53,64,115,64,45,4660
27000,b,345,419,371,68,64,5,44,55,51,64,159,51,86,4830
28000,b,367,417,358,38,82,5,60,59,56,67,152,45,46,5001
29000,a,347,398,350,70,48,51,11,45,46,67,136,60,86,5173
30000,a,357,400,367,97,26,83,5,44,49,66,157,67,51,5350
31000,b,350,411,372,61,57,12,48,47,60,56,167,60,119,5513
32000,b,342,431,360,39,80,9,68,42,54,65,210,47,41,5667
33000,a,352,421,362,68,60,47,10,58,48,61,99,58,115,5844
34000,a,351,404,362,90,40,75,6,47,45,71,122,67,68,6029
35000,b,352,413,371,62,66,21,53,47,53,61,156,66,101,6203
36000,b,354,413,366,41,77,15,66,56,58,68,155,58,37,6385
37000,a,354,403,357,78,51,51,7,57,38,73,113,56,85,6571
38000,a,359,402,364,100,35,75,6,63,45,75,141,59,34,6768
39000,b,366,396,349,68,61,12,42,42,45,59,143,56,106,6925
