step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,185,149,151,48,0,50,0,86,93,65,97,71,74,222
2000,b,267,232,234,33,52,2,42,75,90,63,98,50,116,410
3000,a,317,286,281,71,31,43,3,56,66,73,99,60,100,599
4000,b,341,296,302,36,62,4,40,73,102,55,93,50,82,777
5000,a,323,327,346,66,42,49,8,61,82,61,44,66,101,965
6000,b,354,313,348,43,56,7,44,53,68,51,64,56,134,1125
7000,a,349,333,350,63,33,52,5,50,56,63,96,60,118,1298
8000,b,363,339,361,36,63,5,42,50,86,53,93,54,101,1455
9000,a,370,336,358,55,30,46,9,60,62,43,97,59,100,1617
10000,b,347,323,370,35,55,10,50,51,60,48,103,56,120,1772
11000,a,322,316,350,53,33,41,5,53,76,47,75,50,101,1922
12000,b,327,328,369,35,68,7,49,53,57,70,73,63,93,2108
13000,a,322,336,361,62,46,43,6,45,63,61,101,54,103,2268
14000,b,329,334,390,36,67,9,43,62,78,62,80,54,75,2446
15000,a,325,327,379,52,38,39,3,56,68,51,75,51,102,2604
16000,b,321,322,367,30,63,6,43,50,63,56,91,61,112,2771
17000,a,341,332,353,63,45,47,8,59,67,67,82,66,82,2963
18000,b,313,331,381,44,69,4,54,34,51,55,100,62,136,3114
19000,a,352,339,351,65,44,38,9,40,59,51,136,51,113,3256
20000,b,350,349,349,47,59,2,47,47,82,58,96,54,98,3415
21000,a,327,358,348,69,37,41,6,52,71,67,84,54,105,3588
22000,b,351,339,367,38,65,3,43,43,53,58,123,55,79,3744
23000,a,333,345,369,77,44,57,5,52,53,70,82,71,91,3937
24000,b,345,354,375,46,71,7,52,56,64,58,92,58,110,4109
25000,a,342,328,376,66,49,56,8,54,51,49,97,64,123,4276
26000,b,329,315,376,38,60,11,49,66,66,51,70,58,98,4451
27000,a,337,320,390,55,43,60,8,51,64,53,53,67,114,4622
28000,b,336,331,380,35,64,10,54,58,70,51,91,62,127,4793
29000,a,346,325,358,52,42,52,17,48,53,51,109,60,112,4952
30000,b,347,328,366,30,63,7,53,44,60,58,85,61,126,5115
