step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,179,193,215,53,0,72,0,70,80,77,71,86,81,233
2000,a,285,293,304,92,0,87,0,79,70,85,63,70,69,467
3000,a,300,352,351,106,0,106,0,63,60,81,62,74,55,685
4000,a,297,383,389,103,0,113,0,51,49,75,61,86,49,897
5000,b,325,353,398,68,33,15,60,53,41,47,142,71,135,1068
6000,b,334,371,392,43,68,13,78,48,41,65,165,68,61,1249
7000,b,347,364,409,33,79,9,96,63,50,57,143,78,52,1447
8000,b,350,378,423,19,92,6,92,58,72,59,91,57,45,1621
9000,a,347,386,434,48,59,51,13,53,50,56,126,68,104,1798
10000,a,340,373,458,72,36,83,6,41,47,70,122,77,55,1986
11000,a,327,389,438,89,22,86,4,45,44,68,96,63,42,2162
12000,a,342,384,428,106,15,85,1,49,51,75,109,69,35,2355
13000,b,346,391,435,72,42,16,47,48,49,45,136,61,121,2509
14000,b,337,379,423,46,65,9,69,40,45,58,182,68,60,2675
15000,b,360,382,415,33,80,7,87,50,44,65,126,67,68,2857
16000,b,348,374,437,21,82,4,99,45,50,68,86,87,56,3057
17000,a,372,364,437,46,56,43,17,55,43,49,167,55,127,3216
18000,a,384,338,433,62,40,72,10,66,64,49,108,67,56,3398
19000,a,365,341,424,71,25,98,6,57,48,62,48,81,67,3598
20000,a,356,342,417,95,19,97,3,46,54,80,58,71,55,3795
21000,b,363,365,411,58,57,22,47,41,34,59,173,57,137,3952
22000,b,373,371,407,34,77,13,60,49,51,53,203,56,36,4110
23000,b,380,381,384,23,99,7,80,72,49,70,77,55,55,4307
24000,b,360,378,381,14,109,5,82,48,39,70,97,66,38,4491
25000,a,393,392,381,45,73,45,15,58,53,48,143,51,116,4648
26000,a,413,388,353,78,40,54,8,64,49,72,143,44,34,4828
27000,a,408,379,372,86,23,70,4,71,82,58,52,53,59,5010
28000,a,399,379,373,97,17,82,2,63,69,71,64,52,53,5196
29000,b,396,395,366,62,60,13,31,48,53,66,139,43,121,5353
30000,b,393,412,369,47,81,8,58,55,56,68,176,48,56,5524
31000,b,375,390,386,32,94,6,82,59,51,59,106,78,47,5720
32000,b,353,399,367,19,94,4,84,55,57,55,102,58,44,5888
33000,a,364,401,357,55,59,53,24,50,41,63,105,62,118,6063
34000,a,344,398,391,65,36,85,16,46,52,69,124,73,52,6251
35000,a,335,400,383,83,23,102,6,48,50,65,81,66,57,6430
36000,a,305,398,392,95,14,107,3,45,60,70,73,69,44,6614
