step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,171,172,136,51,0,39,0,79,108,70,75,56,91,205
2000,a,260,243,280,63,0,96,0,77,94,56,63,100,74,438
3000,a,286,295,334,77,0,92,0,61,87,62,59,75,55,636
4000,a,318,320,347,88,0,92,0,57,65,72,61,69,74,834
5000,a,321,342,360,97,0,108,0,58,76,67,59,69,57,1028
6000,a,304,349,356,89,0,110,0,50,76,48,58,75,45,1201
7000,a,316,359,381,96,0,102,0,55,49,63,62,66,77,1385
8000,a,327,357,394,87,0,104,0,50,47,63,46,80,71,1578
9000,a,315,360,404,103,0,94,0,40,59,68,64,64,55,1750
10000,a,306,367,412,111,0,106,0,42,50,82,58,69,40,1943
11000,a,308,353,407,97,0,119,0,42,61,66,49,78,70,2129
12000,a,321,370,404,95,0,112,0,50,62,63,55,72,55,2314
13000,a,313,369,394,113,0,119,0,45,58,77,49,69,62,2505
14000,a,311,371,386,106,0,121,0,42,62,63,61,82,44,2692
15000,a,305,401,350,110,0,110,0,37,50,84,48,77,66,2890
16000,a,297,373,356,101,0,100,0,46,58,70,53,63,37,3069
17000,a,311,369,369,95,0,97,0,54,64,61,61,76,64,3260
18000,a,319,347,347,91,0,105,0,49,56,61,57,69,55,3439
19000,a,315,376,361,101,0,113,0,59,87,71,65,60,38,3629
20000,a,308,377,362,101,0,110,0,50,53,72,63,66,38,3817
21000,a,314,394,378,109,0,94,0,48,47,79,72,69,62,4013
22000,a,298,357,375,105,0,110,0,47,64,62,49,74,61,4196
23000,a,303,358,357,105,0,100,0,53,55,75,60,64,40,4388
24000,a,308,368,356,124,0,97,0,38,55,89,43,71,53,4586
25000,a,295,347,368,125,0,96,0,47,77,72,57,72,62,4777
26000,a,305,355,350,115,0,98,0,56,69,63,61,64,59,4960
27000,a,325,363,343,117,0,99,0,52,62,75,70,60,50,5147
28000,a,327,374,340,111,0,94,0,54,67,76,53,66,38,5343
29000,a,323,376,347,103,0,85,0,48,65,81,66,59,38,5531
30000,a,324,395,364,102,0,94,0,58,50,73,68,64,42,5726
31000,a,322,418,346,112,0,106,0,45,56,79,68,64,74,5914
32000,a,328,391,351,114,0,109,0,54,71,68,67,71,54,6107
33000,a,313,390,337,102,0,97,0,46,83,62,57,55,55,6270
34000,a,318,394,369,101,0,108,0,51,67,69,57,74,53,6464
35000,a,300,399,352,98,0,92,0,42,82,76,57,56,46,6638
36000,a,304,403,359,96,0,88,0,44,63,79,66,67,39,6828
37000,a,296,386,359,97,0,98,0,42,73,67,63,64,62,7001
38000,a,315,377,360,105,0,89,0,59,92,69,51,61,32,7190
39000,a,309,367,349,109,0,87,0,49,74,73,63,57,42,7369
40000,a,307,346,359,102,0,97,0,42,60,76,43,73,63,7560
41000,a,322,350,356,91,0,95,0,57,69,60,58,59,48,7736
42000,a,327,347,365,96,0,89,0,45,59,73,56,72,37,7926
43000,a,305,356,372,90,0,105,0,49,75,64,46,72,72,8111
44000,a,315,365,380,96,0,114,0,64,73,68,40,79,57,8322
45000,a,316,368,370,97,0,106,0,48,66,79,53,67,39,8516
46000,a,320,335,401,98,0,109,0,47,63,57,59,76,58,8696
47000,a,306,368,384,113,0,102,0,40,57,79,60,72,64,8887
48000,a,295,369,391,119,0,88,0,54,53,74,62,63,43,9078
49000,a,305,366,398,119,0,105,0,53,57,73,43,78,41,9282
50000,a,306,345,386,114,0,102,0,42,46,67,52,67,60,9458
51000,a,316,351,375,105,0,109,0,39,59,74,43,70,59,9641
52000,a,296,359,370,82,0,102,0,47,67,50,38,73,60,9811
53000,a,317,370,367,92,0,100,0,41,66,73,73,62,58,9987
54000,a,316,359,361,89,0,111,0,47,53,76,48,73,69,10183
55000,a,311,370,380,93,0,114,0,57,65,69,40,82,48,10391
56000,a,287,381,390,107,0,102,0,54,76,72,51,63,45,10580
57000,a,298,359,386,100,0,107,0,47,71,66,49,65,49,10758
58000,a,307,379,390,107,0,100,0,34,58,73,44,75,59,10940
59000,a,323,397,384,119,0,109,0,51,66,77,66,73,46,11141
60000,a,331,390,376,102,0,106,0,52,70,55,52,78,45,11326
61000,a,323,402,379,110,0,93,0,49,40,85,64,70,52,11530
62000,a,298,388,381,113,0,81,0,36,51,77,62,63,48,11706
63000,a,308,364,378,109,0,88,0,54,68,62,44,64,57,11886
64000,a,310,368,367,97,0,84,0,51,65,60,47,67,43,12064
65000,a,310,371,374,86,0,93,0,52,71,54,73,67,50,12237
66000,a,326,376,370,91,0,85,0,49,66,74,59,61,52,12421
67000,a,351,358,372,78,0,104,0,59,74,50,48,86,54,12616
