step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,163,146,202,44,0,74,0,63,88,57,79,99,90,219
2000,a,259,252,269,75,0,90,0,75,80,84,65,75,70,453
3000,a,302,305,322,88,0,85,0,69,87,64,52,71,55,657
4000,a,337,323,357,96,0,102,0,49,52,66,56,79,70,851
5000,a,326,357,370,104,0,102,0,38,60,67,54,77,79,1033
6000,a,310,342,393,95,0,96,0,52,71,61,46,75,67,1221
7000,a,305,339,391,104,0,91,0,42,62,82,67,60,53,1405
8000,a,295,338,380,96,0,109,0,52,77,60,57,70,65,1587
9000,b,289,326,376,64,27,32,39,44,73,47,94,58,137,1736
10000,b,298,354,371,36,69,21,59,53,76,64,104,55,68,1908
11000,b,324,343,368,23,74,12,73,52,67,59,83,69,46,2088
12000,b,309,368,372,17,76,9,82,43,61,66,77,66,64,2263
13000,b,307,387,355,7,81,5,90,47,58,64,50,71,72,2445
14000,b,306,381,359,2,82,1,96,57,61,70,47,68,45,2640
15000,b,325,380,369,1,80,0,93,47,65,67,59,65,62,2819
16000,b,312,397,368,1,98,0,91,49,61,79,64,57,56,3004
17000,a,322,357,367,33,66,42,20,35,56,47,102,58,114,3144
18000,a,339,341,351,55,46,57,8,63,77,57,97,52,54,3316
19000,a,328,347,349,71,24,69,3,48,53,63,78,68,53,3495
20000,a,319,378,361,80,15,74,3,49,68,68,67,58,64,3670
21000,a,314,372,378,92,10,77,2,54,63,76,68,62,39,3862
22000,a,325,369,396,98,7,92,2,56,54,67,63,62,56,4047
23000,a,335,363,402,105,4,100,1,56,63,70,56,72,72,4245
24000,a,324,371,402,105,3,94,1,60,67,61,59,65,53,4431
25000,b,317,328,382,74,34,21,42,56,56,50,87,52,119,4589
26000,b,323,327,407,42,50,15,84,39,60,45,82,87,75,4760
27000,b,323,343,381,29,69,7,96,53,47,54,81,67,69,4934
28000,b,324,337,390,17,83,4,99,55,61,67,64,77,59,5133
29000,b,326,332,392,12,83,1,113,37,44,66,43,77,69,5313
30000,b,303,358,403,8,91,1,119,36,53,70,47,85,68,5504
31000,b,316,357,401,3,81,1,113,46,53,62,42,70,63,5682
32000,b,307,378,402,3,97,0,107,53,52,79,56,64,47,5878
33000,a,313,381,402,41,67,51,36,46,45,58,123,61,105,6043
34000,a,313,375,380,71,40,74,18,51,68,64,73,56,48,6214
35000,a,302,353,386,88,23,85,11,44,61,71,72,66,42,6395
36000,a,312,354,385,87,12,91,7,53,58,62,43,77,56,6587
37000,a,326,373,368,93,4,101,5,45,71,59,47,83,59,6774
38000,a,328,359,382,95,2,103,1,62,71,61,54,69,45,6966
39000,a,317,367,367,98,0,102,1,54,87,70,56,60,44,7150
40000,a,298,365,354,104,0,104,0,43,69,67,57,64,46,7324
41000,b,300,350,349,65,32,24,34,44,61,42,121,47,142,7457
42000,b,315,350,343,31,56,15,52,53,63,57,95,55,77,7622
43000,b,322,355,338,21,78,8,69,48,58,75,82,59,61,7804
44000,b,314,363,331,13,102,6,84,52,71,72,83,57,68,7985
45000,b,327,371,331,8,102,4,81,60,63,69,52,63,46,8177
46000,b,325,370,326,2,103,1,91,41,44,76,55,74,44,8368
47000,b,310,371,333,0,115,0,89,56,71,77,58,61,51,8562
48000,b,295,380,340,0,104,0,94,62,57,64,51,67,45,8755
49000,a,294,372,322,46,66,38,22,41,59,63,86,49,152,8908
50000,a,299,404,316,85,47,68,13,53,61,82,94,63,51,9106
51000,a,289,399,324,98,20,78,8,42,56,72,80,58,54,9278
52000,a,282,413,315,99,10,87,5,47,44,72,79,64,62,9461
53000,a,286,395,320,104,4,92,4,45,53,67,60,67,59,9640
54000,a,288,397,343,122,3,91,1,38,44,72,74,74,69,9824
55000,a,294,388,368,122,3,89,1,47,61,69,50,69,51,10009
56000,a,329,383,365,110,1,93,0,58,72,57,34,68,67,10192
57000,b,329,335,367,70,31,20,40,51,66,43,113,53,128,10339
58000,b,331,328,350,36,61,11,69,57,51,61,70,61,57,10518
59000,b,320,308,356,20,67,6,85,60,79,61,75,56,59,10695
60000,b,312,345,365,14,78,3,99,52,67,77,69,74,49,10898
61000,b,319,336,376,10,86,1,96,53,69,65,69,68,51,11084
62000,b,320,340,394,4,99,1,104,50,53,62,64,73,61,11269
63000,b,319,326,412,3,95,1,100,48,53,65,51,76,47,11458
64000,b,325,346,392,3,97,0,108,41,80,54,61,70,79,11623
65000,a,359,348,390,35,57,25,26,59,60,53,89,35,123,11770
66000,a,362,364,376,64,30,55,13,50,63,55,88,62,64,11937
67000,a,355,371,366,78,22,69,7,52,58,64,84,62,45,12115
68000,a,336,371,354,84,14,85,4,43,60,65,67,60,42,12283
69000,a,312,374,362,89,9,101,2,53,68,70,55,72,64,12478
70000,a,307,380,370,93,8,103,0,53,67,68,41,71,46,12670
71000,a,303,394,375,94,7,121,0,52,58,66,65,85,51,12873
72000,a,303,367,361,106,4,116,0,44,52,69,50,78,67,13064
73000,b,312,350,364,66,43,36,37,54,83,51,96,48,139,13217
74000,b,307,345,378,42,70,14,56,47,59,61,80,79,67,13404
75000,b,321,350,377,25,81,9,67,63,60,62,84,48,70,13577
76000,b,330,381,362,14,108,5,71,56,61,95,69,48,41,13776
77000,b,335,369,363,5,114,3,81,44,46,86,71,59,39,13965
78000,b,337,371,362,1,121,1,91,47,76,66,45,63,62,14141
79000,b,329,368,373,0,109,1,105,55,47,69,63,80,51,14345
80000,b,330,369,374,0,103,0,105,55,88,62,43,63,53,14525
81000,a,320,350,359,33,76,39,24,35,40,44,141,61,149,14665
82000,a,330,333,365,53,45,59,11,47,61,54,79,59,70,14825
83000,a,333,344,356,73,26,63,4,54,72,58,103,49,34,14986
84000,a,314,378,379,98,20,83,1,46,64,71,84,70,43,15173
85000,a,310,392,375,97,14,92,1,47,60,62,53,63,64,15345
86000,a,311,373,372,87,6,97,1,47,59,62,55,75,51,15529
87000,a,307,372,391,87,3,111,1,57,50,65,55,85,62,15736
88000,a,311,378,369,83,1,102,1,52,42,66,69,66,55,15920
89000,b,333,330,377,49,30,28,43,51,52,36,100,58,149,16065
90000,b,316,326,365,33,59,19,67,38,56,53,72,69,74,16225
91000,b,323,341,375,20,67,12,89,45,54,59,80,71,83,16400
92000,b,336,356,381,12,76,7,95,61,45,58,50,80,51,16599
93000,b,341,352,359,7,75,5,104,45,59,61,74,64,56,16769
94000,b,352,355,368,5,94,1,103,57,49,79,69,62,59,16967
95000,b,305,366,375,4,93,0,94,40,54,71,61,69,65,17147
96000,b,311,354,387,4,88,0,95,55,60,57,69,72,57,17331
97000,a,313,342,410,34,51,40,16,41,84,46,76,58,139,17476
98000,a,293,355,386,59,30,61,7,54,66,53,83,63,67,17646
99000,a,299,356,372,76,19,72,4,52,57,62,69,68,67,17828
100000,a,299,351,360,82,15,91,3,41,60,64,58,75,65,18008
101000,a,290,351,384,87,9,101,2,46,55,60,59,79,68,18193
102000,a,269,371,413,81,8,109,0,35,44,55,41,105,59,18388
103000,a,274,361,408,104,7,103,0,30,51,79,56,76,55,18573
104000,a,273,376,399,107,7,94,0,41,39,93,52,63,58,18770
105000,b,290,349,383,74,41,15,43,43,74,45,115,61,124,18919
106000,b,308,345,374,48,60,12,61,46,58,58,102,65,51,19088
107000,b,300,354,385,27,80,7,68,50,67,69,74,58,74,19265
108000,b,310,350,377,14,78,5,86,51,62,50,55,67,71,19433
109000,b,293,380,364,8,99,4,93,41,60,99,52,61,52,19634
110000,b,314,357,351,3,96,2,90,47,57,58,53,60,61,19799
111000,b,324,377,356,3,103,1,93,57,53,74,69,71,48,20001
112000,b,310,379,360,1,106,1,79,43,58,62,74,66,58,20172
113000,a,313,360,385,33,64,53,24,52,65,45,112,62,115,20331
114000,a,294,378,377,74,40,76,19,44,55,68,87,60,51,20503
115000,a,303,351,374,86,27,88,11,42,59,66,80,68,69,20679
116000,a,319,336,381,85,15,99,6,47,48,63,67,76,56,20865
117000,a,320,358,377,91,10,84,4,51,66,62,59,65,48,21043
118000,a,305,379,371,89,5,88,3,45,59,64,65,71,42,21223
119000,a,305,378,386,85,3,96,2,36,39,73,62,74,67,21406
120000,a,299,379,415,81,3,112,0,37,67,71,48,81,41,21595
121000,b,285,356,413,49,37,18,54,45,57,45,66,69,162,21754
122000,b,291,360,404,39,62,12,82,43,63,60,90,73,63,21930
123000,b,300,335,417,20,70,9,94,43,65,56,59,73,54,22102
124000,b,311,332,432,12,85,6,101,49,51,64,62,83,60,22298
125000,b,299,334,402,10,85,2,96,39,46,65,77,69,72,22471
126000,b,301,353,394,5,91,1,100,50,73,73,47,73,67,22667
127000,b,329,350,381,2,92,1,92,51,52,57,57,73,77,22848
128000,b,329,349,374,2,98,0,95,53,74,63,42,70,67,23034
129000,a,319,342,359,39,64,36,27,39,60,51,130,51,143,23175
130000,a,304,352,356,64,44,67,19,52,70,68,107,65,50,23360
131000,a,300,347,350,82,35,76,6,44,53,69,82,57,73,23530
132000,a,304,356,372,83,22,98,3,51,72,55,86,70,60,23706
133000,a,299,344,371,102,16,99,2,55,75,72,75,69,51,23902
134000,a,311,367,386,113,8,93,1,47,53,73,55,68,60,24090
135000,a,322,373,403,111,4,111,0,49,44,74,61,79,39,24292
136000,a,317,379,393,100,3,105,0,43,63,76,40,61,45,24472
137000,b,326,333,374,75,27,23,36,49,60,33,162,47,128,24601
138000,b,340,347,377,50,51,14,67,55,60,54,118,63,64,24773
139000,b,334,364,365,31,74,8,86,51,63,61,61,65,62,24950
140000,b,320,380,379,19,75,3,94,54,57,58,53,75,65,25137
141000,b,329,364,381,12,68,3,103,48,46,58,57,85,62,25328
142000,b,313,377,391,8,91,1,105,36,78,73,70,66,59,25503
143000,b,314,385,385,1,100,1,106,43,50,67,52,80,58,25693
144000,b,299,382,381,1,103,0,112,40,55,77,58,79,55,25889
145000,a,316,347,385,32,67,42,23,42,48,44,129,58,141,26033
146000,a,313,353,409,52,43,75,13,50,54,53,62,73,80,26209
147000,a,319,344,368,63,27,80,7,43,59,53,74,65,71,26370
148000,a,321,345,383,89,17,93,1,44,52,74,76,70,60,26558
149000,a,329,356,363,93,9,102,1,46,47,67,60,72,54,26743
150000,a,322,335,395,84,8,103,0,44,61,62,58,82,72,26931
151000,a,324,355,399,87,2,97,0,40,53,76,59,76,55,27123
152000,a,327,333,391,83,2,100,0,57,82,55,47,79,53,27314
153000,b,351,372,373,57,47,26,30,48,53,58,131,43,127,27463
154000,b,340,370,359,34,61,16,52,41,55,62,83,55,57,27621
155000,b,341,359,373,20,82,8,62,56,72,73,81,67,37,27817
156000,b,340,373,378,11,81,4,74,51,59,67,54,66,43,28001
157000,b,320,391,357,6,91,3,86,53,62,62,71,60,55,28176
158000,b,322,392,331,3,110,2,89,46,55,93,61,61,65,28376
159000,b,296,402,356,3,105,2,96,43,67,65,68,72,47,28556
160000,b,301,416,374,3,115,2,93,46,62,77,46,60,67,28739
161000,a,279,399,392,37,72,40,19,39,55,51,104,47,146,28876
162000,a,295,396,364,78,44,55,11,51,56,75,87,57,69,29059
163000,a,291,382,351,91,22,70,8,50,54,70,85,58,51,29237
164000,a,314,385,340,88,14,85,6,57,52,63,82,63,58,29420
165000,a,313,388,351,91,9,105,4,38,54,64,71,77,61,29599
166000,a,301,380,365,85,3,114,0,46,68,57,70,76,46,29778
167000,a,316,388,378,96,3,97,0,47,57,68,71,65,56,29958
168000,a,319,379,364,103,3,93,0,39,50,82,46,77,66,30156
169000,b,316,364,368,80,31,27,40,42,64,37,133,53,122,30288
170000,b,318,350,362,49,56,15,60,58,64,66,86,59,53,30471
171000,b,329,366,343,25,73,7,78,55,52,62,52,64,54,30652
172000,b,344,364,350,12,77,5,84,48,62,72,60,63,71,30835
173000,b,330,367,338,5,91,4,96,47,71,72,61,85,51,31039
174000,b,320,389,352,5,93,3,95,58,76,66,74,57,54,31220
175000,b,297,396,358,3,100,2,87,40,59,74,63,57,64,31391
176000,b,322,409,339,1,102,1,88,56,76,74,58,61,45,31582
