step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
83000,a,335,348,415,71,22,89,10,48,39,57,65,83,94,14983
84000,a,300,366,402,68,16,104,6,35,52,56,50,85,75,15159
85000,a,318,340,391,83,10,108,2,37,54,65,63,70,80,15331
86000,a,301,350,400,86,7,122,1,39,80,64,50,83,59,15517
87000,a,300,358,402,87,6,125,0,49,44,61,58,79,64,15706
88000,a,304,339,407,86,2,109,0,52,56,64,72,57,59,15879
89000,b,322,338,400,54,40,24,47,41,54,52,90,63,148,16035
90000,b,323,320,381,38,57,12,67,52,71,56,71,70,56,16213
91000,b,327,311,374,23,60,7,74,46,70,46,68,70,75,16375
92000,b,331,335,373,16,61,3,88,53,52,51,59,74,73,16553
93000,b,307,354,369,11,89,3,88,47,74,77,67,69,66,16746
94000,b,325,352,357,6,88,1,78,58,79,70,47,61,72,16935
95000,b,296,375,374,5,94,1,88,44,62,72,49,77,68,17128
96000,b,300,381,372,4,90,1,97,51,69,65,53,79,46,17323
97000,a,284,358,367,39,54,35,18,55,59,50,78,55,135,17483
98000,a,306,354,378,57,33,70,8,55,65,59,62,76,91,17673
99000,a,298,376,358,73,24,84,7,36,50,64,59,68,65,17841
100000,a,290,379,331,97,14,87,3,37,65,78,75,68,62,18024
101000,a,303,383,332,101,10,87,2,46,48,73,72,55,77,18198
102000,a,321,386,322,103,6,87,1,46,73,71,61,63,59,18378
103000,a,304,385,328,115,5,79,0,41,73,75,61,55,71,18549
104000,a,306,397,331,103,4,88,0,49,93,81,47,59,53,18738
105000,b,324,376,332,69,40,20,32,59,71,52,102,44,105,18893
106000,b,306,396,346,37,60,10,54,58,72,50,83,68,58,19069
107000,b,311,375,347,19,84,6,74,55,48,68,70,60,65,19252
108000,b,310,358,359,9,98,5,77,46,45,73,80,61,68,19432
109000,b,313,361,352,5,103,2,85,47,62,79,87,69,39,19627
110000,b,318,356,340,2,104,1,95,56,64,75,59,60,59,19818
111000,b,334,354,333,0,103,0,93,48,48,73,52,69,49,20008
112000,b,344,339,355,0,86,0,96,64,57,61,35,79,54,20212
113000,a,341,326,368,25,63,53,17,49,67,40,111,67,143,20368
114000,a,346,331,358,46,38,68,9,50,61,51,108,52,59,20521
115000,a,346,329,359,55,20,91,4,53,65,50,53,84,55,20708
116000,a,371,335,365,70,12,109,4,64,88,57,41,83,45,20912
117000,a,352,350,388,73,9,115,2,50,62,60,39,79,50,21101
118000,a,321,365,392,77,5,106,1,50,77,61,52,71,49,21283
119000,a,334,371,374,93,4,104,1,47,55,72,63,75,49,21477
120000,a,336,365,357,99,2,106,0,55,51,67,53,72,56,21671
121000,b,330,355,359,61,28,32,38,65,68,37,125,46,113,21819
122000,b,340,374,374,44,60,22,66,48,44,67,101,58,51,21992
123000,b,330,371,364,28,73,13,64,52,49,58,71,64,62,22166
124000,b,328,374,352,18,86,8,86,51,62,71,51,68,57,22356
125000,b,344,357,368,15,79,4,92,52,67,56,52,67,53,22531
126000,b,331,366,362,12,93,3,90,42,55,74,70,57,47,22704
127000,b,310,379,375,7,90,3,100,39,67,67,67,68,50,22878
128000,b,325,369,378,4,85,2,104,60,65,53,61,72,66,23063
129000,a,310,349,350,44,57,33,23,42,82,55,90,44,127,23204
130000,a,337,315,367,49,36,58,12,67,72,51,74,55,60,23377
131000,a,320,320,374,61,21,83,7,64,68,60,40,70,68,23571
132000,a,313,326,353,77,15,92,5,46,66,67,92,64,41,23748
133000,a,301,306,367,88,9,90,1,55,69,75,63,70,51,23948
134000,a,306,324,382,104,4,114,1,50,64,74,52,88,57,24160
135000,a,314,331,385,95,2,120,1,49,58,68,67,76,70,24353
136000,a,321,336,392,95,0,116,0,55,51,67,51,79,31,24554
137000,b,329,327,400,68,35,30,47,44,47,50,106,53,119,24701
138000,b,318,326,415,51,54,17,86,38,45,59,82,79,77,24877
139000,b,321,325,393,34,66,13,87,47,50,63,60,73,60,25060
140000,b,327,320,389,22,79,8,86,48,52,70,63,70,69,25248
141000,b,328,346,391,14,96,5,89,53,76,70,61,63,47,25434
142000,b,334,359,380,10,98,3,94,62,66,60,57,69,48,25625
143000,b,321,362,367,7,86,3,87,53,56,64,58,71,50,25813
144000,b,305,384,366,4,108,3,86,32,49,82,79,70,53,25997
145000,a,333,366,355,34,67,38,21,57,54,45,159,44,125,26143
146000,a,332,364,346,60,43,55,14,45,70,56,90,59,64,26303
147000,a,313,370,366,75,29,72,9,55,84,62,88,54,39,26474
148000,a,298,390,365,88,18,86,6,41,66,65,60,74,48,26654
149000,a,301,392,393,86,11,84,5,41,57,89,58,61,39,26845
150000,a,296,376,369,89,4,71,3,50,64,63,60,63,50,27021
151000,a,326,371,370,92,3,88,1,56,70,71,47,77,65,27225
152000,a,309,376,376,95,2,88,0,49,63,66,58,72,51,27412
153000,b,331,345,391,61,33,17,48,57,89,44,113,57,100,27570
154000,b,318,353,394,37,71,11,64,42,69,69,96,63,56,27744
155000,b,313,364,409,19,73,4,93,42,56,59,60,85,67,27930
156000,b,308,362,385,8,78,2,97,41,53,64,55,71,79,28106
157000,b,319,374,388,5,86,0,96,48,72,75,70,71,40,28300
158000,b,328,375,374,3,91,0,94,55,75,63,55,66,55,28484
159000,b,317,397,352,1,117,0,84,47,69,92,47,62,56,28685
160000,b,305,389,363,1,97,0,90,43,52,75,36,71,64,28874
161000,a,297,377,326,42,69,36,17,40,54,56,111,48,149,29018
162000,a,322,369,347,72,42,62,8,52,62,77,106,67,55,29214
163000,a,313,376,349,95,29,74,5,44,60,75,74,60,61,29393
164000,a,324,376,349,100,20,78,5,55,82,77,71,55,46,29580
165000,a,340,366,362,110,14,69,3,57,64,80,80,49,57,29766
166000,a,339,368,352,106,7,73,2,55,89,69,45,56,51,29946
167000,a,357,372,336,103,3,79,1,65,72,69,48,66,51,30146
168000,a,323,386,362,103,1,78,1,57,71,67,55,61,57,30331
169000,b,318,367,347,71,37,21,44,45,57,49,103,60,134,30485
170000,b,308,357,342,31,51,15,69,49,77,47,90,58,60,30639
171000,b,318,361,345,18,79,7,73,45,49,76,81,53,81,30813
172000,b,298,366,366,10,89,3,94,38,48,64,73,80,53,30995
173000,b,310,391,382,4,99,1,96,48,78,77,46,73,61,31193
174000,b,315,395,386,2,103,1,100,57,75,67,44,77,59,31394
175000,b,332,400,370,0,98,0,99,46,60,63,65,67,52,31570
176000,b,302,403,377,0,103,0,103,54,69,80,51,66,45,31770
