step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,186,212,171,77,0,55,0,78,74,96,75,68,86,242
2000,a,267,292,265,113,0,82,0,77,90,94,51,69,66,482
3000,a,300,337,337,105,0,99,0,68,78,74,58,80,66,704
4000,a,325,372,373,116,0,107,0,55,48,89,43,85,56,933
5000,b,353,374,359,87,44,23,40,58,58,53,160,49,128,1093
6000,b,357,377,374,53,66,14,64,56,53,52,154,57,52,1258
7000,b,365,391,374,31,90,6,81,56,66,69,130,64,46,1447
8000,b,355,404,378,22,104,3,100,57,61,65,97,63,39,1632
9000,a,356,393,369,50,67,32,24,51,60,47,174,37,144,1767
10000,a,367,397,367,83,45,49,17,59,81,70,135,54,42,1950
11000,a,358,400,370,99,31,62,13,55,67,73,86,70,46,2148
12000,a,360,398,381,105,22,70,6,60,75,68,93,56,31,2332
13000,b,363,411,360,72,69,6,41,55,41,74,152,47,107,2508
14000,b,344,419,353,43,88,1,60,46,36,66,141,53,48,2673
15000,b,336,405,355,30,100,1,83,52,67,71,97,67,41,2863
16000,b,343,418,369,20,111,0,88,51,63,69,77,70,62,3053
17000,a,352,432,379,60,72,44,17,54,45,61,131,55,123,3223
18000,a,349,402,382,90,50,74,9,43,49,59,228,62,59,3387
19000,a,337,383,377,99,30,84,5,50,52,63,140,60,44,3560
20000,a,329,398,381,103,25,92,4,57,45,66,151,61,44,3744
21000,b,345,400,387,64,59,20,44,46,51,65,96,61,115,3916
22000,b,345,399,386,42,74,8,71,39,54,60,122,70,41,4085
23000,b,353,395,363,26,92,6,76,67,51,67,117,53,34,4272
24000,b,382,403,372,13,111,4,92,68,58,74,54,66,54,4480
25000,a,385,392,360,54,73,40,23,46,51,52,155,54,118,4632
26000,a,400,392,383,76,45,54,11,72,55,59,79,57,51,4820
27000,a,392,390,371,91,32,78,7,51,47,64,118,61,51,4996
28000,a,383,386,372,104,17,83,5,56,59,66,73,61,64,5179
29000,b,392,389,374,67,50,13,54,54,58,51,118,56,125,5340
30000,b,389,382,402,45,66,6,66,59,44,59,108,59,39,5517
31000,b,371,384,402,28,93,5,73,35,42,80,122,58,63,5690
32000,b,373,369,397,12,105,3,97,57,35,75,74,67,53,5889
33000,a,380,380,388,44,58,37,15,41,51,52,152,48,124,6030
34000,a,378,380,392,66,39,65,9,47,62,58,165,62,47,6197
35000,a,400,370,393,89,28,83,6,54,45,60,159,63,61,6374
36000,a,402,402,390,97,22,90,4,51,61,74,112,60,36,6559
37000,b,381,396,383,51,46,22,39,61,52,48,91,53,105,6721
38000,b,377,390,392,34,65,12,77,51,55,56,146,75,48,6903
39000,b,354,409,403,24,88,9,81,55,54,78,108,64,41,7100
40000,b,347,407,405,15,88,6,92,60,73,67,81,64,45,7291
41000,a,327,400,405,48,61,45,17,37,47,54,154,58,144,7440
42000,a,330,405,403,66,43,86,10,48,45,50,159,82,77,7620
43000,a,330,383,409,82,26,107,8,48,72,59,204,58,48,7785
44000,a,341,391,396,97,20,108,4,52,42,62,209,61,46,7960
45000,b,351,375,396,63,50,24,40,59,46,62,128,53,120,8134
46000,b,351,351,411,43,56,14,62,61,51,40,144,62,43,8297
47000,b,341,361,400,31,77,8,85,57,55,74,91,71,53,8499
48000,b,377,369,398,13,80,3,87,70,49,68,68,64,56,8701
49000,a,376,364,406,36,59,49,16,54,58,40,115,66,122,8861
50000,a,362,355,422,59,49,73,10,47,60,57,176,70,43,9035
51000,a,358,363,414,84,33,90,6,51,56,61,147,76,45,9223
52000,a,355,377,404,100,15,92,3,52,57,66,140,65,28,9406
53000,b,365,365,414,62,43,13,44,60,52,46,126,59,124,9571
54000,b,359,378,420,34,69,9,66,63,42,58,143,59,50,9751
55000,b,359,389,423,21,90,4,88,60,57,65,109,68,66,9944
56000,b,344,382,420,13,94,3,98,46,46,67,77,77,45,10134
57000,a,340,380,435,42,66,69,19,54,75,44,90,86,138,10318
58000,a,339,357,443,51,42,95,11,44,57,59,113,73,56,10494
59000,a,326,372,449,81,29,104,5,37,55,62,143,72,53,10665
60000,a,320,386,427,90,19,116,3,46,40,67,94,81,51,10859
61000,b,331,393,413,60,61,24,35,46,50,67,137,46,139,11018
62000,b,324,362,412,37,71,12,66,50,55,51,101,71,67,11190
63000,b,349,390,426,20,80,8,70,52,54,69,139,63,63,11374
64000,b,340,374,429,12,95,2,98,56,57,60,48,90,50,11580
65000,a,349,369,424,59,54,49,13,49,39,66,101,57,141,11752
66000,a,334,384,411,77,35,77,8,42,43,65,147,69,62,11928
