step,season,popn,popi,popp,tokix,tokiy,tokpx,tokpy,bn,wn,bi,wi,bp,wp,score
1000,a,179,193,215,53,0,72,0,70,80,77,71,86,81,233
2000,a,285,293,304,92,0,87,0,79,70,85,63,70,69,467
3000,a,300,352,351,106,0,106,0,63,60,81,62,74,55,685
4000,a,297,383,389,103,0,113,0,51,49,75,61,86,49,897
5000,a,302,404,385,112,0,116,0,57,64,85,54,68,51,1107
6000,a,297,409,397,100,0,126,0,36,48,78,55,80,49,1301
7000,a,311,417,411,101,0,114,0,56,41,77,42,79,29,1513
8000,a,321,391,408,101,0,121,0,47,62,71,68,79,42,1710
9000,a,332,385,387,107,0,114,0,60,57,71,33,82,31,1923
10000,a,328,376,382,102,0,101,0,56,53,65,43,72,33,2116
11000,b,330,414,371,68,44,25,43,49,56,59,115,55,128,2279
12000,b,334,418,401,46,68,15,73,45,69,59,121,83,51,2466
13000,b,340,415,408,27,80,8,93,45,81,57,59,81,66,2649
14000,b,332,438,380,22,118,4,87,71,45,86,98,66,38,2872
15000,b,342,442,391,10,120,2,97,54,54,84,79,62,46,3072
16000,b,342,419,379,8,117,2,104,55,48,66,53,81,68,3274
17000,b,349,405,361,6,124,0,100,58,60,84,41,62,48,3478
18000,b,362,394,367,2,113,0,110,63,70,69,35,81,46,3691
19000,b,384,398,374,1,114,0,109,78,54,64,34,81,45,3914
20000,b,386,389,360,0,106,0,107,49,51,80,36,72,43,4115
21000,a,380,392,371,42,66,41,25,48,45,56,104,62,121,4281
22000,a,369,391,373,62,51,66,15,58,48,61,161,58,45,4458
23000,a,348,412,370,77,29,84,11,49,45,62,168,60,70,4629
24000,a,334,426,404,93,18,104,8,46,42,69,125,72,59,4816
25000,a,329,400,411,92,12,119,7,49,45,69,65,89,47,5023
26000,a,341,393,407,100,5,104,5,54,65,69,40,74,53,5220
27000,a,341,389,418,106,3,120,5,58,57,80,44,88,58,5446
28000,a,348,371,423,103,2,116,2,62,60,64,39,75,51,5647
29000,a,343,368,433,104,2,121,1,50,44,62,47,90,72,5849
30000,a,351,379,401,101,1,109,1,68,51,71,35,64,48,6052
31000,b,352,369,415,66,43,26,59,39,39,49,132,64,146,6204
32000,b,371,362,406,43,65,15,84,51,59,56,162,71,48,6382
33000,b,356,375,420,30,78,9,106,62,43,63,76,87,66,6594
34000,b,351,370,443,21,84,7,125,52,52,61,117,82,55,6789
35000,b,347,371,455,13,87,7,140,47,32,59,73,95,55,6990
36000,b,338,370,426,8,100,4,126,37,48,69,77,63,60,7159
