step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,439,298,109,105,28,0,0.4484,0.3044,0.1113,0.1073,0.0286,1.9632,14,9,1,5,0,29,1.8966
2000,837,655,234,192,39,0,0.4277,0.3347,0.1196,0.0981,0.0199,1.9479,20,14,3,8,0,45,1.9778
3000,922,683,215,151,22,0,0.4626,0.3427,0.1079,0.0758,0.0110,1.8299,23,18,5,9,0,55,2.0000
4000,1000,656,203,107,16,0,0.5045,0.3310,0.1024,0.0540,0.0081,1.7301,27,21,6,12,0,66,2.0455
5000,1080,640,172,72,7,0,0.5479,0.3247,0.0873,0.0365,0.0036,1.6230,29,27,6,14,0,76,2.0658
6000,1151,631,139,44,1,0,0.5855,0.3210,0.0707,0.0224,0.0005,1.5315,32,27,7,15,0,81,2.0617
7000,1235,600,102,23,1,0,0.6298,0.3060,0.0520,0.0117,0.0005,1.4472,35,30,8,14,0,87,2.0115
8000,1293,575,68,14,1,0,0.6627,0.2947,0.0349,0.0072,0.0005,1.3880,38,36,8,14,0,96,1.9792
9000,1372,523,42,5,2,0,0.7058,0.2690,0.0216,0.0026,0.0010,1.3241,48,35,8,13,0,104,1.8654
10000,1459,453,28,2,0,0,0.7513,0.2333,0.0144,0.0010,0.0000,1.2652,53,33,8,12,0,106,1.8019
11000,1510,402,21,0,0,0,0.7812,0.2080,0.0109,0.0000,0.0000,1.2297,60,34,8,12,0,114,1.7544
12000,1568,339,13,0,0,0,0.8167,0.1766,0.0068,0.0000,0.0000,1.1901,67,40,8,12,0,127,1.7244
13000,1637,274,9,0,0,0,0.8526,0.1427,0.0047,0.0000,0.0000,1.1521,68,40,7,12,0,127,1.7087
14000,1681,231,8,0,0,0,0.8755,0.1203,0.0042,0.0000,0.0000,1.1286,71,38,7,12,0,128,1.6875
15000,1725,187,9,0,0,0,0.8980,0.0973,0.0047,0.0000,0.0000,1.1067,72,35,7,12,0,126,1.6746
16000,1753,156,4,2,0,0,0.9154,0.0815,0.0021,0.0010,0.0000,1.0888,80,35,7,11,0,133,1.6165
17000,1775,133,2,1,0,0,0.9288,0.0696,0.0010,0.0005,0.0000,1.0733,85,35,7,9,0,136,1.5588
18000,1797,107,0,0,0,0,0.9438,0.0562,0.0000,0.0000,0.0000,1.0562,92,36,7,9,0,144,1.5347
19000,1816,84,2,0,0,0,0.9548,0.0442,0.0011,0.0000,0.0000,1.0463,98,32,6,9,0,145,1.4897
20000,1837,70,0,0,0,0,0.9633,0.0367,0.0000,0.0000,0.0000,1.0367,96,31,6,8,0,141,1.4752
21000,1828,77,0,1,0,0,0.9591,0.0404,0.0000,0.0005,0.0000,1.0420,96,32,6,7,0,141,1.4610
22000,1844,67,0,0,0,0,0.9649,0.0351,0.0000,0.0000,0.0000,1.0351,93,30,6,7,0,136,1.4632
23000,1848,63,0,0,0,0,0.9670,0.0330,0.0000,0.0000,0.0000,1.0330,96,29,4,7,0,136,1.4265
24000,1838,68,0,0,0,0,0.9643,0.0357,0.0000,0.0000,0.0000,1.0357,102,29,4,7,0,142,1.4085
25000,1821,81,0,0,0,0,0.9574,0.0426,0.0000,0.0000,0.0000,1.0426,105,29,4,7,0,145,1.4000
26000,1827,70,0,0,1,0,0.9626,0.0369,0.0000,0.0000,0.0005,1.0390,110,29,4,6,0,149,1.3691
27000,1830,70,0,0,0,0,0.9632,0.0368,0.0000,0.0000,0.0000,1.0368,108,29,4,6,0,147,1.3741
28000,1828,70,0,0,0,0,0.9631,0.0369,0.0000,0.0000,0.0000,1.0369,112,27,4,6,0,149,1.3557
29000,1827,66,0,0,0,0,0.9651,0.0349,0.0000,0.0000,0.0000,1.0349,118,27,3,6,0,154,1.3312
30000,1832,61,1,1,0,0,0.9668,0.0322,0.0005,0.0005,0.0000,1.0348,118,26,3,5,0,152,1.3092
31000,1832,60,2,0,0,0,0.9673,0.0317,0.0011,0.0000,0.0000,1.0338,120,25,3,5,0,153,1.3007
32000,1829,56,3,0,0,0,0.9688,0.0297,0.0016,0.0000,0.0000,1.0328,127,25,3,5,0,160,1.2875
33000,1832,58,0,0,0,0,0.9693,0.0307,0.0000,0.0000,0.0000,1.0307,126,23,3,5,0,157,1.2803
34000,1823,65,0,0,0,0,0.9656,0.0344,0.0000,0.0000,0.0000,1.0344,128,23,3,5,0,159,1.2767
35000,1834,53,0,0,0,0,0.9719,0.0281,0.0000,0.0000,0.0000,1.0281,130,22,3,5,0,160,1.2688
36000,1827,61,2,0,0,0,0.9667,0.0323,0.0011,0.0000,0.0000,1.0344,129,22,2,5,0,158,1.2595
37000,1829,57,3,0,0,0,0.9682,0.0302,0.0016,0.0000,0.0000,1.0334,130,21,2,5,0,158,1.2532
38000,1830,60,1,0,0,0,0.9677,0.0317,0.0005,0.0000,0.0000,1.0328,130,19,2,5,0,156,1.2436
39000,1825,62,0,1,0,0,0.9666,0.0328,0.0000,0.0005,0.0000,1.0344,135,17,2,5,0,159,1.2264
40000,1824,58,1,1,0,0,0.9682,0.0308,0.0005,0.0005,0.0000,1.0334,140,16,2,5,0,163,1.2147
41000,1492,47,0,0,0,270,0.9695,0.0305,0.0000,0.0000,0.0000,1.0305,141,17,2,5,0,165,1.2182
42000,989,39,0,1,1,556,0.9602,0.0379,0.0000,0.0010,0.0010,1.0447,142,18,2,5,0,167,1.2216
43000,578,31,5,1,5,752,0.9323,0.0500,0.0081,0.0016,0.0081,1.1032,143,18,2,5,0,168,1.2202
44000,215,32,19,7,8,902,0.7651,0.1139,0.0676,0.0249,0.0285,1.4377,146,19,2,5,0,172,1.2209
45000,78,25,41,15,23,762,0.4286,0.1374,0.2253,0.0824,0.1264,2.3407,147,20,2,5,0,174,1.2241
46000,61,45,89,39,35,631,0.2268,0.1673,0.3309,0.1450,0.1301,2.7844,152,21,4,5,0,182,1.2418
47000,86,113,128,75,68,540,0.1830,0.2404,0.2723,0.1596,0.1447,2.8426,155,22,8,5,0,190,1.2789
48000,86,85,184,123,118,573,0.1443,0.1426,0.3087,0.2064,0.1980,3.1711,156,22,9,6,0,193,1.3005
49000,23,92,204,156,158,563,0.0363,0.1453,0.3223,0.2464,0.2496,3.5276,156,25,9,8,1,199,1.3568
50000,25,90,229,207,219,524,0.0325,0.1169,0.2974,0.2688,0.2844,3.6558,157,26,12,8,2,205,1.4000
51000,22,68,223,252,271,503,0.0263,0.0813,0.2667,0.3014,0.3242,3.8158,157,27,14,11,3,212,1.4717
52000,9,41,247,293,329,484,0.0098,0.0446,0.2688,0.3188,0.3580,3.9706,158,28,16,14,3,219,1.5205
53000,0,34,237,338,388,428,0.0000,0.0341,0.2377,0.3390,0.3892,4.0832,158,29,18,15,3,223,1.5471
54000,2,52,261,392,434,386,0.0018,0.0456,0.2287,0.3436,0.3804,4.0552,158,29,22,18,4,231,1.6190
55000,6,39,218,450,472,398,0.0051,0.0329,0.1840,0.3797,0.3983,4.1333,158,29,26,22,4,239,1.6820
56000,6,41,218,477,508,351,0.0048,0.0328,0.1744,0.3816,0.4064,4.1520,158,29,31,28,4,250,1.7640
57000,5,30,225,489,546,299,0.0039,0.0232,0.1737,0.3776,0.4216,4.1900,158,30,32,31,5,256,1.8086
58000,6,16,220,554,588,246,0.0043,0.0116,0.1590,0.4003,0.4249,4.2298,158,31,34,32,8,263,1.8631
59000,3,17,216,608,631,213,0.0020,0.0115,0.1464,0.4122,0.4278,4.2522,158,31,39,34,8,270,1.9000
60000,3,8,183,579,682,217,0.0021,0.0055,0.1258,0.3979,0.4687,4.3258,158,31,39,41,10,279,1.9749
61000,3,6,163,607,717,163,0.0020,0.0040,0.1090,0.4057,0.4793,4.3563,158,31,41,42,13,285,2.0211
62000,5,10,138,663,765,120,0.0032,0.0063,0.0873,0.4194,0.4839,4.3744,158,31,41,45,15,290,2.0621
63000,3,8,137,661,796,99,0.0019,0.0050,0.0854,0.4118,0.4960,4.3950,158,31,41,48,15,293,2.0819
64000,3,8,125,707,834,50,0.0018,0.0048,0.0745,0.4216,0.4973,4.4079,158,31,44,52,18,303,2.1452
65000,3,14,118,722,843,27,0.0018,0.0082,0.0694,0.4247,0.4959,4.4047,158,31,45,53,21,308,2.1818
66000,7,23,138,748,816,1,0.0040,0.0133,0.0797,0.4319,0.4711,4.3528,157,31,45,57,22,312,2.2179
67000,13,33,159,769,754,1,0.0075,0.0191,0.0920,0.4450,0.4363,4.2836,155,31,45,59,27,317,2.2808
68000,24,43,180,767,710,1,0.0139,0.0249,0.1044,0.4449,0.4118,4.2158,152,32,46,60,31,321,2.3333
69000,37,63,209,771,641,2,0.0215,0.0366,0.1214,0.4480,0.3725,4.1133,150,32,47,63,30,322,2.3509
70000,55,62,225,787,583,1,0.0321,0.0362,0.1314,0.4597,0.3405,4.0403,149,32,48,69,32,330,2.4030
71000,61,58,249,778,547,16,0.0360,0.0343,0.1471,0.4595,0.3231,3.9994,149,33,48,69,34,333,2.4174
72000,79,69,281,761,510,1,0.0465,0.0406,0.1653,0.4476,0.3000,3.9141,145,33,52,77,36,343,2.4927
73000,111,90,313,752,435,1,0.0653,0.0529,0.1840,0.4421,0.2557,3.7701,145,33,51,78,35,342,2.4883
74000,121,94,297,730,438,11,0.0720,0.0560,0.1768,0.4345,0.2607,3.7560,145,32,52,80,41,350,2.5429
75000,123,91,298,721,431,21,0.0739,0.0547,0.1791,0.4333,0.2590,3.7488,145,32,52,82,41,352,2.5511
76000,103,83,278,730,439,33,0.0631,0.0508,0.1702,0.4470,0.2688,3.8077,146,32,53,84,42,357,2.5630
77000,81,75,257,737,473,44,0.0499,0.0462,0.1583,0.4541,0.2914,3.8909,146,32,54,86,42,360,2.5722
78000,86,69,244,716,509,39,0.0530,0.0425,0.1502,0.4409,0.3134,3.9193,145,33,55,88,43,364,2.5907
79000,85,52,205,737,521,57,0.0531,0.0325,0.1281,0.4606,0.3256,3.9731,145,33,56,92,44,370,2.6135
80000,65,43,200,764,550,34,0.0401,0.0265,0.1233,0.4710,0.3391,4.0425,144,33,57,97,45,376,2.6436
81000,69,49,192,752,580,16,0.0420,0.0298,0.1169,0.4580,0.3532,4.0505,144,33,57,100,47,381,2.6667
82000,66,50,217,775,544,1,0.0400,0.0303,0.1314,0.4691,0.3293,4.0176,142,33,58,106,51,390,2.7205
83000,72,58,238,799,476,2,0.0438,0.0353,0.1449,0.4863,0.2897,3.9428,143,34,59,111,53,400,2.7425
84000,88,72,258,762,452,6,0.0539,0.0441,0.1581,0.4669,0.2770,3.8689,142,34,60,113,53,402,2.7537
85000,66,77,264,764,444,15,0.0409,0.0477,0.1635,0.4731,0.2749,3.8935,141,34,60,117,54,406,2.7759
86000,72,93,287,749,425,1,0.0443,0.0572,0.1765,0.4606,0.2614,3.8376,141,35,63,122,56,417,2.8010
87000,72,79,300,722,410,21,0.0455,0.0499,0.1895,0.4561,0.2590,3.8332,139,36,63,125,61,424,2.8420
88000,74,67,298,714,435,16,0.0466,0.0422,0.1877,0.4496,0.2739,3.8621,137,37,65,126,64,429,2.8671
89000,85,68,315,717,421,7,0.0529,0.0423,0.1961,0.4465,0.2621,3.8225,134,37,66,130,65,432,2.8958
90000,53,63,301,734,405,36,0.0341,0.0405,0.1934,0.4717,0.2603,3.8837,134,38,67,133,67,439,2.9112
91000,25,62,277,765,435,25,0.0160,0.0396,0.1771,0.4891,0.2781,3.9738,134,38,68,139,67,446,2.9260
92000,26,65,286,776,436,5,0.0164,0.0409,0.1800,0.4884,0.2744,3.9635,135,37,68,142,67,449,2.9310
93000,30,75,318,757,396,6,0.0190,0.0476,0.2018,0.4803,0.2513,3.8972,135,37,70,146,71,459,2.9586
94000,34,81,328,740,384,8,0.0217,0.0517,0.2093,0.4722,0.2451,3.8673,135,37,71,149,73,465,2.9742
95000,44,80,352,740,359,1,0.0279,0.0508,0.2235,0.4698,0.2279,3.8190,135,38,71,149,77,470,2.9894
96000,54,74,378,726,327,5,0.0346,0.0475,0.2425,0.4657,0.2097,3.7684,135,38,72,147,79,471,2.9936
97000,63,89,401,693,319,1,0.0403,0.0569,0.2562,0.4428,0.2038,3.7131,136,38,75,149,80,478,2.9979
98000,70,105,376,698,291,17,0.0455,0.0682,0.2442,0.4532,0.1890,3.6721,136,39,79,146,80,480,2.9896
99000,79,121,378,681,297,1,0.0508,0.0778,0.2429,0.4377,0.1909,3.6401,135,38,83,151,81,488,3.0102
100000,88,119,377,665,292,7,0.0571,0.0772,0.2446,0.4315,0.1895,3.6191,134,39,83,154,82,492,3.0224
101000,76,105,374,646,313,25,0.0502,0.0694,0.2470,0.4267,0.2067,3.6704,133,38,87,155,81,494,3.0263
102000,71,96,354,659,327,25,0.0471,0.0637,0.2349,0.4373,0.2170,3.7133,133,38,91,157,82,501,3.0339
103000,62,94,319,675,345,27,0.0415,0.0629,0.2134,0.4515,0.2308,3.7672,132,39,92,159,85,507,3.0513
104000,61,85,325,698,338,18,0.0405,0.0564,0.2157,0.4632,0.2243,3.7744,131,42,93,162,88,516,3.0659
105000,61,90,346,697,322,1,0.0402,0.0594,0.2282,0.4598,0.2124,3.7447,129,43,97,167,89,525,3.0838
106000,53,98,337,681,328,18,0.0354,0.0655,0.2251,0.4549,0.2191,3.7568,129,43,99,170,90,531,3.0923
107000,24,92,332,684,322,26,0.0165,0.0633,0.2283,0.4704,0.2215,3.8171,129,43,99,171,92,534,3.1011
108000,19,44,322,714,337,45,0.0132,0.0306,0.2242,0.4972,0.2347,3.9095,129,43,102,174,92,540,3.1056
109000,23,52,328,739,347,1,0.0154,0.0349,0.2203,0.4963,0.2330,3.8966,129,44,102,184,93,552,3.1232
110000,29,62,350,727,316,1,0.0195,0.0418,0.2358,0.4899,0.2129,3.8349,127,45,103,191,94,560,3.1429
111000,35,73,393,700,279,1,0.0236,0.0493,0.2655,0.4730,0.1885,3.7534,127,44,103,193,95,562,3.1512
112000,48,90,416,651,260,3,0.0328,0.0614,0.2840,0.4444,0.1775,3.6724,126,44,106,200,97,573,3.1710
113000,58,108,443,641,215,1,0.0396,0.0737,0.3024,0.4375,0.1468,3.5782,126,44,104,205,97,576,3.1788
114000,77,136,402,603,202,21,0.0542,0.0958,0.2831,0.4246,0.1423,3.5049,126,45,106,214,99,590,3.1949
115000,68,133,385,623,221,13,0.0476,0.0930,0.2692,0.4357,0.1545,3.5566,127,45,107,214,99,592,3.1909
116000,73,133,388,623,229,1,0.0505,0.0920,0.2683,0.4308,0.1584,3.5546,125,44,110,216,102,597,3.2111
117000,85,141,393,609,213,1,0.0590,0.0978,0.2727,0.4226,0.1478,3.5024,125,43,114,217,104,603,3.2189
118000,102,162,409,573,187,7,0.0712,0.1130,0.2854,0.3999,0.1305,3.4054,125,44,112,219,106,606,3.2261
119000,112,165,432,556,175,1,0.0778,0.1146,0.3000,0.3861,0.1215,3.3590,123,44,113,219,107,606,3.2360
120000,110,168,419,531,183,11,0.0780,0.1191,0.2970,0.3763,0.1297,3.3607,123,45,112,225,105,610,3.2361
121000,109,145,415,532,181,28,0.0789,0.1049,0.3003,0.3849,0.1310,3.3842,123,46,115,226,106,616,3.2370
122000,99,126,380,545,208,30,0.0729,0.0928,0.2798,0.4013,0.1532,3.4691,123,46,119,226,107,621,3.2383
123000,88,109,355,574,254,20,0.0638,0.0790,0.2572,0.4159,0.1841,3.5775,124,47,119,227,107,624,3.2340
124000,82,106,361,570,266,17,0.0592,0.0765,0.2606,0.4116,0.1921,3.6007,124,47,119,228,108,626,3.2380
125000,94,133,376,564,248,1,0.0664,0.0940,0.2657,0.3986,0.1753,3.5223,122,48,122,230,108,630,3.2444
126000,81,107,362,565,238,30,0.0599,0.0791,0.2676,0.4176,0.1759,3.5706,122,49,126,232,108,637,3.2433
127000,63,107,358,561,266,30,0.0465,0.0790,0.2642,0.4140,0.1963,3.6347,122,49,127,233,111,642,3.2523
128000,65,120,354,587,268,6,0.0466,0.0861,0.2539,0.4211,0.1923,3.6263,122,48,128,231,115,644,3.2624
129000,66,128,373,576,245,6,0.0476,0.0922,0.2687,0.4150,0.1765,3.5807,123,49,128,236,113,649,3.2573
130000,79,146,396,547,233,1,0.0564,0.1042,0.2827,0.3904,0.1663,3.5061,121,50,125,235,112,643,3.2597
131000,78,147,397,535,235,1,0.0560,0.1056,0.2852,0.3843,0.1688,3.5043,121,52,126,236,113,648,3.2593
132000,60,150,403,509,224,19,0.0446,0.1114,0.2994,0.3782,0.1664,3.5104,121,54,131,238,115,659,3.2610
133000,62,142,410,512,231,21,0.0457,0.1046,0.3021,0.3773,0.1702,3.5217,121,53,130,240,116,660,3.2682
134000,78,159,414,503,225,1,0.0566,0.1153,0.3002,0.3648,0.1632,3.4627,122,54,131,241,116,664,3.2636
135000,78,165,415,508,208,1,0.0568,0.1201,0.3020,0.3697,0.1514,3.4389,123,54,131,242,119,669,3.2691
136000,101,183,413,504,174,5,0.0735,0.1331,0.3004,0.3665,0.1265,3.3396,123,54,131,237,116,661,3.2557
137000,95,167,409,497,167,24,0.0712,0.1251,0.3064,0.3723,0.1251,3.3551,123,53,136,238,118,668,3.2620
138000,88,174,439,499,167,1,0.0644,0.1273,0.3211,0.3650,0.1222,3.3533,126,55,137,239,120,677,3.2541
139000,104,181,451,470,150,9,0.0767,0.1335,0.3326,0.3466,0.1106,3.2810,125,56,138,240,119,678,3.2537
140000,91,136,446,478,164,17,0.0692,0.1034,0.3392,0.3635,0.1247,3.3711,125,57,142,241,121,686,3.2566
141000,105,150,455,483,163,1,0.0774,0.1106,0.3355,0.3562,0.1202,3.3311,124,56,143,242,123,688,3.2674
142000,116,138,438,472,179,2,0.0864,0.1028,0.3261,0.3515,0.1333,3.3425,123,57,146,244,124,694,3.2723
143000,135,160,440,452,162,1,0.1001,0.1186,0.3262,0.3351,0.1201,3.2565,123,56,146,244,126,695,3.2791
144000,152,169,462,427,144,1,0.1123,0.1248,0.3412,0.3154,0.1064,3.1787,123,55,148,243,122,691,3.2692
145000,167,182,423,425,151,1,0.1239,0.1350,0.3138,0.3153,0.1120,3.1565,123,55,147,243,123,691,3.2721
146000,195,194,450,381,129,1,0.1446,0.1438,0.3336,0.2824,0.0956,3.0408,121,56,153,244,121,695,3.2705
147000,181,171,452,388,149,4,0.1350,0.1275,0.3371,0.2893,0.1111,3.1141,121,56,155,244,121,697,3.2697
148000,187,182,474,360,146,1,0.1386,0.1349,0.3514,0.2669,0.1082,3.0712,121,57,153,243,122,696,3.2701
149000,139,172,488,353,155,19,0.1064,0.1316,0.3734,0.2701,0.1186,3.1630,121,56,155,247,121,700,3.2729
150000,138,156,484,337,150,48,0.1091,0.1233,0.3826,0.2664,0.1186,3.1621,121,57,161,247,122,708,3.2712
151000,116,138,499,348,177,27,0.0908,0.1080,0.3905,0.2723,0.1385,3.2598,122,57,163,248,122,712,3.2683
152000,124,155,501,378,171,1,0.0933,0.1166,0.3770,0.2844,0.1287,3.2385,121,58,163,250,124,716,3.2765
153000,137,179,484,363,160,1,0.1036,0.1353,0.3658,0.2744,0.1209,3.1738,120,58,161,253,127,719,3.2907
154000,141,168,467,382,141,14,0.1085,0.1293,0.3595,0.2941,0.1085,3.1647,120,57,164,258,128,727,3.2985
155000,121,188,468,364,132,27,0.0951,0.1477,0.3676,0.2859,0.1037,3.1555,117,58,162,259,129,725,3.3103
156000,85,130,453,378,160,64,0.0705,0.1078,0.3756,0.3134,0.1327,3.3300,116,58,164,262,129,729,3.3155
157000,82,120,453,394,193,36,0.0660,0.0966,0.3647,0.3172,0.1554,3.3994,116,59,168,265,129,737,3.3148
158000,93,122,460,416,211,1,0.0714,0.0937,0.3533,0.3195,0.1621,3.4071,115,60,170,265,131,741,3.3198
159000,110,165,455,415,163,1,0.0841,0.1261,0.3479,0.3173,0.1246,3.2722,112,59,171,266,131,739,3.3315
160000,96,178,450,399,140,20,0.0760,0.1409,0.3563,0.3159,0.1108,3.2447,112,59,172,264,130,737,3.3270
161000,79,161,460,435,133,18,0.0623,0.1270,0.3628,0.3431,0.1049,3.3013,111,59,175,267,130,742,3.3315
162000,96,197,461,419,123,1,0.0741,0.1520,0.3557,0.3233,0.0949,3.2130,110,59,180,270,125,744,3.3239
163000,93,181,469,434,117,2,0.0719,0.1399,0.3624,0.3354,0.0904,3.2326,108,60,184,270,125,747,3.3266
164000,95,212,455,431,104,1,0.0732,0.1635,0.3508,0.3323,0.0802,3.1827,106,59,184,271,125,745,3.3356
165000,117,245,470,391,81,1,0.0897,0.1879,0.3604,0.2998,0.0621,3.0567,105,60,184,270,123,742,3.3315
166000,123,254,464,384,70,1,0.0950,0.1961,0.3583,0.2965,0.0541,3.0185,105,61,186,273,122,747,3.3293
167000,126,260,491,363,57,1,0.0971,0.2005,0.3786,0.2799,0.0439,2.9730,103,64,186,272,122,747,3.3293
168000,140,279,484,332,43,13,0.1095,0.2183,0.3787,0.2598,0.0336,2.8897,102,63,187,274,120,746,3.3311
169000,149,285,449,345,43,20,0.1172,0.2242,0.3533,0.2714,0.0338,2.8804,102,62,189,275,118,746,3.3284
170000,117,253,437,342,52,49,0.0974,0.2107,0.3639,0.2848,0.0433,2.9659,103,65,192,275,118,753,3.3187
171000,86,202,423,374,76,76,0.0741,0.1740,0.3643,0.3221,0.0655,3.1309,103,65,194,276,117,755,3.3166
