step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,540,272,94,55,49,0,0.5347,0.2693,0.0931,0.0545,0.0485,1.8129
2000,1026,598,214,92,78,0,0.5110,0.2978,0.1066,0.0458,0.0388,1.8038
3000,1238,579,171,36,24,0,0.6045,0.2827,0.0835,0.0176,0.0117,1.5493
4000,1489,469,75,12,1,1,0.7278,0.2292,0.0367,0.0059,0.0005,1.3221
5000,998,399,73,14,3,392,0.6711,0.2683,0.0491,0.0094,0.0020,1.4028
6000,684,308,77,25,14,594,0.6173,0.2780,0.0695,0.0226,0.0126,1.5352
7000,474,217,65,45,36,637,0.5663,0.2593,0.0777,0.0538,0.0430,1.7479
8000,308,159,79,76,54,674,0.4556,0.2352,0.1169,0.1124,0.0799,2.1257
9000,177,126,110,99,65,760,0.3068,0.2184,0.1906,0.1716,0.1127,2.5650
10000,38,112,115,133,98,787,0.0766,0.2258,0.2319,0.2681,0.1976,3.2843
11000,61,109,135,155,124,723,0.1045,0.1866,0.2312,0.2654,0.2123,3.2945
12000,68,107,170,185,157,732,0.0990,0.1557,0.2475,0.2693,0.2285,3.3726
13000,60,98,181,224,185,737,0.0802,0.1310,0.2420,0.2995,0.2473,3.5027
14000,28,72,188,248,213,754,0.0374,0.0961,0.2510,0.3311,0.2844,3.7290
15000,11,44,187,288,262,690,0.0139,0.0556,0.2361,0.3636,0.3308,3.9419
16000,14,24,199,353,340,597,0.0151,0.0258,0.2140,0.3796,0.3656,4.0548
17000,3,28,207,404,410,570,0.0029,0.0266,0.1968,0.3840,0.3897,4.1312
18000,5,33,209,464,460,539,0.0043,0.0282,0.1785,0.3962,0.3928,4.1452
19000,2,28,195,499,522,556,0.0016,0.0225,0.1565,0.4005,0.4189,4.2127
20000,3,31,194,525,584,491,0.0022,0.0232,0.1451,0.3927,0.4368,4.2386
21000,2,25,176,488,636,499,0.0015,0.0188,0.1326,0.3677,0.4793,4.3044
22000,1,23,160,451,701,496,0.0007,0.0172,0.1198,0.3376,0.5247,4.3683
23000,2,15,134,459,762,449,0.0015,0.0109,0.0977,0.3345,0.5554,4.4315
24000,3,17,113,465,856,377,0.0021,0.0117,0.0777,0.3198,0.5887,4.4814
25000,2,13,102,468,957,328,0.0013,0.0084,0.0661,0.3035,0.6206,4.5337
26000,2,12,91,486,1050,273,0.0012,0.0073,0.0555,0.2962,0.6399,4.5661
27000,3,17,86,498,1133,219,0.0017,0.0098,0.0495,0.2867,0.6523,4.5780
28000,0,5,74,508,1183,179,0.0000,0.0028,0.0418,0.2870,0.6684,4.6209
