step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,544,285,87,41,24,12,0.5545,0.2905,0.0887,0.0418,0.0245,1.6911
2000,888,501,167,75,41,143,0.5311,0.2996,0.0999,0.0449,0.0245,1.7321
3000,636,497,190,85,48,493,0.4368,0.3413,0.1305,0.0584,0.0330,1.9093
4000,300,392,179,90,48,719,0.2973,0.3885,0.1774,0.0892,0.0476,2.2012
5000,104,273,186,94,59,830,0.1453,0.3813,0.2598,0.1313,0.0824,2.6243
6000,53,140,182,92,62,796,0.1002,0.2647,0.3440,0.1739,0.1172,2.9433
7000,31,144,170,101,82,754,0.0587,0.2727,0.3220,0.1913,0.1553,3.1117
8000,28,125,195,139,121,716,0.0461,0.2056,0.3207,0.2286,0.1990,3.3289
9000,35,95,210,188,157,740,0.0511,0.1387,0.3066,0.2745,0.2292,3.4920
10000,16,42,209,248,189,773,0.0227,0.0597,0.2969,0.3523,0.2685,3.7841
11000,15,41,199,337,222,681,0.0184,0.0504,0.2445,0.4140,0.2727,3.8722
12000,3,54,224,407,252,644,0.0032,0.0574,0.2383,0.4330,0.2681,3.9053
13000,7,44,220,431,299,595,0.0070,0.0440,0.2198,0.4306,0.2987,3.9700
14000,1,29,235,480,346,577,0.0009,0.0266,0.2154,0.4400,0.3171,4.0458
15000,2,28,188,528,400,562,0.0017,0.0244,0.1640,0.4607,0.3490,4.1309
16000,0,18,204,568,452,515,0.0000,0.0145,0.1643,0.4573,0.3639,4.1707
17000,3,11,181,621,492,494,0.0023,0.0084,0.1384,0.4748,0.3761,4.2141
18000,0,19,171,635,517,463,0.0000,0.0142,0.1274,0.4732,0.3852,4.2295
19000,0,11,135,612,550,496,0.0000,0.0084,0.1032,0.4679,0.4205,4.3005
20000,7,10,111,629,593,459,0.0052,0.0074,0.0822,0.4659,0.4393,4.3267
21000,8,5,110,677,634,422,0.0056,0.0035,0.0767,0.4721,0.4421,4.3417
22000,0,3,110,690,653,414,0.0000,0.0021,0.0755,0.4739,0.4485,4.3688
23000,2,7,113,699,695,348,0.0013,0.0046,0.0745,0.4611,0.4584,4.3707
24000,0,8,99,736,752,322,0.0000,0.0050,0.0621,0.4614,0.4715,4.3994
25000,0,9,90,743,782,302,0.0000,0.0055,0.0554,0.4575,0.4815,4.4150
26000,0,8,71,747,819,292,0.0000,0.0049,0.0432,0.4541,0.4979,4.4450
27000,0,3,66,745,853,283,0.0000,0.0018,0.0396,0.4469,0.5117,4.4685
28000,0,4,53,747,907,232,0.0000,0.0023,0.0310,0.4366,0.5301,4.4944
29000,1,12,43,772,940,191,0.0006,0.0068,0.0243,0.4367,0.5317,4.4921
30000,1,4,40,774,984,185,0.0006,0.0022,0.0222,0.4293,0.5458,4.5175
31000,5,5,44,778,1009,145,0.0027,0.0027,0.0239,0.4226,0.5481,4.5106
32000,2,5,46,732,1057,144,0.0011,0.0027,0.0250,0.3974,0.5738,4.5402
33000,2,4,53,716,1117,101,0.0011,0.0021,0.0280,0.3784,0.5904,4.5550
34000,3,8,50,696,1169,86,0.0016,0.0042,0.0260,0.3614,0.6070,4.5680
35000,3,4,55,708,1198,45,0.0015,0.0020,0.0279,0.3598,0.6087,4.5722
36000,4,4,61,700,1207,40,0.0020,0.0020,0.0309,0.3543,0.6108,4.5698
37000,6,6,66,731,1234,1,0.0029,0.0029,0.0323,0.3578,0.6040,4.5570
38000,7,8,87,759,1177,7,0.0034,0.0039,0.0427,0.3724,0.5775,4.5167
39000,12,10,110,795,1115,1,0.0059,0.0049,0.0539,0.3893,0.5460,4.4647
40000,17,17,127,823,1056,1,0.0083,0.0083,0.0623,0.4034,0.5176,4.4137
41000,24,25,155,854,986,1,0.0117,0.0122,0.0758,0.4178,0.4824,4.3469
42000,32,25,165,859,943,13,0.0158,0.0124,0.0815,0.4244,0.4659,4.3123
43000,39,27,158,886,930,2,0.0191,0.0132,0.0775,0.4343,0.4559,4.2946
44000,41,32,183,926,853,7,0.0201,0.0157,0.0899,0.4550,0.4192,4.2373
45000,45,29,172,940,837,16,0.0222,0.0143,0.0850,0.4647,0.4137,4.2333
46000,33,28,170,943,830,28,0.0165,0.0140,0.0848,0.4706,0.4142,4.2520
47000,40,24,188,950,825,16,0.0197,0.0118,0.0927,0.4687,0.4070,4.2314
48000,28,22,186,940,839,25,0.0139,0.0109,0.0923,0.4665,0.4164,4.2605
49000,29,16,180,938,834,38,0.0145,0.0080,0.0901,0.4697,0.4176,4.2679
50000,22,16,172,951,846,34,0.0110,0.0080,0.0857,0.4738,0.4215,4.2870
51000,25,17,153,917,859,56,0.0127,0.0086,0.0776,0.4652,0.4358,4.3029
52000,26,16,111,898,915,58,0.0132,0.0081,0.0565,0.4568,0.4654,4.3530
53000,28,18,110,898,933,46,0.0141,0.0091,0.0554,0.4519,0.4696,4.3538
54000,18,17,81,897,932,66,0.0093,0.0087,0.0416,0.4612,0.4792,4.3923
55000,18,16,77,891,949,77,0.0092,0.0082,0.0395,0.4567,0.4864,4.4029
56000,19,17,67,898,965,49,0.0097,0.0086,0.0341,0.4568,0.4908,4.4105
57000,19,15,59,923,962,50,0.0096,0.0076,0.0298,0.4666,0.4863,4.4125
58000,22,14,74,903,969,51,0.0111,0.0071,0.0373,0.4556,0.4889,4.4041
59000,22,20,83,877,965,52,0.0112,0.0102,0.0422,0.4459,0.4906,4.3945
60000,23,18,81,895,983,35,0.0115,0.0090,0.0405,0.4475,0.4915,4.3985
61000,24,18,82,866,977,55,0.0122,0.0092,0.0417,0.4403,0.4967,4.4001
62000,23,21,82,861,1004,39,0.0116,0.0105,0.0412,0.4324,0.5043,4.4073
63000,24,24,77,848,1030,30,0.0120,0.0120,0.0384,0.4234,0.5142,4.4159
64000,26,26,86,844,1033,15,0.0129,0.0129,0.0427,0.4189,0.5127,4.4055
65000,30,32,88,836,1043,10,0.0148,0.0158,0.0434,0.4120,0.5140,4.3948
66000,33,35,94,812,1024,33,0.0165,0.0175,0.0470,0.4064,0.5125,4.3809
67000,35,22,91,789,1046,41,0.0177,0.0111,0.0459,0.3979,0.5275,4.4065
68000,35,23,92,803,1062,21,0.0174,0.0114,0.0457,0.3985,0.5270,4.4065
69000,33,26,100,774,1060,35,0.0166,0.0130,0.0502,0.3884,0.5319,4.4059
70000,31,28,95,788,1057,36,0.0155,0.0140,0.0475,0.3942,0.5288,4.4067
71000,34,30,107,764,1058,37,0.0171,0.0151,0.0537,0.3833,0.5309,4.3959
72000,31,29,103,782,1089,11,0.0152,0.0143,0.0506,0.3845,0.5354,4.4105
73000,30,30,107,801,1044,24,0.0149,0.0149,0.0532,0.3981,0.5189,4.3912
74000,37,34,122,870,973,4,0.0182,0.0167,0.0599,0.4273,0.4779,4.3301
75000,43,37,150,893,914,6,0.0211,0.0182,0.0736,0.4384,0.4487,4.2754
76000,14,29,156,897,921,16,0.0069,0.0144,0.0773,0.4447,0.4566,4.3297
77000,21,38,175,908,899,3,0.0103,0.0186,0.0857,0.4449,0.4405,4.2866
78000,30,54,180,918,850,11,0.0148,0.0266,0.0886,0.4518,0.4183,4.2323
79000,37,64,196,912,834,1,0.0181,0.0313,0.0959,0.4464,0.4082,4.1953
80000,40,78,213,927,769,15,0.0197,0.0385,0.1051,0.4573,0.3794,4.1381
81000,43,71,186,923,750,60,0.0218,0.0360,0.0943,0.4678,0.3801,4.1485
82000,38,59,182,912,759,68,0.0195,0.0303,0.0933,0.4677,0.3892,4.1769
83000,22,47,174,868,778,113,0.0116,0.0249,0.0921,0.4595,0.4119,4.2350
84000,11,25,150,877,783,132,0.0060,0.0135,0.0813,0.4751,0.4242,4.2979
85000,11,21,139,905,807,117,0.0058,0.0112,0.0738,0.4806,0.4286,4.3149
86000,12,21,130,901,822,108,0.0064,0.0111,0.0689,0.4777,0.4358,4.3256
87000,10,22,131,855,850,144,0.0054,0.0118,0.0701,0.4577,0.4550,4.3453
88000,5,20,123,846,886,118,0.0027,0.0106,0.0654,0.4500,0.4713,4.3766
89000,4,20,119,802,889,160,0.0022,0.0109,0.0649,0.4373,0.4847,4.3915
90000,1,20,120,777,937,130,0.0005,0.0108,0.0647,0.4189,0.5051,4.4173
91000,2,18,122,818,992,62,0.0010,0.0092,0.0625,0.4191,0.5082,4.4242
