step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,412,259,193,92,48,1,0.4104,0.2580,0.1922,0.0916,0.0478,2.1086
2000,800,494,349,175,76,39,0.4224,0.2608,0.1843,0.0924,0.0401,2.0671
3000,507,433,360,189,88,319,0.3215,0.2746,0.2283,0.1198,0.0558,2.3139
4000,313,336,349,186,102,391,0.2434,0.2613,0.2714,0.1446,0.0793,2.5552
5000,240,317,340,212,117,436,0.1958,0.2586,0.2773,0.1729,0.0954,2.7137
6000,184,289,355,239,140,485,0.1524,0.2394,0.2941,0.1980,0.1160,2.8857
7000,99,258,330,265,151,606,0.0898,0.2339,0.2992,0.2403,0.1369,3.1006
8000,54,216,326,292,173,585,0.0509,0.2036,0.3073,0.2752,0.1631,3.2959
9000,25,160,330,308,192,616,0.0246,0.1576,0.3251,0.3034,0.1892,3.4749
10000,7,112,319,322,225,632,0.0071,0.1137,0.3239,0.3269,0.2284,3.6558
11000,5,76,274,339,263,612,0.0052,0.0794,0.2863,0.3542,0.2748,3.8140
12000,1,52,220,369,307,606,0.0011,0.0548,0.2318,0.3888,0.3235,3.9789
13000,1,60,201,416,351,581,0.0010,0.0583,0.1953,0.4043,0.3411,4.0262
14000,2,60,196,453,391,580,0.0018,0.0544,0.1779,0.4111,0.3548,4.0626
15000,0,59,200,468,425,581,0.0000,0.0512,0.1736,0.4062,0.3689,4.0929
16000,3,44,190,495,469,537,0.0025,0.0366,0.1582,0.4122,0.3905,4.1515
17000,5,38,181,525,519,513,0.0039,0.0300,0.1427,0.4140,0.4093,4.1948
18000,2,31,180,554,569,500,0.0015,0.0232,0.1347,0.4147,0.4259,4.2403
19000,0,21,161,556,596,487,0.0000,0.0157,0.1207,0.4168,0.4468,4.2946
20000,0,16,127,584,636,436,0.0000,0.0117,0.0932,0.4285,0.4666,4.3500
21000,1,12,130,613,669,403,0.0007,0.0084,0.0912,0.4302,0.4695,4.3593
22000,2,15,124,627,702,388,0.0014,0.0102,0.0844,0.4265,0.4776,4.3687
23000,0,12,91,669,726,392,0.0000,0.0080,0.0607,0.4466,0.4846,4.4079
24000,0,10,84,664,750,383,0.0000,0.0066,0.0557,0.4403,0.4973,4.4284
25000,0,18,95,665,816,307,0.0000,0.0113,0.0596,0.4172,0.5119,4.4297
26000,5,16,107,633,856,312,0.0031,0.0099,0.0662,0.3915,0.5294,4.4341
27000,1,7,97,638,903,286,0.0006,0.0043,0.0589,0.3876,0.5486,4.4793
28000,0,2,92,632,922,276,0.0000,0.0012,0.0558,0.3835,0.5595,4.5012
29000,0,2,88,648,947,251,0.0000,0.0012,0.0522,0.3846,0.5620,4.5074
30000,0,1,71,609,1009,268,0.0000,0.0006,0.0420,0.3604,0.5970,4.5538
31000,0,3,64,615,1029,241,0.0000,0.0018,0.0374,0.3594,0.6014,4.5605
32000,4,3,55,648,1083,180,0.0022,0.0017,0.0307,0.3614,0.6040,4.5633
33000,0,4,64,647,1142,139,0.0000,0.0022,0.0345,0.3484,0.6150,4.5762
34000,0,5,70,665,1192,80,0.0000,0.0026,0.0362,0.3442,0.6170,4.5756
35000,0,4,73,680,1213,59,0.0000,0.0020,0.0371,0.3452,0.6157,4.5746
36000,0,10,88,645,1258,27,0.0000,0.0050,0.0440,0.3223,0.6287,4.5747
37000,0,4,78,638,1296,22,0.0000,0.0020,0.0387,0.3165,0.6429,4.6002
38000,0,8,101,669,1267,1,0.0000,0.0039,0.0494,0.3271,0.6196,4.5623
39000,1,16,114,710,1202,1,0.0005,0.0078,0.0558,0.3475,0.5884,4.5154
40000,5,19,132,760,1126,1,0.0024,0.0093,0.0646,0.3722,0.5514,4.4608
41000,13,26,151,779,1072,1,0.0064,0.0127,0.0740,0.3817,0.5252,4.4067
42000,28,40,184,801,993,1,0.0137,0.0196,0.0899,0.3915,0.4853,4.3152
43000,34,56,207,840,909,1,0.0166,0.0274,0.1012,0.4106,0.4443,4.2385
44000,48,69,236,873,818,1,0.0235,0.0338,0.1155,0.4271,0.4002,4.1468
45000,66,89,267,874,749,1,0.0323,0.0435,0.1306,0.4274,0.3663,4.0518
46000,82,108,298,890,664,1,0.0402,0.0529,0.1459,0.4358,0.3252,3.9530
47000,105,145,319,908,568,1,0.0513,0.0709,0.1560,0.4440,0.2778,3.8259
48000,98,141,313,866,562,53,0.0495,0.0712,0.1581,0.4374,0.2838,3.8348
49000,95,144,309,852,567,57,0.0483,0.0732,0.1571,0.4331,0.2883,3.8399
50000,92,126,272,819,581,120,0.0487,0.0667,0.1439,0.4333,0.3074,3.8841
51000,89,105,262,835,600,115,0.0471,0.0555,0.1386,0.4416,0.3173,3.9265
52000,74,96,239,810,619,143,0.0403,0.0522,0.1300,0.4407,0.3368,3.9815
53000,76,83,192,818,644,151,0.0419,0.0458,0.1059,0.4512,0.3552,4.0320
54000,63,68,162,816,679,198,0.0352,0.0380,0.0906,0.4564,0.3798,4.1074
55000,31,56,145,844,731,168,0.0172,0.0310,0.0802,0.4671,0.4045,4.2108
56000,27,52,127,846,761,161,0.0149,0.0287,0.0700,0.4666,0.4197,4.2477
57000,18,46,123,856,798,149,0.0098,0.0250,0.0668,0.4650,0.4335,4.2873
58000,15,24,96,864,838,142,0.0082,0.0131,0.0523,0.4703,0.4562,4.3533
59000,12,23,78,878,869,133,0.0065,0.0124,0.0419,0.4720,0.4672,4.3812
60000,12,21,66,907,893,113,0.0063,0.0111,0.0348,0.4776,0.4702,4.3944
61000,13,22,71,884,934,87,0.0068,0.0114,0.0369,0.4595,0.4854,4.4054
62000,12,22,75,877,946,89,0.0062,0.0114,0.0388,0.4539,0.4896,4.4094
63000,15,22,82,887,977,46,0.0076,0.0111,0.0414,0.4473,0.4927,4.4065
64000,16,25,84,919,984,11,0.0079,0.0123,0.0414,0.4532,0.4852,4.3955
65000,20,28,99,908,975,13,0.0099,0.0138,0.0488,0.4473,0.4803,4.3744
66000,18,33,103,913,955,14,0.0089,0.0163,0.0509,0.4515,0.4723,4.3620
67000,21,41,124,960,898,1,0.0103,0.0201,0.0607,0.4697,0.4393,4.3077
68000,25,51,157,975,835,1,0.0122,0.0250,0.0768,0.4772,0.4087,4.2452
69000,12,54,164,959,830,18,0.0059,0.0267,0.0812,0.4750,0.4111,4.2585
70000,17,59,203,978,788,1,0.0083,0.0289,0.0993,0.4782,0.3853,4.2034
71000,27,71,238,987,719,1,0.0132,0.0348,0.1166,0.4833,0.3521,4.1263
72000,37,78,278,991,659,1,0.0181,0.0382,0.1361,0.4851,0.3226,4.0558
73000,48,107,321,976,592,1,0.0235,0.0523,0.1570,0.4775,0.2896,3.9574
74000,60,118,352,977,536,1,0.0294,0.0578,0.1723,0.4782,0.2624,3.8864
75000,59,111,356,954,541,18,0.0292,0.0549,0.1762,0.4720,0.2677,3.8941
76000,67,120,369,936,542,10,0.0329,0.0590,0.1814,0.4602,0.2665,3.8682
77000,82,143,377,907,532,4,0.0402,0.0701,0.1847,0.4444,0.2607,3.8153
78000,97,177,410,880,482,1,0.0474,0.0865,0.2004,0.4301,0.2356,3.7199
79000,117,204,439,860,425,1,0.0572,0.0998,0.2147,0.4205,0.2078,3.6220
