cond,seed,events,score,pop1,pop2,pop3,pop4,pop5,fire,meanrung,banktot,recon
p32000,1,300000,1548,11,54,219,272,266,460,3.8856,276,ok
p32000,2,300000,1649,7,86,221,324,243,462,3.8059,316,ok
p32000,3,300000,1708,2,71,237,352,305,463,3.9173,288,ok
p32000,4,300000,1686,36,56,197,370,320,396,3.9009,321,ok
p32000,5,300000,1695,8,83,233,389,233,485,3.7992,274,ok
p32000,6,300000,2037,666,591,311,74,6,0,1.8853,399,ok
