step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,394,310,147,87,48,0,0.3996,0.3144,0.1491,0.0882,0.0487,2.0720,8,9,4,0,1,22,1.9545
2000,862,613,258,150,86,0,0.4378,0.3113,0.1310,0.0762,0.0437,1.9766,17,11,5,0,2,35,1.8286
3000,979,626,240,112,45,0,0.4890,0.3127,0.1199,0.0559,0.0225,1.8102,18,18,7,0,2,45,1.8889
4000,1083,624,193,76,22,0,0.5420,0.3123,0.0966,0.0380,0.0110,1.6637,20,18,9,1,2,50,1.9400
5000,1201,598,149,37,5,0,0.6035,0.3005,0.0749,0.0186,0.0025,1.5161,23,23,8,1,2,57,1.8772
6000,1295,571,96,18,3,0,0.6531,0.2879,0.0484,0.0091,0.0015,1.4181,24,24,12,2,2,64,1.9688
7000,1381,515,68,5,2,0,0.7007,0.2613,0.0345,0.0025,0.0010,1.3420,33,28,11,2,2,76,1.8421
8000,1465,460,36,3,0,0,0.7459,0.2342,0.0183,0.0015,0.0000,1.2755,36,33,10,2,2,83,1.8072
9000,1543,384,29,0,0,0,0.7889,0.1963,0.0148,0.0000,0.0000,1.2260,40,37,10,2,2,91,1.7802
10000,1597,338,21,0,0,0,0.8165,0.1728,0.0107,0.0000,0.0000,1.1943,40,40,9,2,1,92,1.7391
11000,1646,287,10,1,0,0,0.8467,0.1476,0.0051,0.0005,0.0000,1.1595,50,41,9,2,1,103,1.6699
12000,1703,231,5,1,1,0,0.8774,0.1190,0.0026,0.0005,0.0005,1.1278,57,39,9,1,0,106,1.5660
13000,1778,160,6,1,0,0,0.9141,0.0823,0.0031,0.0005,0.0000,1.0900,57,38,7,0,0,102,1.5098
14000,1806,129,2,1,0,0,0.9319,0.0666,0.0010,0.0005,0.0000,1.0702,64,38,7,0,0,109,1.4771
15000,1817,121,0,0,0,0,0.9376,0.0624,0.0000,0.0000,0.0000,1.0624,69,35,5,0,0,109,1.4128
16000,1817,115,2,0,1,0,0.9390,0.0594,0.0010,0.0000,0.0005,1.0636,74,33,5,0,0,112,1.3839
17000,1828,94,2,0,1,0,0.9496,0.0488,0.0010,0.0000,0.0005,1.0530,85,32,5,0,0,122,1.3443
18000,1821,87,1,0,0,0,0.9539,0.0456,0.0005,0.0000,0.0000,1.0466,100,34,5,0,0,139,1.3165
19000,1822,74,7,0,0,0,0.9574,0.0389,0.0037,0.0000,0.0000,1.0462,109,32,4,0,0,145,1.2759
20000,1826,76,3,0,0,0,0.9585,0.0399,0.0016,0.0000,0.0000,1.0430,110,28,4,0,0,142,1.2535
21000,1843,64,0,0,0,0,0.9664,0.0336,0.0000,0.0000,0.0000,1.0336,110,27,4,0,0,141,1.2482
22000,1839,65,0,0,0,0,0.9659,0.0341,0.0000,0.0000,0.0000,1.0341,115,25,4,0,0,144,1.2292
23000,1837,65,0,0,0,0,0.9658,0.0342,0.0000,0.0000,0.0000,1.0342,117,24,4,0,0,145,1.2207
24000,1842,56,0,0,0,0,0.9705,0.0295,0.0000,0.0000,0.0000,1.0295,123,22,4,0,0,149,1.2013
25000,1851,50,0,0,0,0,0.9737,0.0263,0.0000,0.0000,0.0000,1.0263,123,19,4,0,0,146,1.1849
26000,1843,52,1,0,0,0,0.9720,0.0274,0.0005,0.0000,0.0000,1.0285,129,19,3,0,0,151,1.1656
27000,1847,52,0,0,0,0,0.9726,0.0274,0.0000,0.0000,0.0000,1.0274,127,18,3,0,0,148,1.1622
28000,1844,57,0,0,0,0,0.9700,0.0300,0.0000,0.0000,0.0000,1.0300,125,18,3,0,0,146,1.1644
29000,1825,75,0,0,1,0,0.9600,0.0395,0.0000,0.0000,0.0005,1.0416,128,17,2,0,0,147,1.1429
30000,1844,54,0,0,0,0,0.9715,0.0285,0.0000,0.0000,0.0000,1.0285,129,19,2,0,0,150,1.1533
