step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,350,338,158,67,21,31,0.3747,0.3619,0.1692,0.0717,0.0225,2.0054
2000,657,540,284,108,42,138,0.4028,0.3311,0.1741,0.0662,0.0258,1.9810
3000,566,501,286,115,48,421,0.3734,0.3305,0.1887,0.0759,0.0317,2.0620
4000,342,350,263,108,49,691,0.3076,0.3147,0.2365,0.0971,0.0441,2.2554
5000,211,244,247,109,51,799,0.2448,0.2831,0.2865,0.1265,0.0592,2.4722
6000,80,137,215,117,51,918,0.1333,0.2283,0.3583,0.1950,0.0850,2.8700
7000,41,83,194,151,66,866,0.0766,0.1551,0.3626,0.2822,0.1234,3.2206
8000,27,61,174,184,100,817,0.0495,0.1117,0.3187,0.3370,0.1832,3.4927
9000,31,57,185,217,129,767,0.0501,0.0921,0.2989,0.3506,0.2084,3.5751
10000,20,40,191,254,155,713,0.0303,0.0606,0.2894,0.3848,0.2348,3.7333
11000,20,55,186,309,186,685,0.0265,0.0728,0.2460,0.4087,0.2460,3.7751
12000,16,55,186,358,248,621,0.0185,0.0637,0.2155,0.4148,0.2874,3.8888
13000,16,63,200,380,306,636,0.0166,0.0653,0.2073,0.3938,0.3171,3.9295
14000,13,73,210,433,344,617,0.0121,0.0680,0.1957,0.4035,0.3206,3.9525
15000,7,52,203,450,392,595,0.0063,0.0471,0.1839,0.4076,0.3551,4.0580
16000,3,41,195,467,431,579,0.0026,0.0361,0.1715,0.4107,0.3791,4.1275
17000,7,39,157,519,482,568,0.0058,0.0324,0.1304,0.4311,0.4003,4.1877
18000,5,30,162,538,552,524,0.0039,0.0233,0.1259,0.4180,0.4289,4.2448
19000,6,36,156,523,576,500,0.0046,0.0278,0.1203,0.4032,0.4441,4.2544
20000,2,37,151,528,628,479,0.0015,0.0275,0.1122,0.3923,0.4666,4.2949
21000,6,19,144,592,693,414,0.0041,0.0131,0.0990,0.4072,0.4766,4.3391
22000,6,21,175,574,726,387,0.0040,0.0140,0.1165,0.3822,0.4834,4.3269
23000,8,24,156,557,775,377,0.0053,0.0158,0.1026,0.3664,0.5099,4.3599
24000,4,15,154,552,825,352,0.0026,0.0097,0.0994,0.3561,0.5323,4.4058
25000,2,24,140,552,867,303,0.0013,0.0151,0.0883,0.3483,0.5470,4.4246
26000,1,17,154,539,947,272,0.0006,0.0103,0.0929,0.3251,0.5712,4.4560
27000,1,11,141,558,1007,240,0.0006,0.0064,0.0821,0.3248,0.5861,4.4895
28000,1,14,125,562,1064,200,0.0006,0.0079,0.0708,0.3182,0.6025,4.5142
29000,2,10,132,577,1070,172,0.0011,0.0056,0.0737,0.3222,0.5974,4.5092
30000,2,13,134,573,1102,161,0.0011,0.0071,0.0735,0.3141,0.6042,4.5132
31000,1,11,135,594,1154,104,0.0005,0.0058,0.0712,0.3135,0.6090,4.5245
