step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,481,239,157,76,31,0,0.4888,0.2429,0.1596,0.0772,0.0315,1.9197,7,6,11,2,0,26,2.3077
2000,935,531,284,148,65,0,0.4763,0.2705,0.1447,0.0754,0.0331,1.9185,16,11,13,3,0,43,2.0698
3000,1035,554,266,112,30,0,0.5183,0.2774,0.1332,0.0561,0.0150,1.7722,21,13,14,3,0,51,1.9804
4000,1133,543,220,77,12,0,0.5708,0.2736,0.1108,0.0388,0.0060,1.6358,25,16,16,3,0,60,1.9500
5000,1229,531,176,44,5,0,0.6191,0.2675,0.0887,0.0222,0.0025,1.5214,27,16,16,4,0,63,1.9524
6000,1333,494,123,21,2,0,0.6756,0.2504,0.0623,0.0106,0.0010,1.4110,35,18,17,4,0,74,1.8649
7000,1415,438,94,15,1,0,0.7208,0.2231,0.0479,0.0076,0.0005,1.3439,39,23,17,4,0,83,1.8313
8000,1493,396,64,5,1,0,0.7621,0.2021,0.0327,0.0026,0.0005,1.2772,44,23,17,4,0,88,1.7841
9000,1579,350,32,0,0,0,0.8052,0.1785,0.0163,0.0000,0.0000,1.2111,44,21,17,4,0,86,1.7791
10000,1632,297,23,0,0,0,0.8361,0.1522,0.0118,0.0000,0.0000,1.1757,56,20,14,4,0,94,1.6383
11000,1688,251,12,0,0,0,0.8652,0.1287,0.0062,0.0000,0.0000,1.1410,61,20,12,4,0,97,1.5773
12000,1750,183,9,1,1,0,0.9002,0.0941,0.0046,0.0005,0.0005,1.1070,66,21,12,4,0,103,1.5534
13000,1805,132,7,0,0,0,0.9285,0.0679,0.0036,0.0000,0.0000,1.0751,68,19,12,4,0,103,1.5340
14000,1825,115,2,0,0,0,0.9398,0.0592,0.0010,0.0000,0.0000,1.0613,72,18,12,4,0,106,1.5094
15000,1835,104,1,0,0,0,0.9459,0.0536,0.0005,0.0000,0.0000,1.0546,76,18,10,4,0,108,1.4630
16000,1831,98,6,1,0,0,0.9458,0.0506,0.0031,0.0005,0.0000,1.0584,83,16,9,4,0,112,1.4107
17000,1859,73,3,1,0,0,0.9602,0.0377,0.0015,0.0005,0.0000,1.0424,84,16,7,4,0,111,1.3784
18000,1859,67,4,0,0,0,0.9632,0.0347,0.0021,0.0000,0.0000,1.0389,91,15,7,4,0,117,1.3504
