step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,558,259,86,64,21,0,0.5648,0.2621,0.0870,0.0648,0.0213,1.7156,13,3,1,1,0,18,1.4444
2000,1109,483,202,130,39,0,0.5650,0.2461,0.1029,0.0662,0.0199,1.7300,22,7,3,3,0,35,1.6286
3000,1230,509,170,94,17,0,0.6089,0.2520,0.0842,0.0465,0.0084,1.5936,16,8,1,2,0,27,1.5926
4000,1321,508,141,53,9,0,0.6501,0.2500,0.0694,0.0261,0.0044,1.4847,11,4,0,1,0,16,1.4375
5000,1405,486,116,25,4,0,0.6901,0.2387,0.0570,0.0123,0.0020,1.3973,11,0,1,0,0,12,1.1667
6000,1501,442,86,9,1,0,0.7361,0.2168,0.0422,0.0044,0.0005,1.3163,8,1,0,0,0,9,1.1111
7000,1570,407,56,4,1,0,0.7704,0.1997,0.0275,0.0020,0.0005,1.2625,8,1,0,0,0,9,1.1111
8000,1662,347,28,2,0,0,0.8151,0.1702,0.0137,0.0010,0.0000,1.2006,7,1,0,0,0,8,1.1250
9000,1722,302,17,0,0,0,0.8437,0.1480,0.0083,0.0000,0.0000,1.1646,5,1,0,0,0,6,1.1667
10000,1760,265,17,0,1,0,0.8615,0.1297,0.0083,0.0000,0.0005,1.1483,4,1,0,0,0,5,1.2000
11000,1824,206,12,0,0,0,0.8932,0.1009,0.0059,0.0000,0.0000,1.1126,6,0,0,0,0,6,1.0000
12000,1860,179,6,0,0,0,0.9095,0.0875,0.0029,0.0000,0.0000,1.0934,3,0,0,0,0,3,1.0000
13000,1895,141,5,0,1,0,0.9280,0.0690,0.0024,0.0000,0.0005,1.0759,5,1,0,0,0,6,1.1667
14000,1937,106,1,0,0,0,0.9477,0.0519,0.0005,0.0000,0.0000,1.0528,3,1,0,0,0,4,1.2500
15000,1946,95,0,0,0,0,0.9535,0.0465,0.0000,0.0000,0.0000,1.0465,6,1,0,0,0,7,1.1429
16000,1961,81,1,0,0,0,0.9599,0.0396,0.0005,0.0000,0.0000,1.0406,5,0,0,0,0,5,1.0000
17000,1954,88,0,0,0,0,0.9569,0.0431,0.0000,0.0000,0.0000,1.0431,5,0,0,0,0,5,1.0000
18000,1969,74,0,0,0,0,0.9638,0.0362,0.0000,0.0000,0.0000,1.0362,4,0,0,0,0,4,1.0000
19000,1969,74,0,0,1,0,0.9633,0.0362,0.0000,0.0000,0.0005,1.0382,4,0,0,0,0,4,1.0000
20000,1990,54,0,0,0,0,0.9736,0.0264,0.0000,0.0000,0.0000,1.0264,3,1,0,0,0,4,1.2500
21000,1993,50,0,0,0,0,0.9755,0.0245,0.0000,0.0000,0.0000,1.0245,5,0,0,0,0,5,1.0000
22000,1986,54,0,0,0,0,0.9735,0.0265,0.0000,0.0000,0.0000,1.0265,7,0,0,0,0,7,1.0000
23000,1997,45,0,1,1,0,0.9770,0.0220,0.0000,0.0005,0.0005,1.0254,3,0,0,0,0,3,1.0000
24000,1996,44,0,0,0,0,0.9784,0.0216,0.0000,0.0000,0.0000,1.0216,8,0,0,0,0,8,1.0000
25000,1982,57,1,0,0,0,0.9716,0.0279,0.0005,0.0000,0.0000,1.0289,7,0,0,0,0,7,1.0000
26000,1982,60,2,0,0,0,0.9697,0.0294,0.0010,0.0000,0.0000,1.0313,4,0,0,0,0,4,1.0000
27000,1981,62,2,0,0,0,0.9687,0.0303,0.0010,0.0000,0.0000,1.0323,3,0,0,0,0,3,1.0000
28000,1964,71,0,0,0,0,0.9651,0.0349,0.0000,0.0000,0.0000,1.0349,12,0,0,0,0,12,1.0000
29000,1976,67,1,0,0,0,0.9667,0.0328,0.0005,0.0000,0.0000,1.0338,3,0,0,0,0,3,1.0000
30000,1973,64,1,0,0,0,0.9681,0.0314,0.0005,0.0000,0.0000,1.0324,9,0,0,0,0,9,1.0000
31000,1982,58,1,0,0,0,0.9711,0.0284,0.0005,0.0000,0.0000,1.0294,6,0,0,0,0,6,1.0000
32000,1987,51,1,0,0,0,0.9745,0.0250,0.0005,0.0000,0.0000,1.0260,8,0,0,0,0,8,1.0000
33000,1995,43,1,0,1,0,0.9779,0.0211,0.0005,0.0000,0.0005,1.0240,7,0,0,0,0,7,1.0000
34000,1992,46,0,0,0,0,0.9774,0.0226,0.0000,0.0000,0.0000,1.0226,9,0,0,0,0,9,1.0000
35000,1982,57,0,0,0,0,0.9720,0.0280,0.0000,0.0000,0.0000,1.0280,8,0,0,0,0,8,1.0000
36000,1982,58,0,0,1,0,0.9711,0.0284,0.0000,0.0000,0.0005,1.0304,6,0,0,0,0,6,1.0000
37000,1976,62,1,0,1,0,0.9686,0.0304,0.0005,0.0000,0.0005,1.0333,7,0,0,0,0,7,1.0000
38000,1968,72,1,0,0,0,0.9642,0.0353,0.0005,0.0000,0.0000,1.0363,6,0,0,0,0,6,1.0000
39000,1976,66,0,0,0,0,0.9677,0.0323,0.0000,0.0000,0.0000,1.0323,4,1,0,0,0,5,1.2000
40000,1974,61,0,0,0,0,0.9700,0.0300,0.0000,0.0000,0.0000,1.0300,12,0,0,0,0,12,1.0000
41000,1499,45,0,0,0,350,0.9709,0.0291,0.0000,0.0000,0.0000,1.0291,14,0,0,0,0,14,1.0000
42000,1024,34,3,1,1,674,0.9633,0.0320,0.0028,0.0009,0.0009,1.0442,15,1,0,0,0,16,1.0625
43000,523,21,5,5,7,927,0.9323,0.0374,0.0089,0.0089,0.0125,1.1319,18,1,0,0,0,19,1.0526
44000,154,16,12,8,19,969,0.7368,0.0766,0.0574,0.0383,0.0909,1.6699,19,2,0,0,0,21,1.0952
45000,43,28,39,28,39,742,0.2429,0.1582,0.2203,0.1582,0.2203,2.9548,21,2,0,0,2,25,1.4000
46000,45,57,92,58,79,592,0.1360,0.1722,0.2779,0.1752,0.2387,3.2085,25,3,3,1,2,34,1.5882
47000,99,116,113,82,112,615,0.1897,0.2222,0.2165,0.1571,0.2146,2.9847,26,7,4,3,2,42,1.7619
48000,72,124,139,110,127,696,0.1259,0.2168,0.2430,0.1923,0.2220,3.1678,30,7,6,3,4,50,1.8800
49000,52,89,152,158,171,745,0.0836,0.1431,0.2444,0.2540,0.2749,3.4936,31,9,6,4,4,54,1.9074
50000,35,79,187,215,196,687,0.0492,0.1110,0.2626,0.3020,0.2753,3.6433,32,9,6,7,7,61,2.1475
51000,48,51,222,250,242,645,0.0590,0.0627,0.2731,0.3075,0.2977,3.7220,32,11,10,10,7,70,2.2714
52000,9,66,227,276,295,601,0.0103,0.0756,0.2600,0.3162,0.3379,3.8958,33,11,11,11,7,73,2.2877
53000,6,68,271,311,334,554,0.0061,0.0687,0.2737,0.3141,0.3374,3.9081,34,11,14,14,9,82,2.4268
54000,16,51,235,370,386,523,0.0151,0.0482,0.2221,0.3497,0.3648,4.0009,34,12,17,19,10,92,2.5543
55000,10,46,203,421,426,492,0.0090,0.0416,0.1835,0.3807,0.3852,4.0913,35,12,18,23,11,99,2.6263
