step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,485,265,145,63,52,0,0.4802,0.2624,0.1436,0.0624,0.0515,1.9426
2000,1026,515,259,120,84,0,0.5120,0.2570,0.1292,0.0599,0.0419,1.8628
3000,1215,511,211,73,38,0,0.5933,0.2495,0.1030,0.0356,0.0186,1.6367
4000,1414,477,123,28,6,0,0.6904,0.2329,0.0601,0.0137,0.0029,1.4058
5000,1648,343,52,5,0,0,0.8047,0.1675,0.0254,0.0024,0.0000,1.2256
6000,1925,119,4,0,0,0,0.9399,0.0581,0.0020,0.0000,0.0000,1.0620
7000,1621,2,0,0,3,296,0.9969,0.0012,0.0000,0.0000,0.0018,1.0086
8000,1143,0,0,4,16,510,0.9828,0.0000,0.0000,0.0034,0.0138,1.0653
9000,738,15,3,6,34,622,0.9271,0.0188,0.0038,0.0075,0.0427,1.2198
10000,553,35,17,14,50,706,0.8266,0.0523,0.0254,0.0209,0.0747,1.4649
11000,238,45,34,21,73,876,0.5791,0.1095,0.0827,0.0511,0.1776,2.1387
12000,60,36,50,29,110,889,0.2105,0.1263,0.1754,0.1018,0.3860,3.3263
13000,40,66,83,37,126,677,0.1136,0.1875,0.2358,0.1051,0.3580,3.4062
14000,41,153,152,48,168,641,0.0730,0.2722,0.2705,0.0854,0.2989,3.2651
15000,74,185,183,79,178,656,0.1059,0.2647,0.2618,0.1130,0.2546,3.1459
16000,49,161,179,103,203,766,0.0705,0.2317,0.2576,0.1482,0.2921,3.3597
17000,11,166,176,124,222,764,0.0157,0.2375,0.2518,0.1774,0.3176,3.5436
18000,11,166,172,136,246,739,0.0150,0.2271,0.2353,0.1860,0.3365,3.6019
19000,14,88,167,157,279,737,0.0199,0.1248,0.2369,0.2227,0.3957,3.8496
20000,32,79,181,200,321,661,0.0394,0.0972,0.2226,0.2460,0.3948,3.8598
21000,49,50,180,241,372,648,0.0549,0.0561,0.2018,0.2702,0.4170,3.9383
22000,36,45,215,293,427,617,0.0354,0.0443,0.2116,0.2884,0.4203,4.0138
23000,7,46,212,346,466,590,0.0065,0.0427,0.1968,0.3213,0.4327,4.1309
24000,2,33,195,380,526,575,0.0018,0.0290,0.1717,0.3345,0.4630,4.2280
25000,1,19,192,420,577,533,0.0008,0.0157,0.1588,0.3474,0.4773,4.2845
26000,8,13,168,467,650,460,0.0061,0.0100,0.1286,0.3576,0.4977,4.3308
27000,3,12,157,518,707,413,0.0021,0.0086,0.1124,0.3708,0.5061,4.3701
28000,1,15,151,560,768,338,0.0007,0.0100,0.1010,0.3746,0.5137,4.3906
29000,5,17,155,582,810,339,0.0032,0.0108,0.0988,0.3709,0.5163,4.3862
30000,0,3,161,566,873,332,0.0000,0.0019,0.1004,0.3531,0.5446,4.4404
31000,0,11,138,559,939,287,0.0000,0.0067,0.0838,0.3394,0.5701,4.4730
32000,0,7,123,579,989,251,0.0000,0.0041,0.0724,0.3410,0.5824,4.5018
33000,1,6,110,589,1082,197,0.0006,0.0034,0.0615,0.3294,0.6051,4.5352
34000,2,7,103,576,1123,154,0.0011,0.0039,0.0569,0.3181,0.6201,4.5522
35000,1,4,90,582,1192,125,0.0005,0.0021,0.0482,0.3114,0.6378,4.5837
36000,2,10,101,567,1226,98,0.0010,0.0052,0.0530,0.2975,0.6432,4.5766
37000,2,5,100,583,1271,59,0.0010,0.0025,0.0510,0.2973,0.6481,4.5890
38000,2,4,111,604,1310,11,0.0010,0.0020,0.0547,0.2974,0.6450,4.5835
