step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,564,224,90,73,15,17,0.5839,0.2319,0.0932,0.0756,0.0155,1.7070
2000,1049,419,156,138,27,76,0.5864,0.2342,0.0872,0.0771,0.0151,1.7004
3000,709,421,156,143,29,484,0.4863,0.2888,0.1070,0.0981,0.0199,1.8765
4000,388,298,138,129,32,768,0.3939,0.3025,0.1401,0.1310,0.0325,2.1056
5000,195,217,108,130,32,894,0.2859,0.3182,0.1584,0.1906,0.0469,2.3944
6000,72,131,91,149,44,933,0.1478,0.2690,0.1869,0.3060,0.0903,2.9220
7000,14,55,97,160,60,866,0.0363,0.1425,0.2513,0.4145,0.1554,3.5104
8000,23,68,141,179,80,687,0.0468,0.1385,0.2872,0.3646,0.1629,3.4582
9000,19,97,220,222,126,638,0.0278,0.1418,0.3216,0.3246,0.1842,3.4956
10000,37,123,225,249,165,644,0.0463,0.1539,0.2816,0.3116,0.2065,3.4781
11000,31,125,236,277,210,612,0.0353,0.1422,0.2685,0.3151,0.2389,3.5802
12000,27,120,269,328,275,660,0.0265,0.1178,0.2640,0.3219,0.2699,3.6909
13000,4,55,247,361,300,658,0.0041,0.0569,0.2554,0.3733,0.3102,3.9286
14000,5,35,258,383,318,593,0.0050,0.0350,0.2583,0.3834,0.3183,3.9750
15000,1,42,257,404,357,570,0.0009,0.0396,0.2422,0.3808,0.3365,4.0123
16000,3,63,252,443,416,523,0.0025,0.0535,0.2141,0.3764,0.3534,4.0246
17000,6,34,205,479,486,529,0.0050,0.0281,0.1694,0.3959,0.4017,4.1612
18000,1,30,171,503,529,535,0.0008,0.0243,0.1386,0.4076,0.4287,4.2391
19000,5,26,146,532,592,502,0.0038,0.0200,0.1122,0.4089,0.4550,4.2913
20000,0,23,114,527,661,457,0.0000,0.0174,0.0860,0.3977,0.4989,4.3781
21000,0,17,114,581,708,398,0.0000,0.0120,0.0803,0.4092,0.4986,4.3944
22000,0,10,97,609,758,399,0.0000,0.0068,0.0658,0.4132,0.5142,4.4349
23000,0,7,93,594,813,379,0.0000,0.0046,0.0617,0.3942,0.5395,4.4685
24000,0,6,67,637,873,315,0.0000,0.0038,0.0423,0.4024,0.5515,4.5016
25000,5,3,67,627,924,299,0.0031,0.0018,0.0412,0.3856,0.5683,4.5141
26000,0,9,65,663,975,239,0.0000,0.0053,0.0380,0.3873,0.5695,4.5210
27000,0,2,55,658,1005,217,0.0000,0.0012,0.0320,0.3826,0.5843,4.5500
28000,0,4,55,656,1074,195,0.0000,0.0022,0.0307,0.3667,0.6003,4.5651
29000,0,3,58,609,1128,181,0.0000,0.0017,0.0323,0.3387,0.6274,4.5918
30000,0,5,43,610,1186,159,0.0000,0.0027,0.0233,0.3308,0.6432,4.6144
31000,0,3,34,590,1224,136,0.0000,0.0016,0.0184,0.3187,0.6613,4.6397
32000,0,0,39,591,1242,138,0.0000,0.0000,0.0208,0.3157,0.6635,4.6426
33000,1,0,45,608,1247,109,0.0005,0.0000,0.0237,0.3198,0.6560,4.6307
34000,1,0,33,608,1333,51,0.0005,0.0000,0.0167,0.3078,0.6749,4.6567
35000,1,1,35,575,1370,45,0.0005,0.0005,0.0177,0.2901,0.6912,4.6710
36000,2,1,30,570,1408,20,0.0010,0.0005,0.0149,0.2834,0.7001,4.6813
37000,3,5,40,610,1384,1,0.0015,0.0024,0.0196,0.2987,0.6778,4.6489
