step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,501,245,138,83,22,9,0.5066,0.2477,0.1395,0.0839,0.0222,1.8675
2000,861,506,253,124,52,79,0.4794,0.2817,0.1409,0.0690,0.0290,1.8864
3000,585,452,281,135,63,414,0.3859,0.2982,0.1854,0.0891,0.0416,2.1022
4000,343,338,259,127,62,687,0.3038,0.2994,0.2294,0.1125,0.0549,2.3153
5000,184,249,242,130,70,806,0.2103,0.2846,0.2766,0.1486,0.0800,2.6034
6000,96,174,211,141,75,872,0.1377,0.2496,0.3027,0.2023,0.1076,2.8924
7000,27,105,172,165,96,860,0.0478,0.1858,0.3044,0.2920,0.1699,3.3504
8000,29,68,174,205,125,790,0.0483,0.1131,0.2895,0.3411,0.2080,3.5474
9000,7,53,179,236,152,740,0.0112,0.0845,0.2855,0.3764,0.2424,3.7544
10000,31,73,177,289,187,667,0.0410,0.0964,0.2338,0.3818,0.2470,3.6975
11000,16,57,186,329,244,676,0.0192,0.0685,0.2236,0.3954,0.2933,3.8750
12000,9,37,210,362,280,677,0.0100,0.0412,0.2339,0.4031,0.3118,3.9655
13000,9,49,178,363,341,658,0.0096,0.0521,0.1894,0.3862,0.3628,4.0404
14000,16,44,172,383,399,613,0.0158,0.0434,0.1696,0.3777,0.3935,4.0897
15000,8,24,185,391,471,627,0.0074,0.0222,0.1715,0.3624,0.4365,4.1983
16000,5,19,187,418,512,559,0.0044,0.0167,0.1639,0.3663,0.4487,4.2384
17000,2,17,164,455,577,500,0.0016,0.0140,0.1350,0.3745,0.4749,4.3070
18000,3,19,162,497,624,490,0.0023,0.0146,0.1241,0.3808,0.4782,4.3180
19000,2,23,141,514,687,485,0.0015,0.0168,0.1031,0.3760,0.5026,4.3614
20000,3,18,122,480,751,458,0.0022,0.0131,0.0888,0.3493,0.5466,4.4250
21000,1,11,126,526,797,403,0.0007,0.0075,0.0862,0.3600,0.5455,4.4422
22000,2,9,126,534,822,391,0.0013,0.0060,0.0844,0.3577,0.5506,4.4501
23000,0,11,136,534,894,309,0.0000,0.0070,0.0863,0.3390,0.5676,4.4673
24000,1,12,115,518,940,297,0.0006,0.0076,0.0725,0.3266,0.5927,4.5032
25000,1,13,137,535,1011,256,0.0006,0.0077,0.0807,0.3153,0.5958,4.4979
26000,0,11,124,528,1021,268,0.0000,0.0065,0.0736,0.3135,0.6063,4.5196
27000,0,8,114,528,1058,252,0.0000,0.0047,0.0667,0.3091,0.6194,4.5433
28000,3,11,96,523,1125,207,0.0017,0.0063,0.0546,0.2975,0.6399,4.5677
29000,0,5,91,528,1174,177,0.0000,0.0028,0.0506,0.2937,0.6529,4.5968
30000,0,6,77,536,1235,125,0.0000,0.0032,0.0415,0.2891,0.6661,4.6181
31000,1,7,74,518,1257,135,0.0005,0.0038,0.0398,0.2789,0.6769,4.6279
32000,1,8,82,526,1323,75,0.0005,0.0041,0.0423,0.2711,0.6820,4.6299
33000,0,5,79,512,1362,51,0.0000,0.0026,0.0403,0.2615,0.6956,4.6502
34000,2,5,86,507,1407,25,0.0010,0.0025,0.0429,0.2526,0.7010,4.6502
35000,2,7,95,520,1401,13,0.0010,0.0035,0.0469,0.2568,0.6919,4.6351
36000,4,11,129,541,1353,3,0.0020,0.0054,0.0633,0.2655,0.6639,4.5839
37000,6,24,175,568,1269,1,0.0029,0.0118,0.0857,0.2782,0.6214,4.5034
38000,9,32,207,578,1192,23,0.0045,0.0159,0.1026,0.2864,0.5907,4.4430
39000,10,27,214,571,1141,58,0.0051,0.0138,0.1090,0.2909,0.5813,4.4294
40000,11,31,218,574,1163,36,0.0055,0.0155,0.1092,0.2874,0.5824,4.4256
41000,14,36,219,579,1167,21,0.0069,0.0179,0.1087,0.2873,0.5792,4.4139
42000,18,35,233,587,1152,9,0.0089,0.0173,0.1151,0.2899,0.5689,4.3926
43000,20,40,244,595,1126,14,0.0099,0.0198,0.1205,0.2938,0.5560,4.3664
44000,26,44,244,628,1090,8,0.0128,0.0217,0.1201,0.3091,0.5364,4.3346
45000,27,30,232,655,1074,16,0.0134,0.0149,0.1150,0.3246,0.5322,4.3474
46000,31,33,239,638,1062,30,0.0155,0.0165,0.1193,0.3185,0.5302,4.3315
47000,35,40,262,662,1043,1,0.0171,0.0196,0.1283,0.3242,0.5108,4.2919
48000,44,58,300,684,956,1,0.0215,0.0284,0.1469,0.3350,0.4682,4.1998
49000,42,75,314,697,890,17,0.0208,0.0372,0.1556,0.3454,0.4410,4.1487
50000,24,62,284,704,892,58,0.0122,0.0315,0.1445,0.3581,0.4537,4.2096
51000,30,50,252,709,921,64,0.0153,0.0255,0.1284,0.3614,0.4694,4.2441
52000,8,42,246,709,967,55,0.0041,0.0213,0.1247,0.3595,0.4904,4.3109
53000,9,38,224,704,978,67,0.0046,0.0195,0.1147,0.3605,0.5008,4.3333
54000,9,40,219,705,1004,52,0.0046,0.0202,0.1108,0.3566,0.5078,4.3429
55000,11,43,230,693,1015,30,0.0055,0.0216,0.1155,0.3479,0.5095,4.3343
56000,11,48,221,691,1050,10,0.0054,0.0238,0.1094,0.3419,0.5195,4.3464
57000,13,52,217,705,1049,8,0.0064,0.0255,0.1066,0.3463,0.5152,4.3384
58000,16,59,234,691,999,34,0.0080,0.0295,0.1171,0.3457,0.4997,4.2996
59000,20,60,234,676,992,47,0.0101,0.0303,0.1181,0.3411,0.5005,4.2916
60000,16,43,230,642,1016,66,0.0082,0.0221,0.1181,0.3297,0.5218,4.3349
61000,15,40,222,659,1038,55,0.0076,0.0203,0.1125,0.3338,0.5258,4.3501
62000,7,36,209,657,1067,45,0.0035,0.0182,0.1058,0.3325,0.5400,4.3871
63000,2,25,215,681,1055,51,0.0010,0.0126,0.1087,0.3443,0.5334,4.3964
64000,2,22,221,664,1077,43,0.0010,0.0111,0.1113,0.3343,0.5423,4.4058
65000,4,28,228,674,1081,21,0.0020,0.0139,0.1132,0.3345,0.5365,4.3896
66000,4,36,236,669,1072,14,0.0020,0.0178,0.1170,0.3317,0.5315,4.3728
67000,4,29,228,661,1086,28,0.0020,0.0144,0.1135,0.3292,0.5408,4.3924
68000,4,30,217,653,1087,34,0.0020,0.0151,0.1090,0.3280,0.5460,4.4008
