step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,458,274,183,69,26,0,0.4535,0.2713,0.1812,0.0683,0.0257,1.9416
2000,910,529,359,147,59,0,0.4541,0.2640,0.1791,0.0734,0.0294,1.9601
3000,1081,516,324,97,28,0,0.5283,0.2522,0.1584,0.0474,0.0137,1.7659
4000,1272,495,217,44,18,1,0.6217,0.2419,0.1061,0.0215,0.0088,1.5538
5000,941,422,206,50,22,267,0.5734,0.2572,0.1255,0.0305,0.0134,1.6533
6000,731,311,182,70,36,426,0.5496,0.2338,0.1368,0.0526,0.0271,1.7737
7000,587,251,165,93,65,479,0.5056,0.2162,0.1421,0.0801,0.0560,1.9647
8000,458,205,156,126,109,535,0.4345,0.1945,0.1480,0.1195,0.1034,2.2628
9000,275,161,140,157,145,690,0.3132,0.1834,0.1595,0.1788,0.1651,2.6993
10000,132,131,143,172,182,745,0.1737,0.1724,0.1882,0.2263,0.2395,3.1855
11000,79,108,154,208,234,750,0.1009,0.1379,0.1967,0.2656,0.2989,3.5236
12000,17,69,135,218,272,714,0.0239,0.0970,0.1899,0.3066,0.3826,3.9269
13000,35,64,148,245,309,675,0.0437,0.0799,0.1848,0.3059,0.3858,3.9101
14000,69,71,134,284,344,691,0.0765,0.0787,0.1486,0.3149,0.3814,3.8459
15000,37,65,119,318,392,708,0.0397,0.0698,0.1278,0.3416,0.4211,4.0344
16000,15,47,126,334,449,663,0.0154,0.0484,0.1298,0.3440,0.4624,4.1895
17000,4,24,147,377,519,554,0.0037,0.0224,0.1373,0.3520,0.4846,4.2913
18000,4,26,156,406,588,513,0.0034,0.0220,0.1322,0.3441,0.4983,4.3119
19000,7,24,150,433,654,464,0.0055,0.0189,0.1183,0.3415,0.5158,4.3431
20000,1,28,163,492,716,391,0.0007,0.0200,0.1164,0.3514,0.5114,4.3529
21000,0,26,160,511,768,381,0.0000,0.0177,0.1092,0.3488,0.5242,4.3795
22000,0,28,151,516,815,359,0.0000,0.0185,0.1000,0.3417,0.5397,4.4026
23000,1,20,147,557,884,298,0.0006,0.0124,0.0914,0.3462,0.5494,4.4313
24000,1,15,139,559,937,282,0.0006,0.0091,0.0842,0.3386,0.5675,4.4634
25000,0,16,139,527,999,257,0.0000,0.0095,0.0827,0.3135,0.5943,4.4926
26000,2,13,129,542,1038,226,0.0012,0.0075,0.0748,0.3144,0.6021,4.5087
27000,1,10,127,576,1124,153,0.0005,0.0054,0.0691,0.3134,0.6115,4.5299
28000,2,13,110,573,1149,148,0.0011,0.0070,0.0596,0.3102,0.6221,4.5452
29000,1,10,105,561,1207,108,0.0005,0.0053,0.0557,0.2978,0.6407,4.5727
30000,1,9,118,569,1255,68,0.0005,0.0046,0.0605,0.2915,0.6429,4.5717
31000,2,9,106,565,1275,62,0.0010,0.0046,0.0542,0.2887,0.6515,4.5851
32000,4,10,104,561,1312,40,0.0020,0.0050,0.0522,0.2818,0.6590,4.5907
33000,6,17,112,569,1318,16,0.0030,0.0084,0.0554,0.2814,0.6518,4.5707
34000,8,22,129,579,1284,13,0.0040,0.0109,0.0638,0.2864,0.6350,4.5376
35000,12,30,148,602,1252,0,0.0059,0.0147,0.0724,0.2945,0.6125,4.4932
36000,21,45,189,639,1148,1,0.0103,0.0220,0.0926,0.3129,0.5622,4.3947
37000,34,72,239,670,1028,0,0.0166,0.0352,0.1170,0.3279,0.5032,4.2658
38000,49,97,292,670,937,0,0.0240,0.0474,0.1428,0.3276,0.4582,4.1487
39000,68,131,338,645,865,0,0.0332,0.0640,0.1651,0.3151,0.4226,4.0298
40000,88,171,378,644,764,1,0.0430,0.0836,0.1848,0.3149,0.3736,3.8924
41000,113,232,424,633,645,0,0.0552,0.1133,0.2071,0.3092,0.3151,3.7157
42000,151,287,450,614,543,0,0.0738,0.1403,0.2200,0.3002,0.2655,3.5433
43000,194,361,474,563,453,0,0.0949,0.1765,0.2318,0.2753,0.2215,3.3521
44000,254,395,483,548,365,1,0.1242,0.1932,0.2362,0.2680,0.1785,3.1834
45000,251,373,477,525,356,39,0.1266,0.1882,0.2407,0.2649,0.1796,3.1826
46000,217,316,430,525,372,134,0.1167,0.1699,0.2312,0.2823,0.2000,3.2790
47000,189,294,414,514,409,153,0.1038,0.1615,0.2275,0.2824,0.2247,3.3626
48000,172,275,374,529,460,174,0.0950,0.1519,0.2066,0.2923,0.2541,3.4586
49000,142,257,366,537,504,161,0.0786,0.1423,0.2027,0.2973,0.2791,3.5559
50000,111,211,319,548,525,241,0.0648,0.1231,0.1861,0.3197,0.3063,3.6797
51000,94,165,286,539,540,299,0.0579,0.1016,0.1761,0.3319,0.3325,3.7796
52000,83,128,288,541,581,303,0.0512,0.0790,0.1777,0.3337,0.3584,3.8692
53000,58,114,270,565,637,284,0.0353,0.0693,0.1642,0.3437,0.3875,3.9787
54000,20,86,237,585,668,316,0.0125,0.0539,0.1485,0.3665,0.4185,4.1247
55000,8,61,225,583,706,324,0.0051,0.0385,0.1421,0.3683,0.4460,4.2116
56000,7,42,200,578,736,339,0.0045,0.0269,0.1280,0.3698,0.4709,4.2758
57000,15,40,206,585,757,314,0.0094,0.0250,0.1285,0.3649,0.4722,4.2658
58000,6,34,190,582,802,323,0.0037,0.0211,0.1177,0.3606,0.4969,4.3259
59000,4,30,173,590,845,283,0.0024,0.0183,0.1054,0.3593,0.5146,4.3654
60000,6,25,151,596,896,269,0.0036,0.0149,0.0902,0.3560,0.5352,4.4044
