step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,547,267,106,51,39,0,0.5416,0.2644,0.1050,0.0505,0.0386,1.7802
2000,1059,493,241,125,86,0,0.5284,0.2460,0.1203,0.0624,0.0429,1.8453
3000,1228,485,207,85,43,0,0.5996,0.2368,0.1011,0.0415,0.0210,1.6475
4000,1425,434,143,37,7,1,0.6965,0.2121,0.0699,0.0181,0.0034,1.4198
5000,977,332,141,39,8,384,0.6526,0.2218,0.0942,0.0261,0.0053,1.5097
6000,646,237,140,38,13,580,0.6015,0.2207,0.1304,0.0354,0.0121,1.6359
7000,461,220,137,60,21,650,0.5128,0.2447,0.1524,0.0667,0.0234,1.8432
8000,298,189,160,83,35,743,0.3895,0.2471,0.2092,0.1085,0.0458,2.1739
9000,179,145,178,110,45,749,0.2725,0.2207,0.2709,0.1674,0.0685,2.5388
10000,84,115,196,136,59,769,0.1424,0.1949,0.3322,0.2305,0.1000,2.9508
11000,42,106,203,171,86,748,0.0691,0.1743,0.3339,0.2812,0.1414,3.2516
12000,25,91,214,225,108,706,0.0377,0.1373,0.3228,0.3394,0.1629,3.4525
13000,24,85,215,277,146,661,0.0321,0.1138,0.2878,0.3708,0.1954,3.5837
14000,14,74,232,338,184,700,0.0166,0.0879,0.2755,0.4014,0.2185,3.7173
15000,9,66,235,367,236,634,0.0099,0.0723,0.2574,0.4020,0.2585,3.8269
16000,14,61,217,402,277,610,0.0144,0.0628,0.2235,0.4140,0.2853,3.8929
17000,8,62,205,432,320,579,0.0078,0.0604,0.1996,0.4206,0.3116,3.9679
18000,13,73,195,501,359,541,0.0114,0.0640,0.1709,0.4391,0.3146,3.9816
19000,13,69,194,522,416,531,0.0107,0.0568,0.1598,0.4300,0.3427,4.0371
20000,7,62,169,545,457,518,0.0056,0.0500,0.1363,0.4395,0.3685,4.1153
21000,10,55,159,551,508,472,0.0078,0.0429,0.1239,0.4295,0.3959,4.1629
22000,1,42,172,536,574,468,0.0008,0.0317,0.1298,0.4045,0.4332,4.2377
23000,3,43,177,519,644,449,0.0022,0.0310,0.1277,0.3745,0.4646,4.2684
24000,4,35,150,499,703,462,0.0029,0.0252,0.1078,0.3587,0.5054,4.3386
25000,1,32,150,510,758,392,0.0007,0.0221,0.1034,0.3515,0.5224,4.3728
26000,1,36,152,534,837,345,0.0006,0.0231,0.0974,0.3423,0.5365,4.3910
27000,1,23,155,555,840,317,0.0006,0.0146,0.0985,0.3526,0.5337,4.4041
28000,0,18,158,565,881,267,0.0000,0.0111,0.0974,0.3483,0.5432,4.4236
29000,1,18,168,590,942,220,0.0006,0.0105,0.0977,0.3432,0.5480,4.4276
30000,0,21,158,584,989,214,0.0000,0.0120,0.0902,0.3333,0.5645,4.4503
31000,0,22,144,584,1048,171,0.0000,0.0122,0.0801,0.3248,0.5829,4.4783
32000,1,17,140,591,1070,153,0.0005,0.0093,0.0770,0.3249,0.5882,4.4909
33000,1,13,127,571,1133,142,0.0005,0.0070,0.0688,0.3095,0.6141,4.5295
34000,1,13,133,570,1157,123,0.0005,0.0069,0.0710,0.3042,0.6174,4.5309
35000,0,11,113,577,1203,99,0.0000,0.0058,0.0593,0.3030,0.6318,4.5609
36000,0,9,109,594,1253,52,0.0000,0.0046,0.0555,0.3023,0.6377,4.5730
37000,1,9,111,607,1253,47,0.0005,0.0045,0.0560,0.3064,0.6325,4.5659
38000,2,13,117,597,1277,31,0.0010,0.0065,0.0583,0.2976,0.6366,4.5623
39000,2,21,124,606,1284,4,0.0010,0.0103,0.0609,0.2975,0.6303,4.5459
40000,6,33,162,628,1214,1,0.0029,0.0162,0.0793,0.3074,0.5942,4.4738
41000,11,46,203,662,1120,0,0.0054,0.0225,0.0994,0.3242,0.5485,4.3879
42000,26,65,232,703,1020,0,0.0127,0.0318,0.1134,0.3436,0.4985,4.2835
43000,38,89,288,725,902,0,0.0186,0.0436,0.1410,0.3550,0.4417,4.1577
44000,60,122,340,731,791,1,0.0294,0.0597,0.1663,0.3576,0.3870,4.0132
45000,92,161,375,713,703,0,0.0450,0.0788,0.1835,0.3488,0.3439,3.8679
46000,126,201,413,696,608,0,0.0616,0.0983,0.2021,0.3405,0.2975,3.7138
47000,168,241,434,659,544,0,0.0821,0.1178,0.2121,0.3221,0.2659,3.5718
48000,203,294,476,619,454,1,0.0992,0.1437,0.2326,0.3025,0.2219,3.4042
49000,137,234,437,603,455,128,0.0734,0.1254,0.2342,0.3232,0.2438,3.5386
50000,128,202,421,614,499,129,0.0687,0.1084,0.2259,0.3294,0.2677,3.6191
51000,114,186,391,601,539,140,0.0623,0.1016,0.2135,0.3282,0.2944,3.6909
52000,110,174,388,610,580,143,0.0591,0.0934,0.2084,0.3276,0.3115,3.7390
53000,103,162,370,594,603,161,0.0562,0.0884,0.2020,0.3242,0.3291,3.7817
54000,99,145,353,625,655,128,0.0527,0.0773,0.1881,0.3330,0.3490,3.8482
55000,96,139,346,589,677,144,0.0520,0.0753,0.1873,0.3189,0.3665,3.8728
56000,87,124,317,593,684,167,0.0482,0.0687,0.1756,0.3285,0.3789,3.9213
57000,62,97,289,569,718,219,0.0357,0.0559,0.1666,0.3280,0.4138,4.0282
58000,38,68,238,569,753,278,0.0228,0.0408,0.1429,0.3415,0.4520,4.1591
59000,31,58,224,586,790,240,0.0184,0.0343,0.1326,0.3470,0.4677,4.2114
60000,30,44,213,579,823,265,0.0178,0.0261,0.1261,0.3428,0.4873,4.2558
61000,26,38,192,587,877,209,0.0151,0.0221,0.1116,0.3413,0.5099,4.3087
62000,13,32,189,619,920,198,0.0073,0.0180,0.1066,0.3491,0.5189,4.3542
63000,7,18,176,593,959,210,0.0040,0.0103,0.1004,0.3383,0.5471,4.4141
64000,7,14,176,603,988,190,0.0039,0.0078,0.0984,0.3372,0.5526,4.4267
65000,5,15,149,592,1044,174,0.0028,0.0083,0.0825,0.3280,0.5784,4.4709
66000,7,17,143,579,1074,147,0.0038,0.0093,0.0786,0.3181,0.5901,4.4813
67000,4,10,131,593,1128,138,0.0021,0.0054,0.0702,0.3178,0.6045,4.5171
68000,7,12,139,617,1152,81,0.0036,0.0062,0.0721,0.3202,0.5978,4.5023
69000,9,16,147,641,1160,50,0.0046,0.0081,0.0745,0.3249,0.5879,4.4835
70000,10,22,141,632,1196,36,0.0050,0.0110,0.0705,0.3158,0.5977,4.4903
71000,10,23,142,642,1205,18,0.0049,0.0114,0.0702,0.3175,0.5959,4.4881
72000,12,32,158,665,1173,7,0.0059,0.0157,0.0775,0.3260,0.5750,4.4485
73000,14,43,187,677,1126,0,0.0068,0.0210,0.0914,0.3307,0.5501,4.3962
74000,26,55,228,700,1038,0,0.0127,0.0269,0.1114,0.3420,0.5071,4.3039
75000,36,73,269,695,972,0,0.0176,0.0357,0.1315,0.3399,0.4753,4.2196
76000,52,83,307,715,888,1,0.0254,0.0406,0.1501,0.3496,0.4342,4.1267
77000,80,96,348,705,813,0,0.0392,0.0470,0.1704,0.3452,0.3981,4.0162
78000,105,137,385,712,705,0,0.0514,0.0670,0.1884,0.3483,0.3449,3.8684
79000,141,178,409,707,609,0,0.0690,0.0871,0.2001,0.3459,0.2979,3.7167
80000,180,231,442,680,513,1,0.0880,0.1129,0.2160,0.3324,0.2507,3.5450
81000,141,202,415,658,515,70,0.0730,0.1046,0.2149,0.3408,0.2667,3.6235
82000,137,184,411,682,548,63,0.0698,0.0938,0.2095,0.3476,0.2793,3.6728
83000,125,159,360,671,592,111,0.0655,0.0834,0.1888,0.3519,0.3104,3.7583
84000,114,135,336,663,615,135,0.0612,0.0725,0.1804,0.3559,0.3301,3.8213
85000,73,125,315,666,652,148,0.0399,0.0683,0.1720,0.3637,0.3561,3.9279
86000,59,102,280,661,707,158,0.0326,0.0564,0.1548,0.3654,0.3908,4.0254
87000,37,79,249,651,753,196,0.0209,0.0447,0.1408,0.3680,0.4257,4.1328
88000,21,60,235,653,786,202,0.0120,0.0342,0.1339,0.3721,0.4479,4.2097
89000,28,57,237,662,851,133,0.0153,0.0311,0.1292,0.3608,0.4638,4.2267
90000,28,53,216,662,894,146,0.0151,0.0286,0.1166,0.3573,0.4825,4.2634
91000,22,44,189,669,903,163,0.0120,0.0241,0.1034,0.3662,0.4943,4.3065
92000,12,32,180,666,914,168,0.0067,0.0177,0.0998,0.3692,0.5067,4.3514
93000,8,36,173,662,948,157,0.0044,0.0197,0.0947,0.3623,0.5189,4.3716
94000,11,29,159,635,1001,167,0.0060,0.0158,0.0866,0.3460,0.5455,4.4093
95000,9,28,172,603,1031,156,0.0049,0.0152,0.0933,0.3272,0.5594,4.4211
96000,8,32,165,592,1083,112,0.0043,0.0170,0.0878,0.3149,0.5761,4.4415
97000,7,22,155,594,1105,105,0.0037,0.0117,0.0823,0.3155,0.5868,4.4700
98000,7,20,157,581,1136,100,0.0037,0.0105,0.0826,0.3056,0.5976,4.4829
99000,7,21,156,586,1178,66,0.0036,0.0108,0.0801,0.3008,0.6047,4.4923
100000,4,22,165,595,1212,37,0.0020,0.0110,0.0826,0.2978,0.6066,4.4960
101000,3,18,166,618,1201,23,0.0015,0.0090,0.0828,0.3081,0.5987,4.4935
102000,5,19,186,647,1180,5,0.0025,0.0093,0.0913,0.3176,0.5793,4.4620
103000,5,32,226,675,1106,0,0.0024,0.0157,0.1106,0.3302,0.5411,4.3919
104000,10,58,266,694,1016,1,0.0049,0.0284,0.1301,0.3395,0.4971,4.2955
105000,16,90,300,717,922,0,0.0078,0.0440,0.1467,0.3506,0.4509,4.1927
106000,33,125,353,728,808,0,0.0161,0.0611,0.1724,0.3556,0.3947,4.0518
107000,54,156,407,744,684,0,0.0264,0.0763,0.1990,0.3638,0.3345,3.9037
