step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,569,221,112,69,37,1,0.5645,0.2192,0.1111,0.0685,0.0367,1.7937
2000,991,530,222,148,69,16,0.5056,0.2704,0.1133,0.0755,0.0352,1.8643
3000,635,479,208,157,71,374,0.4097,0.3090,0.1342,0.1013,0.0458,2.0645
4000,418,372,205,157,70,545,0.3421,0.3044,0.1678,0.1285,0.0573,2.2545
5000,298,268,174,169,76,642,0.3025,0.2721,0.1766,0.1716,0.0772,2.4487
6000,224,184,160,184,86,689,0.2673,0.2196,0.1909,0.2196,0.1026,2.6706
7000,140,139,189,188,98,710,0.1857,0.1844,0.2507,0.2493,0.1300,2.9536
8000,70,130,209,201,122,737,0.0956,0.1776,0.2855,0.2746,0.1667,3.2391
9000,67,116,237,222,139,716,0.0858,0.1485,0.3035,0.2843,0.1780,3.3201
10000,28,79,220,266,169,763,0.0367,0.1037,0.2887,0.3491,0.2218,3.6155
11000,9,83,236,311,209,723,0.0106,0.0979,0.2783,0.3667,0.2465,3.7406
12000,2,56,233,328,239,739,0.0023,0.0653,0.2716,0.3823,0.2786,3.8695
13000,0,40,216,370,275,681,0.0000,0.0444,0.2397,0.4107,0.3052,3.9767
14000,1,24,212,419,325,609,0.0010,0.0245,0.2161,0.4271,0.3313,4.0632
15000,9,28,200,468,387,547,0.0082,0.0256,0.1832,0.4286,0.3544,4.0952
16000,5,39,185,529,432,517,0.0042,0.0328,0.1555,0.4445,0.3630,4.1294
17000,5,33,190,553,504,535,0.0039,0.0257,0.1479,0.4304,0.3922,4.1813
18000,2,25,153,583,553,502,0.0015,0.0190,0.1163,0.4430,0.4202,4.2614
19000,5,19,126,589,568,508,0.0038,0.0145,0.0964,0.4507,0.4346,4.2976
20000,1,27,123,577,608,466,0.0007,0.0202,0.0921,0.4319,0.4551,4.3204
21000,7,16,117,602,660,402,0.0050,0.0114,0.0835,0.4294,0.4708,4.3495
22000,1,11,110,668,717,360,0.0007,0.0073,0.0730,0.4433,0.4758,4.3862
23000,1,10,89,687,743,361,0.0007,0.0065,0.0582,0.4490,0.4856,4.4124
24000,1,7,80,661,796,357,0.0006,0.0045,0.0518,0.4278,0.5152,4.4524
25000,1,6,79,695,834,284,0.0006,0.0037,0.0489,0.4303,0.5164,4.4582
26000,1,9,79,719,886,248,0.0006,0.0053,0.0466,0.4244,0.5230,4.4640
27000,1,9,70,723,958,216,0.0006,0.0051,0.0398,0.4106,0.5440,4.4923
28000,0,8,63,674,1004,215,0.0000,0.0046,0.0360,0.3854,0.5740,4.5289
29000,0,6,78,664,1040,179,0.0000,0.0034,0.0436,0.3714,0.5817,4.5313
30000,0,4,84,691,1076,136,0.0000,0.0022,0.0453,0.3725,0.5801,4.5305
31000,1,3,85,686,1117,123,0.0005,0.0016,0.0449,0.3626,0.5904,4.5407
32000,1,4,71,676,1145,114,0.0005,0.0021,0.0374,0.3564,0.6036,4.5604
33000,3,5,74,681,1189,67,0.0015,0.0026,0.0379,0.3489,0.6091,4.5615
34000,3,5,60,702,1219,34,0.0015,0.0025,0.0302,0.3529,0.6129,4.5732
35000,3,3,67,704,1251,14,0.0015,0.0015,0.0330,0.3471,0.6169,4.5764
36000,6,9,82,731,1216,1,0.0029,0.0044,0.0401,0.3576,0.5949,4.5372
37000,11,10,99,730,1187,6,0.0054,0.0049,0.0486,0.3584,0.5827,4.5081
38000,16,15,133,769,1112,1,0.0078,0.0073,0.0650,0.3760,0.5438,4.4406
39000,24,17,160,800,1045,1,0.0117,0.0083,0.0782,0.3910,0.5108,4.3807
40000,33,25,201,827,958,1,0.0161,0.0122,0.0983,0.4046,0.4687,4.2975
41000,53,38,233,835,887,1,0.0259,0.0186,0.1139,0.4081,0.4335,4.2048
42000,58,51,254,832,848,1,0.0284,0.0250,0.1243,0.4072,0.4151,4.1557
43000,66,69,312,840,755,1,0.0323,0.0338,0.1528,0.4114,0.3697,4.0524
44000,83,100,357,842,660,1,0.0406,0.0490,0.1748,0.4123,0.3232,3.9285
45000,102,139,396,846,560,1,0.0499,0.0680,0.1938,0.4141,0.2741,3.7944
46000,135,166,434,819,492,1,0.0660,0.0811,0.2121,0.4003,0.2405,3.6681
47000,170,200,464,795,415,1,0.0832,0.0978,0.2270,0.3889,0.2030,3.5308
48000,201,247,508,736,354,1,0.0982,0.1207,0.2483,0.3597,0.1730,3.3886
49000,258,289,521,694,284,1,0.1261,0.1413,0.2546,0.3392,0.1388,3.2234
50000,320,341,536,634,214,1,0.1565,0.1667,0.2621,0.3100,0.1046,3.0396
51000,251,294,514,610,218,105,0.1330,0.1558,0.2724,0.3233,0.1155,3.1325
52000,190,257,470,607,248,174,0.1072,0.1450,0.2652,0.3426,0.1400,3.2630
53000,138,222,447,651,284,200,0.0792,0.1274,0.2566,0.3737,0.1630,3.4139
54000,103,188,435,672,323,227,0.0598,0.1092,0.2528,0.3905,0.1877,3.5369
55000,76,145,394,660,373,294,0.0461,0.0880,0.2391,0.4005,0.2263,3.6729
56000,49,116,366,684,393,305,0.0305,0.0721,0.2276,0.4254,0.2444,3.7811
57000,18,89,374,651,427,359,0.0115,0.0571,0.2399,0.4176,0.2739,3.8852
58000,11,69,321,648,450,407,0.0073,0.0460,0.2141,0.4323,0.3002,3.9720
59000,9,44,278,629,484,434,0.0062,0.0305,0.1925,0.4356,0.3352,4.0630
60000,7,40,255,600,512,446,0.0050,0.0283,0.1803,0.4243,0.3621,4.1103
61000,7,27,224,621,551,429,0.0049,0.0189,0.1566,0.4343,0.3853,4.1762
62000,9,29,189,648,570,442,0.0062,0.0201,0.1308,0.4484,0.3945,4.2048
63000,10,31,175,657,587,409,0.0068,0.0212,0.1199,0.4500,0.4021,4.2192
64000,9,34,153,691,618,373,0.0060,0.0226,0.1017,0.4591,0.4106,4.2458
65000,7,30,138,752,661,297,0.0044,0.0189,0.0869,0.4736,0.4162,4.2783
66000,7,12,143,771,711,295,0.0043,0.0073,0.0870,0.4690,0.4325,4.3181
67000,3,8,116,781,745,281,0.0018,0.0048,0.0702,0.4725,0.4507,4.3654
68000,7,9,110,784,756,274,0.0042,0.0054,0.0660,0.4706,0.4538,4.3643
69000,4,11,107,798,791,228,0.0023,0.0064,0.0625,0.4664,0.4623,4.3799
70000,2,10,93,795,833,224,0.0012,0.0058,0.0537,0.4587,0.4807,4.4120
71000,0,10,88,809,887,186,0.0000,0.0056,0.0491,0.4509,0.4944,4.4342
72000,0,9,73,767,941,176,0.0000,0.0050,0.0408,0.4285,0.5257,4.4749
73000,0,9,73,747,986,165,0.0000,0.0050,0.0402,0.4116,0.5433,4.4931
74000,1,9,73,766,1044,107,0.0005,0.0048,0.0386,0.4046,0.5515,4.5018
75000,1,9,76,754,1103,79,0.0005,0.0046,0.0391,0.3881,0.5677,4.5178
76000,1,9,78,758,1142,45,0.0005,0.0045,0.0392,0.3813,0.5744,4.5246
77000,1,10,82,761,1161,24,0.0005,0.0050,0.0407,0.3777,0.5762,4.5241
78000,1,7,100,760,1149,20,0.0005,0.0035,0.0496,0.3768,0.5697,4.5117
79000,2,8,114,761,1154,3,0.0010,0.0039,0.0559,0.3732,0.5660,4.4993
80000,4,11,140,801,1089,1,0.0020,0.0054,0.0685,0.3917,0.5325,4.4474
81000,7,19,169,834,1015,1,0.0034,0.0093,0.0827,0.4080,0.4966,4.3850
82000,9,23,205,882,926,1,0.0044,0.0112,0.1002,0.4313,0.4528,4.3169
83000,15,34,252,894,849,1,0.0073,0.0166,0.1233,0.4374,0.4154,4.2368
84000,24,47,284,902,786,1,0.0117,0.0230,0.1390,0.4415,0.3847,4.1645
85000,30,63,343,899,709,1,0.0147,0.0308,0.1678,0.4398,0.3469,4.0734
86000,38,83,394,897,629,1,0.0186,0.0407,0.1930,0.4395,0.3082,3.9780
87000,48,106,432,884,572,1,0.0235,0.0519,0.2116,0.4329,0.2801,3.8942
88000,62,130,498,854,501,1,0.0303,0.0636,0.2435,0.4176,0.2450,3.7834
89000,81,156,533,859,411,1,0.0397,0.0765,0.2613,0.4211,0.2015,3.6681
90000,104,179,586,820,357,1,0.0508,0.0875,0.2864,0.4008,0.1745,3.5606
91000,103,150,551,796,368,59,0.0523,0.0762,0.2800,0.4045,0.1870,3.5976
92000,81,131,537,799,385,89,0.0419,0.0678,0.2778,0.4133,0.1992,3.6601
93000,80,116,503,808,399,96,0.0420,0.0609,0.2639,0.4239,0.2093,3.6978
94000,69,110,489,771,434,127,0.0368,0.0587,0.2611,0.4116,0.2317,3.7427
95000,49,83,453,752,469,166,0.0271,0.0460,0.2508,0.4164,0.2597,3.8355
96000,32,72,413,744,506,199,0.0181,0.0407,0.2337,0.4211,0.2864,3.9168
97000,20,67,408,731,547,205,0.0113,0.0378,0.2301,0.4123,0.3085,3.9690
98000,11,48,370,730,581,219,0.0063,0.0276,0.2126,0.4195,0.3339,4.0471
99000,10,36,347,731,612,211,0.0058,0.0207,0.1999,0.4211,0.3525,4.0939
100000,3,29,308,723,658,246,0.0017,0.0169,0.1790,0.4201,0.3823,4.1644
101000,4,22,261,735,696,243,0.0023,0.0128,0.1519,0.4278,0.4051,4.2206
102000,2,6,226,742,730,233,0.0012,0.0035,0.1325,0.4349,0.4279,4.2849
103000,3,7,190,762,746,266,0.0018,0.0041,0.1112,0.4461,0.4368,4.3121
104000,2,3,176,737,764,261,0.0012,0.0018,0.1046,0.4382,0.4542,4.3424
105000,4,5,184,758,803,208,0.0023,0.0029,0.1049,0.4322,0.4578,4.3404
106000,1,3,167,788,833,178,0.0006,0.0017,0.0932,0.4397,0.4648,4.3666
107000,1,2,177,797,875,134,0.0005,0.0011,0.0956,0.4303,0.4725,4.3731
108000,0,2,157,771,910,163,0.0000,0.0011,0.0853,0.4190,0.4946,4.4071
109000,1,5,150,746,960,140,0.0005,0.0027,0.0806,0.4006,0.5156,4.4280
110000,0,3,116,747,993,137,0.0000,0.0016,0.0624,0.4018,0.5342,4.4685
111000,0,5,114,759,1043,100,0.0000,0.0026,0.0593,0.3951,0.5429,4.4784
112000,0,5,106,724,1035,125,0.0000,0.0027,0.0567,0.3872,0.5535,4.4914
113000,0,7,96,751,1052,104,0.0000,0.0037,0.0504,0.3940,0.5519,4.4942
114000,0,8,85,788,1092,51,0.0000,0.0041,0.0431,0.3994,0.5535,4.5023
115000,1,10,84,775,1139,24,0.0005,0.0050,0.0418,0.3858,0.5669,4.5137
116000,1,15,99,770,1152,5,0.0005,0.0074,0.0486,0.3780,0.5655,4.5007
117000,3,17,123,806,1096,1,0.0015,0.0083,0.0601,0.3941,0.5359,4.4548
118000,3,22,149,852,1020,1,0.0015,0.0108,0.0728,0.4164,0.4985,4.3998
119000,3,29,174,875,962,1,0.0015,0.0142,0.0852,0.4283,0.4709,4.3529
120000,9,43,211,874,907,1,0.0044,0.0210,0.1032,0.4276,0.4437,4.2852
121000,13,52,241,935,801,1,0.0064,0.0255,0.1180,0.4579,0.3923,4.2042
122000,26,66,270,961,721,1,0.0127,0.0323,0.1321,0.4702,0.3527,4.1179
123000,28,61,287,940,691,33,0.0140,0.0304,0.1430,0.4684,0.3443,4.0987
124000,30,60,300,958,681,10,0.0148,0.0296,0.1479,0.4722,0.3356,4.0843
125000,32,54,294,934,683,41,0.0160,0.0270,0.1472,0.4677,0.3420,4.0926
126000,33,55,263,929,709,47,0.0166,0.0277,0.1322,0.4671,0.3565,4.1192
127000,38,59,287,897,733,29,0.0189,0.0293,0.1425,0.4454,0.3640,4.1063
128000,43,62,304,867,751,11,0.0212,0.0306,0.1500,0.4277,0.3705,4.0957
129000,50,65,291,873,754,11,0.0246,0.0320,0.1431,0.4294,0.3709,4.0900
130000,59,35,294,845,768,31,0.0295,0.0175,0.1469,0.4223,0.3838,4.1134
131000,53,23,264,829,771,67,0.0273,0.0119,0.1361,0.4273,0.3974,4.1557
132000,54,21,230,837,807,69,0.0277,0.0108,0.1180,0.4295,0.4141,4.1914
133000,42,24,221,809,837,78,0.0217,0.0124,0.1143,0.4185,0.4330,4.2287
134000,44,21,192,791,867,110,0.0230,0.0110,0.1003,0.4131,0.4527,4.2616
135000,46,18,177,799,894,86,0.0238,0.0093,0.0915,0.4131,0.4623,4.2808
136000,47,19,168,796,925,59,0.0240,0.0097,0.0859,0.4072,0.4731,4.2957
137000,48,19,169,780,965,53,0.0242,0.0096,0.0853,0.3937,0.4871,4.3099
138000,29,22,139,816,970,53,0.0147,0.0111,0.0703,0.4130,0.4909,4.3543
139000,15,7,125,823,1002,42,0.0076,0.0035,0.0634,0.4173,0.5081,4.4148
140000,17,6,131,831,999,45,0.0086,0.0030,0.0660,0.4189,0.5035,4.4057
141000,20,9,117,864,1023,10,0.0098,0.0044,0.0576,0.4250,0.5032,4.4073
142000,32,11,135,868,1001,1,0.0156,0.0054,0.0660,0.4240,0.4890,4.3654
143000,44,19,163,863,951,1,0.0216,0.0093,0.0799,0.4230,0.4662,4.3029
144000,54,25,213,891,858,1,0.0265,0.0122,0.1044,0.4366,0.4204,4.2122
145000,66,36,247,922,771,1,0.0323,0.0176,0.1210,0.4515,0.3776,4.1244
146000,82,57,296,905,705,1,0.0401,0.0279,0.1447,0.4425,0.3447,4.0240
147000,89,65,305,929,655,1,0.0436,0.0318,0.1493,0.4547,0.3206,3.9770
148000,112,82,330,913,605,1,0.0548,0.0402,0.1616,0.4471,0.2963,3.8898
149000,132,118,360,891,544,1,0.0645,0.0577,0.1760,0.4357,0.2660,3.7809
150000,164,142,414,857,467,1,0.0802,0.0695,0.2025,0.4193,0.2285,3.6463
150000,164,142,414,857,467,1,0.0802,0.0695,0.2025,0.4193,0.2285,3.6463
