step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,448,324,122,52,40,8,0.4544,0.3286,0.1237,0.0527,0.0406,1.8966
2000,809,570,223,123,83,73,0.4475,0.3153,0.1233,0.0680,0.0459,1.9497
3000,559,470,237,133,89,426,0.3757,0.3159,0.1593,0.0894,0.0598,2.1418
4000,307,339,209,143,91,664,0.2819,0.3113,0.1919,0.1313,0.0836,2.4233
5000,167,220,192,152,101,800,0.2007,0.2644,0.2308,0.1827,0.1214,2.7596
6000,99,144,163,166,116,786,0.1439,0.2093,0.2369,0.2413,0.1686,3.0814
7000,25,72,162,209,123,806,0.0423,0.1218,0.2741,0.3536,0.2081,3.5635
8000,18,62,149,254,158,738,0.0281,0.0967,0.2324,0.3963,0.2465,3.7363
9000,32,63,191,330,215,650,0.0385,0.0758,0.2298,0.3971,0.2587,3.7617
10000,26,77,231,386,237,632,0.0272,0.0805,0.2414,0.4033,0.2476,3.7638
11000,13,61,238,432,290,612,0.0126,0.0590,0.2302,0.4178,0.2805,3.8946
12000,10,56,202,450,341,626,0.0094,0.0529,0.1907,0.4249,0.3220,3.9972
13000,4,44,206,455,399,585,0.0036,0.0397,0.1859,0.4106,0.3601,4.0839
14000,4,31,179,475,446,593,0.0035,0.0273,0.1577,0.4185,0.3930,4.1700
15000,9,33,150,510,506,516,0.0075,0.0273,0.1242,0.4222,0.4189,4.2177
16000,2,34,144,540,575,473,0.0015,0.0263,0.1112,0.4170,0.4440,4.2757
17000,1,23,147,535,655,466,0.0007,0.0169,0.1080,0.3931,0.4813,4.3373
18000,2,17,130,536,697,461,0.0014,0.0123,0.0941,0.3878,0.5043,4.3813
19000,0,18,129,543,724,440,0.0000,0.0127,0.0912,0.3840,0.5120,4.3953
20000,1,17,107,555,781,401,0.0007,0.0116,0.0732,0.3799,0.5346,4.4360
21000,3,12,114,564,850,335,0.0019,0.0078,0.0739,0.3655,0.5509,4.4556
22000,2,11,105,560,899,312,0.0013,0.0070,0.0666,0.3551,0.5701,4.4857
23000,3,14,94,541,956,278,0.0019,0.0087,0.0585,0.3364,0.5945,4.5131
24000,5,13,89,588,1021,225,0.0029,0.0076,0.0519,0.3427,0.5950,4.5192
25000,5,13,97,588,1100,180,0.0028,0.0072,0.0538,0.3261,0.6101,4.5336
26000,5,9,98,599,1104,160,0.0028,0.0050,0.0540,0.3300,0.6083,4.5361
27000,8,9,99,602,1154,132,0.0043,0.0048,0.0529,0.3216,0.6165,4.5411
28000,8,6,95,607,1189,106,0.0042,0.0031,0.0499,0.3186,0.6241,4.5554
29000,7,7,93,621,1242,52,0.0036,0.0036,0.0472,0.3152,0.6305,4.5655
30000,8,8,100,633,1246,38,0.0040,0.0040,0.0501,0.3173,0.6246,4.5544
31000,9,9,114,618,1270,21,0.0045,0.0045,0.0564,0.3059,0.6287,4.5500
32000,10,8,123,637,1242,20,0.0050,0.0040,0.0609,0.3153,0.6149,4.5312
33000,15,17,125,639,1241,8,0.0074,0.0083,0.0614,0.3137,0.6092,4.5091
34000,23,30,136,652,1197,8,0.0113,0.0147,0.0667,0.3199,0.5873,4.4573
35000,31,33,163,646,1162,8,0.0152,0.0162,0.0801,0.3174,0.5710,4.4128
36000,30,33,160,676,1117,23,0.0149,0.0164,0.0794,0.3353,0.5541,4.3973
37000,32,26,170,670,1112,25,0.0159,0.0129,0.0846,0.3333,0.5532,4.3950
38000,36,30,170,634,1117,42,0.0181,0.0151,0.0856,0.3191,0.5622,4.3920
39000,27,26,189,640,1123,31,0.0135,0.0130,0.0943,0.3192,0.5601,4.3995
40000,25,26,199,631,1137,20,0.0124,0.0129,0.0986,0.3127,0.5634,4.4019
41000,30,29,192,628,1100,41,0.0152,0.0147,0.0970,0.3173,0.5558,4.3840
42000,32,30,193,638,1131,16,0.0158,0.0148,0.0954,0.3152,0.5588,4.3864
43000,37,33,182,620,1121,43,0.0186,0.0166,0.0913,0.3111,0.5625,4.3823
44000,36,34,179,609,1124,48,0.0182,0.0172,0.0903,0.3073,0.5671,4.3880
45000,27,38,169,611,1148,38,0.0135,0.0191,0.0848,0.3066,0.5760,4.4124
46000,31,36,166,612,1176,20,0.0153,0.0178,0.0821,0.3028,0.5819,4.4181
47000,35,43,184,635,1137,7,0.0172,0.0211,0.0905,0.3122,0.5590,4.3746
48000,40,56,220,644,1082,4,0.0196,0.0274,0.1077,0.3154,0.5299,4.3085
49000,45,84,245,655,1015,1,0.0220,0.0411,0.1199,0.3205,0.4966,4.2285
50000,57,99,279,677,907,24,0.0282,0.0490,0.1382,0.3353,0.4492,4.1283
51000,53,98,271,662,906,42,0.0266,0.0492,0.1362,0.3327,0.4553,4.1407
52000,49,92,274,642,946,34,0.0245,0.0459,0.1368,0.3205,0.4723,4.1702
53000,37,89,250,626,940,81,0.0191,0.0458,0.1287,0.3223,0.4840,4.2065
54000,33,70,241,599,978,90,0.0172,0.0364,0.1255,0.3118,0.5091,4.2592
55000,31,66,230,606,992,95,0.0161,0.0343,0.1195,0.3148,0.5153,4.2790
56000,31,68,220,589,1026,75,0.0160,0.0352,0.1138,0.3046,0.5305,4.2983
57000,32,70,206,579,1083,60,0.0162,0.0355,0.1046,0.2939,0.5497,4.3254
58000,35,72,209,585,1119,18,0.0173,0.0356,0.1035,0.2896,0.5540,4.3272
59000,35,71,200,599,1085,42,0.0176,0.0357,0.1005,0.3010,0.5452,4.3206
60000,36,62,176,601,1094,59,0.0183,0.0315,0.0894,0.3052,0.5556,4.3484
61000,35,55,169,575,1116,62,0.0179,0.0282,0.0867,0.2949,0.5723,4.3754
62000,37,56,166,573,1139,60,0.0188,0.0284,0.0842,0.2907,0.5779,4.3805
63000,16,71,168,582,1152,35,0.0080,0.0357,0.0845,0.2926,0.5792,4.3992
64000,9,37,153,574,1163,77,0.0046,0.0191,0.0790,0.2965,0.6007,4.4695
65000,9,42,166,596,1160,59,0.0046,0.0213,0.0841,0.3021,0.5879,4.4475
66000,10,38,144,565,1173,83,0.0052,0.0197,0.0746,0.2927,0.6078,4.4782
67000,13,43,141,585,1211,33,0.0065,0.0216,0.0707,0.2935,0.6076,4.4742
68000,14,40,143,576,1234,30,0.0070,0.0199,0.0713,0.2870,0.6148,4.4828
69000,13,36,124,560,1211,64,0.0067,0.0185,0.0638,0.2881,0.6229,4.5021
70000,14,38,137,595,1226,22,0.0070,0.0189,0.0682,0.2960,0.6100,4.4831
71000,18,37,142,623,1202,16,0.0089,0.0183,0.0702,0.3081,0.5945,4.4609
72000,19,43,145,659,1165,12,0.0094,0.0212,0.0714,0.3245,0.5736,4.4318
73000,25,53,189,683,1092,1,0.0122,0.0260,0.0926,0.3345,0.5348,4.3536
74000,37,63,217,664,1063,1,0.0181,0.0308,0.1062,0.3249,0.5201,4.2979
75000,37,57,235,658,1033,15,0.0183,0.0282,0.1163,0.3257,0.5114,4.2837
76000,34,47,228,662,1025,37,0.0170,0.0235,0.1142,0.3317,0.5135,4.3011
77000,34,46,219,670,1042,24,0.0169,0.0229,0.1089,0.3332,0.5182,4.3128
78000,33,40,231,654,1061,21,0.0163,0.0198,0.1144,0.3239,0.5255,4.3224
