step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,542,260,123,39,46,0,0.5366,0.2574,0.1218,0.0386,0.0455,1.7990
2000,1059,511,260,95,83,0,0.5274,0.2545,0.1295,0.0473,0.0413,1.8207
3000,1216,521,229,52,30,0,0.5938,0.2544,0.1118,0.0254,0.0146,1.6128
4000,1401,460,167,15,5,0,0.6841,0.2246,0.0815,0.0073,0.0024,1.4194
5000,1640,342,63,1,2,0,0.8008,0.1670,0.0308,0.0005,0.0010,1.2339
6000,1929,115,4,0,0,0,0.9419,0.0562,0.0020,0.0000,0.0000,1.0601
6300,2048,0,0,0,0,0,1.0000,0.0000,0.0000,0.0000,0.0000,1.0000
