step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,527,254,92,57,27,22,0.5507,0.2654,0.0961,0.0596,0.0282,1.7492
2000,916,476,170,97,57,114,0.5338,0.2774,0.0991,0.0565,0.0332,1.7780
3000,710,425,174,113,68,430,0.4765,0.2852,0.1168,0.0758,0.0456,1.9289
4000,411,298,167,111,71,666,0.3885,0.2817,0.1578,0.1049,0.0671,2.1805
5000,207,189,160,123,78,804,0.2734,0.2497,0.2114,0.1625,0.1030,2.5720
6000,86,128,148,128,89,835,0.1485,0.2211,0.2556,0.2211,0.1537,3.0104
7000,31,75,144,165,109,780,0.0592,0.1431,0.2748,0.3149,0.2080,3.4695
8000,26,55,140,189,151,701,0.0463,0.0980,0.2496,0.3369,0.2692,3.6845
9000,21,57,156,232,227,652,0.0303,0.0823,0.2251,0.3348,0.3276,3.8470
10000,30,68,200,298,289,599,0.0339,0.0768,0.2260,0.3367,0.3266,3.8452
11000,26,55,185,336,366,610,0.0269,0.0568,0.1911,0.3471,0.3781,3.9928
12000,32,82,163,369,443,571,0.0294,0.0753,0.1497,0.3388,0.4068,4.0184
13000,19,58,181,415,502,569,0.0162,0.0494,0.1540,0.3532,0.4272,4.1260
14000,5,54,163,430,576,546,0.0041,0.0440,0.1327,0.3502,0.4691,4.2362
15000,1,28,146,429,626,532,0.0008,0.0228,0.1187,0.3488,0.5089,4.3423
16000,1,10,123,473,676,496,0.0008,0.0078,0.0959,0.3687,0.5269,4.4131
17000,2,10,156,497,757,412,0.0014,0.0070,0.1097,0.3495,0.5323,4.4044
18000,2,23,123,538,800,381,0.0013,0.0155,0.0828,0.3620,0.5384,4.4206
19000,8,26,128,543,844,348,0.0052,0.0168,0.0826,0.3505,0.5449,4.4132
20000,6,16,133,527,886,350,0.0038,0.0102,0.0848,0.3361,0.5651,4.4483
21000,4,13,131,536,908,311,0.0025,0.0082,0.0823,0.3367,0.5704,4.4642
22000,3,7,140,535,963,288,0.0018,0.0042,0.0850,0.3246,0.5843,4.4854
23000,6,18,137,528,977,272,0.0036,0.0108,0.0822,0.3169,0.5864,4.4718
24000,1,9,104,540,1006,275,0.0006,0.0054,0.0627,0.3253,0.6060,4.5307
25000,3,8,111,558,1079,196,0.0017,0.0045,0.0631,0.3172,0.6134,4.5361
26000,1,8,98,556,1120,179,0.0006,0.0045,0.0550,0.3118,0.6282,4.5625
27000,1,13,106,566,1160,147,0.0005,0.0070,0.0574,0.3066,0.6284,4.5553
28000,0,8,105,566,1199,115,0.0000,0.0043,0.0559,0.3014,0.6384,4.5740
29000,0,7,97,566,1232,106,0.0000,0.0037,0.0510,0.2976,0.6477,4.5894
30000,0,14,101,586,1283,45,0.0000,0.0071,0.0509,0.2954,0.6467,4.5817
31000,0,21,101,590,1281,27,0.0000,0.0105,0.0507,0.2960,0.6427,4.5710
32000,1,25,116,613,1281,8,0.0005,0.0123,0.0570,0.3011,0.6292,4.5462
33000,2,35,146,621,1242,1,0.0010,0.0171,0.0714,0.3035,0.6070,4.4985
34000,3,40,174,618,1182,18,0.0015,0.0198,0.0863,0.3064,0.5860,4.4556
35000,6,51,191,649,1146,1,0.0029,0.0250,0.0935,0.3177,0.5609,4.4087
36000,10,62,230,686,1054,1,0.0049,0.0304,0.1126,0.3359,0.5162,4.3281
37000,15,71,255,663,1022,13,0.0074,0.0350,0.1259,0.3272,0.5044,4.2863
38000,11,53,242,653,1005,58,0.0056,0.0270,0.1232,0.3325,0.5117,4.3177
