step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,578,240,68,73,28,0,0.5856,0.2432,0.0689,0.0740,0.0284,1.7163,13,2,0,4,0,19,1.7368
2000,1190,503,113,118,41,0,0.6056,0.2560,0.0575,0.0601,0.0209,1.6346,27,7,0,5,0,39,1.5641
3000,1315,510,96,60,17,0,0.6582,0.2553,0.0480,0.0300,0.0085,1.4755,32,8,2,7,1,50,1.7400
4000,1396,491,69,30,7,0,0.7005,0.2464,0.0346,0.0151,0.0035,1.3748,34,10,2,8,1,55,1.7636
5000,1474,453,43,14,0,0,0.7429,0.2283,0.0217,0.0071,0.0000,1.2928,38,14,3,8,1,64,1.7500
6000,1549,391,33,6,0,0,0.7827,0.1976,0.0167,0.0030,0.0000,1.2400,40,17,3,7,1,68,1.7059
7000,1611,341,15,3,0,0,0.8178,0.1731,0.0076,0.0015,0.0000,1.1929,48,19,3,7,1,78,1.6410
8000,1684,267,14,3,0,0,0.8557,0.1357,0.0071,0.0015,0.0000,1.1545,49,22,2,5,1,79,1.5696
9000,1738,213,8,2,0,0,0.8863,0.1086,0.0041,0.0010,0.0000,1.1198,55,24,1,5,1,86,1.5233
10000,1769,185,3,1,0,0,0.9035,0.0945,0.0015,0.0005,0.0000,1.0991,59,24,1,4,1,89,1.4719
11000,1800,153,2,0,0,0,0.9207,0.0783,0.0010,0.0000,0.0000,1.0803,64,23,1,4,1,93,1.4409
12000,1832,114,2,0,0,0,0.9405,0.0585,0.0010,0.0000,0.0000,1.0606,70,23,1,4,1,99,1.4141
13000,1849,96,3,0,1,0,0.9487,0.0493,0.0015,0.0000,0.0005,1.0544,72,21,1,3,1,98,1.3673
14000,1861,88,1,0,1,0,0.9539,0.0451,0.0005,0.0000,0.0005,1.0482,73,19,1,3,1,97,1.3505
15000,1873,74,1,0,0,0,0.9615,0.0380,0.0005,0.0000,0.0000,1.0390,75,19,1,3,1,99,1.3434
16000,1867,75,1,0,0,0,0.9609,0.0386,0.0005,0.0000,0.0000,1.0396,82,18,1,2,1,104,1.2885
17000,1874,70,1,0,0,0,0.9635,0.0360,0.0005,0.0000,0.0000,1.0370,81,18,1,2,1,103,1.2913
18000,1881,65,2,0,0,0,0.9656,0.0334,0.0010,0.0000,0.0000,1.0354,81,16,1,1,1,100,1.2500
19000,1887,59,0,0,0,0,0.9697,0.0303,0.0000,0.0000,0.0000,1.0303,83,15,1,1,1,101,1.2376
20000,1888,55,0,0,0,0,0.9717,0.0283,0.0000,0.0000,0.0000,1.0283,89,14,1,1,0,105,1.1810
21000,1881,50,0,0,0,0,0.9741,0.0259,0.0000,0.0000,0.0000,1.0259,101,14,1,1,0,117,1.1624
22000,1864,63,0,0,0,0,0.9673,0.0327,0.0000,0.0000,0.0000,1.0327,107,12,1,1,0,121,1.1405
23000,1863,60,2,0,0,0,0.9678,0.0312,0.0010,0.0000,0.0000,1.0332,109,11,1,1,0,122,1.1311
24000,1865,58,1,0,0,0,0.9693,0.0301,0.0005,0.0000,0.0000,1.0312,111,11,1,1,0,124,1.1290
25000,1851,63,2,0,0,0,0.9661,0.0329,0.0010,0.0000,0.0000,1.0350,118,11,1,1,0,131,1.1221
26000,1854,61,1,0,0,0,0.9676,0.0318,0.0005,0.0000,0.0000,1.0329,119,11,1,1,0,132,1.1212
27000,1861,56,0,0,0,0,0.9708,0.0292,0.0000,0.0000,0.0000,1.0292,118,11,1,1,0,131,1.1221
28000,1845,62,0,0,0,0,0.9675,0.0325,0.0000,0.0000,0.0000,1.0325,128,11,1,1,0,141,1.1135
29000,1838,60,3,0,0,0,0.9669,0.0316,0.0016,0.0000,0.0000,1.0347,135,10,1,1,0,147,1.1020
30000,1846,53,2,0,0,0,0.9711,0.0279,0.0011,0.0000,0.0000,1.0300,134,10,1,1,0,146,1.1027
31000,1837,64,0,0,0,0,0.9663,0.0337,0.0000,0.0000,0.0000,1.0337,135,10,1,1,0,147,1.1020
32000,1840,59,1,0,0,0,0.9684,0.0311,0.0005,0.0000,0.0000,1.0321,135,10,1,1,0,147,1.1020
33000,1858,44,0,0,0,0,0.9769,0.0231,0.0000,0.0000,0.0000,1.0231,133,10,1,1,0,145,1.1034
34000,1856,40,0,0,0,0,0.9789,0.0211,0.0000,0.0000,0.0000,1.0211,140,9,1,1,0,151,1.0927
35000,1844,44,0,0,0,0,0.9767,0.0233,0.0000,0.0000,0.0000,1.0233,149,9,1,1,0,160,1.0875
36000,1832,52,0,0,0,0,0.9724,0.0276,0.0000,0.0000,0.0000,1.0276,153,8,1,1,0,163,1.0798
37000,1840,52,0,0,0,0,0.9725,0.0275,0.0000,0.0000,0.0000,1.0275,147,6,1,1,0,155,1.0710
38000,1848,53,0,0,0,0,0.9721,0.0279,0.0000,0.0000,0.0000,1.0279,139,6,1,1,0,147,1.0748
39000,1856,42,1,0,0,0,0.9774,0.0221,0.0005,0.0000,0.0000,1.0232,141,5,1,1,0,148,1.0676
40000,1838,53,1,0,0,0,0.9715,0.0280,0.0005,0.0000,0.0000,1.0291,149,5,1,0,0,155,1.0452
41000,1485,52,0,0,0,289,0.9662,0.0338,0.0000,0.0000,0.0000,1.0338,150,5,1,0,0,156,1.0449
42000,990,39,1,1,0,628,0.9602,0.0378,0.0010,0.0010,0.0000,1.0427,151,5,1,0,0,157,1.0446
43000,617,40,0,3,1,827,0.9334,0.0605,0.0000,0.0045,0.0015,1.0802,154,5,1,0,0,160,1.0437
44000,302,34,5,6,4,974,0.8604,0.0969,0.0142,0.0171,0.0114,1.2222,156,5,1,0,0,162,1.0432
45000,103,23,11,10,8,1019,0.6645,0.1484,0.0710,0.0645,0.0516,1.6903,159,7,1,0,0,167,1.0539
46000,141,46,13,25,14,903,0.5900,0.1925,0.0544,0.1046,0.0586,1.8494,161,7,1,0,0,169,1.0533
47000,119,48,16,30,17,865,0.5174,0.2087,0.0696,0.1304,0.0739,2.0348,165,8,1,0,0,174,1.0575
48000,159,54,32,35,23,868,0.5248,0.1782,0.1056,0.1155,0.0759,2.0396,168,8,1,0,0,177,1.0565
49000,118,60,51,50,28,950,0.3844,0.1954,0.1661,0.1629,0.0912,2.3811,172,9,2,1,0,184,1.0870
50000,108,73,52,56,32,895,0.3364,0.2274,0.1620,0.1745,0.0997,2.4735,174,10,2,2,0,188,1.1064
51000,104,64,64,73,44,879,0.2980,0.1834,0.1834,0.2092,0.1261,2.6819,177,10,2,2,0,191,1.1047
52000,89,66,61,77,61,887,0.2514,0.1864,0.1723,0.2175,0.1723,2.8729,180,10,5,3,0,198,1.1465
53000,77,53,61,87,77,894,0.2169,0.1493,0.1718,0.2451,0.2169,3.0958,181,10,5,3,0,199,1.1457
54000,94,37,73,94,96,848,0.2386,0.0939,0.1853,0.2386,0.2437,3.1548,182,11,6,5,1,205,1.2049
55000,114,46,82,97,108,803,0.2550,0.1029,0.1834,0.2170,0.2416,3.0872,184,12,7,5,2,210,1.2333
56000,107,45,80,98,124,861,0.2357,0.0991,0.1762,0.2159,0.2731,3.1916,185,12,7,7,2,213,1.2582
57000,116,43,66,114,129,897,0.2479,0.0919,0.1410,0.2436,0.2756,3.2073,189,12,7,7,2,217,1.2535
58000,70,33,61,141,135,884,0.1591,0.0750,0.1386,0.3205,0.3068,3.5409,190,12,7,8,2,219,1.2648
59000,54,39,70,167,148,779,0.1130,0.0816,0.1464,0.3494,0.3096,3.6611,190,12,8,9,2,221,1.2851
60000,87,58,69,171,177,781,0.1548,0.1032,0.1228,0.3043,0.3149,3.5214,190,14,9,9,3,225,1.3156
61000,104,68,73,199,197,732,0.1622,0.1061,0.1139,0.3105,0.3073,3.4945,194,15,9,10,3,231,1.3247
62000,107,59,83,223,220,725,0.1546,0.0853,0.1199,0.3223,0.3179,3.5636,197,16,10,13,4,240,1.3792
63000,99,66,91,243,233,705,0.1352,0.0902,0.1243,0.3320,0.3183,3.6079,198,17,10,13,4,242,1.3802
64000,92,66,87,261,259,708,0.1203,0.0863,0.1137,0.3412,0.3386,3.6915,199,17,10,14,4,244,1.3893
65000,76,47,89,260,281,722,0.1009,0.0624,0.1182,0.3453,0.3732,3.8274,200,17,11,15,4,247,1.4049
