step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,544,274,102,36,30,0,0.5517,0.2779,0.1034,0.0365,0.0304,1.7160,13,6,3,0,2,24,1.8333
2000,1032,612,201,64,55,0,0.5255,0.3116,0.1023,0.0326,0.0280,1.7261,23,14,3,1,3,44,1.7955
3000,1166,602,169,41,22,0,0.5830,0.3010,0.0845,0.0205,0.0110,1.5755,24,14,6,1,3,48,1.8542
4000,1253,570,138,22,10,0,0.6287,0.2860,0.0692,0.0110,0.0050,1.4777,28,16,7,0,3,54,1.7778
5000,1353,527,90,7,4,0,0.6830,0.2660,0.0454,0.0035,0.0020,1.3756,37,17,9,0,3,66,1.7121
6000,1442,480,49,2,2,0,0.7301,0.2430,0.0248,0.0010,0.0010,1.2997,42,19,9,0,3,73,1.6712
7000,1527,405,33,1,0,0,0.7767,0.2060,0.0168,0.0005,0.0000,1.2411,50,21,7,0,3,81,1.5802
8000,1588,352,19,0,0,0,0.8106,0.1797,0.0097,0.0000,0.0000,1.1991,55,22,9,0,3,89,1.5843
9000,1655,281,8,1,0,0,0.8509,0.1445,0.0041,0.0005,0.0000,1.1542,65,25,9,0,3,102,1.5392
10000,1684,250,4,0,0,0,0.8689,0.1290,0.0021,0.0000,0.0000,1.1331,73,25,8,0,3,109,1.4862
11000,1739,194,5,0,0,0,0.8973,0.1001,0.0026,0.0000,0.0000,1.1053,73,26,7,0,3,109,1.4771
12000,1759,171,2,0,1,0,0.9100,0.0885,0.0010,0.0000,0.0005,1.0926,77,27,7,0,3,114,1.4649
13000,1804,135,1,0,0,0,0.9299,0.0696,0.0005,0.0000,0.0000,1.0706,76,22,7,0,3,108,1.4444
14000,1825,112,1,0,0,0,0.9417,0.0578,0.0005,0.0000,0.0000,1.0588,80,22,5,0,3,110,1.4000
15000,1835,93,1,0,0,0,0.9513,0.0482,0.0005,0.0000,0.0000,1.0492,91,20,5,0,2,118,1.3220
16000,1846,81,2,0,0,0,0.9570,0.0420,0.0010,0.0000,0.0000,1.0441,94,18,5,0,2,119,1.3025
17000,1847,82,0,0,1,0,0.9570,0.0425,0.0000,0.0000,0.0005,1.0446,93,16,6,0,2,117,1.3077
18000,1852,73,1,0,0,0,0.9616,0.0379,0.0005,0.0000,0.0000,1.0389,99,15,5,0,1,120,1.2417
19000,1850,81,1,0,0,0,0.9576,0.0419,0.0005,0.0000,0.0000,1.0430,95,14,5,0,1,115,1.2435
20000,1843,83,2,0,0,0,0.9559,0.0430,0.0010,0.0000,0.0000,1.0451,102,12,5,0,1,120,1.2167
21000,1835,84,4,1,0,0,0.9537,0.0437,0.0021,0.0005,0.0000,1.0494,106,11,4,0,1,122,1.1885
22000,1831,91,3,0,0,0,0.9512,0.0473,0.0016,0.0000,0.0000,1.0504,107,11,3,0,1,122,1.1721
23000,1849,68,6,0,0,0,0.9615,0.0354,0.0031,0.0000,0.0000,1.0416,110,11,2,0,1,124,1.1532
24000,1847,70,2,0,0,0,0.9625,0.0365,0.0010,0.0000,0.0000,1.0386,115,10,2,0,1,128,1.1406
25000,1864,51,2,0,0,0,0.9724,0.0266,0.0010,0.0000,0.0000,1.0287,117,10,2,0,1,130,1.1385
26000,1861,51,1,0,0,0,0.9728,0.0267,0.0005,0.0000,0.0000,1.0277,121,11,2,0,1,135,1.1407
27000,1862,42,1,0,1,0,0.9769,0.0220,0.0005,0.0000,0.0005,1.0252,126,12,2,0,1,141,1.1418
28000,1848,54,0,0,2,0,0.9706,0.0284,0.0000,0.0000,0.0011,1.0326,130,11,2,0,0,143,1.1049
29000,1845,50,1,1,1,0,0.9721,0.0263,0.0005,0.0005,0.0005,1.0311,136,11,2,0,0,149,1.1007
30000,1841,51,1,1,0,0,0.9720,0.0269,0.0005,0.0005,0.0000,1.0296,140,11,2,0,0,153,1.0980
31000,1840,48,3,0,0,0,0.9730,0.0254,0.0016,0.0000,0.0000,1.0286,145,10,1,0,0,156,1.0769
32000,1839,53,2,0,0,1,0.9710,0.0280,0.0011,0.0000,0.0000,1.0301,142,9,1,0,0,152,1.0724
33000,1365,59,2,0,0,342,0.9572,0.0414,0.0014,0.0000,0.0000,1.0442,141,9,1,0,0,151,1.0728
34000,1042,47,3,3,0,548,0.9516,0.0429,0.0027,0.0027,0.0000,1.0566,141,11,1,0,0,153,1.0850
35000,796,52,8,3,4,638,0.9224,0.0603,0.0093,0.0035,0.0046,1.1078,141,11,1,0,0,153,1.0850
36000,588,39,22,3,5,755,0.8950,0.0594,0.0335,0.0046,0.0076,1.1705,142,11,1,0,0,154,1.0844
37000,443,50,23,4,8,832,0.8390,0.0947,0.0436,0.0076,0.0152,1.2652,145,11,1,0,0,157,1.0828
38000,268,38,27,11,11,930,0.7549,0.1070,0.0761,0.0310,0.0310,1.4761,146,11,1,0,1,159,1.1069
39000,135,26,43,13,16,928,0.5794,0.1116,0.1845,0.0558,0.0687,1.9227,147,11,2,0,1,161,1.1180
40000,117,34,59,19,27,911,0.4570,0.1328,0.2305,0.0742,0.1055,2.2383,153,13,2,0,1,169,1.1243
41000,110,52,73,34,33,920,0.3642,0.1722,0.2417,0.1126,0.1093,2.4305,159,13,2,0,1,175,1.1200
42000,118,60,84,46,43,883,0.3362,0.1709,0.2393,0.1311,0.1225,2.5328,163,15,2,0,1,181,1.1271
43000,135,74,88,67,61,836,0.3176,0.1741,0.2071,0.1576,0.1435,2.6353,168,15,2,0,2,187,1.1444
44000,114,76,94,81,70,859,0.2621,0.1747,0.2161,0.1862,0.1609,2.8092,171,16,4,1,3,195,1.2000
45000,102,77,98,78,88,848,0.2302,0.1738,0.2212,0.1761,0.1986,2.9391,174,17,6,2,3,202,1.2327
46000,85,73,102,99,101,848,0.1848,0.1587,0.2217,0.2152,0.2196,3.1261,176,18,6,2,3,205,1.2341
47000,125,80,112,114,110,818,0.2311,0.1479,0.2070,0.2107,0.2033,3.0074,178,19,7,2,3,209,1.2440
48000,79,75,109,130,125,874,0.1525,0.1448,0.2104,0.2510,0.2413,3.2838,180,21,9,2,3,215,1.2651
49000,88,47,115,137,145,838,0.1654,0.0883,0.2162,0.2575,0.2726,3.3835,185,21,12,2,3,223,1.2825
50000,87,45,114,146,158,826,0.1582,0.0818,0.2073,0.2655,0.2873,3.4418,186,21,12,3,4,226,1.3097
51000,80,41,115,158,175,823,0.1406,0.0721,0.2021,0.2777,0.3076,3.5395,188,22,12,4,4,230,1.3217
52000,75,29,96,162,198,799,0.1339,0.0518,0.1714,0.2893,0.3536,3.6768,189,23,14,5,4,235,1.3489
53000,74,54,79,178,218,756,0.1227,0.0896,0.1310,0.2952,0.3615,3.6833,192,25,15,5,5,242,1.3719
54000,92,49,93,187,237,703,0.1398,0.0745,0.1413,0.2842,0.3602,3.6505,195,26,16,8,6,251,1.4223
55000,98,64,102,191,252,694,0.1386,0.0905,0.1443,0.2702,0.3564,3.6153,197,26,18,8,7,256,1.4453
56000,106,92,118,214,272,657,0.1322,0.1147,0.1471,0.2668,0.3392,3.5661,197,27,19,9,8,260,1.4769
57000,56,55,104,246,293,704,0.0743,0.0729,0.1379,0.3263,0.3886,3.8820,199,28,20,10,8,265,1.4906
58000,73,55,109,259,309,649,0.0907,0.0683,0.1354,0.3217,0.3839,3.8398,202,29,20,12,9,272,1.5184
59000,68,47,114,255,335,632,0.0830,0.0574,0.1392,0.3114,0.4090,3.9060,204,29,20,12,11,276,1.5399
60000,72,40,102,266,355,627,0.0862,0.0479,0.1222,0.3186,0.4251,3.9485,204,29,22,13,12,280,1.5714
61000,81,45,102,283,396,587,0.0893,0.0496,0.1125,0.3120,0.4366,3.9570,205,30,23,13,14,285,1.6000
62000,77,38,85,305,429,572,0.0824,0.0407,0.0910,0.3266,0.4593,4.0396,207,31,23,13,14,288,1.5972
63000,70,39,78,331,494,540,0.0692,0.0385,0.0771,0.3271,0.4881,4.1265,209,31,23,13,16,292,1.6164
64000,88,36,68,348,516,508,0.0833,0.0341,0.0644,0.3295,0.4886,4.1061,212,33,24,15,17,301,1.6445
65000,69,34,61,368,537,475,0.0645,0.0318,0.0571,0.3442,0.5023,4.1880,212,33,24,16,18,303,1.6634
66000,63,37,70,380,557,438,0.0569,0.0334,0.0632,0.3433,0.5032,4.2023,213,34,24,19,19,309,1.6958
67000,90,30,77,391,585,415,0.0767,0.0256,0.0656,0.3333,0.4987,4.1517,214,34,25,20,19,312,1.7051
68000,74,34,75,394,605,381,0.0626,0.0288,0.0635,0.3333,0.5118,4.2030,215,34,25,21,18,313,1.6997
69000,70,32,87,376,645,362,0.0579,0.0264,0.0719,0.3107,0.5331,4.2347,216,34,25,22,18,315,1.7048
70000,83,30,75,399,657,335,0.0667,0.0241,0.0603,0.3207,0.5281,4.2195,220,34,26,23,20,323,1.7276
71000,77,38,84,405,688,312,0.0596,0.0294,0.0650,0.3135,0.5325,4.2299,221,34,26,23,22,326,1.7454
72000,69,31,68,415,709,291,0.0534,0.0240,0.0526,0.3212,0.5488,4.2879,223,34,28,25,23,333,1.7718
73000,78,34,65,415,747,271,0.0583,0.0254,0.0485,0.3099,0.5579,4.2838,224,34,29,26,24,337,1.7893
74000,75,29,58,418,763,264,0.0558,0.0216,0.0432,0.3112,0.5681,4.3142,224,34,29,27,25,339,1.8053
75000,86,31,76,420,800,220,0.0609,0.0219,0.0538,0.2972,0.5662,4.2859,225,34,30,28,27,344,1.8314
76000,84,38,70,412,814,207,0.0592,0.0268,0.0494,0.2906,0.5740,4.2934,225,34,30,29,30,348,1.8649
77000,94,29,82,399,822,194,0.0659,0.0203,0.0575,0.2798,0.5764,4.2805,225,34,31,32,33,355,1.9127
78000,113,28,76,403,847,181,0.0770,0.0191,0.0518,0.2747,0.5774,4.2563,227,34,32,33,33,359,1.9164
79000,110,33,73,398,852,161,0.0750,0.0225,0.0498,0.2715,0.5812,4.2613,229,34,32,35,36,366,1.9481
80000,108,35,85,408,877,120,0.0714,0.0231,0.0562,0.2697,0.5796,4.2631,230,34,32,35,36,367,1.9455
81000,126,37,91,423,903,71,0.0797,0.0234,0.0576,0.2677,0.5715,4.2278,231,35,32,37,41,376,1.9947
82000,151,41,92,420,901,49,0.0941,0.0255,0.0573,0.2617,0.5614,4.1707,232,35,32,38,43,380,2.0132
83000,181,47,91,424,879,26,0.1116,0.0290,0.0561,0.2614,0.5419,4.0931,233,35,32,40,44,384,2.0286
84000,233,50,96,433,840,0,0.1410,0.0303,0.0581,0.2621,0.5085,3.9667,234,35,33,43,48,393,2.0738
85000,357,68,116,418,695,0,0.2158,0.0411,0.0701,0.2527,0.4202,3.6203,230,34,33,43,52,392,2.1148
86000,487,83,125,404,548,0,0.2957,0.0504,0.0759,0.2453,0.3327,3.2690,236,34,32,44,53,399,2.1078
87000,644,106,136,362,405,0,0.3896,0.0641,0.0823,0.2190,0.2450,2.8657,230,35,31,43,55,394,2.1320
88000,816,126,141,305,269,0,0.4925,0.0760,0.0851,0.1841,0.1623,2.4478,226,36,31,43,54,390,2.1359
89000,956,167,143,234,159,0,0.5763,0.1007,0.0862,0.1410,0.0958,2.0796,224,35,31,43,55,388,2.1495
90000,1123,188,116,158,78,0,0.6753,0.1130,0.0698,0.0950,0.0469,1.7252,226,34,31,43,50,384,2.1068
91000,1288,198,75,80,25,0,0.7731,0.1188,0.0450,0.0480,0.0150,1.4130,219,34,35,44,47,379,2.1187
92000,1374,202,54,27,11,0,0.8237,0.1211,0.0324,0.0162,0.0066,1.2608,220,33,36,43,47,379,2.1135
93000,1460,179,34,11,5,0,0.8644,0.1060,0.0201,0.0065,0.0030,1.1776,209,32,32,41,45,359,2.1114
94000,1512,155,20,5,2,0,0.8926,0.0915,0.0118,0.0030,0.0012,1.1287,206,33,30,39,45,353,2.1048
95000,1572,119,14,1,3,0,0.9198,0.0696,0.0082,0.0006,0.0018,1.0948,199,33,28,37,42,339,2.0855
96000,1609,101,6,0,2,1,0.9366,0.0588,0.0035,0.0000,0.0012,1.0704,199,33,22,36,38,328,2.0274
97000,1178,90,10,9,12,300,0.9069,0.0693,0.0077,0.0069,0.0092,1.1424,199,34,22,36,38,329,2.0274
98000,933,86,18,22,23,440,0.8623,0.0795,0.0166,0.0203,0.0213,1.2588,202,34,22,37,38,333,2.0240
