step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,486,265,133,57,45,0,0.4929,0.2688,0.1349,0.0578,0.0456,1.8945,8,8,4,3,1,24,2.2083
2000,1038,517,253,89,59,0,0.5307,0.2643,0.1293,0.0455,0.0302,1.7802,22,12,5,3,2,44,1.8864
3000,1154,537,230,54,22,0,0.5779,0.2689,0.1152,0.0270,0.0110,1.6244,25,15,6,3,2,51,1.8627
4000,1240,512,186,37,11,0,0.6244,0.2578,0.0937,0.0186,0.0055,1.5232,33,18,6,3,2,62,1.7581
5000,1332,486,127,23,8,0,0.6741,0.2460,0.0643,0.0116,0.0040,1.4256,38,23,5,3,2,71,1.7042
6000,1419,453,84,15,2,0,0.7192,0.2296,0.0426,0.0076,0.0010,1.3416,41,24,5,3,2,75,1.6800
7000,1500,411,51,6,2,0,0.7614,0.2086,0.0259,0.0030,0.0010,1.2736,42,27,5,2,2,78,1.6538
8000,1582,333,40,6,1,0,0.8063,0.1697,0.0204,0.0031,0.0005,1.2217,49,27,5,2,2,85,1.6000
9000,1628,289,33,0,0,0,0.8349,0.1482,0.0169,0.0000,0.0000,1.1821,59,27,5,2,2,95,1.5368
10000,1663,269,17,1,0,0,0.8528,0.1379,0.0087,0.0005,0.0000,1.1569,63,26,5,2,2,98,1.5102
11000,1693,234,12,0,2,0,0.8722,0.1206,0.0062,0.0000,0.0010,1.1370,70,29,5,2,1,107,1.4579
12000,1733,195,9,0,1,0,0.8942,0.1006,0.0046,0.0000,0.0005,1.1120,75,27,4,2,1,109,1.4128
13000,1790,147,3,0,0,0,0.9227,0.0758,0.0015,0.0000,0.0000,1.0789,73,27,4,2,1,107,1.4206
14000,1807,125,4,0,0,0,0.9334,0.0646,0.0021,0.0000,0.0000,1.0687,79,26,3,2,1,111,1.3784
15000,1821,111,2,0,0,0,0.9416,0.0574,0.0010,0.0000,0.0000,1.0595,82,25,3,2,1,113,1.3628
16000,1852,82,1,0,0,0,0.9571,0.0424,0.0005,0.0000,0.0000,1.0434,83,24,3,1,1,112,1.3304
17000,1866,68,2,0,0,0,0.9638,0.0351,0.0010,0.0000,0.0000,1.0372,84,23,2,1,1,111,1.3063
18000,1869,64,1,1,0,0,0.9659,0.0331,0.0005,0.0005,0.0000,1.0357,86,22,2,1,1,112,1.2946
19000,1867,64,2,1,0,0,0.9654,0.0331,0.0010,0.0005,0.0000,1.0367,86,23,2,1,1,113,1.3009
20000,1866,64,1,0,0,0,0.9663,0.0331,0.0005,0.0000,0.0000,1.0342,92,22,1,1,1,117,1.2650
21000,1878,57,0,0,0,0,0.9705,0.0295,0.0000,0.0000,0.0000,1.0295,88,20,1,1,1,111,1.2613
22000,1870,57,0,0,0,0,0.9704,0.0296,0.0000,0.0000,0.0000,1.0296,98,20,1,1,1,121,1.2397
23000,1877,52,1,0,0,0,0.9725,0.0269,0.0005,0.0000,0.0000,1.0280,94,21,1,1,1,118,1.2542
24000,1870,62,0,0,0,0,0.9679,0.0321,0.0000,0.0000,0.0000,1.0321,94,19,1,1,1,116,1.2414
25000,1875,59,1,0,0,0,0.9690,0.0305,0.0005,0.0000,0.0000,1.0315,92,18,1,1,1,113,1.2389
26000,1873,57,0,0,1,0,0.9700,0.0295,0.0000,0.0000,0.0005,1.0316,97,17,1,1,1,117,1.2222
27000,1876,52,3,0,0,0,0.9715,0.0269,0.0016,0.0000,0.0000,1.0300,97,16,1,1,1,116,1.2155
28000,1870,62,1,0,0,0,0.9674,0.0321,0.0005,0.0000,0.0000,1.0331,96,15,1,1,1,114,1.2105
29000,1863,68,2,0,1,0,0.9633,0.0352,0.0010,0.0000,0.0005,1.0393,99,14,0,1,0,114,1.1491
30000,1854,72,0,0,1,0,0.9621,0.0374,0.0000,0.0000,0.0005,1.0394,104,15,0,1,0,120,1.1500
31000,1864,63,0,0,0,0,0.9673,0.0327,0.0000,0.0000,0.0000,1.0327,106,14,0,1,0,121,1.1405
32000,1869,54,1,0,0,1,0.9714,0.0281,0.0005,0.0000,0.0000,1.0291,108,13,0,1,0,122,1.1311
33000,1361,67,4,2,0,353,0.9491,0.0467,0.0028,0.0014,0.0000,1.0565,110,13,0,1,0,124,1.1290
34000,989,45,8,13,3,525,0.9348,0.0425,0.0076,0.0123,0.0028,1.1059,111,13,0,3,0,127,1.1732
35000,653,28,10,30,8,605,0.8957,0.0384,0.0137,0.0412,0.0110,1.2332,113,13,0,4,0,130,1.1923
36000,365,28,18,61,13,670,0.7526,0.0577,0.0371,0.1258,0.0268,1.6165,114,13,0,4,0,131,1.1908
37000,170,32,30,112,27,706,0.4582,0.0863,0.0809,0.3019,0.0728,2.4447,117,13,2,7,0,139,1.2734
38000,92,54,40,186,47,632,0.2196,0.1289,0.0955,0.4439,0.1122,3.1002,121,13,4,7,1,146,1.3151
39000,103,65,61,249,62,608,0.1907,0.1204,0.1130,0.4611,0.1148,3.1889,123,17,4,9,1,154,1.3636
40000,43,69,106,327,85,573,0.0683,0.1095,0.1683,0.5190,0.1349,3.5429,123,17,5,10,1,156,1.3910
41000,28,99,127,382,129,496,0.0366,0.1294,0.1660,0.4993,0.1686,3.6340,123,20,5,12,2,162,1.4568
42000,36,115,162,455,164,468,0.0386,0.1234,0.1738,0.4882,0.1760,3.6395,123,24,8,16,2,173,1.5549
43000,23,105,167,501,217,518,0.0227,0.1037,0.1649,0.4946,0.2142,3.7739,123,25,12,16,4,180,1.6278
44000,5,80,160,553,259,466,0.0047,0.0757,0.1514,0.5232,0.2450,3.9281,123,25,13,17,5,183,1.6667
