step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,553,292,91,46,28,0,0.5475,0.2891,0.0901,0.0455,0.0277,1.7168,0,0,0,0,0,0,0.0000
2000,1076,578,177,117,52,0,0.5380,0.2890,0.0885,0.0585,0.0260,1.7455,0,0,0,0,0,0,0.0000
3000,1198,585,157,79,29,0,0.5850,0.2856,0.0767,0.0386,0.0142,1.6113,0,0,0,0,0,0,0.0000
4000,1299,572,126,41,10,0,0.6343,0.2793,0.0615,0.0200,0.0049,1.4819,0,0,0,0,0,0,0.0000
5000,1390,542,89,21,6,0,0.6787,0.2646,0.0435,0.0103,0.0029,1.3940,0,0,0,0,0,0,0.0000
6000,1479,493,63,11,2,0,0.7222,0.2407,0.0308,0.0054,0.0010,1.3223,0,0,0,0,0,0,0.0000
7000,1564,438,43,3,0,0,0.7637,0.2139,0.0210,0.0015,0.0000,1.2603,0,0,0,0,0,0,0.0000
8000,1645,375,28,0,0,0,0.8032,0.1831,0.0137,0.0000,0.0000,1.2104,0,0,0,0,0,0,0.0000
9000,1712,322,14,0,0,0,0.8359,0.1572,0.0068,0.0000,0.0000,1.1709,0,0,0,0,0,0,0.0000
10000,1749,288,9,0,0,0,0.8548,0.1408,0.0044,0.0000,0.0000,1.1496,0,0,0,0,0,0,0.0000
11000,1800,239,9,0,0,0,0.8789,0.1167,0.0044,0.0000,0.0000,1.1255,0,0,0,0,0,0,0.0000
12000,1856,184,6,2,0,0,0.9062,0.0898,0.0029,0.0010,0.0000,1.0986,0,0,0,0,0,0,0.0000
13000,1885,159,3,1,0,0,0.9204,0.0776,0.0015,0.0005,0.0000,1.0820,0,0,0,0,0,0,0.0000
14000,1928,119,1,0,0,0,0.9414,0.0581,0.0005,0.0000,0.0000,1.0591,0,0,0,0,0,0,0.0000
15000,1934,111,3,0,0,0,0.9443,0.0542,0.0015,0.0000,0.0000,1.0571,0,0,0,0,0,0,0.0000
16000,1957,91,0,0,0,0,0.9556,0.0444,0.0000,0.0000,0.0000,1.0444,0,0,0,0,0,0,0.0000
17000,1963,84,1,0,0,0,0.9585,0.0410,0.0005,0.0000,0.0000,1.0420,0,0,0,0,0,0,0.0000
18000,1956,90,2,0,0,0,0.9551,0.0439,0.0010,0.0000,0.0000,1.0459,0,0,0,0,0,0,0.0000
19000,1958,88,2,0,0,0,0.9561,0.0430,0.0010,0.0000,0.0000,1.0449,0,0,0,0,0,0,0.0000
20000,1978,70,0,0,0,0,0.9658,0.0342,0.0000,0.0000,0.0000,1.0342,0,0,0,0,0,0,0.0000
21000,1974,74,0,0,0,0,0.9639,0.0361,0.0000,0.0000,0.0000,1.0361,0,0,0,0,0,0,0.0000
22000,1977,71,0,0,0,0,0.9653,0.0347,0.0000,0.0000,0.0000,1.0347,0,0,0,0,0,0,0.0000
23000,1972,75,1,0,0,0,0.9629,0.0366,0.0005,0.0000,0.0000,1.0376,0,0,0,0,0,0,0.0000
24000,1969,78,1,0,0,0,0.9614,0.0381,0.0005,0.0000,0.0000,1.0391,0,0,0,0,0,0,0.0000
25000,1959,88,1,0,0,0,0.9565,0.0430,0.0005,0.0000,0.0000,1.0439,0,0,0,0,0,0,0.0000
26000,1963,83,1,1,0,0,0.9585,0.0405,0.0005,0.0005,0.0000,1.0430,0,0,0,0,0,0,0.0000
27000,1973,72,1,2,0,0,0.9634,0.0352,0.0005,0.0010,0.0000,1.0391,0,0,0,0,0,0,0.0000
28000,1983,65,0,0,0,0,0.9683,0.0317,0.0000,0.0000,0.0000,1.0317,0,0,0,0,0,0,0.0000
29000,1992,55,1,0,0,0,0.9727,0.0269,0.0005,0.0000,0.0000,1.0278,0,0,0,0,0,0,0.0000
30000,1987,60,1,0,0,0,0.9702,0.0293,0.0005,0.0000,0.0000,1.0303,0,0,0,0,0,0,0.0000
31000,1987,59,2,0,0,0,0.9702,0.0288,0.0010,0.0000,0.0000,1.0308,0,0,0,0,0,0,0.0000
32000,1970,75,1,0,0,1,0.9629,0.0367,0.0005,0.0000,0.0000,1.0376,0,0,0,0,0,0,0.0000
33000,1381,49,3,3,2,433,0.9604,0.0341,0.0021,0.0021,0.0014,1.0501,0,0,0,0,0,0,0.0000
34000,917,45,17,11,6,637,0.9207,0.0452,0.0171,0.0110,0.0060,1.1365,0,0,0,0,0,0,0.0000
35000,537,34,25,30,10,743,0.8443,0.0535,0.0393,0.0472,0.0157,1.3365,0,0,0,0,0,0,0.0000
36000,308,49,40,60,31,758,0.6311,0.1004,0.0820,0.1230,0.0635,1.8873,0,0,0,0,0,0,0.0000
37000,126,49,88,117,61,778,0.2857,0.1111,0.1995,0.2653,0.1383,2.8594,0,0,0,0,0,0,0.0000
38000,60,67,135,158,76,693,0.1210,0.1351,0.2722,0.3185,0.1532,3.2480,0,0,0,0,0,0,0.0000
39000,23,113,195,200,102,617,0.0363,0.1785,0.3081,0.3160,0.1611,3.3870,0,0,0,0,0,0,0.0000
40000,51,144,218,236,121,600,0.0662,0.1870,0.2831,0.3065,0.1571,3.3013,0,0,0,0,0,0,0.0000
41000,30,96,215,279,152,626,0.0389,0.1244,0.2785,0.3614,0.1969,3.5531,0,0,0,0,0,0,0.0000
42000,14,69,242,316,177,667,0.0171,0.0844,0.2958,0.3863,0.2164,3.7005,0,0,0,0,0,0,0.0000
43000,40,108,258,349,208,630,0.0415,0.1121,0.2679,0.3624,0.2160,3.5992,0,0,0,0,0,0,0.0000
44000,10,79,268,356,238,686,0.0105,0.0831,0.2818,0.3743,0.2503,3.7708,0,0,0,0,0,0,0.0000
45000,22,59,236,381,259,668,0.0230,0.0617,0.2466,0.3981,0.2706,3.8318,0,0,0,0,0,0,0.0000
46000,10,52,196,395,300,669,0.0105,0.0546,0.2057,0.4145,0.3148,3.9685,0,0,0,0,0,0,0.0000
47000,11,63,174,428,331,630,0.0109,0.0626,0.1728,0.4250,0.3287,3.9980,0,0,0,0,0,0,0.0000
48000,12,59,159,454,370,593,0.0114,0.0560,0.1509,0.4307,0.3510,4.0541,0,0,0,0,0,0,0.0000
49000,18,53,151,495,399,588,0.0161,0.0475,0.1353,0.4435,0.3575,4.0789,0,0,0,0,0,0,0.0000
50000,8,34,123,528,452,561,0.0070,0.0297,0.1074,0.4611,0.3948,4.2070,0,0,0,0,0,0,0.0000
51000,8,17,142,571,506,499,0.0064,0.0137,0.1141,0.4590,0.4068,4.2460,0,0,0,0,0,0,0.0000
52000,10,9,138,635,545,444,0.0075,0.0067,0.1032,0.4749,0.4076,4.2685,0,0,0,0,0,0,0.0000
53000,3,17,143,687,607,407,0.0021,0.0117,0.0981,0.4715,0.4166,4.2889,0,0,0,0,0,0,0.0000
