step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,526,332,106,26,20,0,0.5208,0.3287,0.1050,0.0257,0.0198,1.6950
2000,1050,665,214,47,32,0,0.5229,0.3312,0.1066,0.0234,0.0159,1.6783
3000,1218,635,167,25,3,0,0.5947,0.3101,0.0815,0.0122,0.0015,1.5156
4000,1388,548,101,9,0,1,0.6784,0.2678,0.0494,0.0044,0.0000,1.3798
5000,1017,440,101,19,2,338,0.6441,0.2787,0.0640,0.0120,0.0013,1.4478
6000,785,328,94,32,7,481,0.6300,0.2632,0.0754,0.0257,0.0056,1.5136
7000,551,255,100,65,14,542,0.5594,0.2589,0.1015,0.0660,0.0142,1.7168
8000,373,230,84,118,28,664,0.4478,0.2761,0.1008,0.1417,0.0336,2.0372
9000,216,199,99,154,46,794,0.3025,0.2787,0.1387,0.2157,0.0644,2.4608
10000,68,155,95,197,59,777,0.1185,0.2700,0.1655,0.3432,0.1028,3.0418
11000,26,92,99,248,78,675,0.0479,0.1694,0.1823,0.4567,0.1436,3.4788
12000,28,108,134,310,115,598,0.0403,0.1554,0.1928,0.4460,0.1655,3.5410
13000,16,116,162,374,160,626,0.0193,0.1401,0.1957,0.4517,0.1932,3.6594
14000,29,110,189,418,189,657,0.0310,0.1176,0.2021,0.4471,0.2021,3.6717
15000,37,87,168,457,215,714,0.0384,0.0902,0.1743,0.4741,0.2230,3.7531
16000,9,57,172,450,241,676,0.0097,0.0614,0.1851,0.4844,0.2594,3.9225
17000,2,30,182,495,274,614,0.0020,0.0305,0.1851,0.5036,0.2787,4.0264
18000,8,23,177,567,307,552,0.0074,0.0213,0.1636,0.5240,0.2837,4.0555
19000,2,13,168,627,340,549,0.0017,0.0113,0.1461,0.5452,0.2957,4.1217
20000,0,9,183,655,368,513,0.0000,0.0074,0.1506,0.5391,0.3029,4.1374
21000,0,10,176,694,412,500,0.0000,0.0077,0.1362,0.5372,0.3189,4.1672
22000,4,17,167,723,461,467,0.0029,0.0124,0.1217,0.5270,0.3360,4.1808
23000,4,19,149,738,490,468,0.0029,0.0136,0.1064,0.5271,0.3500,4.2079
24000,6,9,153,761,509,433,0.0042,0.0063,0.1064,0.5292,0.3540,4.2225
25000,1,6,150,774,521,421,0.0007,0.0041,0.1033,0.5331,0.3588,4.2452
26000,0,9,116,794,556,385,0.0000,0.0061,0.0786,0.5383,0.3769,4.2861
27000,0,6,92,793,598,388,0.0000,0.0040,0.0618,0.5326,0.4016,4.3318
28000,0,2,78,819,639,356,0.0000,0.0013,0.0507,0.5325,0.4155,4.3622
29000,0,9,77,798,703,317,0.0000,0.0057,0.0485,0.5028,0.4430,4.3831
30000,0,10,81,760,761,309,0.0000,0.0062,0.0502,0.4715,0.4721,4.4094
31000,1,10,73,765,829,243,0.0006,0.0060,0.0435,0.4559,0.4940,4.4368
32000,0,11,79,791,888,188,0.0000,0.0062,0.0447,0.4471,0.5020,4.4449
33000,0,13,79,773,927,189,0.0000,0.0073,0.0441,0.4314,0.5173,4.4587
34000,0,9,85,780,961,153,0.0000,0.0049,0.0463,0.4251,0.5237,4.4676
35000,0,8,94,784,995,105,0.0000,0.0043,0.0500,0.4168,0.5290,4.4705
36000,1,8,91,780,1037,104,0.0005,0.0042,0.0475,0.4069,0.5409,4.4836
37000,0,8,80,753,1094,82,0.0000,0.0041,0.0413,0.3891,0.5654,4.5158
