step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,468,291,139,48,34,0,0.4776,0.2969,0.1418,0.0490,0.0347,1.8663,17,7,2,2,0,28,1.6071
2000,954,519,264,142,81,0,0.4867,0.2648,0.1347,0.0724,0.0413,1.9168,23,11,5,3,0,42,1.7143
3000,1056,512,255,124,49,0,0.5291,0.2565,0.1278,0.0621,0.0245,1.7966,24,17,5,5,0,51,1.8235
4000,1131,509,218,95,35,0,0.5689,0.2560,0.1097,0.0478,0.0176,1.6891,25,19,7,7,2,60,2.0333
5000,1209,514,184,61,10,0,0.6112,0.2599,0.0930,0.0308,0.0051,1.5586,31,19,9,7,3,69,2.0145
6000,1306,489,130,39,7,0,0.6626,0.2481,0.0660,0.0198,0.0036,1.4536,35,21,10,7,4,77,2.0130
7000,1389,461,99,16,2,0,0.7062,0.2344,0.0503,0.0081,0.0010,1.3635,35,24,10,7,4,80,2.0125
8000,1457,431,63,7,2,0,0.7434,0.2199,0.0321,0.0036,0.0010,1.2990,42,25,9,7,4,87,1.9195
9000,1526,385,37,1,0,0,0.7830,0.1975,0.0190,0.0005,0.0000,1.2370,51,27,9,7,4,98,1.8367
10000,1588,325,21,1,0,0,0.8207,0.1680,0.0109,0.0005,0.0000,1.1912,60,30,10,7,4,111,1.7838
11000,1651,265,16,0,0,0,0.8546,0.1372,0.0083,0.0000,0.0000,1.1537,62,33,9,7,4,115,1.7652
12000,1708,212,8,0,0,0,0.8859,0.1100,0.0041,0.0000,0.0000,1.1183,69,30,9,7,4,119,1.7143
13000,1743,186,4,0,1,0,0.9012,0.0962,0.0021,0.0000,0.0005,1.1024,66,31,8,5,3,113,1.6549
14000,1770,158,6,0,0,0,0.9152,0.0817,0.0031,0.0000,0.0000,1.0879,69,30,8,4,3,114,1.6140
15000,1788,139,5,0,0,0,0.9255,0.0719,0.0026,0.0000,0.0000,1.0771,73,28,8,4,3,116,1.5862
16000,1811,113,3,0,0,0,0.9398,0.0586,0.0016,0.0000,0.0000,1.0618,79,27,7,4,3,120,1.5417
17000,1830,96,1,0,0,0,0.9497,0.0498,0.0005,0.0000,0.0000,1.0509,80,27,7,4,3,121,1.5372
18000,1830,90,0,0,0,0,0.9531,0.0469,0.0000,0.0000,0.0000,1.0469,90,24,7,4,3,128,1.4844
19000,1835,81,1,0,0,0,0.9572,0.0423,0.0005,0.0000,0.0000,1.0433,94,23,7,4,3,131,1.4656
20000,1832,75,3,0,0,0,0.9592,0.0393,0.0016,0.0000,0.0000,1.0424,102,23,5,4,3,137,1.4161
21000,1846,60,2,0,0,0,0.9675,0.0314,0.0010,0.0000,0.0000,1.0335,107,21,4,4,3,139,1.3813
22000,1835,66,1,0,0,0,0.9648,0.0347,0.0005,0.0000,0.0000,1.0358,114,21,4,3,3,145,1.3448
23000,1828,76,0,0,1,0,0.9596,0.0399,0.0000,0.0000,0.0005,1.0420,113,20,4,3,2,142,1.3169
24000,1832,70,0,0,0,0,0.9632,0.0368,0.0000,0.0000,0.0000,1.0368,115,21,4,3,2,145,1.3172
25000,1839,65,0,0,0,0,0.9659,0.0341,0.0000,0.0000,0.0000,1.0341,115,19,4,3,2,143,1.3077
26000,1850,52,0,0,1,0,0.9721,0.0273,0.0000,0.0000,0.0005,1.0294,117,19,4,3,2,145,1.3034
