step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,541,260,123,38,46,1,0.5367,0.2579,0.1220,0.0377,0.0456,1.7976
2000,1037,550,268,69,80,2,0.5175,0.2745,0.1337,0.0344,0.0399,1.8049
3000,673,496,276,68,77,309,0.4233,0.3119,0.1736,0.0428,0.0484,1.9811
4000,435,429,280,80,79,462,0.3338,0.3292,0.2149,0.0614,0.0606,2.1857
5000,361,311,262,80,107,571,0.3220,0.2774,0.2337,0.0714,0.0955,2.3408
6000,259,253,225,100,128,673,0.2684,0.2622,0.2332,0.1036,0.1326,2.5699
7000,199,184,199,100,160,731,0.2363,0.2185,0.2363,0.1188,0.1900,2.8076
8000,104,125,218,107,195,801,0.1389,0.1669,0.2911,0.1429,0.2603,3.2190
9000,38,59,184,132,218,758,0.0602,0.0935,0.2916,0.2092,0.3455,3.6862
10000,18,49,189,174,289,632,0.0250,0.0682,0.2629,0.2420,0.4019,3.9277
11000,17,61,210,254,341,564,0.0193,0.0691,0.2378,0.2877,0.3862,3.9524
12000,10,77,245,313,373,576,0.0098,0.0756,0.2407,0.3075,0.3664,3.9450
13000,11,56,228,341,414,590,0.0105,0.0533,0.2171,0.3248,0.3943,4.0390
14000,14,59,219,372,450,578,0.0126,0.0530,0.1966,0.3339,0.4039,4.0637
15000,7,51,174,425,495,582,0.0061,0.0443,0.1510,0.3689,0.4297,4.1719
16000,1,48,150,470,550,514,0.0008,0.0394,0.1231,0.3856,0.4512,4.2469
17000,1,38,138,522,603,489,0.0008,0.0292,0.1060,0.4009,0.4631,4.2965
18000,1,48,157,560,629,423,0.0007,0.0344,0.1125,0.4014,0.4509,4.2674
19000,0,42,137,585,667,413,0.0000,0.0294,0.0957,0.4088,0.4661,4.3117
20000,1,30,144,590,699,414,0.0007,0.0205,0.0984,0.4030,0.4775,4.3361
21000,0,26,128,582,758,376,0.0000,0.0174,0.0857,0.3896,0.5074,4.3869
22000,0,21,123,604,798,349,0.0000,0.0136,0.0796,0.3907,0.5162,4.4094
23000,0,8,113,658,840,281,0.0000,0.0049,0.0698,0.4064,0.5188,4.4392
24000,1,7,89,695,902,254,0.0006,0.0041,0.0525,0.4103,0.5325,4.4699
25000,0,7,68,676,928,259,0.0000,0.0042,0.0405,0.4026,0.5527,4.5039
26000,2,4,65,730,1022,161,0.0011,0.0022,0.0357,0.4004,0.5606,4.5173
27000,0,5,58,686,1058,169,0.0000,0.0028,0.0321,0.3796,0.5855,4.5479
28000,0,6,65,693,1104,139,0.0000,0.0032,0.0348,0.3710,0.5910,4.5498
29000,0,6,63,676,1138,127,0.0000,0.0032,0.0335,0.3590,0.6044,4.5645
30000,0,8,60,721,1147,83,0.0000,0.0041,0.0310,0.3724,0.5925,4.5532
31000,0,3,63,716,1210,40,0.0000,0.0015,0.0316,0.3594,0.6074,4.5728
32000,0,3,62,685,1238,37,0.0000,0.0015,0.0312,0.3446,0.6227,4.5885
33000,0,2,56,686,1247,38,0.0000,0.0010,0.0281,0.3446,0.6263,4.5962
34000,2,2,77,737,1227,1,0.0010,0.0010,0.0377,0.3604,0.6000,4.5575
35000,2,2,98,749,1193,1,0.0010,0.0010,0.0479,0.3664,0.5837,4.5308
36000,6,6,109,788,1132,1,0.0029,0.0029,0.0534,0.3861,0.5546,4.4865
37000,11,10,133,809,1082,1,0.0054,0.0049,0.0650,0.3956,0.5291,4.4381
38000,12,15,155,850,1011,1,0.0059,0.0073,0.0759,0.4161,0.4949,4.3867
39000,19,23,177,850,974,1,0.0093,0.0113,0.0866,0.4161,0.4767,4.3397
40000,24,25,185,844,949,14,0.0118,0.0123,0.0913,0.4164,0.4682,4.3167
41000,33,34,177,838,945,14,0.0163,0.0168,0.0873,0.4134,0.4662,4.2965
42000,44,30,177,880,914,1,0.0215,0.0147,0.0866,0.4303,0.4469,4.2665
43000,18,35,178,873,908,31,0.0089,0.0174,0.0885,0.4339,0.4513,4.3012
44000,20,26,172,876,909,32,0.0100,0.0130,0.0859,0.4373,0.4538,4.3120
45000,19,31,175,872,908,29,0.0095,0.0155,0.0873,0.4349,0.4529,4.3062
46000,16,31,173,870,929,20,0.0079,0.0154,0.0857,0.4309,0.4601,4.3200
47000,19,37,182,894,894,14,0.0094,0.0183,0.0898,0.4413,0.4413,4.2868
48000,23,37,196,910,861,13,0.0113,0.0183,0.0967,0.4489,0.4248,4.2575
49000,32,52,213,926,822,1,0.0156,0.0254,0.1042,0.4528,0.4020,4.2000
50000,40,70,252,954,730,1,0.0196,0.0342,0.1232,0.4663,0.3568,4.1065
51000,53,84,279,965,663,1,0.0259,0.0411,0.1365,0.4721,0.3244,4.0279
52000,62,113,308,974,586,1,0.0303,0.0553,0.1508,0.4767,0.2868,3.9344
53000,81,130,354,965,516,1,0.0396,0.0635,0.1730,0.4717,0.2522,3.8333
54000,104,147,374,942,478,1,0.0509,0.0719,0.1829,0.4606,0.2337,3.7545
55000,96,117,355,893,488,69,0.0493,0.0600,0.1821,0.4582,0.2504,3.8004
56000,91,100,334,899,521,64,0.0468,0.0514,0.1717,0.4622,0.2679,3.8530
57000,82,95,293,875,552,111,0.0432,0.0501,0.1545,0.4613,0.2910,3.9067
58000,49,91,282,871,604,110,0.0258,0.0480,0.1487,0.4591,0.3184,3.9963
59000,38,76,262,851,622,143,0.0206,0.0411,0.1417,0.4602,0.3364,4.0508
60000,37,69,249,858,654,129,0.0198,0.0370,0.1334,0.4596,0.3503,4.0836
61000,30,52,245,835,665,164,0.0164,0.0285,0.1341,0.4570,0.3640,4.1237
62000,29,38,231,827,714,142,0.0158,0.0207,0.1256,0.4497,0.3883,4.1740
63000,28,21,194,808,750,182,0.0155,0.0117,0.1077,0.4486,0.4164,4.2388
64000,29,22,176,773,782,194,0.0163,0.0123,0.0988,0.4338,0.4388,4.2666
65000,22,23,163,760,848,167,0.0121,0.0127,0.0898,0.4185,0.4670,4.3155
66000,5,15,153,739,884,178,0.0028,0.0084,0.0852,0.4115,0.4922,4.3820
67000,2,10,146,736,933,168,0.0011,0.0055,0.0799,0.4028,0.5107,4.4165
68000,3,11,132,749,958,141,0.0016,0.0059,0.0712,0.4042,0.5170,4.4290
69000,2,11,120,786,997,95,0.0010,0.0057,0.0626,0.4102,0.5204,4.4431
70000,1,6,121,779,1028,84,0.0005,0.0031,0.0625,0.4026,0.5313,4.4610
71000,2,8,111,783,1056,73,0.0010,0.0041,0.0566,0.3995,0.5388,4.4709
72000,2,6,93,760,1107,48,0.0010,0.0030,0.0473,0.3862,0.5625,4.5061
73000,2,3,83,767,1145,32,0.0010,0.0015,0.0415,0.3835,0.5725,4.5250
74000,2,3,89,763,1151,26,0.0010,0.0015,0.0443,0.3800,0.5732,4.5229
75000,4,1,81,766,1135,42,0.0020,0.0005,0.0408,0.3855,0.5712,4.5234
76000,4,1,83,767,1160,26,0.0020,0.0005,0.0412,0.3806,0.5757,4.5275
77000,5,1,90,750,1163,28,0.0025,0.0005,0.0448,0.3733,0.5789,4.5256
78000,5,5,95,778,1158,1,0.0024,0.0024,0.0465,0.3812,0.5674,4.5086
79000,8,10,138,796,1090,1,0.0039,0.0049,0.0676,0.3898,0.5338,4.4447
80000,10,13,158,811,1050,1,0.0049,0.0064,0.0774,0.3972,0.5142,4.4094
81000,11,18,183,848,984,1,0.0054,0.0088,0.0895,0.4149,0.4814,4.3581
82000,17,22,203,889,914,1,0.0083,0.0108,0.0993,0.4347,0.4469,4.3012
83000,30,35,235,896,849,1,0.0147,0.0171,0.1149,0.4381,0.4152,4.2220
84000,35,28,243,901,824,10,0.0172,0.0138,0.1196,0.4436,0.4057,4.2068
85000,42,37,288,895,782,1,0.0205,0.0181,0.1409,0.4379,0.3826,4.1438
86000,49,50,343,914,691,1,0.0239,0.0244,0.1676,0.4465,0.3376,4.0493
87000,39,64,334,888,689,15,0.0194,0.0318,0.1658,0.4409,0.3421,4.0546
88000,42,80,365,907,650,1,0.0205,0.0391,0.1786,0.4437,0.3180,3.9995
89000,54,112,416,895,570,1,0.0264,0.0547,0.2032,0.4372,0.2785,3.8867
90000,63,140,450,887,504,1,0.0308,0.0685,0.2202,0.4340,0.2466,3.7970
91000,74,148,487,883,453,1,0.0362,0.0724,0.2381,0.4318,0.2215,3.7301
92000,98,178,506,860,404,1,0.0479,0.0870,0.2473,0.4203,0.1975,3.6325
93000,123,208,548,834,334,1,0.0601,0.1016,0.2677,0.4074,0.1632,3.5120
94000,145,245,597,788,270,1,0.0709,0.1198,0.2919,0.3853,0.1320,3.3878
95000,90,221,548,779,265,105,0.0473,0.1161,0.2880,0.4094,0.1393,3.4771
96000,81,166,523,781,277,160,0.0443,0.0908,0.2861,0.4272,0.1515,3.5509
97000,77,147,484,794,300,176,0.0427,0.0816,0.2686,0.4406,0.1665,3.6065
98000,73,143,447,766,309,250,0.0420,0.0823,0.2572,0.4407,0.1778,3.6300
99000,55,125,396,727,331,294,0.0337,0.0765,0.2424,0.4449,0.2026,3.7062
100000,30,97,340,745,360,351,0.0191,0.0617,0.2163,0.4739,0.2290,3.8321
101000,28,70,303,735,400,353,0.0182,0.0456,0.1973,0.4785,0.2604,3.9173
102000,22,61,276,751,435,342,0.0142,0.0395,0.1786,0.4861,0.2816,3.9812
103000,11,47,249,734,469,378,0.0073,0.0311,0.1649,0.4861,0.3106,4.0616
104000,12,34,209,746,514,369,0.0079,0.0224,0.1380,0.4924,0.3393,4.1327
105000,7,24,188,753,556,348,0.0046,0.0157,0.1230,0.4928,0.3639,4.1957
106000,3,18,151,747,605,369,0.0020,0.0118,0.0991,0.4902,0.3970,4.2684
107000,0,14,124,744,647,345,0.0000,0.0092,0.0811,0.4866,0.4232,4.3237
108000,0,8,112,787,692,309,0.0000,0.0050,0.0700,0.4922,0.4328,4.3527
109000,1,7,115,809,730,263,0.0006,0.0042,0.0692,0.4868,0.4392,4.3598
