step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,570,221,113,69,37,0,0.5644,0.2188,0.1119,0.0683,0.0366,1.7941
2000,1026,489,257,152,82,0,0.5115,0.2438,0.1281,0.0758,0.0409,1.8908
3000,1189,493,226,101,39,0,0.5806,0.2407,0.1104,0.0493,0.0190,1.6855
4000,1378,445,168,43,14,0,0.6729,0.2173,0.0820,0.0210,0.0068,1.4717
5000,1598,366,73,10,1,0,0.7803,0.1787,0.0356,0.0049,0.0005,1.2666
6000,1903,140,5,0,0,0,0.9292,0.0684,0.0024,0.0000,0.0000,1.0732
7000,1663,1,1,4,0,289,0.9964,0.0006,0.0006,0.0024,0.0000,1.0090
8000,1206,2,3,12,0,463,0.9861,0.0016,0.0025,0.0098,0.0000,1.0360
9000,836,21,38,34,3,555,0.8970,0.0225,0.0408,0.0365,0.0032,1.2264
10000,541,42,72,56,11,663,0.7493,0.0582,0.0997,0.0776,0.0152,1.5512
11000,251,42,102,82,18,767,0.5071,0.0848,0.2061,0.1657,0.0364,2.1394
12000,60,62,161,110,28,794,0.1425,0.1473,0.3824,0.2613,0.0665,2.9620
13000,56,101,193,139,41,733,0.1057,0.1906,0.3642,0.2623,0.0774,3.0151
14000,68,85,202,150,61,725,0.1201,0.1502,0.3569,0.2650,0.1078,3.0901
15000,41,71,191,166,70,734,0.0761,0.1317,0.3544,0.3080,0.1299,3.2839
16000,57,56,177,194,93,734,0.0988,0.0971,0.3068,0.3362,0.1612,3.3640
17000,49,61,191,257,123,712,0.0720,0.0896,0.2805,0.3774,0.1806,3.5051
18000,23,84,211,309,163,681,0.0291,0.1063,0.2671,0.3911,0.2063,3.6392
19000,19,71,207,341,213,669,0.0223,0.0834,0.2432,0.4007,0.2503,3.7732
20000,2,48,230,395,252,648,0.0022,0.0518,0.2481,0.4261,0.2718,3.9137
21000,3,56,231,414,285,602,0.0030,0.0566,0.2336,0.4186,0.2882,3.9323
22000,23,66,225,458,335,550,0.0208,0.0596,0.2033,0.4137,0.3026,3.9178
23000,7,59,210,495,386,589,0.0061,0.0510,0.1815,0.4278,0.3336,4.0320
24000,3,35,200,485,439,575,0.0026,0.0301,0.1721,0.4174,0.3778,4.1377
25000,9,24,183,510,459,550,0.0076,0.0203,0.1544,0.4304,0.3873,4.1696
26000,14,14,158,566,513,516,0.0111,0.0111,0.1249,0.4474,0.4055,4.2253
27000,3,7,142,597,557,497,0.0023,0.0054,0.1087,0.4571,0.4265,4.3002
28000,0,10,125,591,608,469,0.0000,0.0075,0.0937,0.4430,0.4558,4.3471
29000,0,10,132,601,666,423,0.0000,0.0071,0.0937,0.4265,0.4727,4.3648
30000,1,7,117,637,726,403,0.0007,0.0047,0.0786,0.4281,0.4879,4.3978
31000,0,4,103,638,791,362,0.0000,0.0026,0.0671,0.4154,0.5150,4.4427
32000,1,5,104,662,827,320,0.0006,0.0031,0.0650,0.4140,0.5172,4.4440
33000,1,5,83,653,891,283,0.0006,0.0031,0.0508,0.3999,0.5456,4.4868
34000,1,6,70,694,943,223,0.0006,0.0035,0.0408,0.4049,0.5502,4.5006
35000,1,3,78,691,1002,201,0.0006,0.0017,0.0439,0.3893,0.5645,4.5155
36000,1,2,72,686,1057,163,0.0006,0.0011,0.0396,0.3773,0.5814,4.5380
37000,1,3,69,663,1131,122,0.0005,0.0016,0.0370,0.3551,0.6058,4.5640
38000,1,4,69,653,1189,88,0.0005,0.0021,0.0360,0.3408,0.6206,4.5788
39000,2,6,69,665,1209,68,0.0010,0.0031,0.0354,0.3409,0.6197,4.5751
40000,4,8,69,671,1238,35,0.0020,0.0040,0.0347,0.3372,0.6221,4.5734
41000,5,9,83,698,1250,0,0.0024,0.0044,0.0406,0.3413,0.6112,4.5545
42000,6,12,127,739,1159,0,0.0029,0.0059,0.0622,0.3617,0.5673,4.4846
43000,12,22,156,745,1111,0,0.0059,0.0108,0.0762,0.3641,0.5430,4.4277
44000,20,29,198,780,1017,0,0.0098,0.0142,0.0969,0.3816,0.4976,4.3430
45000,31,49,231,815,918,0,0.0152,0.0240,0.1130,0.3987,0.4491,4.2427
46000,44,73,269,842,818,0,0.0215,0.0357,0.1315,0.4115,0.3998,4.1325
47000,58,86,303,841,758,0,0.0283,0.0420,0.1481,0.4110,0.3705,4.0533
48000,72,101,331,863,679,0,0.0352,0.0494,0.1618,0.4218,0.3319,3.9658
49000,96,127,370,855,594,0,0.0470,0.0622,0.1812,0.4187,0.2909,3.8443
50000,124,163,413,827,515,0,0.0607,0.0798,0.2023,0.4050,0.2522,3.7081
51000,156,201,457,795,437,0,0.0762,0.0982,0.2234,0.3886,0.2136,3.5650
52000,202,247,480,756,361,0,0.0987,0.1207,0.2346,0.3695,0.1764,3.4042
53000,256,289,490,718,291,0,0.1252,0.1414,0.2397,0.3513,0.1424,3.2441
54000,320,331,511,666,220,0,0.1562,0.1616,0.2495,0.3252,0.1074,3.0659
55000,334,326,489,636,188,55,0.1693,0.1652,0.2478,0.3224,0.0953,3.0091
56000,281,287,475,610,192,146,0.1523,0.1556,0.2575,0.3306,0.1041,3.0786
57000,229,217,458,637,200,216,0.1315,0.1246,0.2631,0.3659,0.1149,3.2079
58000,201,162,447,637,210,273,0.1213,0.0978,0.2698,0.3844,0.1267,3.2975
59000,197,143,411,635,252,267,0.1203,0.0873,0.2509,0.3877,0.1538,3.3675
60000,195,136,398,642,279,298,0.1182,0.0824,0.2412,0.3891,0.1691,3.4085
61000,178,120,366,616,316,303,0.1115,0.0752,0.2293,0.3860,0.1980,3.4837
62000,154,122,324,622,348,328,0.0981,0.0777,0.2064,0.3962,0.2217,3.5656
63000,118,98,259,612,351,418,0.0821,0.0682,0.1801,0.4256,0.2441,3.6815
64000,92,84,252,626,390,400,0.0637,0.0582,0.1745,0.4335,0.2701,3.7881
65000,53,76,243,654,415,420,0.0368,0.0527,0.1686,0.4539,0.2880,3.9035
66000,42,55,249,694,422,396,0.0287,0.0376,0.1703,0.4747,0.2886,3.9569
67000,42,48,252,681,427,437,0.0290,0.0331,0.1738,0.4697,0.2945,3.9676
68000,36,56,209,666,469,413,0.0251,0.0390,0.1455,0.4638,0.3266,4.0279
69000,37,45,161,670,518,425,0.0259,0.0314,0.1125,0.4682,0.3620,4.1090
70000,30,36,134,659,570,419,0.0210,0.0252,0.0938,0.4612,0.3989,4.1917
71000,10,14,102,692,598,451,0.0071,0.0099,0.0720,0.4887,0.4223,4.3093
72000,0,8,100,714,671,359,0.0000,0.0054,0.0670,0.4782,0.4494,4.3717
73000,0,1,90,783,714,305,0.0000,0.0006,0.0567,0.4931,0.4496,4.3917
74000,0,1,76,810,763,255,0.0000,0.0006,0.0461,0.4909,0.4624,4.4152
75000,0,2,85,804,831,233,0.0000,0.0012,0.0494,0.4669,0.4826,4.4309
76000,0,3,77,827,888,179,0.0000,0.0017,0.0429,0.4607,0.4947,4.4485
77000,0,4,78,817,906,172,0.0000,0.0022,0.0432,0.4526,0.5019,4.4543
78000,0,6,79,839,949,132,0.0000,0.0032,0.0422,0.4479,0.5067,4.4581
79000,0,5,81,822,974,132,0.0000,0.0027,0.0430,0.4368,0.5175,4.4692
80000,0,4,93,788,1022,99,0.0000,0.0021,0.0488,0.4132,0.5359,4.4830
81000,0,5,102,799,1069,52,0.0000,0.0025,0.0516,0.4046,0.5413,4.4846
82000,0,4,104,805,1096,27,0.0000,0.0020,0.0518,0.4007,0.5455,4.4898
83000,0,5,119,794,1115,7,0.0000,0.0025,0.0585,0.3906,0.5485,4.4850
84000,1,10,129,812,1090,0,0.0005,0.0049,0.0632,0.3976,0.5338,4.4594
85000,2,11,149,843,1041,0,0.0010,0.0054,0.0728,0.4120,0.5088,4.4223
86000,7,17,203,856,959,0,0.0034,0.0083,0.0994,0.4192,0.4696,4.3433
87000,12,25,261,859,889,0,0.0059,0.0122,0.1276,0.4198,0.4345,4.2649
88000,17,39,297,878,813,0,0.0083,0.0191,0.1453,0.4295,0.3977,4.1893
89000,22,51,339,910,724,0,0.0108,0.0249,0.1657,0.4448,0.3539,4.1061
90000,29,75,384,916,642,0,0.0142,0.0367,0.1877,0.4477,0.3138,4.0103
91000,37,100,425,915,567,0,0.0181,0.0489,0.2079,0.4477,0.2774,3.9173
92000,48,130,463,908,495,0,0.0235,0.0636,0.2265,0.4442,0.2422,3.8180
93000,75,160,511,865,435,0,0.0367,0.0782,0.2498,0.4228,0.2126,3.6965
94000,95,189,559,844,359,0,0.0464,0.0924,0.2732,0.4125,0.1755,3.5782
95000,126,228,577,797,316,0,0.0616,0.1115,0.2823,0.3899,0.1546,3.4643
96000,152,274,617,752,253,0,0.0742,0.1338,0.3013,0.3672,0.1235,3.3320
97000,195,325,624,699,203,0,0.0953,0.1588,0.3050,0.3416,0.0992,3.1906
98000,230,375,649,625,167,0,0.1124,0.1833,0.3172,0.3055,0.0816,3.0606
99000,293,411,669,546,127,0,0.1432,0.2009,0.3270,0.2669,0.0621,2.9037
100000,344,483,676,459,86,0,0.1680,0.2358,0.3301,0.2241,0.0420,2.7363
101000,409,522,689,368,58,0,0.1999,0.2551,0.3368,0.1799,0.0283,2.5816
102000,485,587,643,294,37,0,0.2370,0.2869,0.3143,0.1437,0.0181,2.4189
103000,443,548,583,267,22,134,0.2378,0.2941,0.3129,0.1433,0.0118,2.3972
104000,327,470,530,289,41,245,0.1973,0.2836,0.3199,0.1744,0.0247,2.5456
105000,198,413,488,291,72,375,0.1354,0.2825,0.3338,0.1990,0.0492,2.7442
106000,149,333,456,330,91,428,0.1096,0.2450,0.3355,0.2428,0.0670,2.9124
107000,104,275,460,359,112,479,0.0794,0.2099,0.3511,0.2740,0.0855,3.0763
108000,71,241,430,368,143,481,0.0567,0.1923,0.3432,0.2937,0.1141,3.2163
109000,55,190,429,429,177,475,0.0430,0.1484,0.3352,0.3352,0.1383,3.3773
110000,37,163,352,476,199,537,0.0302,0.1328,0.2869,0.3879,0.1622,3.5192
111000,26,127,321,515,223,547,0.0215,0.1048,0.2649,0.4249,0.1840,3.6452
112000,15,79,286,540,247,596,0.0129,0.0677,0.2451,0.4627,0.2117,3.7926
113000,5,54,236,562,257,618,0.0045,0.0485,0.2118,0.5045,0.2307,3.9084
114000,4,35,205,597,284,604,0.0036,0.0311,0.1822,0.5307,0.2524,3.9973
115000,2,19,226,618,313,574,0.0017,0.0161,0.1919,0.5246,0.2657,4.0365
116000,1,26,200,651,334,554,0.0008,0.0215,0.1650,0.5371,0.2756,4.0652
117000,1,18,206,701,357,518,0.0008,0.0140,0.1606,0.5464,0.2783,4.0873
118000,2,13,186,744,391,475,0.0015,0.0097,0.1392,0.5569,0.2927,4.1295
119000,3,9,161,781,430,460,0.0022,0.0065,0.1163,0.5643,0.3107,4.1749
120000,4,2,124,753,478,489,0.0029,0.0015,0.0911,0.5533,0.3512,4.2483
121000,3,1,102,785,506,438,0.0021,0.0007,0.0730,0.5619,0.3622,4.2813
