step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung
1000,545,239,143,63,18,0,0.5407,0.2371,0.1419,0.0625,0.0179,1.7798
2000,999,539,275,144,51,0,0.4975,0.2684,0.1370,0.0717,0.0254,1.8591
3000,1161,549,207,105,26,0,0.5669,0.2681,0.1011,0.0513,0.0127,1.6748
4000,1363,501,132,43,7,1,0.6662,0.2449,0.0645,0.0210,0.0034,1.4506
5000,1620,352,63,12,0,0,0.7914,0.1720,0.0308,0.0059,0.0000,1.2511
6000,1950,95,2,0,0,0,0.9526,0.0464,0.0010,0.0000,0.0000,1.0484
7000,1622,1,1,0,0,312,0.9988,0.0006,0.0006,0.0000,0.0000,1.0018
8000,1114,9,4,3,0,585,0.9858,0.0080,0.0035,0.0027,0.0000,1.0230
9000,722,5,19,12,3,686,0.9488,0.0066,0.0250,0.0158,0.0039,1.1196
10000,396,28,44,23,18,757,0.7780,0.0550,0.0864,0.0452,0.0354,1.5049
11000,142,53,63,34,39,797,0.4290,0.1601,0.1903,0.1027,0.1178,2.3202
12000,37,85,94,73,68,717,0.1036,0.2381,0.2633,0.2045,0.1905,3.1401
13000,98,143,134,96,99,660,0.1719,0.2509,0.2351,0.1684,0.1737,2.9211
14000,68,144,173,112,115,721,0.1111,0.2353,0.2827,0.1830,0.1879,3.1013
15000,36,127,186,127,157,736,0.0569,0.2006,0.2938,0.2006,0.2480,3.3823
16000,51,102,200,171,217,723,0.0688,0.1377,0.2699,0.2308,0.2928,3.5412
17000,40,74,203,185,265,746,0.0522,0.0965,0.2647,0.2412,0.3455,3.7314
18000,40,84,178,214,307,742,0.0486,0.1021,0.2163,0.2600,0.3730,3.8068
19000,12,38,174,249,361,714,0.0144,0.0456,0.2086,0.2986,0.4329,4.0899
20000,13,38,176,292,431,648,0.0137,0.0400,0.1853,0.3074,0.4537,4.1474
21000,9,42,174,349,500,554,0.0084,0.0391,0.1620,0.3250,0.4655,4.2002
22000,9,53,159,387,560,557,0.0077,0.0454,0.1361,0.3313,0.4795,4.2295
23000,26,37,149,399,606,556,0.0214,0.0304,0.1224,0.3279,0.4979,4.2506
24000,5,19,136,422,665,511,0.0040,0.0152,0.1091,0.3384,0.5333,4.3817
25000,2,18,157,465,729,425,0.0015,0.0131,0.1145,0.3392,0.5317,4.3866
26000,4,27,134,514,781,400,0.0027,0.0185,0.0918,0.3521,0.5349,4.3979
27000,0,9,129,535,832,355,0.0000,0.0060,0.0857,0.3555,0.5528,4.4551
28000,0,15,112,548,894,341,0.0000,0.0096,0.0714,0.3493,0.5698,4.4793
29000,2,21,115,554,964,284,0.0012,0.0127,0.0694,0.3345,0.5821,4.4837
30000,1,14,114,530,1013,270,0.0006,0.0084,0.0682,0.3170,0.6059,4.5191
31000,6,14,110,529,1061,225,0.0035,0.0081,0.0640,0.3076,0.6169,4.5262
32000,2,11,115,543,1125,189,0.0011,0.0061,0.0640,0.3023,0.6264,4.5468
33000,2,8,102,557,1149,154,0.0011,0.0044,0.0561,0.3064,0.6320,4.5638
34000,3,9,113,556,1204,127,0.0016,0.0048,0.0599,0.2950,0.6387,4.5645
35000,4,7,102,571,1220,99,0.0021,0.0037,0.0536,0.2999,0.6408,4.5735
36000,6,7,96,582,1287,48,0.0030,0.0035,0.0485,0.2942,0.6507,4.5859
37000,5,12,109,608,1288,16,0.0025,0.0059,0.0539,0.3007,0.6370,4.5638
38000,7,20,124,638,1255,0,0.0034,0.0098,0.0607,0.3121,0.6140,4.5235
39000,18,31,169,672,1151,0,0.0088,0.0152,0.0828,0.3293,0.5639,4.4243
40000,31,48,224,692,1048,0,0.0152,0.0235,0.1096,0.3387,0.5130,4.3108
41000,47,72,267,699,954,0,0.0231,0.0353,0.1309,0.3428,0.4679,4.1972
42000,60,94,314,696,877,0,0.0294,0.0461,0.1538,0.3410,0.4297,4.0955
43000,77,132,369,672,791,0,0.0377,0.0647,0.1808,0.3293,0.3876,3.9642
44000,119,154,408,658,706,0,0.0582,0.0753,0.1995,0.3218,0.3452,3.8205
45000,161,192,464,623,605,0,0.0787,0.0939,0.2269,0.3046,0.2958,3.6450
46000,205,233,516,573,518,0,0.1002,0.1139,0.2523,0.2802,0.2533,3.4724
47000,210,251,514,555,486,17,0.1042,0.1245,0.2550,0.2753,0.2411,3.4246
48000,239,269,528,524,486,0,0.1168,0.1315,0.2581,0.2561,0.2375,3.3661
49000,312,337,523,480,394,0,0.1525,0.1647,0.2556,0.2346,0.1926,3.1500
50000,398,389,523,422,312,0,0.1947,0.1903,0.2559,0.2065,0.1526,2.9320
51000,325,343,489,378,281,144,0.1790,0.1889,0.2693,0.2081,0.1547,2.9708
52000,311,333,470,407,308,154,0.1700,0.1821,0.2570,0.2225,0.1684,3.0372
53000,288,287,427,402,339,225,0.1652,0.1647,0.2450,0.2306,0.1945,3.1245
54000,260,217,399,383,368,288,0.1598,0.1334,0.2452,0.2354,0.2262,3.2348
55000,230,196,361,379,432,312,0.1439,0.1227,0.2259,0.2372,0.2703,3.3673
56000,191,170,344,392,490,300,0.1204,0.1071,0.2168,0.2470,0.3088,3.5167
57000,139,147,348,439,532,315,0.0866,0.0916,0.2168,0.2735,0.3315,3.6717
58000,94,115,303,446,559,359,0.0620,0.0758,0.1997,0.2940,0.3685,3.8312
59000,43,80,276,455,608,383,0.0294,0.0547,0.1888,0.3112,0.4159,4.0294
60000,6,54,272,447,650,440,0.0042,0.0378,0.1903,0.3128,0.4549,4.1763
61000,3,35,234,468,720,365,0.0021,0.0240,0.1603,0.3205,0.4932,4.2788
62000,4,28,223,476,780,366,0.0026,0.0185,0.1476,0.3150,0.5162,4.3236
63000,1,30,163,496,843,349,0.0007,0.0196,0.1063,0.3235,0.5499,4.4025
64000,0,20,158,525,897,303,0.0000,0.0125,0.0988,0.3281,0.5606,4.4369
65000,0,20,151,538,935,280,0.0000,0.0122,0.0918,0.3273,0.5687,4.4526
66000,2,21,130,543,981,270,0.0012,0.0125,0.0775,0.3238,0.5850,4.4788
67000,1,16,117,527,1034,242,0.0006,0.0094,0.0690,0.3109,0.6100,4.5204
68000,2,21,117,546,1098,191,0.0011,0.0118,0.0656,0.3061,0.6155,4.5230
69000,0,9,111,527,1141,178,0.0000,0.0050,0.0621,0.2947,0.6381,4.5660
70000,0,11,114,529,1193,139,0.0000,0.0060,0.0617,0.2864,0.6459,4.5723
71000,0,13,118,538,1267,82,0.0000,0.0067,0.0610,0.2779,0.6544,4.5801
72000,1,13,108,542,1297,62,0.0005,0.0066,0.0551,0.2764,0.6614,4.5915
73000,1,18,114,561,1337,8,0.0005,0.0089,0.0561,0.2762,0.6583,4.5830
74000,10,31,141,595,1269,0,0.0049,0.0152,0.0689,0.2908,0.6202,4.5064
75000,17,47,193,611,1179,0,0.0083,0.0230,0.0943,0.2985,0.5760,4.4108
76000,30,70,227,647,1071,0,0.0147,0.0342,0.1110,0.3164,0.5237,4.3002
77000,39,104,284,654,964,0,0.0191,0.0509,0.1389,0.3198,0.4714,4.1736
78000,60,131,325,652,875,0,0.0294,0.0641,0.1591,0.3191,0.4283,4.0529
79000,65,125,331,637,838,32,0.0326,0.0626,0.1658,0.3191,0.4198,4.0311
80000,59,124,313,641,847,52,0.0297,0.0625,0.1578,0.3231,0.4269,4.0549
81000,60,116,317,645,846,46,0.0302,0.0585,0.1598,0.3251,0.4264,4.0590
82000,60,99,306,642,846,71,0.0307,0.0507,0.1567,0.3287,0.4332,4.0829
83000,55,96,298,608,889,70,0.0283,0.0493,0.1531,0.3124,0.4568,4.1202
84000,55,92,294,627,940,27,0.0274,0.0458,0.1464,0.3123,0.4681,4.1479
85000,46,92,293,625,956,26,0.0229,0.0457,0.1456,0.3106,0.4751,4.1695
86000,52,98,297,621,958,12,0.0257,0.0484,0.1466,0.3065,0.4729,4.1525
87000,46,101,296,624,943,26,0.0229,0.0502,0.1473,0.3104,0.4692,4.1527
88000,44,92,273,616,961,46,0.0222,0.0463,0.1375,0.3102,0.4839,4.1873
89000,25,59,263,633,984,59,0.0127,0.0300,0.1339,0.3223,0.5010,4.2688
90000,24,52,247,631,1006,59,0.0122,0.0265,0.1260,0.3219,0.5133,4.2974
91000,20,51,249,648,1053,10,0.0099,0.0252,0.1232,0.3206,0.5210,4.3177
92000,28,69,283,678,988,0,0.0137,0.0337,0.1383,0.3314,0.4829,4.2361
93000,42,95,326,683,900,0,0.0205,0.0464,0.1593,0.3338,0.4399,4.1261
94000,64,132,371,664,815,0,0.0313,0.0645,0.1813,0.3245,0.3983,3.9941
95000,87,179,429,640,712,0,0.0425,0.0874,0.2096,0.3127,0.3478,3.8359
96000,112,225,462,627,621,0,0.0547,0.1099,0.2257,0.3063,0.3034,3.6937
97000,144,263,508,595,535,0,0.0704,0.1286,0.2484,0.2910,0.2616,3.5447
98000,191,316,530,568,442,0,0.0933,0.1544,0.2589,0.2775,0.2159,3.3683
99000,252,371,548,512,363,0,0.1232,0.1813,0.2678,0.2502,0.1774,3.1774
100000,317,431,584,432,282,0,0.1549,0.2107,0.2854,0.2111,0.1378,2.9663
101000,376,483,594,387,206,0,0.1838,0.2361,0.2903,0.1891,0.1007,2.7869
102000,483,562,561,299,141,0,0.2361,0.2747,0.2742,0.1461,0.0689,2.5371
103000,383,492,499,264,128,185,0.2169,0.2786,0.2826,0.1495,0.0725,2.5821
104000,323,410,445,283,142,255,0.2015,0.2558,0.2776,0.1765,0.0886,2.6949
105000,301,359,423,326,171,306,0.1905,0.2272,0.2677,0.2063,0.1082,2.8146
106000,236,283,379,325,194,414,0.1665,0.1997,0.2675,0.2294,0.1369,2.9704
107000,185,222,352,346,239,437,0.1376,0.1652,0.2619,0.2574,0.1778,3.1726
108000,127,186,349,380,279,425,0.0961,0.1408,0.2642,0.2877,0.2112,3.3770
109000,115,149,320,398,351,458,0.0863,0.1118,0.2401,0.2986,0.2633,3.5409
110000,90,125,293,412,397,500,0.0683,0.0949,0.2225,0.3128,0.3014,3.6841
111000,53,81,296,438,425,508,0.0410,0.0626,0.2289,0.3387,0.3287,3.8515
112000,16,56,272,452,471,527,0.0126,0.0442,0.2147,0.3567,0.3717,4.0308
113000,7,41,242,439,505,547,0.0057,0.0332,0.1961,0.3558,0.4092,4.1297
114000,7,26,214,487,556,482,0.0054,0.0202,0.1659,0.3775,0.4310,4.2085
115000,6,30,197,498,628,446,0.0044,0.0221,0.1450,0.3664,0.4621,4.2597
116000,14,28,177,515,712,417,0.0097,0.0194,0.1224,0.3562,0.4924,4.3022
117000,4,32,157,516,751,404,0.0027,0.0219,0.1075,0.3534,0.5144,4.3548
118000,0,19,144,505,816,382,0.0000,0.0128,0.0970,0.3403,0.5499,4.4272
119000,1,19,132,519,892,336,0.0006,0.0122,0.0845,0.3321,0.5707,4.4600
120000,0,25,135,506,945,311,0.0000,0.0155,0.0838,0.3141,0.5866,4.4718
121000,0,18,123,510,1002,278,0.0000,0.0109,0.0744,0.3085,0.6062,4.5100
122000,2,17,105,516,1065,216,0.0012,0.0100,0.0616,0.3026,0.6246,4.5396
123000,3,20,102,524,1116,196,0.0017,0.0113,0.0578,0.2969,0.6323,4.5467
124000,2,17,98,517,1166,185,0.0011,0.0094,0.0544,0.2872,0.6478,4.5711
125000,2,11,93,507,1219,156,0.0011,0.0060,0.0508,0.2767,0.6654,4.5993
126000,3,8,89,518,1270,118,0.0016,0.0042,0.0471,0.2744,0.6727,4.6123
127000,4,5,91,525,1305,84,0.0021,0.0026,0.0472,0.2720,0.6762,4.6176
