step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,509,129,509,0,0.7978,244,50,360,0,509
2000,a,445,54,445,0,0.8918,285,40,712,0,954
3000,a,368,32,368,0,0.9200,171,13,991,0,1322
4000,a,324,14,324,0,0.9586,29,1,1128,0,1646
5000,a,339,17,339,0,0.9522,33,2,1149,0,1985
6000,a,333,22,333,0,0.9380,39,4,1166,0,2318
7000,a,329,17,329,0,0.9509,33,3,1177,0,2647
8000,a,328,14,328,0,0.9591,46,1,1159,0,2975
9000,a,332,16,332,0,0.9540,37,4,1178,0,3307
10000,a,330,19,330,0,0.9456,33,1,1189,0,3637
11000,a,335,15,335,0,0.9571,41,2,1195,0,3972
12000,a,327,16,327,0,0.9534,26,4,1205,0,4299
13000,a,324,23,324,0,0.9337,35,3,1188,0,4623
14000,a,335,9,335,0,0.9738,27,0,1207,0,4958
15000,a,327,23,327,0,0.9343,41,3,1205,0,5285
16000,a,320,15,320,0,0.9552,27,1,1196,0,5605
17000,a,336,16,336,0,0.9545,37,3,1206,0,5941
18000,a,327,20,327,0,0.9424,44,2,1207,0,6268
19000,a,331,15,331,0,0.9566,41,2,1213,0,6599
20000,a,317,24,317,0,0.9296,31,5,1203,0,6916
21000,a,332,14,332,0,0.9595,32,2,1207,0,7248
22000,a,322,23,322,0,0.9333,30,3,1208,0,7570
23000,a,337,12,337,0,0.9656,36,1,1220,0,7907
24000,a,330,14,330,0,0.9593,33,1,1221,0,8237
25000,a,328,17,328,0,0.9507,33,2,1219,0,8565
26000,a,325,20,325,0,0.9420,41,4,1205,0,8890
27000,a,324,20,324,0,0.9419,31,3,1210,0,9214
28000,a,336,13,336,0,0.9628,41,4,1208,0,9550
29000,a,326,12,326,0,0.9645,38,1,1201,0,9876
30000,a,324,19,324,0,0.9446,42,0,1186,0,10200
31000,b,388,55,0,55,0.8758,101,10,1003,25,10255
32000,b,408,57,0,57,0.8774,127,17,903,59,10312
33000,b,405,72,0,72,0.8491,141,24,840,98,10384
34000,b,388,80,0,80,0.8291,140,30,779,143,10464
35000,b,357,107,0,107,0.7694,137,44,712,203,10571
36000,b,342,118,0,118,0.7435,138,40,650,269,10689
37000,b,317,148,0,148,0.6817,128,46,602,363,10837
38000,b,305,135,0,135,0.6932,102,47,548,431,10972
39000,b,322,130,0,130,0.7124,96,46,500,493,11102
40000,b,270,172,0,172,0.6109,81,45,444,586,11274
41000,b,276,175,0,175,0.6120,73,65,401,657,11449
42000,b,260,164,0,164,0.6132,57,43,363,724,11613
43000,b,218,201,0,201,0.5203,42,37,310,810,11814
44000,b,188,219,0,219,0.4619,36,34,257,884,12033
45000,b,184,225,0,225,0.4499,38,36,223,933,12258
46000,b,146,245,0,245,0.3734,20,39,179,1003,12503
47000,b,102,268,0,268,0.2757,11,31,148,1040,12771
48000,b,93,273,0,273,0.2541,11,32,107,1068,13044
49000,b,73,294,0,294,0.1989,5,37,90,1100,13338
50000,b,64,300,0,300,0.1758,8,40,64,1132,13638
51000,b,47,305,0,305,0.1335,9,41,49,1139,13943
52000,b,45,311,0,311,0.1264,4,49,37,1152,14254
53000,b,39,309,0,309,0.1121,5,33,28,1169,14563
54000,b,32,322,0,322,0.0904,1,41,22,1183,14885
55000,b,27,320,0,320,0.0778,2,31,15,1193,15205
56000,b,28,323,0,323,0.0798,7,32,9,1204,15528
57000,b,18,334,0,334,0.0511,4,36,8,1227,15862
58000,b,14,328,0,328,0.0409,0,44,5,1224,16190
59000,b,21,328,0,328,0.0602,4,41,3,1233,16518
60000,b,17,318,0,318,0.0507,1,43,3,1205,16836
