step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,285,298,285,0,0.4889,78,88,0,0,285
2000,a,246,253,246,0,0.4930,82,82,0,0,531
3000,a,247,249,247,0,0.4980,72,84,0,0,778
4000,a,235,260,235,0,0.4747,63,83,0,0,1013
5000,a,262,247,262,0,0.5147,78,86,0,0,1275
6000,a,252,252,252,0,0.5000,86,86,0,0,1527
7000,a,253,233,253,0,0.5206,69,75,0,0,1780
8000,a,279,234,279,0,0.5439,91,79,0,0,2059
9000,a,247,256,247,0,0.4911,85,91,0,0,2306
10000,a,241,252,241,0,0.4888,87,75,0,0,2547
11000,a,260,245,260,0,0.5149,91,81,0,0,2807
12000,a,238,251,238,0,0.4867,77,73,0,0,3045
13000,a,252,257,252,0,0.4951,81,87,0,0,3297
14000,a,263,235,263,0,0.5281,84,80,0,0,3560
15000,a,274,238,274,0,0.5352,100,88,0,0,3834
16000,a,242,249,242,0,0.4929,96,74,0,0,4076
17000,a,263,233,263,0,0.5302,77,85,0,0,4339
18000,a,248,258,248,0,0.4901,88,86,0,0,4587
19000,a,248,248,248,0,0.5000,84,82,0,0,4835
20000,a,249,254,249,0,0.4950,91,81,0,0,5084
21000,a,239,268,239,0,0.4714,84,102,0,0,5323
22000,a,256,232,256,0,0.5246,76,86,0,0,5579
23000,a,237,271,237,0,0.4665,79,99,0,0,5816
24000,a,245,256,245,0,0.4890,92,88,0,0,6061
25000,a,255,236,255,0,0.5193,89,73,0,0,6316
26000,a,263,241,263,0,0.5218,87,83,0,0,6579
27000,a,249,249,249,0,0.5000,80,86,0,0,6828
28000,a,251,251,251,0,0.5000,76,94,0,0,7079
29000,a,264,236,264,0,0.5280,102,68,0,0,7343
30000,a,239,264,239,0,0.4751,84,92,0,0,7582
31000,b,224,265,0,265,0.4581,76,78,0,0,7847
32000,b,251,257,0,257,0.4941,83,87,0,0,8104
33000,b,243,263,0,263,0.4802,91,91,0,0,8367
34000,b,267,234,0,234,0.5329,88,96,0,0,8601
35000,b,263,226,0,226,0.5378,79,83,0,0,8827
36000,b,229,278,0,278,0.4517,84,92,0,0,9105
37000,b,236,255,0,255,0.4807,75,83,0,0,9360
38000,b,249,247,0,247,0.5020,82,68,0,0,9607
39000,b,241,265,0,265,0.4763,71,91,0,0,9872
40000,b,276,234,0,234,0.5412,101,81,0,0,10106
41000,b,257,246,0,246,0.5109,97,91,0,0,10352
42000,b,246,250,0,250,0.4960,88,92,0,0,10602
43000,b,271,220,0,220,0.5519,88,74,0,0,10822
44000,b,252,247,0,247,0.5050,78,82,0,0,11069
45000,b,274,231,0,231,0.5426,84,86,0,0,11300
46000,b,245,243,0,243,0.5020,77,69,0,0,11543
47000,b,266,253,0,253,0.5125,95,89,0,0,11796
48000,b,244,253,0,253,0.4909,90,88,0,0,12049
49000,b,242,257,0,257,0.4850,80,96,0,0,12306
50000,b,250,239,0,239,0.5112,74,80,0,0,12545
51000,b,259,248,0,248,0.5108,89,79,0,0,12793
52000,b,263,243,0,243,0.5198,104,76,0,0,13036
53000,b,244,244,0,244,0.5000,85,71,0,0,13280
54000,b,240,267,0,267,0.4734,88,82,0,0,13547
55000,b,251,244,0,244,0.5071,87,73,0,0,13791
56000,b,263,241,0,241,0.5218,84,84,0,0,14032
57000,b,235,281,0,281,0.4554,93,107,0,0,14313
58000,b,248,245,0,245,0.5030,86,100,0,0,14558
59000,b,255,248,0,248,0.5070,97,95,0,0,14806
60000,b,251,240,0,240,0.5112,88,86,0,0,15046
61000,a,238,264,238,0,0.4741,85,93,0,0,15284
62000,a,229,265,229,0,0.4636,81,85,0,0,15513
63000,a,251,258,251,0,0.4931,89,95,0,0,15764
64000,a,248,253,248,0,0.4950,93,93,0,0,16012
65000,a,255,239,255,0,0.5162,87,87,0,0,16267
66000,a,258,245,258,0,0.5129,96,84,0,0,16525
67000,a,244,248,244,0,0.4959,84,80,0,0,16769
68000,a,254,246,254,0,0.5080,82,82,0,0,17023
69000,a,253,246,253,0,0.5070,86,76,0,0,17276
70000,a,262,246,262,0,0.5157,90,88,0,0,17538
71000,a,256,243,256,0,0.5130,84,92,0,0,17794
72000,a,262,236,262,0,0.5261,91,81,0,0,18056
73000,a,248,249,248,0,0.4990,86,80,0,0,18304
74000,a,240,267,240,0,0.4734,84,96,0,0,18544
75000,a,261,238,261,0,0.5230,84,94,0,0,18805
76000,a,240,257,240,0,0.4829,79,93,0,0,19045
77000,a,246,260,246,0,0.4862,90,94,0,0,19291
78000,a,254,251,254,0,0.5030,100,94,0,0,19545
79000,a,254,235,254,0,0.5194,85,87,0,0,19799
80000,a,250,247,250,0,0.5030,87,79,0,0,20049
81000,a,254,243,254,0,0.5111,73,87,0,0,20303
82000,a,265,238,265,0,0.5268,84,82,0,0,20568
83000,a,263,245,263,0,0.5177,99,83,0,0,20831
84000,a,238,260,238,0,0.4779,91,87,0,0,21069
85000,a,244,259,244,0,0.4851,99,85,0,0,21313
