step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,525,127,525,0,0.8052,267,46,388,0,525
2000,a,431,57,431,0,0.8832,282,32,742,0,956
3000,a,377,26,377,0,0.9355,167,10,1040,0,1333
4000,a,317,19,317,0,0.9435,43,1,1139,0,1650
5000,a,328,17,328,0,0.9507,29,4,1146,0,1978
6000,a,330,24,330,0,0.9322,38,1,1162,0,2308
7000,a,333,17,333,0,0.9514,41,1,1168,0,2641
8000,a,331,14,331,0,0.9594,43,2,1167,0,2972
9000,a,325,14,325,0,0.9587,24,1,1180,0,3297
10000,a,335,15,335,0,0.9571,39,1,1180,0,3632
11000,a,329,21,329,0,0.9400,42,0,1183,0,3961
12000,a,334,8,334,0,0.9766,33,1,1192,0,4295
13000,a,322,21,322,0,0.9388,40,3,1174,0,4617
14000,a,334,23,334,0,0.9356,47,5,1191,0,4951
15000,a,325,17,325,0,0.9503,45,2,1192,0,5276
16000,a,326,14,326,0,0.9588,31,2,1193,0,5602
17000,a,335,17,335,0,0.9517,47,0,1193,0,5937
18000,a,329,12,329,0,0.9648,32,1,1205,0,6266
19000,a,330,18,330,0,0.9483,40,3,1203,0,6596
20000,a,329,15,329,0,0.9564,38,1,1208,0,6925
21000,a,328,17,328,0,0.9507,39,2,1212,0,7253
22000,a,323,15,323,0,0.9556,28,2,1197,0,7576
23000,a,331,18,331,0,0.9484,34,2,1205,0,7907
24000,a,330,13,330,0,0.9621,38,1,1200,0,8237
25000,a,329,16,329,0,0.9536,34,5,1207,0,8566
26000,a,335,10,335,0,0.9710,39,2,1208,0,8901
27000,a,324,20,324,0,0.9419,33,1,1216,0,9225
28000,a,331,12,331,0,0.9650,40,2,1207,0,9556
29000,a,329,17,329,0,0.9509,44,1,1210,0,9885
30000,a,325,17,325,0,0.9503,44,2,1202,0,10210
31000,b,384,49,0,49,0.8868,96,16,1002,26,10259
32000,b,402,73,0,73,0.8463,129,26,911,66,10332
33000,b,389,71,0,71,0.8457,135,21,837,110,10403
34000,b,390,82,0,82,0.8263,148,35,762,159,10485
35000,b,377,94,0,94,0.8004,155,40,706,206,10579
36000,b,364,101,0,101,0.7828,153,43,655,256,10680
37000,b,349,105,0,105,0.7687,132,50,602,303,10785
38000,b,346,121,0,121,0.7409,140,43,558,371,10906
39000,b,317,146,0,146,0.6847,129,57,521,442,11052
40000,b,303,140,0,140,0.6840,114,49,481,504,11192
41000,b,296,149,0,149,0.6652,87,54,443,575,11341
42000,b,287,159,0,159,0.6435,90,56,396,643,11500
43000,b,236,185,0,185,0.5606,56,48,356,731,11685
44000,b,210,204,0,204,0.5072,49,41,308,804,11889
45000,b,214,200,0,200,0.5169,47,38,264,852,12089
46000,b,159,240,0,240,0.3985,26,34,226,932,12329
47000,b,153,245,0,245,0.3844,13,46,192,988,12574
48000,b,110,268,0,268,0.2910,14,35,162,1032,12842
49000,b,92,278,0,278,0.2486,10,32,138,1065,13120
50000,b,85,279,0,279,0.2335,12,35,105,1088,13399
51000,b,62,300,0,300,0.1713,8,46,85,1102,13699
52000,b,52,301,0,301,0.1473,11,32,66,1121,14000
53000,b,46,317,0,317,0.1267,2,44,54,1154,14317
54000,b,33,313,0,313,0.0954,3,39,46,1154,14630
55000,b,28,316,0,316,0.0814,2,33,39,1153,14946
56000,b,30,328,0,328,0.0838,6,39,29,1173,15274
57000,b,24,320,0,320,0.0698,4,42,24,1171,15594
58000,b,31,318,0,318,0.0888,5,40,18,1179,15912
59000,b,27,314,0,314,0.0792,4,35,15,1169,16226
60000,b,15,331,0,331,0.0434,0,35,10,1181,16557
61000,a,63,382,63,0,0.1416,16,88,37,1005,16620
62000,a,66,408,66,0,0.1392,25,127,72,911,16686
63000,a,80,378,80,0,0.1747,27,134,120,826,16766
64000,a,89,379,89,0,0.1902,36,133,168,767,16855
65000,a,103,364,103,0,0.2206,47,120,218,721,16958
66000,a,137,323,137,0,0.2978,56,113,301,659,17095
67000,a,127,330,127,0,0.2779,40,121,370,613,17222
