step,season,bloomx,bloomy,paidx,paidy,policy,flx,fly,tokx,toky,score
1000,a,516,128,516,0,0.8012,254,50,344,0,516
2000,a,455,52,455,0,0.8974,314,34,711,0,971
3000,a,365,40,365,0,0.9012,198,18,998,0,1336
4000,a,314,21,314,0,0.9373,47,3,1127,0,1650
5000,a,334,13,334,0,0.9625,42,0,1143,0,1984
6000,a,333,12,333,0,0.9652,35,0,1157,0,2317
7000,a,335,20,335,0,0.9437,47,2,1168,0,2652
8000,a,319,19,319,0,0.9438,41,2,1154,0,2971
9000,a,331,17,331,0,0.9511,38,1,1161,0,3302
10000,a,333,16,333,0,0.9542,46,3,1165,0,3635
11000,a,331,17,331,0,0.9511,43,0,1174,0,3966
12000,a,323,17,323,0,0.9500,31,5,1171,0,4289
13000,a,341,9,341,0,0.9743,42,2,1184,0,4630
14000,a,326,19,326,0,0.9449,37,2,1187,0,4956
15000,a,327,16,327,0,0.9534,34,3,1186,0,5283
16000,a,324,25,324,0,0.9284,30,3,1187,0,5607
17000,a,324,26,324,0,0.9257,39,3,1193,0,5931
18000,a,326,22,326,0,0.9368,41,2,1197,0,6257
19000,a,316,13,316,0,0.9605,28,1,1175,0,6573
20000,a,332,20,332,0,0.9432,37,3,1188,0,6905
21000,a,331,15,331,0,0.9566,33,1,1204,0,7236
22000,a,329,13,329,0,0.9620,26,1,1200,0,7565
23000,a,330,12,330,0,0.9649,29,1,1195,0,7895
24000,a,338,9,338,0,0.9741,45,1,1196,0,8233
25000,a,329,17,329,0,0.9509,39,1,1204,0,8562
26000,a,326,19,326,0,0.9449,42,2,1203,0,8888
27000,a,323,17,323,0,0.9500,26,3,1207,0,9211
28000,a,334,14,334,0,0.9598,43,3,1205,0,9545
29000,a,333,18,333,0,0.9487,49,3,1212,0,9878
30000,a,321,17,321,0,0.9497,31,2,1216,0,10199
31000,b,399,46,0,46,0.8966,100,14,1028,22,10245
32000,b,402,72,0,72,0.8481,127,28,938,59,10317
33000,b,381,75,0,75,0.8355,133,23,852,106,10392
34000,b,390,85,0,85,0.8211,142,35,789,154,10477
35000,b,357,105,0,105,0.7727,129,44,736,208,10582
36000,b,373,98,0,98,0.7919,140,40,688,263,10680
37000,b,362,104,0,104,0.7768,142,40,638,324,10784
38000,b,325,127,0,127,0.7190,118,47,591,382,10911
39000,b,301,147,0,147,0.6719,96,59,545,460,11058
40000,b,314,137,0,137,0.6962,105,55,487,523,11195
41000,b,269,165,0,165,0.6198,75,47,444,612,11360
42000,b,268,166,0,166,0.6175,69,34,401,686,11526
43000,b,253,178,0,178,0.5870,53,41,357,756,11704
44000,b,240,186,0,186,0.5634,48,46,313,821,11890
45000,b,203,201,0,201,0.5025,38,34,281,860,12091
46000,b,201,205,0,205,0.4951,36,38,230,904,12296
47000,b,178,229,0,229,0.4373,29,43,197,959,12525
48000,b,129,258,0,258,0.3333,19,49,162,1015,12783
49000,b,105,270,0,270,0.2800,15,41,131,1057,13053
50000,b,88,281,0,281,0.2385,11,49,104,1080,13334
51000,b,77,284,0,284,0.2133,14,32,82,1095,13618
52000,b,80,290,0,290,0.2162,9,39,67,1122,13908
53000,b,39,315,0,315,0.1102,6,40,51,1148,14223
54000,b,36,318,0,318,0.1017,6,37,31,1176,14541
55000,b,26,318,0,318,0.0756,2,38,21,1180,14859
56000,b,25,323,0,323,0.0718,3,44,17,1180,15182
57000,b,34,314,0,314,0.0977,12,36,12,1182,15496
58000,b,31,318,0,318,0.0888,7,35,8,1187,15814
59000,b,25,321,0,321,0.0723,4,33,6,1194,16135
60000,b,30,320,0,320,0.0857,3,37,5,1191,16455
61000,a,49,392,49,0,0.1111,12,80,33,1024,16504
62000,a,70,403,70,0,0.1480,29,115,74,921,16574
63000,a,83,371,83,0,0.1828,23,111,118,844,16657
64000,a,90,394,90,0,0.1860,35,165,155,760,16747
65000,a,111,343,111,0,0.2445,50,141,207,699,16858
66000,a,128,319,128,0,0.2864,41,110,282,648,16986
67000,a,128,346,128,0,0.2700,42,125,359,606,17114
68000,a,138,317,138,0,0.3033,44,120,432,555,17252
69000,a,154,286,154,0,0.3500,54,92,506,498,17406
70000,a,155,284,155,0,0.3531,35,81,592,447,17561
71000,a,188,260,188,0,0.4196,61,70,674,396,17749
72000,a,200,215,200,0,0.4819,48,55,760,345,17949
73000,a,200,219,200,0,0.4773,48,44,824,303,18149
74000,a,219,192,219,0,0.5328,44,35,895,262,18368
75000,a,228,171,228,0,0.5714,46,23,943,221,18596
76000,a,233,155,233,0,0.6005,29,26,977,189,18829
77000,a,264,123,264,0,0.6822,41,20,1025,156,19093
78000,a,272,106,272,0,0.7196,43,12,1063,121,19365
79000,a,284,78,284,0,0.7845,37,6,1093,99,19649
80000,a,311,58,311,0,0.8428,44,2,1141,79,19960
81000,a,309,49,309,0,0.8631,44,8,1157,63,20269
82000,a,298,55,298,0,0.8442,40,6,1159,56,20567
83000,a,315,37,315,0,0.8949,38,2,1181,44,20882
84000,a,298,45,298,0,0.8688,32,3,1154,40,21180
85000,a,326,33,326,0,0.9081,38,6,1179,34,21506
86000,a,318,22,318,0,0.9353,38,4,1164,30,21824
87000,a,324,33,324,0,0.9076,38,4,1190,25,22148
88000,a,324,22,324,0,0.9364,34,2,1203,23,22472
89000,a,322,22,322,0,0.9360,40,3,1189,18,22794
90000,a,330,18,330,0,0.9483,39,2,1199,14,23124
91000,b,373,67,0,67,0.8477,74,15,1037,39,23191
92000,b,403,66,0,66,0.8593,114,26,930,81,23257
93000,b,392,75,0,75,0.8394,132,24,856,116,23332
94000,b,378,85,0,85,0.8164,138,35,776,158,23417
95000,b,367,104,0,104,0.7792,151,43,704,223,23521
96000,b,366,88,0,88,0.8062,134,40,650,268,23609
97000,b,336,132,0,132,0.7179,130,49,608,351,23741
98000,b,327,131,0,131,0.7140,122,48,565,414,23872
99000,b,304,153,0,153,0.6652,102,58,529,490,24025
100000,b,285,147,0,147,0.6597,74,44,484,558,24172
101000,b,285,168,0,168,0.6291,91,48,436,634,24340
102000,b,245,180,0,180,0.5765,59,43,390,713,24520
103000,b,261,170,0,170,0.6056,74,26,336,782,24690
104000,b,185,231,0,231,0.4447,39,50,290,875,24921
105000,b,189,209,0,209,0.4749,33,43,243,919,25130
106000,b,172,221,0,221,0.4377,28,38,201,958,25351
107000,b,141,250,0,250,0.3606,21,38,160,1016,25601
108000,b,92,277,0,277,0.2493,11,43,128,1049,25878
109000,b,91,282,0,282,0.2440,14,36,108,1083,26160
110000,b,79,283,0,283,0.2182,9,35,91,1088,26443
111000,b,63,300,0,300,0.1736,10,39,73,1108,26743
112000,b,68,299,0,299,0.1853,4,50,59,1132,27042
113000,b,43,305,0,305,0.1236,4,34,45,1150,27347
114000,b,48,305,0,305,0.1360,1,37,34,1161,27652
115000,b,37,313,0,313,0.1057,2,43,26,1159,27965
116000,b,27,320,0,320,0.0778,3,31,21,1178,28285
117000,b,30,321,0,321,0.0855,2,36,16,1180,28606
118000,b,25,318,0,318,0.0729,4,26,12,1187,28924
119000,b,30,324,0,324,0.0847,4,32,9,1195,29248
120000,b,16,331,0,331,0.0461,0,36,5,1202,29579
121000,a,49,387,49,0,0.1124,11,87,32,1014,29628
122000,a,76,392,76,0,0.1624,34,115,71,903,29704
123000,a,90,378,90,0,0.1923,35,141,110,820,29794
124000,a,101,357,101,0,0.2205,38,123,164,760,29895
125000,a,104,369,104,0,0.2199,44,137,218,706,29999
126000,a,104,355,104,0,0.2266,38,127,280,655,30103
127000,a,130,328,130,0,0.2838,41,113,354,605,30233
128000,a,143,309,143,0,0.3164,52,101,427,544,30376
129000,a,141,314,141,0,0.3099,51,94,504,499,30517
130000,a,162,289,162,0,0.3592,65,81,588,446,30679
131000,a,172,263,172,0,0.3954,53,76,665,408,30851
132000,a,181,239,181,0,0.4310,44,65,732,358,31032
133000,a,188,239,188,0,0.4403,36,48,820,318,31220
134000,a,194,217,194,0,0.4720,27,38,878,270,31414
135000,a,226,176,226,0,0.5622,41,26,925,230,31640
136000,a,252,129,252,0,0.6614,33,20,976,189,31892
137000,a,247,144,247,0,0.6317,41,15,1015,156,32139
138000,a,273,109,273,0,0.7147,37,12,1072,119,32412
139000,a,283,83,283,0,0.7732,36,8,1089,95,32695
140000,a,299,68,299,0,0.8147,37,14,1114,74,32994
141000,a,289,67,289,0,0.8118,39,4,1130,58,33283
142000,a,311,42,311,0,0.8810,38,6,1141,47,33594
143000,a,302,51,302,0,0.8555,37,4,1141,39,33896
144000,a,305,51,305,0,0.8567,38,8,1147,32,34201
145000,a,317,45,317,0,0.8757,44,6,1168,29,34518
146000,a,325,32,325,0,0.9104,48,2,1197,22,34843
147000,a,318,23,318,0,0.9326,39,3,1194,15,35161
148000,a,323,20,323,0,0.9417,36,0,1195,11,35484
149000,a,329,27,329,0,0.9242,46,7,1208,9,35813
150000,a,311,26,311,0,0.9228,33,5,1194,9,36124
151000,b,397,45,0,45,0.8982,98,8,1012,37,36169
152000,b,403,63,0,63,0.8648,117,19,920,69,36232
153000,b,393,75,0,75,0.8397,140,19,844,106,36307
154000,b,389,81,0,81,0.8277,151,20,781,154,36388
155000,b,380,98,0,98,0.7950,145,44,730,216,36486
156000,b,350,105,0,105,0.7692,134,34,683,266,36591
157000,b,340,127,0,127,0.7281,128,52,631,344,36718
158000,b,319,132,0,132,0.7073,110,55,575,419,36850
159000,b,311,136,0,136,0.6957,96,44,528,488,36986
160000,b,308,150,0,150,0.6725,101,60,479,552,37136
161000,b,270,160,0,160,0.6279,76,56,435,618,37296
162000,b,256,177,0,177,0.5912,56,49,389,703,37473
163000,b,249,181,0,181,0.5791,54,41,352,767,37654
164000,b,192,220,0,220,0.4660,38,39,305,848,37874
165000,b,174,230,0,230,0.4307,40,39,257,903,38104
166000,b,172,228,0,228,0.4300,24,43,217,964,38332
167000,b,156,236,0,236,0.3980,27,41,187,984,38568
168000,b,118,267,0,267,0.3065,14,36,156,1048,38835
169000,b,83,284,0,284,0.2262,12,30,123,1085,39119
170000,b,73,296,0,296,0.1978,9,48,106,1099,39415
171000,b,90,275,0,275,0.2466,9,55,88,1092,39690
172000,b,66,303,0,303,0.1789,7,49,73,1132,39993
173000,b,58,292,0,292,0.1657,8,34,58,1134,40285
174000,b,50,308,0,308,0.1397,8,44,45,1145,40593
175000,b,46,306,0,306,0.1307,5,39,41,1150,40899
176000,b,35,321,0,321,0.0983,2,30,30,1172,41220
177000,b,46,309,0,309,0.1296,5,49,24,1163,41529
178000,b,40,318,0,318,0.1117,5,40,22,1189,41847
179000,b,17,328,0,328,0.0493,2,40,17,1197,42175
180000,b,15,317,0,317,0.0452,2,35,12,1174,42492
